R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,70,10,70,10,50,500,0,0
sysTime,GRawX,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
62.707,3.429,0.423,11.076,-0.223,-0.158,-0.153,-0.109
62.717,3.063,-0.445,15.922,-0.201,-0.182,-0.180,-0.115
62.728,-3.284,-0.522,20.765,0.145,-0.185,-0.201,-0.124
62.738,0.133,0.327,17.868,0.135,-0.176,-0.194,-0.127
62.748,-5.847,-1.017,21.190,-0.001,-0.229,-0.244,-0.136
62.759,-0.354,-1.605,17.074,-0.131,-0.273,-0.287,-0.154
62.769,8.068,-0.839,13.760,-0.366,-0.277,-0.282,-0.171
62.779,-3.284,-1.001,19.150,-0.612,-0.310,-0.304,-0.186
62.790,6.847,-0.366,11.200,-0.630,-0.305,-0.300,-0.197
62.800,1.110,0.919,16.347,-0.795,-0.265,-0.256,-0.197
62.810,0.744,0.768,20.177,-0.682,-0.239,-0.239,-0.191
62.821,8.923,2.036,12.871,-0.553,-0.185,-0.194,-0.181
62.831,-0.842,2.048,16.254,-0.615,-0.147,-0.157,-0.160
62.841,-0.964,0.785,9.761,-0.650,-0.167,-0.178,-0.150
62.851,0.622,0.006,3.281,-0.667,-0.187,-0.198,-0.150
62.862,-9.754,1.294,0.382,-0.509,-0.142,-0.161,-0.141
62.872,-5.481,0.516,-4.287,-0.462,-0.145,-0.166,-0.132
62.882,-5.359,0.198,-1.270,-0.227,-0.138,-0.171,-0.129
62.893,5.505,0.242,-5.281,-0.264,-0.149,-0.181,-0.131
62.903,6.847,1.324,-3.410,-0.421,-0.128,-0.153,-0.124
62.913,15.515,1.663,-2.573,-0.396,-0.122,-0.147,-0.117
62.924,-4.138,1.750,9.211,-0.320,-0.099,-0.128,-0.100
62.934,6.969,1.214,1.664,-0.378,-0.100,-0.126,-0.089
62.944,6.969,0.281,-6.648,-0.413,-0.134,-0.160,-0.090
62.954,-1.575,1.404,1.768,-0.116,-0.099,-0.137,-0.083
62.965,9.167,2.528,-4.036,-0.148,-0.046,-0.083,-0.063
62.975,-10.120,0.267,-5.127,-0.300,-0.117,-0.148,-0.054
62.985,7.336,1.862,2.551,-0.306,-0.053,-0.086,-0.042
62.996,7.702,2.149,0.843,-0.367,-0.043,-0.079,-0.030
63.006,-11.341,-1.205,-1.183,-0.203,-0.102,-0.155,-0.025
63.016,-3.040,-0.049,-0.586,-0.241,-0.044,-0.104,-0.025
63.027,-6.702,-1.031,1.290,-0.240,-0.070,-0.133,-0.031
63.037,5.993,-1.194,10.449,-0.156,-0.057,-0.147,-0.046
63.047,-9.754,-0.885,-0.122,-0.014,-0.020,-0.131,-0.050
63.058,4.894,-1.982,-15.984,-0.130,-0.064,-0.171,-0.068
63.068,-25.501,-3.843,29.877,0.508,-0.095,-0.237,-0.091
63.078,-10.608,-6.000,-33.238,-0.406,-0.227,-0.321,-0.137
63.089,25.769,0.826,23.220,-0.036,-0.071,-0.184,-0.164
63.099,6.481,3.781,3.020,-0.140,0.038,-0.081,-0.137
63.109,4.162,2.691,-23.881,-1.042,0.006,-0.068,-0.106
63.119,-11.097,3.207,19.368,-0.554,0.062,-0.031,-0.077
63.129,18.322,8.130,-17.261,-0.575,0.248,0.174,-0.013
63.140,18.322,12.248,-14.141,-0.586,0.440,0.367,0.088
63.150,23.327,14.963,17.422,-0.030,0.656,0.561,0.223
63.160,33.582,19.265,-13.327,-0.721,0.939,0.865,0.402
63.171,7.702,19.964,11.964,-0.303,1.185,1.090,0.606
63.181,-0.476,15.894,-8.605,-1.060,1.235,1.165,0.782
63.192,15.270,12.889,-22.332,-1.408,1.282,1.233,0.919
63.202,-11.829,7.943,22.503,0.618,1.309,1.213,1.022
63.213,-1.453,5.873,9.936,0.324,1.285,1.209,1.083
63.223,10.388,8.784,-2.501,-0.045,1.425,1.359,1.155
63.233,17.102,7.487,-15.213,-0.927,1.429,1.387,1.222
63.244,15.026,7.743,-7.971,-0.877,1.482,1.423,1.277
63.254,1.842,7.944,40.521,1.217,1.642,1.486,1.351
63.264,9.777,9.393,7.586,0.279,1.738,1.608,1.435
63.275,23.449,13.376,-24.148,-0.591,1.961,1.852,1.552
63.285,34.192,15.553,12.508,0.414,2.179,2.037,1.688
63.296,16.369,15.822,15.737,1.078,2.377,2.200,1.846
63.306,23.694,15.696,-36.510,-0.255,2.500,2.353,1.997
63.317,43.348,16.254,-34.006,-0.583,2.649,2.506,2.142
63.327,14.904,16.213,25.816,0.476,2.791,2.622,2.292
63.338,-2.307,11.460,33.002,0.946,2.816,2.621,2.420
63.348,-1.819,8.094,-2.872,0.242,2.775,2.619,2.505
63.358,-17.689,2.016,-18.353,-0.327,2.611,2.493,2.537
63.369,-22.816,-4.356,8.120,0.144,2.391,2.264,2.496
63.379,-36.732,-9.746,-3.105,-0.149,2.145,2.030,2.402
63.390,-30.140,-15.379,-18.407,-1.302,1.831,1.750,2.249
63.400,-19.642,-17.744,-11.598,-1.868,1.562,1.498,2.048
63.410,-36.610,-22.943,5.588,-1.225,1.238,1.134,1.813
63.421,-42.225,-28.665,12.572,-0.836,0.792,0.674,1.516
63.431,-33.070,-29.558,-1.450,-0.949,0.451,0.332,1.195
63.442,-29.774,-30.228,-18.906,-1.363,0.130,0.011,0.873
63.452,-34.535,-33.245,11.539,-0.537,-0.233,-0.412,0.528
63.462,-35.511,-34.632,37.352,1.591,-0.557,-0.808,0.178
63.472,-51.991,-36.091,5.162,0.986,-0.959,-1.185,-0.168
63.482,-16.224,-31.399,-39.531,-0.385,-1.176,-1.379,-0.506
63.493,-2.307,-25.912,-37.523,-1.565,-1.377,-1.521,-0.799
63.503,-7.801,-24.911,-21.838,-0.733,-1.605,-1.782,-1.075
63.514,-18.543,-24.654,55.162,1.094,-1.826,-2.054,-1.335
63.525,-30.750,-25.658,55.602,4.718,-2.007,-2.349,-1.580
63.535,-29.896,-24.756,47.505,5.757,-2.189,-2.555,-1.807
63.546,-32.948,-21.544,-3.145,4.210,-2.361,-2.661,-2.006
63.557,-8.411,-18.222,-40.850,0.981,-2.582,-2.758,-2.193
63.567,-10.120,-14.588,-42.120,-1.447,-2.681,-2.784,-2.348
63.578,2.819,-11.897,-30.865,-1.905,-2.703,-2.828,-2.481
63.589,7.214,-8.541,-23.598,-2.256,-2.719,-2.844,-2.587
63.600,20.398,-4.277,1.004,-1.543,-2.628,-2.800,-2.651
63.610,3.551,-1.796,40.917,0.606,-2.500,-2.763,-2.667
63.621,0.988,0.702,39.695,2.712,-2.348,-2.689,-2.642
63.632,10.021,1.873,41.138,3.229,-2.281,-2.656,-2.606
63.642,2.819,7.009,16.159,1.707,-2.098,-2.420,-2.518
63.653,8.068,10.841,0.278,0.203,-1.944,-2.192,-2.398
63.664,38.831,16.278,-41.836,-1.190,-1.682,-1.890,-2.245
63.674,30.896,21.519,-48.490,-1.667,-1.314,-1.513,-2.025
63.685,39.685,24.784,-35.535,-2.073,-0.974,-1.175,-1.772
63.696,36.756,27.798,14.108,-1.077,-0.558,-0.820,-1.489
63.706,22.717,27.170,47.876,-0.251,-0.213,-0.549,-1.197
63.717,23.327,27.565,13.722,-0.311,0.126,-0.250,-0.908
63.727,36.145,28.476,-12.535,-1.161,0.417,0.066,-0.619
63.737,36.023,31.721,-9.610,-1.390,0.818,0.475,-0.304
63.748,26.990,29.607,10.418,-0.372,1.132,0.742,0.012
63.758,24.914,28.918,14.846,1.301,1.411,1.001,0.315
63.769,33.337,30.759,18.063,1.274,1.744,1.337,0.624
63.779,25.281,29.891,18.018,1.170,2.075,1.674,0.960
63.790,34.436,30.557,-7.513,0.577,2.390,2.008,1.276
63.801,29.065,29.963,-15.169,-0.220,2.630,2.297,1.587
63.811,15.270,27.620,7.273,-0.258,2.850,2.519,1.878
63.822,2.575,25.454,13.468,0.071,3.059,2.714,2.145
63.833,9.167,23.401,-22.218,-0.814,3.224,2.921,2.390
63.843,11.364,20.257,-35.830,-2.771,3.342,3.059,2.596
63.854,26.990,18.438,-23.813,-3.241,3.424,3.162,2.753
63.864,5.627,13.643,39.053,-2.085,3.491,3.145,2.871
63.874,-5.603,8.850,8.878,-1.581,3.483,3.099,2.947
63.885,4.406,7.205,-19.371,-3.052,3.489,3.131,3.000
63.895,-7.190,0.200,-18.815,-3.210,3.289,2.942,2.989
63.905,-9.387,-4.837,16.620,-2.121,3.096,2.726,2.917
63.916,-31.483,-11.078,21.310,-0.992,2.875,2.460,2.802
63.927,-20.862,-15.403,18.867,-0.127,2.628,2.186,2.633
63.937,-10.364,-17.209,9.562,0.140,2.391,1.945,2.438
63.948,-37.220,-22.850,23.957,0.371,2.021,1.560,2.204
63.958,-51.503,-27.955,14.236,0.569,1.568,1.111,1.912
63.969,-52.968,-33.131,8.807,0.066,1.058,0.632,1.563
63.981,-50.404,-36.311,14.408,-0.195,0.538,0.119,1.134
63.993,-41.127,-38.595,31.538,-0.029,0.032,-0.418,0.664
64.005,-38.075,-38.811,26.776,-0.113,-0.431,-0.902,0.187
64.017,-34.657,-38.781,10.662,0.236,-0.899,-1.381,-0.285
64.029,-49.306,-40.268,17.647,0.527,-1.399,-1.892,-0.757
64.041,-24.525,-39.350,25.337,1.380,-1.800,-2.335,-1.227
64.053,-42.103,-40.935,2.439,1.593,-2.260,-2.843,-1.689
64.065,-30.262,-42.224,-10.116,2.761,-2.709,-3.372,-2.159
64.077,-33.924,-44.464,-21.967,3.064,-3.251,-3.945,-2.652
64.089,-50.649,-46.923,-39.596,1.779,-3.864,-4.528,-3.171
64.101,-76.650,-52.151,-38.213,-0.025,-4.614,-5.217,-3.729
64.113,-52.968,-54.701,-36.887,-1.035,-5.282,-5.864,-4.316
64.124,-72.500,-62.449,-21.371,-1.501,-6.170,-6.743,-4.982
64.136,-74.941,-68.308,-6.724,-1.215,-7.090,-7.691,-5.745
64.148,-74.575,-73.339,-25.765,-1.513,-8.063,-8.661,-6.571
64.160,-88.247,-79.856,-28.478,-1.589,-9.138,-9.736,-7.462
64.172,-99.722,-84.360,-44.500,-2.443,-10.221,-10.794,-8.407
64.184,-98.013,-87.284,-37.883,-3.241,-11.293,-11.839,-9.395
64.196,-97.159,-88.257,-15.687,-3.991,-12.326,-12.835,-10.393
64.208,-88.980,-87.105,-30.799,-5.237,-13.253,-13.721,-11.343
64.219,-71.279,-84.430,-33.173,-5.757,-14.111,-14.592,-12.306
64.232,-67.373,-79.906,-25.219,-5.495,-14.873,-15.380,-13.241
64.244,-72.134,-75.021,20.482,-5.020,-15.514,-16.084,-14.114
64.256,-46.132,-66.972,29.522,-4.720,-15.963,-16.617,-14.897
64.268,-34.291,-56.149,-9.091,-4.503,-16.250,-16.926,-15.547
64.280,-18.787,-43.478,-33.038,-4.595,-16.366,-17.028,-16.047
64.292,0.500,-30.386,-17.832,-5.136,-16.348,-16.976,-16.404
64.304,28.088,-13.065,1.698,-5.565,-16.013,-16.628,-16.573
64.316,43.836,4.394,-1.950,-5.555,-15.429,-16.055,-16.526
64.327,51.771,21.945,-4.923,-5.582,-14.659,-15.301,-16.278
64.338,68.129,39.110,-41.130,-6.022,-13.726,-14.380,-15.850
64.348,104.751,55.786,-45.531,-6.525,-12.698,-13.333,-15.261
64.359,120.742,69.642,-25.810,-5.391,-11.564,-12.259,-14.526
64.369,115.005,79.873,56.919,-0.467,-10.250,-11.132,-13.644
64.380,110.977,89.447,51.627,3.995,-8.940,-9.927,-12.641
64.390,100.112,97.345,32.678,5.226,-7.579,-8.597,-11.508
64.401,118.911,105.208,11.729,4.061,-6.259,-7.212,-10.323
64.411,123.184,110.616,-10.309,2.051,-4.988,-5.871,-9.102
64.422,113.662,112.246,-7.954,0.795,-3.791,-4.605,-7.859
64.432,117.446,115.814,-16.122,-0.772,-2.546,-3.296,-6.614
64.443,107.314,115.413,-38.985,-3.125,-1.427,-2.081,-5.371
64.453,126.724,116.360,-26.456,-4.333,-0.173,-0.822,-4.141
64.464,121.353,113.985,16.709,-2.413,1.041,0.311,-2.927
64.474,99.502,110.115,49.334,-0.099,2.217,1.363,-1.744
64.485,99.135,106.266,18.524,-0.036,3.288,2.396,-0.589
64.495,89.247,103.485,-37.638,-2.475,4.234,3.420,0.500
64.506,87.538,95.581,-0.400,-1.905,5.076,4.221,1.518
64.516,71.669,87.941,41.598,0.685,5.846,4.894,2.447
64.526,58.851,80.049,5.648,0.600,6.475,5.525,3.305
64.537,60.316,73.063,-26.192,-1.171,6.968,6.100,4.085
64.548,44.934,63.252,-20.952,-1.727,7.331,6.492,4.765
64.558,17.834,50.361,4.114,-1.363,7.517,6.676,5.316
64.569,26.990,42.701,-3.691,-1.315,7.722,6.881,5.749
64.579,16.980,32.454,5.274,-1.081,7.793,6.947,6.078
64.591,-1.819,18.828,0.863,0.154,7.717,6.828,6.320
64.601,-20.862,6.941,36.492,0.732,7.506,6.588,6.397
64.613,-25.501,-3.639,46.565,1.138,7.232,6.278,6.352
64.625,-41.981,-13.124,38.803,0.578,6.858,5.912,6.200
64.635,-44.057,-18.894,-16.878,0.093,6.481,5.582,6.002
64.645,-20.618,-25.789,-30.363,-1.931,5.969,5.151,5.723
64.656,-37.465,-30.440,9.264,-0.182,5.565,4.680,5.382
64.666,-64.809,-36.937,28.353,0.467,5.026,4.139,5.001
64.677,-46.620,-39.896,5.778,0.222,4.475,3.604,4.563
64.687,-41.371,-41.255,-2.376,-0.107,4.007,3.152,4.126
64.699,-40.272,-44.523,-13.459,-0.550,3.328,2.498,3.566
64.709,-57.607,-48.476,26.344,0.970,2.798,1.900,3.077
64.719,-49.916,-48.435,8.338,1.134,2.282,1.376,2.573
64.729,-68.960,-50.152,-25.623,-0.642,1.670,0.841,2.052
64.740,-58.583,-49.663,-23.247,-1.887,1.098,0.308,1.500
64.751,-46.132,-51.803,-1.668,-1.728,0.489,-0.302,0.936
64.762,-66.396,-52.298,19.062,-1.165,-0.087,-0.912,0.331
64.774,-53.822,-53.220,39.093,0.133,-0.664,-1.553,-0.294
64.786,-48.085,-53.497,47.093,1.829,-1.238,-2.208,-0.931
64.798,-13.416,-50.467,-20.860,2.137,-1.739,-2.733,-1.537
64.810,-15.369,-47.118,16.343,4.862,-2.073,-3.169,-2.057
64.822,-4.871,-41.790,-40.793,5.165,-2.408,-3.495,-2.530
64.834,-1.697,-34.990,-35.919,4.030,-2.625,-3.688,-2.933
64.846,-14.270,-28.067,-25.846,3.543,-2.722,-3.770,-3.243
64.858,-2.429,-21.149,12.676,2.918,-2.766,-3.780,-3.481
64.870,4.406,-12.597,8.893,2.557,-2.664,-3.655,-3.624
64.882,24.060,-3.372,-8.367,2.037,-2.431,-3.394,-3.656
64.893,35.535,6.207,-18.695,0.876,-2.148,-3.063,-3.595
64.904,51.404,15.527,-26.382,-0.633,-1.770,-2.628,-3.431
64.916,45.545,24.910,-27.596,-2.056,-1.288,-2.095,-3.167
64.927,78.261,34.622,-27.963,-2.580,-0.718,-1.482,-2.818
64.939,70.570,43.320,-53.747,-3.163,-0.008,-0.743,-2.337
64.951,66.420,50.780,-46.086,-3.842,0.787,0.060,-1.760
64.963,82.167,58.530,-29.917,-4.411,1.684,0.935,-1.107
64.975,74.354,61.878,-19.908,-4.409,2.484,1.727,-0.400
64.987,92.665,67.150,-41.312,-4.428,3.380,2.610,0.353
65.000,75.819,70.508,-48.989,-4.928,4.276,3.517,1.166
65.012,71.791,70.982,-43.315,-6.172,5.068,4.331,1.974
65.024,55.921,68.302,-32.543,-7.528,5.709,5.011,2.750
65.036,55.799,65.603,-29.276,-8.555,6.316,5.636,3.478
65.048,48.841,60.345,-15.850,-8.477,6.863,6.158,4.154
65.060,32.239,54.037,15.670,-7.936,7.336,6.582,4.754
65.072,25.647,44.830,17.969,-7.597,7.588,6.805,5.249
65.084,17.224,36.439,17.563,-7.175,7.765,6.932,5.633
65.095,9.655,29.005,-25.146,-7.258,7.861,6.997,5.888
65.106,23.205,21.261,-21.570,-7.123,7.813,6.928,6.044
65.116,14.782,12.631,1.113,-5.823,7.715,6.741,6.117
65.127,-20.374,3.694,53.915,-3.825,7.533,6.475,6.113
65.137,-21.351,-2.996,7.060,-2.949,7.304,6.218,6.039
65.147,-38.319,-11.816,-28.407,-3.861,6.890,5.848,5.888
65.158,-46.498,-21.798,-31.724,-3.968,6.399,5.351,5.638
65.168,-46.254,-29.538,-20.171,-3.772,5.868,4.810,5.297
65.178,-55.776,-35.831,-28.707,-3.546,5.292,4.241,4.889
65.189,-49.428,-40.581,14.784,-2.150,4.759,3.654,4.430
65.199,-55.043,-43.688,38.624,-0.349,4.276,3.084,3.947
65.210,-64.321,-48.059,13.952,-0.427,3.649,2.471,3.431
65.220,-50.160,-50.932,-16.786,-1.819,2.956,1.840,2.873
65.231,-50.282,-50.584,-24.097,-2.222,2.387,1.299,2.311
65.241,-66.640,-52.979,32.953,-0.947,1.898,0.700,1.753
65.251,-49.672,-53.093,34.008,0.413,1.420,0.119,1.180
65.262,-60.903,-52.038,-7.998,-0.973,0.888,-0.374,0.631
65.272,-38.197,-50.283,-34.472,-2.165,0.364,-0.867,0.082
65.283,-18.055,-45.205,-38.571,-2.271,-0.004,-1.242,-0.431
65.293,-53.945,-43.978,28.348,1.095,-0.295,-1.660,-0.886
65.304,-59.926,-47.616,43.882,4.729,-0.762,-2.213,-1.343
65.314,-39.418,-45.226,18.575,4.517,-1.177,-2.600,-1.788
65.325,-20.618,-39.298,-27.539,2.391,-1.515,-2.820,-2.184
65.335,-34.169,-36.834,33.606,2.968,-1.768,-3.102,-2.539
65.346,-46.376,-36.222,44.245,3.078,-2.088,-3.435,-2.881
65.356,-33.070,-32.361,-32.396,1.186,-2.359,-3.625,-3.196
65.367,-12.928,-26.831,-35.809,0.092,-2.530,-3.731,-3.468
65.377,-6.702,-20.671,18.592,0.647,-2.567,-3.801,-3.685
65.387,-4.260,-15.165,-5.733,0.125,-2.587,-3.791,-3.835
65.398,8.678,-10.443,-44.637,-1.366,-2.578,-3.749,-3.941
65.408,6.603,-7.342,9.335,-0.438,-2.503,-3.732,-4.004
65.420,8.801,-2.651,6.053,0.093,-2.403,-3.641,-4.023
65.430,12.341,2.679,-4.106,-0.427,-2.256,-3.471,-3.988
65.442,13.806,10.914,25.076,-0.362,-1.856,-3.108,-3.859
65.452,49.451,19.815,-29.624,-2.794,-1.518,-2.696,-3.683
65.463,58.729,26.332,-5.232,-3.073,-1.098,-2.261,-3.429
65.474,49.817,31.208,9.865,-2.475,-0.606,-1.805,-3.110
65.484,48.108,36.527,14.330,-2.173,-0.096,-1.309,-2.742
65.495,49.451,41.688,-16.031,-3.196,0.430,-0.753,-2.320
65.505,63.246,46.216,-22.143,-4.575,0.965,-0.187,-1.877
65.516,76.430,46.652,-12.048,-3.717,1.463,0.274,-1.411
65.527,57.386,47.451,0.528,-2.769,1.955,0.737,-0.929
65.537,46.277,50.232,8.173,-1.784,2.555,1.304,-0.434
