R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,500,0,0
sysTime,GRawX,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
206.739,-0.232,-0.058,10.999,0.644,0.330,0.315,0.357
206.751,2.819,0.425,0.514,0.559,0.350,0.338,0.364
206.763,2.331,0.789,6.658,0.547,0.368,0.356,0.374
206.775,1.232,0.196,-3.126,0.505,0.358,0.347,0.382
206.787,-1.209,0.388,3.204,0.740,0.382,0.359,0.389
206.799,-1.819,0.110,6.387,0.878,0.373,0.343,0.392
206.811,-0.476,-0.257,-4.164,1.002,0.369,0.334,0.395
206.823,-0.964,0.533,-0.521,0.784,0.369,0.343,0.397
206.833,-2.063,-0.078,-2.116,0.932,0.363,0.329,0.402
206.845,-1.209,0.059,0.321,0.970,0.368,0.332,0.406
206.857,10.143,1.077,-7.023,0.953,0.395,0.361,0.415
206.869,0.500,1.583,2.963,0.986,0.434,0.401,0.438
206.881,-2.918,0.658,1.899,0.960,0.441,0.412,0.460
206.893,0.133,0.507,8.644,0.932,0.438,0.410,0.468
206.905,4.040,0.979,9.224,0.987,0.478,0.443,0.482
206.917,-3.650,0.477,6.624,1.037,0.474,0.436,0.491
206.929,-0.476,-0.129,-7.402,1.010,0.451,0.411,0.493
206.941,6.115,0.360,-6.758,0.871,0.439,0.406,0.493
206.951,6.481,0.631,-1.574,0.552,0.446,0.427,0.501
206.963,7.824,0.720,5.781,0.610,0.467,0.446,0.512
206.975,-2.185,0.096,1.656,0.548,0.462,0.445,0.519
206.985,10.754,1.021,-4.725,0.331,0.490,0.482,0.526
206.995,-3.528,-0.780,-1.061,0.279,0.454,0.450,0.530
207.007,2.819,-1.258,16.242,0.704,0.426,0.410,0.515
207.019,-3.650,-0.819,-2.537,0.390,0.411,0.417,0.504
207.031,10.998,0.893,-3.190,0.413,0.427,0.429,0.495
207.043,11.486,3.567,1.363,0.544,0.537,0.530,0.527
207.055,2.819,2.803,6.276,0.518,0.556,0.550,0.562
207.066,-2.551,1.488,0.767,0.608,0.566,0.563,0.589
207.078,-0.110,2.851,19.683,1.844,0.659,0.616,0.619
207.090,-16.224,-1.300,18.067,1.769,0.557,0.552,0.643
207.102,-16.102,-2.566,18.939,1.091,0.504,0.494,0.624
207.114,-2.795,0.059,-3.816,0.574,0.585,0.579,0.622
207.126,18.689,3.209,-39.645,-1.233,0.616,0.677,0.637
207.136,7.580,6.034,21.671,-0.790,0.718,0.772,0.675
207.146,9.899,6.342,-13.939,-1.323,0.750,0.816,0.723
207.158,-19.275,-1.372,-0.981,-0.789,0.566,0.618,0.732
207.170,-34.413,-13.096,12.870,-0.445,0.208,0.240,0.629
207.180,0.255,-14.773,-31.390,-1.026,-0.026,0.043,0.473
207.190,-20.862,-16.187,29.944,0.635,-0.198,-0.164,0.312
207.200,-8.533,-14.482,-35.592,-0.661,-0.381,-0.260,0.159
207.210,-2.795,-11.919,8.605,-0.067,-0.463,-0.347,0.021
207.222,-29.163,-15.642,-13.833,-0.079,-0.693,-0.573,-0.133
207.234,2.819,-12.535,-20.464,-0.193,-0.718,-0.629,-0.291
207.244,-22.449,-13.699,37.682,1.578,-0.793,-0.785,-0.413
207.254,-1.575,-10.603,-33.340,-0.026,-0.873,-0.802,-0.523
207.264,-13.660,-12.185,14.700,0.529,-0.952,-0.927,-0.628
207.275,-2.063,-10.289,8.880,1.128,-0.981,-0.980,-0.729
207.287,5.871,-5.433,16.115,0.961,-0.944,-0.938,-0.809
207.299,4.528,-2.959,34.953,1.634,-0.880,-0.920,-0.847
207.309,-10.242,-0.802,-1.303,1.286,-0.820,-0.860,-0.845
207.321,-4.993,-3.192,-27.505,-1.101,-0.989,-0.941,-0.866
207.331,3.796,-3.260,0.052,-0.389,-0.990,-0.959,-0.895
207.341,-20.496,-5.482,26.976,0.576,-1.063,-1.067,-0.934
207.351,2.453,-4.577,-26.778,-1.272,-1.136,-1.089,-0.982
207.361,2.819,-2.579,15.766,-0.202,-1.079,-1.073,-1.014
207.371,2.209,-0.049,20.247,0.760,-0.989,-1.012,-1.015
207.382,9.411,2.537,-35.089,-0.518,-0.966,-0.911,-0.990
207.392,-2.795,2.762,10.483,-0.141,-0.917,-0.872,-0.955
207.402,8.068,3.184,1.997,-0.151,-0.864,-0.817,-0.918
207.413,8.312,4.855,-5.942,-0.364,-0.774,-0.715,-0.867
207.425,13.561,6.745,1.411,-0.058,-0.646,-0.603,-0.791
207.437,-2.429,4.376,26.586,1.101,-0.551,-0.581,-0.711
207.449,10.021,5.520,35.368,1.150,-0.407,-0.476,-0.636
207.461,2.086,5.653,34.239,1.196,-0.293,-0.400,-0.557
207.471,1.964,3.423,-18.772,0.701,-0.281,-0.397,-0.502
207.483,4.406,3.296,-22.485,0.017,-0.215,-0.343,-0.451
207.495,13.073,3.167,-27.155,-0.266,-0.102,-0.292,-0.403
207.507,10.998,2.138,-28.006,0.077,-0.053,-0.308,-0.372
207.517,-10.486,-0.058,40.860,0.772,-0.056,-0.379,-0.361
207.527,-7.068,-0.060,-8.022,0.030,-0.071,-0.365,-0.351
207.537,17.224,2.047,-42.199,-2.379,-0.083,-0.290,-0.343
207.548,-1.697,2.739,38.009,-0.055,0.037,-0.251,-0.316
207.558,-0.232,2.659,26.137,1.027,0.100,-0.223,-0.281
207.569,12.341,4.242,-54.207,-0.714,0.131,-0.127,-0.238
207.579,0.500,1.806,15.595,0.090,0.113,-0.169,-0.209
207.591,-8.899,-0.858,27.300,1.772,0.111,-0.225,-0.194
207.601,17.102,2.794,-0.424,1.351,0.198,-0.111,-0.172
207.613,7.946,6.245,-15.595,-0.370,0.299,0.058,-0.101
207.625,5.993,3.986,-13.818,-0.523,0.329,0.065,-0.042
207.637,2.209,2.566,-22.187,-1.481,0.329,0.071,-0.007
207.649,5.627,1.813,-22.839,-1.431,0.363,0.075,0.011
207.661,2.331,2.971,-21.311,-2.598,0.388,0.133,0.032
207.673,-15.247,1.812,1.364,-2.762,0.404,0.149,0.053
207.684,5.016,0.583,-23.955,-3.491,0.403,0.131,0.047
207.694,3.307,-1.332,-5.324,-3.517,0.359,0.053,0.018
207.706,8.923,-2.949,-16.777,-1.284,0.306,-0.052,-0.030
207.716,0.133,-1.920,23.539,-0.024,0.306,-0.068,-0.056
207.726,-10.120,-2.540,23.562,0.829,0.302,-0.110,-0.075
207.736,-0.354,-0.850,-31.237,-0.928,0.317,-0.053,-0.084
207.746,5.993,-0.754,-29.850,-0.963,0.309,-0.048,-0.092
207.758,4.894,-1.361,-26.396,0.071,0.285,-0.085,-0.105
207.770,3.185,1.218,-16.707,0.066,0.342,-0.013,-0.097
207.780,0.011,2.464,12.484,0.245,0.397,0.031,-0.076
207.792,-9.265,3.121,39.958,0.573,0.504,0.105,-0.031
207.804,-2.185,2.420,50.537,0.596,0.520,0.116,-0.001
207.814,-6.214,2.492,13.303,1.259,0.573,0.148,0.031
207.825,7.458,5.094,-43.643,-0.268,0.656,0.285,0.079
207.835,17.468,7.471,-38.983,-0.836,0.793,0.433,0.150
207.845,10.265,7.508,23.658,1.584,0.920,0.488,0.226
207.855,-8.167,3.925,29.455,1.804,0.898,0.473,0.295
207.865,-5.969,2.444,-7.280,1.142,0.883,0.477,0.335
207.875,-1.819,1.256,-5.392,0.740,0.865,0.466,0.356
207.885,-5.237,0.523,10.817,0.983,0.877,0.460,0.371
207.898,-8.411,-2.543,13.275,1.614,0.832,0.372,0.363
207.910,5.382,-5.282,-17.821,1.071,0.679,0.239,0.314
207.922,-5.481,-7.901,-34.791,1.447,0.560,0.095,0.246
207.932,-14.148,-10.602,-1.208,1.075,0.408,-0.055,0.160
207.942,-20.618,-13.661,50.321,3.950,0.335,-0.234,0.059
207.952,-18.421,-14.545,24.385,3.476,0.130,-0.403,-0.068
207.963,-20.374,-16.293,-4.988,2.442,-0.069,-0.575,-0.209
207.973,-17.566,-12.999,-13.787,1.771,-0.149,-0.620,-0.339
207.984,-5.847,-10.103,-19.223,1.310,-0.197,-0.650,-0.445
207.994,-9.754,-7.976,-24.532,0.800,-0.211,-0.641,-0.516
208.004,3.918,-5.710,-15.605,0.794,-0.242,-0.662,-0.579
208.015,6.847,-4.769,11.994,1.860,-0.214,-0.679,-0.619
208.025,-7.801,-3.024,23.416,2.747,-0.143,-0.643,-0.630
208.036,-0.598,-2.971,-12.817,1.545,-0.213,-0.659,-0.644
208.046,-4.505,-2.231,-17.746,0.291,-0.238,-0.639,-0.655
208.056,7.824,-2.869,-4.507,0.061,-0.295,-0.697,-0.681
208.066,2.575,-3.268,13.346,0.738,-0.319,-0.743,-0.707
208.077,9.167,-3.579,18.297,1.117,-0.375,-0.819,-0.743
208.087,-18.299,-4.479,14.948,1.165,-0.415,-0.860,-0.766
208.097,-13.050,-6.700,-0.129,0.972,-0.549,-0.979,-0.816
208.107,-4.505,-3.987,-29.762,0.284,-0.549,-0.944,-0.854
208.117,2.819,-4.320,-32.959,-1.110,-0.636,-0.959,-0.888
208.127,19.665,-0.906,24.218,1.336,-0.465,-0.881,-0.902
208.137,-12.195,-2.534,44.274,2.182,-0.478,-0.921,-0.897
208.147,-10.974,-2.459,1.702,2.154,-0.498,-0.944,-0.903
208.157,-1.086,-1.408,-32.175,-0.313,-0.589,-0.925,-0.911
208.167,0.011,0.458,-26.240,-0.398,-0.507,-0.855,-0.901
208.177,-1.086,-1.317,9.837,0.871,-0.475,-0.868,-0.890
208.190,8.312,2.071,-26.348,0.517,-0.422,-0.798,-0.873
208.200,5.871,3.588,22.361,1.642,-0.256,-0.705,-0.824
208.212,21.252,8.016,-36.217,1.943,-0.055,-0.513,-0.727
208.224,17.834,12.296,-37.481,1.588,0.175,-0.263,-0.573
208.234,-4.138,12.149,31.734,3.122,0.407,-0.101,-0.416
208.244,10.754,11.094,43.800,4.338,0.590,0.016,-0.268
208.254,12.341,12.121,3.831,3.494,0.731,0.200,-0.117
208.265,31.140,14.137,-25.278,2.177,0.911,0.420,0.038
208.275,23.938,13.453,3.264,2.465,1.068,0.563,0.196
208.285,5.382,9.977,26.910,3.079,1.059,0.571,0.322
208.295,8.923,10.997,-4.744,2.905,1.157,0.699,0.444
208.305,18.200,12.967,-47.307,0.450,1.243,0.887,0.576
208.315,5.749,9.786,41.092,2.291,1.389,0.948,0.702
208.327,-0.720,7.720,-35.870,1.672,1.394,1.016,0.824
208.337,8.678,6.178,34.380,3.589,1.500,1.065,0.910
208.347,11.974,8.026,6.343,3.014,1.593,1.208,1.002
208.357,26.868,9.337,7.500,2.713,1.691,1.332,1.101
208.369,27.966,10.852,1.017,2.173,1.791,1.472,1.227
208.380,8.801,9.840,46.490,3.289,1.928,1.548,1.344
208.390,-12.317,5.460,20.851,3.115,1.876,1.498,1.427
208.400,-11.341,3.811,-42.836,-0.026,1.769,1.520,1.478
208.410,7.580,3.415,-13.544,0.319,1.797,1.543,1.509
208.420,-9.510,0.549,7.238,0.575,1.768,1.488,1.527
208.432,8.678,1.515,-2.535,0.524,1.763,1.489,1.526
208.442,-1.819,2.379,-35.628,-0.185,1.798,1.547,1.547
208.454,-13.904,-1.547,-39.055,-2.490,1.601,1.444,1.534
208.464,0.866,-4.256,-56.686,-3.449,1.456,1.336,1.478
208.475,8.190,-3.408,-35.837,-2.213,1.465,1.302,1.416
208.485,-27.454,-9.200,47.010,-0.261,1.313,1.078,1.340
208.495,-27.088,-12.165,48.437,2.565,1.231,0.882,1.233
208.505,-21.229,-13.693,-44.182,-1.285,0.916,0.719,1.099
208.515,-4.993,-13.194,-55.857,-2.167,0.741,0.596,0.951
208.525,-21.107,-14.590,11.807,-1.655,0.609,0.420,0.802
208.537,-8.411,-14.526,-18.868,0.414,0.467,0.207,0.612
208.549,-18.909,-16.821,-23.851,0.327,0.222,-0.012,0.433
208.561,-6.580,-13.899,-6.863,0.593,0.116,-0.132,0.253
208.573,-7.801,-14.756,-14.277,0.520,-0.060,-0.318,0.089
208.583,-3.406,-11.166,35.582,1.787,-0.036,-0.360,-0.030
208.593,-19.520,-9.278,46.838,2.362,-0.047,-0.398,-0.112
208.603,-19.031,-9.791,-35.331,-0.347,-0.268,-0.500,-0.199
208.613,3.673,-8.599,-47.811,-2.500,-0.423,-0.558,-0.299
208.623,-18.055,-11.453,39.182,0.432,-0.481,-0.721,-0.397
208.634,-5.725,-9.879,58.111,3.133,-0.464,-0.795,-0.487
208.644,-15.247,-9.049,-13.954,0.695,-0.590,-0.840,-0.560
208.654,0.133,-6.583,-46.942,-0.639,-0.632,-0.827,-0.629
208.664,0.988,-5.629,-36.733,-0.919,-0.630,-0.823,-0.678
208.674,-10.852,-6.222,25.840,1.026,-0.597,-0.891,-0.727
208.684,-10.486,-6.251,24.456,2.560,-0.566,-0.922,-0.763
208.694,-17.811,-9.972,11.179,2.098,-0.779,-1.089,-0.828
208.704,2.575,-7.922,-27.102,1.106,-0.874,-1.118,-0.902
208.714,2.697,-3.727,-7.583,1.000,-0.822,-1.045,-0.939
208.724,-4.627,-3.900,14.458,1.430,-0.841,-1.072,-0.960
208.735,16.613,0.633,-0.398,1.417,-0.722,-0.952,-0.955
208.745,31.140,4.594,-8.705,1.102,-0.589,-0.804,-0.910
208.755,24.792,8.949,24.025,2.333,-0.384,-0.628,-0.825
208.766,-6.336,9.773,15.375,2.342,-0.224,-0.472,-0.695
208.776,29.431,13.776,-44.288,0.594,-0.056,-0.238,-0.561
208.786,37.244,18.400,-11.176,0.254,0.202,0.050,-0.385
208.796,9.533,14.740,32.180,2.981,0.396,0.151,-0.192
208.807,1.842,11.596,36.501,3.220,0.434,0.208,-0.037
208.817,18.689,11.447,-9.924,1.981,0.505,0.318,0.092
208.827,19.543,13.187,-29.915,1.662,0.639,0.506,0.233
208.837,-8.655,10.102,38.291,2.559,0.729,0.566,0.371
208.847,-6.946,4.734,6.123,2.071,0.673,0.514,0.458
208.857,12.951,4.399,-43.176,0.482,0.715,0.570,0.512
208.869,3.429,1.662,-43.304,-2.117,0.610,0.512,0.536
208.879,33.093,3.283,-10.007,-1.063,0.662,0.531,0.537
208.890,-0.110,3.038,46.949,0.357,0.714,0.529,0.565
208.900,-16.346,0.473,15.106,1.005,0.701,0.476,0.587
208.910,3.673,2.031,-26.466,-0.654,0.719,0.544,0.603
208.922,-4.627,3.382,4.601,-0.626,0.810,0.638,0.640
208.932,15.637,4.993,-5.484,-0.839,0.886,0.714,0.674
208.942,9.167,6.657,-23.266,-1.589,0.944,0.825,0.728
208.952,-3.406,6.128,-14.032,-1.560,1.001,0.886,0.790
208.963,13.684,3.489,-14.993,-1.447,0.968,0.837,0.822
208.973,7.214,2.003,23.450,0.270,1.025,0.810,0.841
208.985,24.060,2.120,-12.298,-0.132,0.979,0.778,0.847
208.995,-9.632,2.479,47.637,2.776,1.139,0.833,0.887
209.005,-23.914,-0.959,4.528,1.487,1.044,0.751,0.903
209.015,-11.463,-4.301,-40.216,-0.259,0.913,0.663,0.878
209.025,13.073,-4.730,-20.343,-0.692,0.839,0.617,0.825
209.035,-14.148,-5.550,47.416,1.536,0.807,0.523,0.774
209.045,-27.088,-6.927,29.077,1.547,0.730,0.456,0.725
209.055,-11.951,-10.080,-42.305,-1.431,0.432,0.285,0.631
209.065,-15.979,-11.768,-1.132,-0.365,0.358,0.145,0.518
209.075,-30.262,-14.891,47.121,0.694,0.199,-0.063,0.387
209.087,-22.571,-15.097,50.713,1.982,0.108,-0.241,0.214
209.098,-4.627,-12.324,10.171,1.524,0.052,-0.292,0.090
209.108,-13.172,-12.490,-38.212,-1.183,-0.131,-0.390,-0.026
209.118,-1.575,-12.670,33.174,1.032,-0.149,-0.531,-0.153
209.128,-8.411,-9.160,40.406,2.018,-0.151,-0.578,-0.252
209.138,-6.580,-6.798,-19.811,0.286,-0.231,-0.572,-0.314
209.148,1.232,-6.756,-24.490,-0.558,-0.261,-0.607,-0.375
209.158,12.341,-3.437,-4.767,-0.757,-0.215,-0.568,-0.421
209.170,15.393,-1.548,-10.855,0.322,-0.195,-0.556,-0.444
209.180,11.486,-1.303,1.463,0.323,-0.204,-0.577,-0.455
209.190,-2.307,1.188,18.402,1.834,-0.104,-0.514,-0.440
209.200,-1.209,2.598,0.002,1.181,-0.045,-0.414,-0.394
209.212,-2.551,0.282,14.951,0.996,-0.092,-0.426,-0.361
209.224,18.444,3.100,4.937,0.703,-0.041,-0.354,-0.338
209.236,-2.551,4.341,-15.429,-0.012,0.015,-0.269,-0.277
209.248,-3.528,3.671,-30.284,-1.008,0.040,-0.222,-0.220
209.258,18.078,5.075,-36.825,-2.723,0.078,-0.133,-0.182
209.269,-1.575,2.488,47.515,-0.133,0.171,-0.179,-0.152
209.279,-24.525,-3.625,49.901,1.077,0.055,-0.355,-0.158
209.289,-4.871,-2.965,-47.084,-2.503,-0.107,-0.366,-0.194
209.299,14.538,-1.461,-46.156,-4.330,-0.159,-0.333,-0.231
209.309,-3.528,-2.033,37.814,-2.153,-0.129,-0.382,-0.261
209.319,-14.515,-2.509,48.700,0.898,-0.064,-0.431,-0.280
209.329,4.528,-0.056,-41.858,-2.914,-0.134,-0.378,-0.296
209.339,20.398,3.734,-50.802,-3.360,-0.026,-0.259,-0.285
209.349,13.439,6.271,23.501,-1.008,0.164,-0.163,-0.242
209.361,-1.575,6.304,-16.722,-0.966,0.238,-0.079,-0.158
209.373,10.388,6.307,-12.325,-0.130,0.365,0.002,-0.080
209.384,-9.998,4.631,0.004,0.072,0.438,0.056,-0.003
209.396,-8.289,4.315,8.946,0.249,0.477,0.086,0.052
209.408,-4.505,4.940,17.830,0.455,0.558,0.161,0.116
209.419,-1.209,3.295,19.695,0.723,0.553,0.147,0.166
209.431,1.354,2.809,2.528,0.696,0.543,0.140,0.203
209.443,-18.421,0.111,-1.508,0.971,0.456,0.053,0.225
209.455,-14.026,-5.642,-5.344,0.907,0.204,-0.190,0.187
209.467,-30.750,-11.502,14.283,1.066,-0.025,-0.428,0.099
209.479,-29.163,-19.003,23.514,1.437,-0.411,-0.818,-0.079
209.491,-48.695,-29.275,41.249,2.228,-0.937,-1.389,-0.351
209.503,-65.175,-40.870,29.127,3.453,-1.650,-2.131,-0.755
209.515,-85.073,-52.795,46.866,4.524,-2.478,-3.016,-1.293
209.527,-91.910,-64.313,55.833,5.161,-3.457,-4.032,-1.961
209.538,-103.140,-76.064,56.537,4.958,-4.609,-5.176,-2.757
209.550,-115.470,-86.244,48.269,5.837,-5.734,-6.339,-3.637
209.562,-134.025,-94.632,48.462,6.390,-6.965,-7.617,-4.666
209.574,-122.062,-101.189,38.100,6.077,-8.234,-8.871,-5.761
209.586,-114.859,-103.991,29.451,6.194,-9.446,-10.079,-6.914
209.599,-104.361,-104.832,35.511,7.111,-10.601,-11.254,-8.073
209.610,-88.736,-102.856,4.755,6.902,-11.666,-12.304,-9.185
209.622,-69.692,-96.041,-1.627,6.645,-12.560,-13.168,-10.251
209.633,-58.095,-89.136,6.757,7.199,-13.269,-13.877,-11.150
209.644,-61.757,-78.549,22.052,7.300,-13.730,-14.301,-11.856
209.654,-53.456,-71.679,6.246,6.292,-14.199,-14.715,-12.465
209.664,-37.831,-59.039,-45.496,3.189,-14.548,-14.916,-13.012
209.674,-3.406,-45.976,-43.980,1.977,-14.659,-14.962,-13.410
209.684,1.842,-32.899,37.885,4.802,-14.466,-14.875,-13.664
209.695,12.097,-19.256,42.410,4.130,-14.251,-14.655,-13.781
209.705,28.454,-4.539,-1.355,3.515,-13.862,-14.255,-13.758
209.717,48.597,15.359,40.932,2.418,-13.173,-13.535,-13.526
209.727,58.607,27.918,10.749,1.669,-12.532,-12.878,-13.182
209.737,66.175,38.079,-32.637,-1.052,-11.910,-12.184,-12.741
209.747,88.637,50.024,-23.894,-1.902,-11.059,-11.314,-12.181
209.758,78.749,59.845,-3.783,-1.455,-10.078,-10.385,-11.511
209.768,87.660,68.790,11.559,-0.680,-9.020,-9.388,-10.746
209.779,68.983,71.462,16.025,0.152,-8.095,-8.491,-9.923
209.789,89.125,76.501,7.179,0.093,-7.162,-7.543,-9.092
209.799,98.525,81.098,-7.947,-0.588,-6.196,-6.540,-8.199
209.809,92.177,84.639,-1.808,-0.692,-5.226,-5.572,-7.298
209.819,83.998,87.002,13.554,0.052,-4.230,-4.611,-6.377
209.829,89.125,90.836,-10.492,-1.059,-3.239,-3.578,-5.431
209.840,105.483,91.334,-15.407,-2.576,-2.299,-2.601,-4.471
209.850,89.858,91.364,-1.117,-1.950,-1.338,-1.668,-3.525
209.860,87.416,88.897,13.630,-1.402,-0.480,-0.823,-2.597
209.870,82.655,87.746,12.571,-1.241,0.425,0.070,-1.660
