R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000001,0.000300,50,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
226.912,-0.305,0.333,0.310,0.360,0.354,0.326
226.923,0.874,0.325,0.313,0.389,0.383,0.330
226.934,0.671,0.331,0.315,0.390,0.384,0.336
226.945,1.080,0.324,0.317,0.407,0.401,0.346
226.956,0.250,0.337,0.319,0.409,0.403,0.354
226.968,0.255,0.327,0.321,0.412,0.406,0.356
226.980,-0.477,0.334,0.323,0.393,0.387,0.354
226.991,-0.468,0.322,0.323,0.370,0.364,0.342
227.001,0.320,0.339,0.324,0.397,0.391,0.342
227.013,1.511,0.349,0.326,0.433,0.427,0.351
227.025,0.829,0.348,0.330,0.422,0.415,0.362
227.035,0.552,0.355,0.333,0.418,0.412,0.366
227.047,0.566,0.351,0.336,0.422,0.416,0.371
227.058,-0.356,0.358,0.338,0.403,0.396,0.371
227.070,0.158,0.354,0.342,0.414,0.408,0.368
227.082,1.157,0.345,0.342,0.447,0.440,0.377
227.094,0.221,0.228,0.337,0.428,0.424,0.382
227.104,1.047,0.351,0.335,0.465,0.459,0.390
227.116,1.109,0.367,0.333,0.471,0.464,0.398
227.128,0.043,0.187,0.306,0.437,0.433,0.399
227.139,0.559,0.204,0.293,0.445,0.441,0.400
227.151,-0.031,0.398,0.291,0.429,0.421,0.399
227.163,-0.617,0.159,0.270,0.403,0.398,0.390
227.175,-0.807,0.114,0.259,0.391,0.389,0.380
227.187,-0.977,-0.021,0.226,0.378,0.378,0.371
227.197,-0.770,0.031,0.206,0.356,0.356,0.356
227.207,-0.262,-0.039,0.175,0.348,0.349,0.344
227.217,-0.701,-0.004,0.154,0.336,0.336,0.339
227.227,0.133,0.022,0.139,0.358,0.358,0.336
227.239,-0.010,0.128,0.137,0.359,0.356,0.335
227.251,-0.309,0.078,0.146,0.356,0.355,0.335
227.261,-0.098,0.081,0.167,0.360,0.358,0.332
227.271,0.137,0.098,0.186,0.366,0.363,0.331
227.281,1.144,0.073,0.193,0.391,0.388,0.336
227.292,1.395,0.190,0.187,0.410,0.405,0.346
227.302,1.642,0.394,0.216,0.437,0.428,0.360
227.312,1.215,0.579,0.259,0.437,0.425,0.374
227.322,1.470,0.338,0.292,0.449,0.441,0.386
227.332,1.284,0.257,0.304,0.464,0.458,0.402
227.342,1.710,0.310,0.285,0.485,0.478,0.413
227.352,1.596,0.119,0.260,0.499,0.495,0.428
227.364,0.621,0.097,0.218,0.489,0.486,0.439
227.376,0.978,0.167,0.218,0.509,0.504,0.449
227.387,0.926,0.265,0.240,0.526,0.519,0.461
227.399,0.272,0.006,0.214,0.508,0.506,0.464
227.411,-0.051,-0.185,0.187,0.500,0.502,0.465
227.423,0.097,0.197,0.172,0.508,0.502,0.461
227.434,0.776,0.020,0.154,0.521,0.518,0.464
227.446,1.033,0.309,0.155,0.543,0.535,0.474
227.458,1.269,0.222,0.163,0.560,0.553,0.483
227.469,1.327,0.313,0.158,0.576,0.566,0.496
227.481,0.910,0.292,0.159,0.571,0.562,0.503
227.493,1.593,0.141,0.180,0.584,0.577,0.511
227.505,2.032,-0.262,0.116,0.607,0.606,0.530
227.517,0.545,0.135,0.106,0.590,0.582,0.539
227.528,-0.104,0.110,0.099,0.578,0.570,0.537
227.540,-0.110,-0.000,0.089,0.574,0.569,0.534
227.552,-0.348,-0.030,0.065,0.564,0.558,0.530
227.563,-0.053,0.102,0.055,0.557,0.549,0.522
227.575,-1.131,0.290,0.036,0.505,0.494,0.505
227.587,-0.275,0.315,0.033,0.523,0.510,0.496
227.599,0.724,-0.348,-0.004,0.525,0.519,0.492
227.610,0.066,0.263,0.020,0.515,0.498,0.494
227.622,-1.257,1.567,0.184,0.498,0.457,0.486
227.634,0.119,1.330,0.322,0.551,0.516,0.488
227.646,1.833,0.394,0.362,0.601,0.582,0.503
227.658,2.615,0.348,0.333,0.640,0.621,0.523
227.669,0.001,0.514,0.326,0.579,0.556,0.529
227.681,1.423,0.602,0.327,0.622,0.600,0.537
227.693,0.876,0.945,0.335,0.624,0.598,0.549
227.705,0.139,1.426,0.397,0.613,0.590,0.557
227.716,2.175,1.967,0.545,0.667,0.645,0.570
227.728,-0.910,1.835,0.780,0.592,0.579,0.576
227.740,-3.849,1.734,0.974,0.476,0.478,0.551
227.752,-0.893,0.298,1.039,0.504,0.533,0.528
227.764,-0.019,-0.954,0.822,0.473,0.523,0.512
227.776,-2.800,-0.444,0.559,0.401,0.450,0.494
227.788,-3.407,0.268,0.397,0.359,0.391,0.450
227.799,-4.691,1.684,0.502,0.303,0.312,0.404
227.811,-10.654,2.464,0.806,0.078,0.090,0.320
227.823,-18.645,2.938,1.132,-0.282,-0.279,0.146
227.835,-24.428,2.878,1.416,-0.710,-0.702,-0.121
227.847,-37.875,2.551,1.602,-1.413,-1.398,-0.495
227.858,-36.616,2.394,1.724,-1.847,-1.831,-0.937
227.870,-34.330,3.755,1.927,-2.177,-2.188,-1.342
227.882,-36.104,3.929,2.233,-2.618,-2.628,-1.744
227.894,-32.862,3.510,2.439,-2.943,-2.944,-2.135
227.906,-27.224,2.363,2.544,-3.145,-3.134,-2.466
227.918,-22.808,1.584,2.435,-3.309,-3.286,-2.743
227.930,-17.959,0.687,2.246,-3.432,-3.393,-2.969
227.942,-9.284,-0.299,1.956,-3.396,-3.341,-3.119
227.954,-2.695,-0.239,1.730,-3.307,-3.251,-3.183
227.965,9.346,-1.201,1.488,-2.960,-2.892,-3.123
227.977,22.740,-2.130,1.056,-2.437,-2.368,-2.919
227.989,33.121,-2.112,0.514,-1.830,-1.774,-2.582
228.001,45.108,-1.498,0.105,-1.052,-1.014,-2.113
228.013,54.058,-0.813,-0.155,-0.245,-0.218,-1.518
228.023,60.126,-0.457,-0.228,0.494,0.509,-0.935
228.033,66.638,-0.906,-0.291,1.268,1.288,-0.299
228.045,73.971,-1.073,-0.420,2.259,2.278,0.526
228.057,77.285,-0.964,-0.524,3.240,3.253,1.433
228.067,73.195,-0.946,-0.564,3.889,3.904,2.192
228.079,65.323,-1.305,-0.618,4.487,4.525,2.996
228.089,56.447,-0.052,-0.616,4.865,4.891,3.595
228.100,45.175,0.039,-0.557,5.062,5.098,4.094
228.110,35.430,-1.048,-0.581,5.205,5.258,4.487
228.120,22.452,-0.789,-0.615,5.162,5.207,4.765
228.131,6.161,-1.339,-0.670,4.872,4.921,4.891
228.141,-12.493,-1.253,-0.749,4.338,4.385,4.830
228.152,-29.857,-0.128,-0.733,3.630,3.664,4.573
228.162,-46.210,0.819,-0.608,2.793,2.803,4.147
228.173,-60.047,-0.379,-0.543,1.859,1.882,3.572
228.183,-69.278,-0.460,-0.523,0.930,0.952,2.880
228.193,-76.820,0.728,-0.451,0.028,0.017,2.129
228.204,-83.353,1.451,-0.293,-0.947,-0.971,1.296
228.214,-86.176,0.674,-0.152,-1.881,-1.894,0.417
228.224,-85.731,-0.430,-0.154,-2.786,-2.781,-0.486
228.235,-78.386,-0.199,-0.144,-3.458,-3.456,-1.345
228.245,-69.419,-0.419,-0.154,-3.968,-3.962,-2.099
228.256,-58.468,-0.558,-0.154,-4.323,-4.322,-2.759
228.266,-42.664,-0.726,-0.175,-4.393,-4.396,-3.262
228.277,-27.277,-0.151,-0.156,-4.344,-4.366,-3.621
228.287,-10.315,-0.256,-0.130,-4.091,-4.105,-3.800
228.298,4.475,0.842,-0.066,-3.689,-3.710,-3.803
228.308,19.543,1.590,0.068,-3.153,-3.194,-3.660
228.319,34.133,1.546,0.197,-2.496,-2.537,-3.363
228.329,48.474,1.449,0.309,-1.699,-1.736,-2.921
228.341,61.116,1.580,0.427,-0.719,-0.763,-2.247
228.353,72.031,1.815,0.615,0.308,0.257,-1.460
228.364,76.336,2.243,0.895,1.324,1.254,-0.559
228.374,78.379,2.445,1.084,2.163,2.085,0.222
228.386,76.427,3.077,1.372,3.031,2.957,1.151
228.398,72.779,3.614,1.696,3.814,3.735,2.034
228.410,66.199,3.062,1.943,4.492,4.424,2.887
228.421,56.431,2.939,2.051,4.878,4.814,3.525
228.431,43.912,2.773,2.128,5.072,5.010,4.030
228.442,27.834,1.969,2.135,5.005,4.953,4.390
228.452,11.883,1.224,2.067,4.774,4.743,4.582
228.463,-5.503,1.072,1.980,4.319,4.293,4.588
228.473,-21.079,1.138,1.887,3.741,3.713,4.419
228.483,-37.445,1.749,1.831,2.998,2.966,4.096
228.494,-54.360,1.763,1.801,2.042,2.005,3.586
228.504,-64.753,0.734,1.723,1.146,1.109,2.952
228.515,-73.050,0.920,1.605,0.237,0.193,2.238
228.525,-79.767,1.140,1.558,-0.748,-0.793,1.439
228.535,-82.654,2.107,1.562,-1.628,-1.686,0.613
228.545,-80.251,2.572,1.632,-2.436,-2.501,-0.240
228.556,-73.863,3.496,1.747,-3.098,-3.168,-1.043
228.566,-66.576,2.587,1.843,-3.623,-3.675,-1.754
228.577,-55.458,-1.055,1.661,-3.989,-3.990,-2.381
228.587,-42.234,-2.668,1.269,-4.122,-4.120,-2.872
228.598,-31.799,-3.457,0.821,-4.236,-4.228,-3.259
228.608,-17.813,-3.528,0.344,-4.115,-4.108,-3.513
228.619,-1.011,-2.400,0.011,-3.762,-3.777,-3.607
228.629,12.691,-1.976,-0.235,-3.310,-3.332,-3.528
228.640,26.650,-1.337,-0.402,-2.730,-2.764,-3.309
228.650,37.982,-2.946,-0.603,-2.136,-2.155,-2.978
228.660,50.594,-2.610,-0.826,-1.303,-1.327,-2.495
228.671,60.970,-0.977,-0.900,-0.411,-0.462,-1.904
228.681,70.656,-0.622,-0.880,0.522,0.465,-1.215
228.692,75.109,-0.317,-0.820,1.429,1.363,-0.444
228.702,76.700,0.466,-0.716,2.255,2.177,0.346
228.713,77.760,1.989,-0.518,3.057,2.953,1.149
228.723,74.785,0.667,-0.363,3.779,3.685,1.955
228.734,68.643,-0.640,-0.398,4.366,4.293,2.705
228.744,58.544,-2.967,-0.618,4.764,4.709,3.356
228.755,47.695,-3.220,-0.876,5.017,4.961,3.884
228.765,35.093,-2.865,-1.091,5.108,5.053,4.293
228.776,20.228,-1.451,-1.188,4.985,4.917,4.550
228.786,6.184,-0.838,-1.179,4.722,4.640,4.652
228.796,-9.401,-1.712,-1.198,4.283,4.213,4.614
228.807,-25.558,-1.662,-1.244,3.684,3.610,4.409
228.817,-40.255,-0.340,-1.216,2.939,2.839,4.033
228.828,-56.444,0.584,-1.099,2.021,1.893,3.505
228.838,-66.676,-0.196,-1.013,1.086,0.970,2.838
228.849,-70.535,-1.164,-1.003,0.294,0.186,2.120
228.859,-75.670,-0.854,-0.999,-0.587,-0.702,1.348
228.869,-76.324,-0.343,-0.947,-1.379,-1.512,0.558
228.881,-74.858,-0.226,-0.895,-2.205,-2.353,-0.339
228.893,-70.752,-0.532,-0.840,-2.982,-3.129,-1.217
228.904,-64.864,1.241,-0.670,-3.531,-3.702,-1.922
228.914,-55.123,2.430,-0.339,-3.869,-4.064,-2.533
228.924,-43.739,1.337,-0.138,-4.089,-4.270,-3.034
228.935,-31.740,1.166,-0.010,-4.177,-4.354,-3.418
228.945,-18.282,1.063,0.096,-4.084,-4.255,-3.666
228.956,-1.329,0.134,0.126,-3.750,-3.905,-3.751
228.966,14.641,0.976,0.173,-3.238,-3.406,-3.663
228.977,27.356,1.148,0.267,-2.656,-2.826,-3.420
228.987,40.537,0.676,0.335,-1.943,-2.103,-3.050
228.999,53.003,0.002,0.376,-1.043,-1.192,-2.464
229.009,63.944,-0.191,0.349,-0.159,-0.299,-1.840
229.019,71.899,0.374,0.361,0.758,0.611,-1.121
229.030,75.217,1.419,0.468,1.617,1.458,-0.344
229.040,77.086,2.437,0.670,2.489,2.317,0.465
229.051,77.402,2.458,0.863,3.314,3.146,1.297
229.062,74.798,2.087,1.000,4.016,3.860,2.094
229.072,68.433,1.277,1.058,4.593,4.451,2.839
229.082,60.455,0.207,1.031,5.045,4.917,3.506
229.093,50.432,-0.635,0.933,5.320,5.196,4.062
229.103,36.684,-0.709,0.804,5.398,5.269,4.494
229.114,20.383,0.275,0.707,5.257,5.108,4.764
229.124,0.871,0.963,0.656,4.855,4.688,4.849
229.135,-17.147,0.780,0.615,4.257,4.096,4.733
229.145,-35.199,0.012,0.545,3.471,3.326,4.434
229.156,-49.189,-1.254,0.431,2.588,2.464,3.954
229.166,-60.119,-1.599,0.268,1.693,1.584,3.357
229.177,-71.720,-1.140,0.128,0.657,0.548,2.628
229.187,-79.031,-0.517,0.018,-0.332,-0.455,1.825
229.199,-85.161,0.691,-0.049,-1.455,-1.602,0.818
229.212,-85.582,1.391,0.243,-2.530,-2.696,-0.237
229.222,-81.771,1.798,0.453,-3.299,-3.478,-1.110
229.232,-75.230,2.102,0.652,-3.900,-4.087,-1.911
229.243,-66.530,1.698,0.807,-4.379,-4.556,-2.631
229.253,-54.472,1.436,0.911,-4.655,-4.829,-3.241
229.264,-39.568,2.276,1.045,-4.695,-4.883,-3.701
229.274,-23.197,2.868,1.229,-4.521,-4.714,-3.989
229.285,-7.993,2.308,1.366,-4.233,-4.413,-4.118
229.295,7.222,2.070,1.457,-3.838,-4.011,-4.099
229.306,23.197,2.286,1.546,-3.249,-3.424,-3.915
229.316,35.881,2.323,1.625,-2.571,-2.746,-3.572
229.327,48.493,1.561,1.636,-1.802,-1.960,-3.107
229.337,61.328,0.153,1.520,-0.893,-1.018,-2.505
229.347,71.925,-0.794,1.307,0.060,-0.045,-1.794
229.358,79.091,-0.978,1.073,1.028,0.925,-0.996
229.368,82.172,-1.023,0.852,1.942,1.840,-0.151
229.379,84.488,-1.317,0.638,2.876,2.775,0.720
229.389,81.320,-1.449,0.418,3.669,3.560,1.580
229.400,74.872,-1.924,0.226,4.335,4.213,2.401
229.410,65.679,-1.499,0.069,4.802,4.663,3.115
229.421,53.466,-0.694,-0.018,5.064,4.908,3.708
229.431,37.881,0.170,-0.051,5.104,4.930,4.155
229.442,21.966,0.315,-0.072,4.966,4.785,4.442
229.452,3.676,-0.486,-0.135,4.588,4.425,4.548
229.463,-13.007,-1.482,-0.268,4.108,3.958,4.482
229.473,-27.896,-2.071,-0.438,3.453,3.317,4.229
229.484,-42.887,-2.037,-0.595,2.679,2.533,3.824
229.494,-56.677,-1.464,-0.693,1.796,1.633,3.280
229.505,-67.642,-0.752,-0.728,0.828,0.643,2.600
229.515,-77.666,-0.082,-0.703,-0.223,-0.429,1.807
229.526,-82.607,0.216,-0.647,-1.182,-1.402,0.961
229.536,-83.085,0.177,-0.590,-2.061,-2.288,0.087
229.546,-81.647,-0.046,-0.552,-2.905,-3.128,-0.781
229.557,-75.901,-0.900,-0.559,-3.629,-3.836,-1.615
229.567,-69.126,-1.054,-0.602,-4.226,-4.431,-2.371
229.578,-57.064,-0.863,-0.632,-4.567,-4.775,-3.020
229.588,-44.730,-0.504,-0.636,-4.796,-5.013,-3.548
229.599,-30.101,-0.135,-0.618,-4.809,-5.032,-3.929
229.609,-16.020,-0.136,-0.587,-4.646,-4.867,-4.147
229.620,1.107,-1.232,-0.625,-4.278,-4.477,-4.212
229.630,17.745,-1.797,-0.729,-3.707,-3.894,-4.088
229.641,34.179,-0.812,-0.776,-2.968,-3.175,-3.800
229.651,49.388,1.052,-0.664,-2.070,-2.313,-3.341
229.662,58.277,1.780,-0.446,-1.250,-1.503,-2.755
229.672,64.502,2.132,-0.182,-0.419,-0.686,-2.095
229.683,72.120,1.167,-0.009,0.488,0.235,-1.366
229.693,77.636,0.046,0.030,1.423,1.184,-0.573
229.704,76.977,0.028,0.030,2.238,1.997,0.238
229.714,71.924,-0.930,-0.022,2.865,2.643,1.009
229.725,67.650,-2.473,-0.223,3.455,3.259,1.725
229.735,60.595,-2.681,-0.521,3.960,3.768,2.393
229.746,50.634,-0.707,-0.645,4.288,4.055,2.952
229.756,41.870,-0.309,-0.657,4.524,4.293,3.415
229.766,30.097,-1.205,-0.725,4.555,4.344,3.768
229.777,20.438,-1.786,-0.843,4.523,4.325,4.008
229.787,9.750,-3.128,-1.051,4.351,4.172,4.131
229.798,-1.186,-4.935,-1.388,4.088,3.940,4.155
229.808,-17.378,-3.072,-1.667,3.583,3.387,4.020
229.819,-31.250,-1.424,-1.707,2.907,2.700,3.726
229.829,-43.882,-1.674,-1.686,2.217,2.000,3.329
229.839,-55.047,-2.515,-1.747,1.423,1.217,2.803
229.849,-62.430,-2.121,-1.800,0.635,0.407,2.177
229.859,-70.747,0.417,-1.658,-0.191,-0.483,1.487
229.870,-77.246,0.593,-1.464,-1.149,-1.455,0.705
229.880,-77.865,-0.295,-1.326,-1.971,-2.270,-0.094
229.890,-76.009,-2.686,-1.398,-2.699,-2.975,-0.876
229.900,-69.018,-2.453,-1.470,-3.248,-3.549,-1.632
229.911,-61.123,-1.989,-1.503,-3.705,-4.008,-2.297
229.921,-52.274,0.061,-1.388,-4.050,-4.372,-2.875
229.933,-37.303,2.271,-1.049,-4.204,-4.562,-3.407
229.945,-20.637,2.070,-0.643,-4.150,-4.507,-3.733
229.957,-4.421,2.328,-0.209,-3.853,-4.211,-3.843
229.969,12.352,2.632,0.212,-3.391,-3.730,-3.760
229.981,27.600,2.666,0.573,-2.773,-3.101,-3.487
229.991,36.418,3.061,0.836,-2.183,-2.528,-3.135
230.001,47.877,1.321,0.965,-1.456,-1.773,-2.680
230.012,58.854,1.606,1.043,-0.624,-0.947,-2.120
230.022,66.706,2.177,1.156,0.237,-0.100,-1.466
230.032,72.062,3.221,1.341,1.104,0.751,-0.744
230.043,73.987,3.161,1.487,1.946,1.606,0.068
230.055,73.281,3.517,1.671,2.755,2.418,0.914
230.066,72.135,4.064,1.900,3.553,3.213,1.763
230.078,66.544,4.067,2.148,4.158,3.825,2.561
230.090,53.178,3.973,2.344,4.464,4.133,3.247
230.101,38.948,2.783,2.434,4.551,4.241,3.769
230.113,19.068,1.067,2.321,4.306,4.031,4.099
230.124,-8.949,0.739,2.120,3.515,3.254,4.124
230.136,-41.034,1.032,1.923,2.258,1.994,3.795
230.148,-72.449,0.793,1.742,0.621,0.389,3.094
230.159,-105.480,0.434,1.589,-1.409,-1.621,2.024
230.171,-137.594,1.457,1.514,-3.733,-3.970,0.591
230.182,-166.273,1.779,1.511,-6.371,-6.615,-1.210
230.194,-189.288,0.885,1.441,-9.111,-9.329,-3.283
230.206,-204.902,-0.093,1.286,-11.938,-12.112,-5.615
230.217,-217.102,-0.395,1.107,-14.678,-14.845,-8.038
230.229,-223.040,0.665,1.024,-17.413,-17.592,-10.596
230.241,-222.368,2.290,1.101,-19.908,-20.130,-13.159
230.252,-218.051,2.662,1.272,-22.284,-22.514,-15.676
230.264,-206.269,2.813,1.455,-24.386,-24.598,-18.090
230.276,-185.792,3.108,1.684,-26.002,-26.218,-20.299
230.287,-159.569,2.542,1.897,-27.118,-27.319,-22.182
230.299,-129.372,2.822,2.079,-27.799,-28.014,-23.778
230.311,-100.857,2.345,2.190,-28.200,-28.403,-25.028
230.322,-66.023,2.036,2.193,-28.013,-28.204,-25.884
230.334,-33.862,1.438,2.108,-27.527,-27.703,-26.350
230.346,-0.968,1.478,1.973,-26.643,-26.820,-26.437
230.358,29.083,1.285,1.867,-25.497,-25.667,-26.163
230.369,52.766,0.963,1.787,-24.237,-24.403,-25.585
230.381,73.604,0.918,1.706,-22.758,-22.922,-24.739
230.392,91.783,-0.366,1.555,-21.201,-21.334,-23.686
230.404,104.492,-0.486,1.347,-19.603,-19.754,-22.479
230.415,112.734,0.547,1.220,-18.085,-18.260,-21.194
230.426,120.953,0.433,1.134,-16.459,-16.634,-19.788
230.438,125.476,0.238,1.032,-14.925,-15.095,-18.347
230.449,132.242,0.067,0.934,-13.254,-13.419,-16.846
230.460,135.803,-0.515,0.801,-11.616,-11.752,-15.292
230.471,144.751,0.628,0.717,-9.807,-9.963,-13.712
230.482,152.855,0.823,0.712,-7.957,-8.130,-12.086
230.492,163.771,0.005,0.633,-5.985,-6.152,-10.370
230.503,173.442,-1.031,0.468,-3.924,-4.068,-8.547
230.513,182.806,-1.933,0.251,-1.800,-1.917,-6.644
230.523,192.965,0.488,0.146,0.377,0.224,-4.732
230.533,199.224,0.180,0.158,2.492,2.353,-2.747
230.545,193.760,-1.121,0.058,4.662,4.560,-0.395
230.557,187.980,-1.773,-0.149,6.771,6.681,1.872
230.569,167.750,-1.647,-0.312,8.358,8.273,3.973
230.581,144.271,-2.233,-0.518,9.601,9.524,5.796
230.593,113.695,-4.034,-0.923,10.328,10.300,7.286
230.605,79.187,-3.442,-1.348,10.590,10.552,8.368
230.617,41.454,-2.239,-1.607,10.338,10.279,9.010
230.629,4.646,-2.873,-1.830,9.622,9.591,9.208
230.640,-29.062,-2.414,-1.950,8.625,8.577,8.993
230.652,-57.328,-0.701,-1.942,7.413,7.337,8.424
230.663,-76.618,-0.724,-1.815,6.149,6.087,7.683
230.673,-89.930,-2.194,-1.820,4.908,4.878,6.813
230.683,-102.434,-1.830,-1.829,3.597,3.561,5.807
230.693,-108.692,-1.811,-1.827,2.320,2.283,4.694
230.703,-110.562,-1.531,-1.808,1.156,1.114,3.570
230.715,-113.355,-1.432,-1.755,-0.253,-0.295,2.219
230.727,-105.456,-3.053,-1.817,-1.433,-1.419,0.906
230.739,-90.550,-3.302,-1.973,-2.248,-2.236,-0.266
230.751,-83.252,-2.281,-2.066,-3.072,-3.087,-1.296
230.763,-72.178,-0.842,-2.054,-3.689,-3.732,-2.213
230.775,-56.662,-1.073,-1.989,-4.012,-4.085,-2.965
230.787,-37.898,-0.826,-1.898,-4.065,-4.170,-3.505
230.798,-16.004,0.642,-1.599,-3.822,-3.944,-3.793
230.810,6.373,1.543,-1.115,-3.292,-3.427,-3.810
230.822,26.636,1.085,-0.736,-2.617,-2.733,-3.588
230.834,44.685,-0.444,-0.578,-1.788,-1.863,-3.140
230.844,55.454,-0.936,-0.585,-0.977,-1.045,-2.606
230.855,66.566,-0.275,-0.569,-0.040,-0.131,-1.971
230.865,70.993,-0.162,-0.518,0.860,0.751,-1.208
230.876,75.235,0.621,-0.431,1.748,1.631,-0.415
230.887,76.697,1.411,-0.286,2.625,2.493,0.424
230.899,74.331,1.263,-0.152,3.445,3.315,1.296
230.910,71.469,1.035,-0.045,4.210,4.087,2.145
230.922,66.660,0.894,0.058,4.826,4.714,2.930
230.934,57.837,0.766,0.156,5.258,5.150,3.628
230.945,46.078,0.985,0.257,5.530,5.418,4.217
230.957,33.954,1.445,0.394,5.636,5.516,4.664
230.968,16.430,1.676,0.596,5.368,5.255,4.928
230.980,-2.185,1.784,0.730,4.880,4.763,4.981
230.991,-22.097,1.644,0.810,4.208,4.086,4.832
231.002,-37.331,1.006,0.854,3.446,3.332,4.486
231.013,-52.716,-0.879,0.726,2.503,2.416,3.973
231.024,-64.169,-2.371,0.453,1.496,1.426,3.298
231.035,-71.926,-3.143,0.072,0.490,0.427,2.515
231.046,-75.987,-3.118,-0.309,-0.457,-0.523,1.672
231.057,-79.509,-2.489,-0.589,-1.372,-1.453,0.813
231.069,-77.984,-1.300,-0.708,-2.225,-2.332,-0.092
231.080,-73.593,0.567,-0.618,-2.924,-3.076,-0.948
231.091,-64.613,0.975,-0.412,-3.396,-3.567,-1.688
231.102,-52.518,0.821,-0.228,-3.694,-3.861,-2.315
231.113,-38.208,0.312,-0.095,-3.777,-3.934,-2.790
231.124,-22.536,0.086,-0.012,-3.682,-3.840,-3.113
231.134,-4.592,0.543,0.053,-3.319,-3.497,-3.234
231.146,16.217,1.212,0.234,-2.708,-2.912,-3.134
231.158,34.049,1.573,0.457,-1.935,-2.149,-2.797
231.170,49.783,1.884,0.619,-0.994,-1.215,-2.261
231.182,62.917,2.582,0.759,0.038,-0.189,-1.550
231.192,69.868,2.837,0.953,0.893,0.660,-0.857
231.202,74.624,2.350,1.094,1.751,1.528,-0.101
