R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.000300,50,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
143.180,-34.112,1.603,1.760,-19.636,-19.597,-18.694
143.192,21.211,1.976,1.774,-18.043,-18.013,-18.672
143.203,77.730,1.374,1.735,-15.731,-15.691,-17.989
143.215,129.947,0.747,1.668,-12.905,-12.859,-16.681
143.226,174.483,0.210,1.567,-9.819,-9.778,-14.870
143.236,210.107,1.088,1.485,-6.837,-6.825,-12.827
143.247,231.459,2.345,1.494,-3.985,-3.973,-10.509
143.257,244.688,1.834,1.537,-1.163,-1.149,-8.017
143.267,245.618,1.774,1.522,1.379,1.396,-5.487
143.277,235.142,1.357,1.497,3.562,3.605,-3.014
143.288,217.947,0.713,1.445,5.411,5.467,-0.707
143.298,191.740,-0.130,1.305,6.800,6.873,1.366
143.308,159.769,1.921,1.298,7.774,7.817,3.139
143.318,123.902,2.106,1.363,8.258,8.303,4.558
143.329,87.269,2.045,1.437,8.343,8.405,5.623
143.339,48.914,2.130,1.502,7.998,8.067,6.274
143.349,14.688,1.502,1.508,7.370,7.460,6.555
143.359,-15.580,0.787,1.436,6.517,6.634,6.509
143.369,-44.002,-1.337,1.220,5.385,5.550,6.159
143.380,-65.812,-1.508,0.965,4.204,4.380,5.551
143.390,-79.922,1.448,0.895,3.083,3.222,4.772
143.400,-87.287,1.473,0.938,2.001,2.145,3.897
143.410,-88.543,-0.283,0.854,1.030,1.209,2.991
143.420,-87.061,-0.019,0.752,0.172,0.342,2.091
143.430,-83.404,-0.492,0.640,-0.582,-0.404,1.231
143.441,-81.340,1.035,0.596,-1.369,-1.212,0.377
143.451,-69.496,1.528,0.675,-1.845,-1.687,-0.385
143.461,-55.495,0.280,0.660,-2.120,-1.925,-1.000
143.471,-46.322,0.652,0.628,-2.358,-2.170,-1.495
143.481,-38.848,-2.272,0.442,-2.578,-2.361,-1.912
143.492,-28.926,-1.573,0.211,-2.606,-2.438,-2.244
143.502,-19.222,0.528,0.196,-2.560,-2.444,-2.478
143.512,-11.131,0.370,0.197,-2.500,-2.383,-2.620
143.522,-0.459,0.527,0.231,-2.268,-2.154,-2.663
143.532,9.737,0.514,0.233,-1.964,-1.853,-2.605
143.543,18.534,0.566,0.280,-1.572,-1.451,-2.439
143.553,27.549,-0.733,0.226,-1.175,-1.007,-2.200
143.563,32.104,-1.229,0.087,-0.768,-0.587,-1.890
143.573,36.765,-0.518,0.028,-0.310,-0.137,-1.535
143.583,41.232,-1.268,-0.064,0.200,0.388,-1.134
143.594,43.167,1.817,-0.006,0.700,0.851,-0.701
143.604,42.631,1.841,0.175,1.131,1.290,-0.254
143.614,41.709,-1.864,0.094,1.444,1.674,0.159
143.624,40.630,-1.401,-0.068,1.795,2.027,0.566
143.634,38.425,0.441,-0.067,2.125,2.342,0.961
143.645,36.359,0.140,-0.046,2.429,2.661,1.335
143.655,30.625,-1.096,-0.124,2.596,2.842,1.666
143.665,27.568,-1.437,-0.263,2.773,3.025,1.948
143.675,21.400,-0.324,-0.314,2.877,3.101,2.188
143.686,8.079,1.159,-0.179,2.714,2.893,2.327
143.696,-0.832,-0.505,-0.165,2.494,2.682,2.344
143.706,-8.075,-1.388,-0.246,2.219,2.442,2.282
143.717,-17.043,-0.735,-0.290,1.842,2.061,2.136
143.728,-24.251,-0.230,-0.269,1.374,1.604,1.895
143.739,-31.372,-0.641,-0.266,0.811,1.053,1.559
143.750,-37.438,-1.462,-0.331,0.269,0.529,1.180
143.761,-43.066,-1.670,-0.414,-0.361,-0.087,0.721
143.772,-46.473,-0.843,-0.429,-0.967,-0.691,0.219
143.784,-49.323,0.650,-0.311,-1.612,-1.340,-0.336
143.795,-51.960,0.623,-0.115,-2.297,-2.022,-0.915
143.807,-51.837,0.959,0.047,-2.918,-2.643,-1.509
143.818,-47.714,1.100,0.166,-3.364,-3.088,-2.068
143.829,-40.672,1.243,0.262,-3.652,-3.373,-2.555
143.841,-32.799,1.114,0.351,-3.801,-3.507,-2.939
143.852,-23.001,0.830,0.405,-3.785,-3.480,-3.219
143.863,-11.754,-0.043,0.374,-3.640,-3.312,-3.385
143.875,1.879,-1.277,0.225,-3.308,-2.945,-3.414
143.886,16.597,-2.366,-0.064,-2.777,-2.388,-3.286
143.897,32.759,-3.442,-0.415,-2.010,-1.601,-2.981
143.909,46.560,-4.239,-0.873,-1.181,-0.748,-2.524
143.920,59.051,-4.995,-1.361,-0.238,0.215,-1.922
143.931,69.264,-5.331,-1.870,0.776,1.240,-1.194
143.943,75.239,-5.780,-2.353,1.750,2.224,-0.387
143.954,76.479,-6.315,-2.850,2.634,3.123,0.460
143.965,77.708,-6.183,-3.358,3.563,4.047,1.326
143.977,71.898,-5.956,-3.770,4.259,4.732,2.151
143.988,63.440,-5.444,-4.033,4.756,5.215,2.862
143.998,53.197,-3.118,-4.050,5.118,5.523,3.431
144.008,35.665,-2.221,-3.913,5.105,5.478,3.852
144.018,16.947,-2.282,-3.749,4.839,5.211,4.088
144.028,-0.422,-3.438,-3.671,4.418,4.808,4.134
144.039,-16.263,-2.949,-3.599,3.896,4.273,4.012
144.049,-31.068,-3.648,-3.557,3.227,3.612,3.734
144.059,-44.701,-4.050,-3.570,2.465,2.832,3.306
144.070,-58.065,-3.345,-3.566,1.587,1.929,2.740
144.080,-70.605,-2.561,-3.493,0.560,0.883,2.035
144.091,-75.796,-2.508,-3.393,-0.372,-0.050,1.249
144.101,-79.850,-3.190,-3.328,-1.277,-0.948,0.432
144.111,-80.517,-3.200,-3.274,-2.144,-1.810,-0.422
144.122,-78.562,-1.126,-3.112,-2.893,-2.599,-1.267
144.133,-76.721,-0.041,-2.827,-3.617,-3.353,-2.070
144.143,-67.782,-0.685,-2.564,-4.158,-3.880,-2.824
144.153,-53.367,-1.214,-2.377,-4.359,-4.083,-3.428
