R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,50,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFPT21R,aKFPT21P
195.515,-2.826,-1.043,-2.246,-0.809,-2.292,-0.790
195.527,-6.373,-0.272,-2.193,-0.807,-2.289,-0.790
195.539,0.079,-4.428,-2.206,-0.778,-2.293,-0.776
195.549,-1.539,0.726,-2.179,-0.831,-2.305,-0.760
195.561,-8.655,3.557,-2.365,-0.723,-2.313,-0.764
195.573,-2.005,-0.042,-2.519,-0.693,-2.329,-0.749
195.585,-7.234,4.763,-2.679,-0.738,-2.338,-0.752
195.597,-0.528,0.976,-2.756,-0.703,-2.352,-0.735
195.609,-2.729,-0.272,-2.606,-0.773,-2.368,-0.724
195.621,-0.836,-2.867,-2.573,-0.866,-2.388,-0.720
195.633,5.544,-8.725,-2.383,-0.654,-2.397,-0.722
195.645,8.384,9.855,-2.577,-0.482,-2.425,-0.714
195.657,-6.929,11.149,-2.463,-0.877,-2.503,-0.737
195.667,-18.368,-7.371,-2.790,-1.554,-2.575,-0.811
195.679,-7.299,0.292,-3.318,-1.919,-2.665,-0.931
195.691,-21.082,-6.028,-3.704,-2.127,-2.734,-1.043
195.703,-25.898,-24.165,-3.621,-2.281,-2.775,-1.112
195.715,2.042,-16.597,-3.453,-2.427,-2.803,-1.156
195.727,-8.563,-13.155,-3.295,-2.438,-2.825,-1.215
195.739,-7.928,-1.334,-3.386,-2.229,-2.854,-1.280
195.751,-7.551,6.993,-3.470,-2.023,-2.901,-1.347
195.763,-3.922,7.566,-3.542,-1.921,-2.945,-1.399
195.775,-10.012,-3.601,-3.471,-1.798,-2.977,-1.431
195.787,15.768,0.325,-3.164,-1.777,-2.998,-1.455
195.799,-19.970,-10.672,-2.909,-1.566,-3.000,-1.481
195.811,-2.886,-2.026,-2.676,-1.309,-2.994,-1.493
195.823,-7.020,-2.353,-2.556,-1.071,-2.984,-1.487
195.835,12.411,3.098,-2.325,-0.955,-2.963,-1.479
195.847,-1.670,0.170,-1.819,-0.809,-2.908,-1.460
195.859,-7.466,-4.243,-1.619,-0.775,-2.842,-1.420
195.871,-13.935,-8.458,-1.719,-0.883,-2.773,-1.380
195.883,-14.346,-13.077,-1.907,-1.026,-2.716,-1.362
195.895,13.363,21.228,-2.236,-1.205,-2.668,-1.370
195.907,6.755,37.225,-2.504,-1.435,-2.643,-1.410
195.918,1.564,-1.955,-2.539,-1.178,-2.639,-1.435
195.928,-14.935,-29.718,-2.238,-0.567,-2.647,-1.433
195.938,-12.085,-27.690,-1.918,0.010,-2.652,-1.385
195.948,-4.557,65.907,-1.711,0.126,-2.640,-1.331
195.958,-19.511,-10.434,-1.535,0.125,-2.629,-1.298
195.969,4.963,-20.977,-1.506,0.528,-2.630,-1.252
195.979,12.054,28.947,-1.670,0.484,-2.668,-1.209
195.989,-5.068,-31.781,-1.857,0.482,-2.728,-1.187
196.000,-17.679,57.634,-1.918,0.526,-2.782,-1.179
196.010,9.745,-20.995,-2.053,0.309,-2.842,-1.170
196.021,-32.204,46.114,-2.299,0.324,-2.922,-1.174
196.031,13.430,-24.953,-2.413,0.083,-2.992,-1.166
196.041,-34.477,48.668,-2.623,-0.024,-3.067,-1.167
196.052,15.713,-25.184,-2.708,-0.118,-3.099,-1.164
196.062,-39.245,45.039,-2.669,-0.411,-3.140,-1.188
196.073,10.908,-4.839,-3.046,0.019,-3.157,-1.191
196.083,9.022,-67.532,-2.975,-0.240,-3.194,-1.191
196.094,-15.909,28.360,-3.290,-0.044,-3.208,-1.184
196.104,29.594,-48.360,-3.266,-0.178,-3.236,-1.164
196.114,-10.952,6.177,-3.256,-0.474,-3.277,-1.123
196.125,-17.942,28.660,-3.306,-0.354,-3.324,-1.086
196.135,13.236,-22.347,-3.199,-0.721,-3.362,-1.052
196.146,-39.186,33.983,-3.141,-0.914,-3.423,-1.050
196.156,-47.735,25.090,-3.736,-0.821,-3.530,-1.071
196.167,35.296,-13.223,-3.148,-1.038,-3.647,-1.100
196.177,-78.494,-6.540,-3.459,-1.494,-3.757,-1.168
196.187,18.309,27.311,-3.743,-1.148,-3.898,-1.248
196.198,-24.558,-65.428,-3.431,-1.368,-4.042,-1.336
196.208,-28.979,-6.667,-4.435,-2.128,-4.183,-1.476
196.219,34.816,54.378,-4.615,-1.701,-4.349,-1.621
196.229,-17.273,-39.892,-4.574,-1.511,-4.473,-1.718
196.240,3.142,13.077,-4.757,-1.399,-4.543,-1.781
196.250,-34.759,-0.092,-4.797,-1.061,-4.556,-1.804
196.261,8.634,9.317,-4.651,-0.738,-4.476,-1.786
196.271,-38.928,-49.528,-4.696,-0.736,-4.334,-1.745
196.281,3.976,33.094,-4.815,-0.571,-4.150,-1.700
196.292,10.258,13.092,-4.468,-0.090,-3.931,-1.613
196.302,-25.009,-53.239,-4.636,-0.533,-3.690,-1.500
196.313,19.514,70.430,-4.587,-0.491,-3.441,-1.400
196.323,-0.475,-2.970,-4.343,-0.016,-3.125,-1.273
196.334,-23.913,-62.580,-4.451,-0.211,-2.799,-1.135
196.344,16.407,57.915,-4.423,0.016,-2.460,-1.022
196.354,-3.633,-1.350,-4.274,0.413,-2.083,-0.901
196.365,-5.600,-34.937,-4.319,0.370,-1.716,-0.809
196.375,1.168,29.049,-4.332,0.805,-1.310,-0.743
196.386,-7.342,4.023,-4.422,1.376,-0.943,-0.684
196.396,-3.598,-83.459,-4.506,0.773,-0.622,-0.658
196.406,-3.644,45.649,-4.563,1.373,-0.304,-0.638
196.417,3.035,-86.523,-4.499,1.073,-0.065,-0.624
196.427,-16.887,13.077,-4.553,0.208,0.125,-0.657
196.438,6.032,64.923,-4.618,0.827,0.284,-0.724
196.449,-8.038,-27.680,-4.656,0.304,0.405,-0.787
196.459,-13.590,-69.420,-4.815,-0.824,0.429,-0.881
196.470,47.445,23.332,-4.648,-1.290,0.400,-0.998
196.482,-3.439,33.336,-4.443,-0.392,0.351,-1.063
196.493,-18.667,53.636,-4.512,0.531,0.260,-1.064
196.504,-9.049,-80.772,-4.613,-0.033,0.102,-1.029
196.515,11.919,-14.972,-4.425,-0.602,-0.078,-0.979
196.526,34.678,51.492,-3.623,0.097,-0.265,-0.912
196.537,28.935,34.616,-3.092,0.915,-0.448,-0.810
196.548,-40.907,1.294,-3.066,1.390,-0.626,-0.675
196.560,-28.841,-45.243,-2.890,1.431,-0.885,-0.536
196.571,28.306,-33.179,-2.371,1.006,-1.145,-0.393
196.582,22.744,12.673,-1.487,1.055,-1.364,-0.231
196.594,3.011,80.115,-1.122,1.681,-1.537,-0.049
196.605,-43.317,-46.710,-1.554,1.491,-1.708,0.178
196.616,-19.781,-12.386,-2.091,0.938,-1.893,0.389
196.627,32.046,49.778,-2.061,1.055,-2.110,0.587
196.638,77.861,10.098,-1.432,0.938,-2.349,0.771
196.650,2.570,-44.925,-1.084,0.397,-2.555,0.959
196.661,-70.943,-18.934,-1.865,-0.197,-2.780,1.108
196.672,-53.099,29.589,-2.869,-0.214,-3.073,1.222
196.684,4.430,19.023,-3.055,0.170,-3.414,1.324
196.695,28.825,-2.839,-2.462,0.248,-3.792,1.392
196.707,39.862,-24.489,-1.800,-0.164,-4.184,1.402
196.718,-36.475,-30.729,-1.878,-0.677,-4.581,1.343
196.729,-61.004,-28.666,-2.540,-1.109,-5.000,1.241
196.741,-5.470,13.621,-2.932,-1.098,-5.406,1.117
196.752,21.257,31.325,-2.610,-0.425,-5.763,1.015
196.764,17.366,31.971,-2.136,0.277,-6.033,0.987
196.775,-8.671,6.270,-2.080,0.431,-6.219,1.009
196.786,-23.818,-30.923,-2.414,-0.131,-6.360,1.052
196.798,-19.816,-33.564,-2.812,-1.000,-6.513,1.054
196.809,-2.511,-29.740,-2.910,-1.491,-6.665,0.975
196.821,23.404,49.864,-2.613,-1.250,-6.794,0.851
196.832,3.243,31.483,-2.270,-0.317,-6.898,0.711
196.843,-4.593,9.446,-2.113,0.389,-6.952,0.562
196.855,5.124,6.341,-2.021,0.778,-6.994,0.405
196.866,14.955,17.805,-1.828,1.072,-7.033,0.232
196.877,-39.829,-45.437,-1.695,1.208,-7.011,0.082
196.887,-34.755,-47.130,-1.872,0.887,-6.964,-0.051
196.899,22.768,10.816,-1.785,0.782,-6.898,-0.183
196.910,35.692,48.605,-1.274,1.348,-6.780,-0.257
196.921,1.218,38.971,-0.884,1.985,-6.598,-0.240
196.932,-5.061,1.858,-0.824,2.254,-6.363,-0.127
196.943,37.264,27.380,-0.742,2.256,-6.116,0.053
196.954,-36.874,-45.595,-1.116,1.855,-5.861,0.273
196.965,-38.903,-43.459,-2.046,0.998,-5.606,0.498
196.976,-6.456,-30.913,-2.800,0.568,-5.350,0.732
196.988,51.639,-7.313,-3.028,0.854,-5.096,1.001
196.999,49.125,14.029,-2.901,1.383,-4.807,1.309
197.011,40.495,20.144,-2.432,1.384,-4.467,1.648
197.022,3.332,-21.221,-1.759,0.432,-4.072,1.968
197.033,-47.685,-8.577,-0.955,-1.310,-3.625,2.206
197.045,-50.040,-13.959,-0.769,-2.653,-3.200,2.299
197.056,-41.567,12.543,-0.923,-2.873,-2.769,2.323
197.067,9.711,46.109,-1.372,-1.535,-2.349,2.369
197.078,11.307,23.845,-1.888,0.735,-1.967,2.501
197.089,-26.266,-46.058,-2.669,1.608,-1.596,2.722
197.100,-15.203,-69.447,-3.635,1.082,-1.305,2.945
197.110,21.655,35.980,-3.687,1.218,-1.054,3.128
197.121,14.580,44.749,-2.870,2.178,-0.802,3.305
197.132,-39.463,-50.390,-2.374,2.198,-0.558,3.495
197.143,-54.010,-3.286,-2.274,1.344,-0.314,3.656
197.154,-20.325,24.118,-1.963,0.807,-0.100,3.763
197.165,-31.396,24.830,-1.546,0.581,0.072,3.815
197.177,-54.124,-1.579,-1.572,0.761,0.166,3.828
197.188,-53.906,35.815,-1.920,1.379,0.197,3.812
197.199,10.372,46.525,-2.711,2.862,0.159,3.840
197.211,-5.414,23.878,-3.599,4.315,0.036,3.934
197.222,-0.160,-18.425,-4.781,5.147,-0.203,4.072
197.233,-23.818,-57.720,-6.008,4.992,-0.548,4.239
197.245,-11.859,-72.224,-7.046,4.393,-1.009,4.361
197.256,17.461,25.218,-7.288,4.292,-1.518,4.432
197.268,23.992,29.411,-6.678,4.649,-2.047,4.478
197.279,19.265,-53.753,-6.035,4.245,-2.562,4.491
197.290,7.557,-81.776,-5.434,2.507,-3.044,4.410
197.302,32.520,-39.230,-4.722,0.920,-3.459,4.216
197.313,44.339,15.006,-3.740,0.379,-3.775,3.944
197.324,-24.954,-5.394,-3.024,0.302,-3.972,3.633
197.334,-17.348,-48.400,-2.752,-0.058,-4.117,3.286
197.345,5.786,84.108,-2.268,0.780,-4.197,2.924
197.356,-22.696,3.539,-2.206,1.878,-4.197,2.615
197.366,27.213,-62.827,-2.066,1.815,-4.160,2.311
197.377,26.627,62.511,-1.881,2.228,-4.031,1.993
197.388,-12.227,13.962,-2.010,2.831,-3.823,1.669
197.398,23.545,-21.563,-1.802,2.685,-3.625,1.329
197.409,-23.747,-17.435,-1.736,2.081,-3.397,0.985
197.420,6.710,-6.518,-1.788,1.418,-3.109,0.636
197.430,12.939,77.104,-1.579,1.524,-2.791,0.299
197.441,-65.446,11.448,-2.332,2.296,-2.442,0.034
197.452,16.558,-54.008,-2.918,1.907,-2.088,-0.182
197.462,-12.352,35.928,-3.248,2.261,-1.704,-0.402
197.473,-11.868,28.246,-3.937,3.684,-1.291,-0.574
197.484,30.206,-12.025,-3.541,3.857,-0.835,-0.685
197.496,7.121,44.102,-3.210,3.623,-0.267,-0.788
197.507,-36.585,31.943,-4.060,3.672,0.330,-0.842
197.518,-18.162,-58.204,-4.795,2.906,0.889,-0.884
197.530,11.385,-76.940,-4.813,0.918,1.434,-0.981
197.541,6.957,26.712,-4.587,-0.263,2.009,-1.113
197.552,-17.571,65.889,-4.639,0.270,2.623,-1.221
197.564,7.628,6.796,-4.483,0.807,3.270,-1.244
197.575,15.675,-31.603,-3.781,0.165,3.948,-1.208
197.587,-13.143,14.208,-3.368,-0.105,4.612,-1.162
197.598,-25.746,59.630,-3.392,0.569,5.201,-1.074
197.609,20.593,-5.566,-3.048,0.644,5.733,-0.919
197.621,36.046,-8.531,-2.465,0.386,6.190,-0.738
197.632,23.561,52.575,-1.918,0.580,6.559,-0.523
197.644,-36.958,-31.013,-1.846,0.510,6.830,-0.270
197.655,-26.465,-21.464,-2.551,-0.340,6.958,-0.028
197.667,-42.413,-1.668,-3.239,-0.888,6.890,0.184
197.678,35.069,-35.600,-3.151,-1.195,6.651,0.374
197.689,29.419,-4.680,-2.451,-1.368,6.308,0.587
197.701,0.600,27.854,-1.901,-0.778,5.893,0.799
197.712,-23.330,36.655,-1.943,0.011,5.377,1.045
197.723,66.194,-19.106,-1.887,0.292,4.789,1.308
197.735,18.759,-15.830,-1.425,-0.235,4.179,1.562
197.746,-24.527,-14.670,-1.405,-0.736,3.506,1.757
197.758,-43.389,21.375,-1.767,-0.755,2.752,1.896
197.769,43.570,45.953,-1.294,-0.292,1.991,2.016
197.780,19.313,-16.851,-0.473,0.014,1.281,2.122
197.790,-71.399,-4.140,-0.789,0.097,0.597,2.209
197.801,24.501,61.620,-1.151,1.009,-0.142,2.285
197.812,30.516,-31.859,-0.824,1.245,-0.887,2.354
197.823,-35.674,-26.957,-1.553,0.015,-1.622,2.366
197.833,-14.933,53.495,-2.121,-0.203,-2.392,2.315
197.844,65.344,19.984,-1.629,0.280,-3.160,2.287
197.855,-15.288,-33.144,-1.524,-0.102,-3.885,2.270
197.866,38.091,10.494,-1.332,-0.358,-4.583,2.226
197.877,-23.110,36.066,-1.119,-0.088,-5.212,2.188
197.887,-19.499,20.926,-1.265,0.233,-5.796,2.165
197.898,51.187,-20.576,-0.868,0.098,-6.334,2.133
197.909,5.646,-38.999,-0.285,-0.558,-6.780,2.095
197.919,-1.218,27.379,-0.090,-0.068,-7.147,2.039
197.930,-36.984,-46.121,-0.288,0.298,-7.482,1.975
197.941,-51.722,10.514,-1.062,-0.258,-7.815,1.885
197.953,12.650,60.679,-1.044,0.521,-8.120,1.787
197.964,5.336,22.419,-0.423,0.966,-8.357,1.710
197.975,19.036,-70.214,0.232,0.055,-8.477,1.608
197.985,40.369,45.242,1.187,-0.732,-8.477,1.423
197.996,0.869,-3.348,1.602,-1.107,-8.377,1.178
198.007,-23.196,40.761,1.494,-0.942,-8.116,0.874
198.018,-73.174,9.380,0.389,-0.574,-7.845,0.588
198.029,44.847,11.578,0.339,-0.345,-7.632,0.372
198.039,49.995,33.751,1.117,-0.082,-7.348,0.177
198.050,-4.049,-22.616,1.320,-0.289,-6.973,0.033
198.061,15.553,-6.457,1.583,-0.353,-6.578,-0.086
198.073,-22.608,-43.086,1.319,-0.124,-6.064,-0.217
198.083,-6.193,33.742,0.474,1.088,-5.638,-0.254
198.094,12.458,-42.856,0.249,1.814,-5.245,-0.203
198.104,10.464,-8.968,0.062,1.764,-4.847,-0.100
198.116,18.876,30.819,0.219,2.834,-4.428,0.076
198.128,-7.947,15.375,0.206,3.788,-4.023,0.359
198.139,-7.905,-3.015,-0.267,3.816,-3.633,0.747
198.150,63.759,-24.965,-0.456,3.539,-3.322,1.197
198.162,-4.372,-42.836,-0.599,2.758,-3.069,1.726
198.174,-33.650,-43.948,-0.660,2.104,-2.824,2.325
198.186,-13.215,-58.994,-0.641,1.771,-2.584,3.003
198.199,-6.395,-7.148,-0.499,1.630,-2.340,3.776
198.210,-68.541,-13.098,-0.526,1.431,-2.108,4.585
198.221,18.368,28.982,-0.132,1.743,-1.852,5.496
198.233,23.611,-11.361,0.722,1.603,-1.607,6.480
198.244,2.160,-53.458,1.054,0.477,-1.352,7.470
198.255,12.020,10.622,1.347,-0.561,-1.101,8.377
198.265,-24.322,30.647,1.221,-0.757,-0.831,9.179
198.276,53.624,-33.522,1.913,-1.475,-0.588,9.971
198.286,-51.949,-16.877,2.673,-2.733,-0.326,10.579
198.297,7.508,1.985,3.213,-2.989,0.054,11.076
198.309,44.577,-43.180,3.653,-3.079,0.393,11.497
198.319,-31.991,28.357,2.985,-2.833,0.684,11.850
198.329,26.737,-47.408,2.080,-2.017,0.911,12.106
198.341,5.151,14.618,1.658,-0.838,1.102,12.263
198.353,-7.996,82.008,1.008,1.645,1.215,12.329
198.363,-13.375,-58.853,-0.160,3.638,1.283,12.373
198.373,24.169,65.375,-0.501,4.083,1.256,12.320
198.383,6.289,-58.275,-0.478,3.937,1.209,12.151
198.396,9.524,-65.526,-0.786,2.987,1.135,11.742
198.408,-8.951,-67.314,-1.098,2.711,1.069,11.185
198.418,26.569,3.006,-1.075,2.634,1.040,10.656
198.429,-52.528,-31.708,-1.449,2.079,0.991,10.026
198.439,1.207,42.683,-2.072,2.197,0.893,9.305
198.449,14.464,-52.972,-1.630,1.227,0.749,8.475
198.459,-1.272,23.901,-1.341,0.207,0.648,7.580
198.469,-68.397,-18.499,-1.202,0.538,0.537,6.631
198.480,16.618,23.465,-1.238,0.143,0.423,5.633
198.490,12.535,0.987,-0.325,0.918,0.347,4.642
198.500,-13.049,-53.562,-0.092,0.529,0.284,3.668
198.511,-5.123,72.194,0.075,1.184,0.231,2.697
198.521,10.054,-11.368,0.211,1.863,0.180,1.790
198.532,12.116,-53.765,0.677,1.756,0.087,0.926
198.542,-35.739,29.241,0.442,1.764,-0.011,0.064
198.553,64.262,15.789,1.119,1.949,-0.128,-0.740
198.563,-32.284,-40.209,1.687,0.307,-0.225,-1.512
198.573,-3.970,72.801,1.617,-0.128,-0.297,-2.268
198.585,-14.238,62.206,2.111,-0.458,-0.380,-3.117
198.595,40.859,0.049,2.666,-0.648,-0.437,-3.770
198.607,40.862,-42.463,2.668,-0.857,-0.512,-4.426
198.618,-21.690,-8.582,1.985,-1.322,-0.579,-4.990
198.629,3.901,7.802,1.325,-1.433,-0.713,-5.475
198.641,-7.015,-41.419,0.913,-1.787,-0.885,-5.935
198.654,-28.306,-55.481,0.164,-2.344,-1.064,-6.339
198.666,-29.437,-30.191,-0.948,-3.026,-1.238,-6.679
198.678,-43.680,32.811,-1.612,-3.155,-1.428,-6.972
198.690,-53.718,33.612,-2.850,-2.837,-1.637,-7.202
198.702,-64.328,11.936,-4.703,-2.517,-1.899,-7.351
198.714,-19.804,3.045,-5.467,-2.198,-2.181,-7.420
198.726,10.925,18.244,-5.260,-1.981,-2.481,-7.450
198.738,10.726,-24.954,-4.941,-1.994,-2.795,-7.428
198.750,-19.606,-34.699,-5.428,-3.355,-3.094,-7.419
198.762,-60.381,-19.835,-6.460,-5.053,-3.400,-7.473
198.774,-34.516,23.364,-6.753,-5.559,-3.712,-7.560
198.786,-13.676,71.550,-6.472,-5.296,-4.007,-7.642
198.798,-22.706,-31.122,-6.055,-5.289,-4.273,-7.693
198.810,-25.482,-61.989,-5.568,-6.448,-4.504,-7.774
198.821,46.227,-43.373,-4.836,-7.213,-4.673,-7.902
198.832,-38.194,31.718,-4.330,-6.333,-4.740,-8.005
198.842,7.008,22.134,-4.082,-4.893,-4.728,-8.022
198.853,10.584,-23.486,-3.378,-4.441,-4.660,-7.968
198.864,-29.824,-33.228,-3.645,-4.863,-4.539,-7.906
198.874,51.231,38.627,-3.314,-4.469,-4.395,-7.818
198.884,-14.931,7.239,-2.944,-3.704,-4.206,-7.669
198.894,40.986,-40.675,-2.318,-3.135,-3.966,-7.463
198.904,-59.496,-19.083,-2.058,-2.950,-3.679,-7.217
198.915,15.517,56.442,-1.457,-1.557,-3.342,-6.911
198.926,11.897,-36.550,-0.652,-1.043,-2.968,-6.533
198.936,3.423,-51.028,-0.230,-1.913,-2.574,-6.153
198.947,-21.901,59.492,-0.162,-1.454,-2.186,-5.816
198.958,-7.527,20.952,-0.279,-0.633,-1.820,-5.456
198.968,50.406,-35.126,0.626,-0.787,-1.541,-5.111
198.979,-66.523,-23.522,0.618,-1.031,-1.318,-4.808
198.990,-39.471,13.091,-0.273,-0.317,-1.153,-4.524
199.001,20.379,55.302,-0.384,1.055,-1.074,-4.253
199.011,62.847,22.806,0.840,2.454,-0.996,-3.939
199.022,-5.173,-70.069,1.496,2.117,-0.913,-3.641
199.033,8.781,-69.763,1.719,1.464,-0.828,-3.438
199.043,-11.827,43.355,1.807,1.216,-0.768,-3.326
199.054,-4.939,13.342,1.690,1.392,-0.732,-3.259
199.065,15.276,23.958,1.999,2.046,-0.714,-3.184
199.075,15.194,72.665,2.356,2.628,-0.738,-3.082
199.086,-50.314,-9.687,2.023,2.514,-0.771,-2.943
199.097,-36.816,-19.331,1.490,2.062,-0.854,-2.778
199.108,-15.325,65.001,1.471,1.781,-0.969,-2.614
199.118,10.489,-62.587,1.607,1.495,-1.075,-2.448
199.129,13.246,-51.870,2.116,0.813,-1.156,-2.301
199.140,78.619,-9.821,3.535,0.065,-1.209,-2.181
199.151,24.682,3.614,4.428,-0.159,-1.172,-2.082
199.161,0.353,-1.412,4.421,-0.233,-1.072,-2.013
199.171,17.367,21.688,4.099,0.025,-0.978,-1.943
199.182,-9.221,-34.255,3.459,0.004,-0.888,-1.876
199.193,-6.608,-53.011,2.302,-1.317,-0.836,-1.838
199.203,14.736,-66.081,1.451,-2.369,-0.826,-1.864
199.214,-44.976,35.409,0.794,-2.547,-0.815,-1.941
199.224,-21.989,23.658,0.106,-2.218,-0.783,-2.036
199.234,36.324,47.099,0.153,-1.340,-0.742,-2.131
199.245,-4.699,1.822,0.410,-1.313,-0.713,-2.202
199.255,-24.644,-54.523,0.310,-2.209,-0.691,-2.299
199.266,-3.788,30.580,0.463,-2.674,-0.654,-2.459
199.277,-72.553,16.412,0.837,-2.518,-0.557,-2.613
199.287,7.415,1.391,1.167,-2.280,-0.419,-2.762
199.298,65.184,13.840,2.322,-1.925,-0.255,-2.905
199.309,53.326,-4.248,3.487,-1.845,-0.021,-3.041
199.320,11.469,-29.558,4.171,-2.079,0.270,-3.177
199.330,41.234,-12.701,4.485,-2.396,0.593,-3.315
199.341,-43.960,-4.881,3.924,-2.397,0.902,-3.435
199.351,-34.728,-13.993,2.714,-2.364,1.136,-3.514
