R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
626.240,-58.109,140.001,-5.728,9.638,-15.132,4.328,-10.910,7.415,-10.067,7.489,-10.133,4.287
626.251,-31.117,142.532,-4.530,7.938,-13.858,5.938,-10.211,9.080,-9.232,8.687,-10.102,5.631
626.263,-6.991,140.153,-2.748,7.598,-12.973,7.239,-9.278,10.473,-8.237,9.814,-9.808,7.005
626.274,10.166,131.116,3.109,1.574,-11.608,7.347,-8.236,11.416,-7.374,10.660,-9.303,8.261
626.286,29.866,115.905,2.520,2.141,-9.515,7.433,-6.725,11.760,-6.160,11.214,-8.563,9.317
626.297,48.796,93.832,0.952,1.356,-8.101,7.774,-5.146,11.756,-4.734,11.241,-7.590,10.086
626.309,64.957,70.109,-4.613,0.918,-7.513,7.525,-3.814,11.231,-3.348,10.933,-6.491,10.500
626.320,77.581,44.189,-8.780,2.724,-5.718,6.569,-2.758,10.642,-1.945,10.241,-5.336,10.612
626.332,87.592,18.945,-7.584,-0.663,-4.111,5.308,-1.730,9.699,-0.688,9.391,-4.205,10.428
626.343,94.149,-8.404,-4.709,1.199,-2.479,3.918,-0.710,8.410,0.452,8.162,-3.101,9.940
626.355,99.148,-30.997,-0.815,-2.346,-1.035,2.744,0.429,7.037,1.467,6.880,-1.994,9.185
626.366,106.314,-55.200,1.009,-1.115,1.429,1.467,1.779,5.213,2.575,5.259,-0.831,8.154
626.378,113.823,-71.869,2.759,1.291,2.739,0.557,3.332,3.723,3.857,3.743,0.401,6.953
626.389,117.829,-87.436,5.321,-7.170,3.949,-2.325,4.810,1.982,5.013,2.151,1.684,5.608
626.401,125.609,-100.833,4.350,-8.432,5.829,-5.650,6.453,-0.081,6.393,0.482,3.029,4.097
626.412,131.750,-113.155,3.199,-5.377,7.279,-7.035,8.033,-2.021,7.837,-1.257,4.428,2.470
626.424,135.791,-122.444,5.127,-4.938,8.895,-8.738,9.483,-3.804,9.170,-3.017,5.842,0.776
626.435,135.628,-126.218,5.954,-5.616,10.603,-10.554,10.789,-5.542,10.315,-4.674,7.249,-0.956
626.447,134.116,-129.953,5.481,-2.338,11.916,-11.257,12.049,-7.120,11.455,-6.250,8.591,-2.633
626.458,124.196,-128.949,3.044,-4.141,12.273,-12.892,12.872,-8.286,12.257,-7.583,9.813,-4.206
626.470,108.770,-126.515,2.573,-13.327,12.478,-15.054,13.180,-9.740,12.652,-8.775,10.809,-5.707
626.481,90.245,-121.357,1.623,-10.716,12.442,-15.684,13.257,-11.209,12.796,-9.898,11.542,-7.177
626.492,60.597,-112.093,3.703,-12.615,12.344,-16.966,12.690,-12.226,12.288,-10.801,11.951,-8.524
626.504,33.377,-96.731,6.292,-13.283,12.161,-17.838,12.025,-13.202,11.505,-11.457,12.033,-9.775
626.516,4.172,-83.072,5.833,-1.698,10.939,-17.206,11.102,-13.636,10.501,-12.036,11.815,-10.797
626.527,-22.647,-64.250,2.477,-0.856,8.875,-17.171,9.943,-13.241,9.319,-12.142,11.321,-11.465
626.538,-45.230,-41.029,-5.050,-0.196,5.993,-16.708,8.331,-12.636,8.052,-11.778,10.539,-11.798
626.549,-68.097,-18.671,-3.656,5.486,4.267,-14.970,6.419,-11.592,6.521,-11.183,9.473,-11.787
626.561,-87.381,5.975,-4.059,10.280,1.892,-13.018,4.470,-10.022,4.778,-10.162,8.115,-11.407
626.572,-105.665,31.338,-6.221,6.845,-0.832,-11.908,2.351,-8.099,2.899,-8.714,6.560,-10.612
626.584,-121.384,56.918,-6.821,0.468,-2.555,-10.599,0.149,-6.263,0.926,-6.945,4.834,-9.514
626.595,-134.470,78.759,-6.983,3.218,-4.544,-7.878,-2.030,-4.612,-1.057,-5.162,2.996,-8.222
626.607,-142.563,94.292,-6.731,6.531,-6.178,-5.244,-3.983,-2.727,-2.920,-3.466,1.096,-6.764
626.618,-146.075,113.527,-6.662,6.470,-7.886,-2.828,-5.793,-0.539,-4.649,-1.455,-0.816,-5.123
626.630,-149.378,129.088,-2.432,4.577,-9.006,-1.380,-7.443,1.557,-6.350,0.564,-2.654,-3.345
626.641,-156.997,140.758,-0.366,-0.063,-10.515,-1.063,-9.095,3.401,-8.216,2.522,-4.460,-1.499
626.653,-162.747,149.978,-2.176,-2.815,-12.474,-0.468,-10.685,5.018,-9.964,4.419,-6.238,0.339
626.665,-159.983,157.088,-3.558,2.380,-13.701,1.637,-11.962,6.665,-11.279,6.216,-7.903,2.134
626.676,-151.739,159.521,-3.864,9.398,-14.846,3.584,-12.980,8.436,-12.310,7.815,-9.405,3.908
626.688,-140.515,161.170,-3.514,12.244,-15.535,5.651,-13.803,10.480,-13.145,9.433,-10.743,5.730
626.700,-123.257,161.377,-3.265,6.505,-15.957,6.743,-14.258,12.245,-13.611,11.026,-11.837,7.528
626.712,-100.078,153.969,-2.112,3.546,-15.564,7.128,-14.268,13.400,-13.659,12.321,-12.629,9.192
626.724,-74.293,140.354,2.306,2.702,-13.873,7.883,-13.715,14.081,-13.351,13.213,-13.067,10.615
626.735,-39.365,121.048,-1.435,5.684,-12.813,8.151,-12.423,14.415,-12.287,13.627,-13.060,11.732
626.747,-10.821,98.824,-2.286,3.634,-11.460,8.387,-11.269,14.425,-11.061,13.654,-12.686,12.560
626.759,16.728,78.247,0.410,-1.762,-9.653,8.142,-9.814,14.038,-9.686,13.504,-12.003,13.050
626.771,42.219,53.303,4.156,0.775,-7.555,8.030,-8.033,13.083,-8.174,12.884,-11.022,13.183
626.783,68.514,27.318,3.767,2.538,-5.592,7.780,-5.900,12.096,-6.299,11.878,-9.728,12.979
626.794,88.833,2.506,0.314,2.192,-5.126,6.820,-3.862,10.861,-4.317,10.732,-8.193,12.490
626.806,105.639,-18.462,-2.282,3.775,-2.886,5.421,-2.021,9.689,-2.326,9.490,-6.539,11.774
626.818,117.143,-38.590,-5.517,1.032,-1.556,4.321,-0.342,8.324,-0.458,8.140,-4.833,10.863
626.830,122.575,-56.059,-10.274,4.649,-0.798,3.602,0.861,6.870,1.107,6.705,-3.226,9.780
626.841,127.118,-71.584,-5.303,9.840,1.514,2.820,1.982,5.610,2.486,5.197,-1.734,8.604
626.853,128.463,-83.272,-3.104,10.048,3.188,1.724,3.248,4.538,3.678,3.836,-0.314,7.420
626.865,132.955,-90.768,-7.204,12.493,3.942,0.792,4.451,3.528,4.946,2.604,1.055,6.246
626.877,138.008,-98.246,-9.936,17.292,4.385,0.937,5.401,2.809,6.164,1.460,2.355,5.135
626.888,139.284,-100.565,-7.058,11.589,5.842,-0.555,6.354,2.200,7.233,0.606,3.595,4.118
626.900,136.717,-100.803,-4.800,3.600,7.114,-2.308,7.202,1.261,8.031,-0.117,4.712,3.161
626.912,136.816,-104.179,-2.517,2.461,9.753,-4.088,8.141,-0.062,8.849,-1.039,5.761,2.164
626.924,136.209,-107.718,0.734,5.651,11.296,-5.281,9.297,-1.216,9.751,-2.029,6.855,1.091
626.934,132.224,-108.315,0.644,5.677,12.034,-7.054,10.187,-2.006,10.423,-2.774,7.771,0.208
626.944,126.408,-108.393,-0.471,3.149,11.997,-7.790,10.819,-2.808,10.945,-3.492,8.607,-0.647
626.955,117.834,-110.297,-0.178,4.026,12.460,-8.418,11.290,-3.816,11.324,-4.268,9.369,-1.517
626.965,101.228,-114.155,-0.094,5.686,12.432,-9.672,11.338,-4.668,11.285,-5.175,9.968,-2.377
626.975,85.362,-112.996,-0.702,1.045,12.209,-11.266,11.166,-5.463,11.053,-5.827,10.369,-3.209
626.985,67.263,-113.297,-2.723,2.634,11.736,-11.445,10.779,-6.340,10.704,-6.499,10.600,-4.025
626.995,41.512,-119.511,-0.990,2.499,10.852,-12.080,9.826,-7.300,9.786,-7.478,10.574,-4.869
627.005,15.441,-121.059,0.203,2.508,10.045,-12.646,8.736,-8.185,8.613,-8.248,10.293,-5.706
627.017,-16.684,-119.088,1.188,2.970,9.174,-13.430,7.276,-8.945,7.049,-8.967,9.600,-6.633
627.029,-50.946,-117.099,2.435,4.507,7.602,-13.102,5.407,-9.615,5.072,-9.604,8.564,-7.474
627.042,-79.120,-113.097,5.196,4.585,6.204,-13.540,3.612,-10.110,3.033,-10.168,7.255,-8.242
627.052,-99.916,-111.490,6.282,3.437,5.566,-14.202,2.057,-10.608,1.284,-10.611,6.071,-8.835
627.062,-116.752,-101.165,5.142,3.007,3.696,-14.861,0.619,-10.650,-0.332,-10.676,4.799,-9.329
627.072,-129.849,-94.103,2.354,1.735,1.366,-15.038,-1.029,-10.842,-1.960,-10.759,3.416,-9.746
627.082,-143.181,-87.928,0.200,1.724,-0.313,-15.069,-2.785,-10.954,-3.638,-10.823,1.952,-10.087
627.093,-152.139,-79.842,-0.039,4.133,-2.761,-14.039,-4.583,-10.925,-5.274,-10.755,0.413,-10.340
627.104,-144.939,-53.732,0.085,8.038,-4.462,-12.645,-5.897,-9.960,-6.502,-9.937,-1.265,-10.283
627.116,-121.038,-0.410,-1.177,10.674,-5.138,-10.320,-6.485,-7.613,-6.965,-7.863,-2.659,-9.688
627.128,-100.359,50.666,-1.038,12.463,-5.521,-7.295,-6.864,-4.599,-7.229,-5.170,-3.760,-8.410
627.140,-84.592,93.315,-1.480,10.847,-6.390,-5.238,-7.133,-1.483,-7.397,-2.256,-4.605,-6.594
627.151,-76.955,122.662,-1.564,8.302,-7.137,-3.255,-7.522,1.314,-7.683,0.514,-5.291,-4.455
627.163,-69.432,139.247,-0.480,6.994,-6.813,-1.055,-7.715,3.761,-7.809,3.032,-5.863,-2.170
627.175,-63.727,145.222,1.634,6.008,-5.703,0.946,-7.831,5.884,-7.959,5.266,-6.331,0.102
627.187,-52.368,136.284,1.360,4.514,-5.688,2.072,-7.663,7.334,-7.927,6.893,-6.662,2.198
627.198,-40.012,118.475,-0.381,7.187,-6.047,3.938,-7.380,8.143,-7.624,7.775,-6.817,3.970
627.210,-19.556,90.528,3.093,7.370,-5.455,4.493,-6.640,8.682,-6.957,8.279,-6.764,5.418
627.222,5.971,59.894,1.386,2.239,-4.901,3.813,-5.431,8.441,-5.864,8.148,-6.403,6.396
627.233,30.113,24.078,0.547,-3.322,-4.000,1.591,-4.099,7.466,-4.536,7.643,-5.770,6.911
627.245,61.142,-13.369,-3.766,1.436,-3.833,1.175,-2.586,6.041,-2.775,6.473,-4.883,6.874
627.257,81.064,-46.029,0.843,2.687,-1.830,0.129,-1.061,4.689,-1.170,5.143,-3.782,6.429
627.269,94.448,-74.019,1.840,0.382,0.290,-2.453,0.476,3.073,0.258,3.652,-2.539,5.638
627.281,112.615,-92.543,1.471,-0.886,1.842,-4.853,2.218,1.454,1.963,2.171,-1.188,4.595
627.292,124.530,-104.727,2.289,-0.695,3.939,-6.284,3.912,-0.011,3.642,0.778,0.283,3.416
627.304,135.827,-113.270,3.759,0.273,5.582,-7.486,5.704,-1.396,5.342,-0.557,1.827,2.163
627.316,141.703,-120.362,4.747,1.773,6.928,-8.441,7.378,-2.697,6.858,-1.867,3.400,0.890
627.328,145.503,-122.700,6.566,5.385,8.820,-8.913,9.017,-3.784,8.297,-3.071,4.993,-0.377
627.340,146.228,-124.751,2.248,8.663,9.958,-9.388,10.427,-4.558,9.693,-4.189,6.554,-1.531
627.351,140.460,-120.857,-1.364,7.188,10.890,-9.346,11.361,-5.021,10.816,-4.925,7.980,-2.524
627.363,123.079,-119.174,-3.177,4.308,11.174,-10.362,11.638,-5.569,11.346,-5.532,9.130,-3.379
627.375,103.494,-120.536,-4.890,3.396,10.429,-11.330,11.494,-6.341,11.460,-6.209,9.928,-4.192
627.387,76.650,-124.768,-7.282,8.726,9.676,-11.278,10.819,-7.082,11.117,-7.042,10.354,-5.001
627.398,47.279,-128.756,-3.844,9.188,9.125,-12.009,9.802,-7.662,10.278,-7.875,10.368,-5.779
627.410,20.888,-131.863,-2.701,7.058,8.232,-12.784,8.690,-8.201,9.158,-8.518,10.016,-6.456
627.422,-7.835,-135.972,-4.738,2.811,6.578,-13.757,7.190,-8.967,7.722,-9.183,9.350,-7.140
627.434,-33.542,-138.924,-4.707,0.345,5.179,-15.403,5.488,-9.860,6.138,-9.852,8.379,-7.868
627.445,-55.894,-142.176,-2.909,-0.115,4.720,-16.626,3.774,-10.753,4.455,-10.515,7.169,-8.615
627.457,-75.756,-150.099,0.220,1.488,2.938,-17.116,2.117,-11.750,2.667,-11.343,5.787,-9.415
627.469,-92.173,-159.152,4.837,5.178,1.828,-17.480,0.596,-12.782,0.780,-12.381,4.288,-10.318
627.481,-100.118,-167.641,0.739,9.285,0.333,-17.813,-0.719,-13.544,-0.746,-13.412,2.824,-11.208
627.493,-109.852,-170.671,-1.918,10.090,-1.351,-17.871,-2.257,-14.027,-2.239,-14.208,1.357,-12.023
627.504,-117.432,-163.475,-0.914,8.710,-2.806,-18.236,-3.804,-14.203,-3.733,-14.570,-0.144,-12.695
627.516,-124.209,-150.603,0.002,7.701,-4.115,-18.082,-5.229,-14.141,-5.224,-14.566,-1.636,-13.160
627.528,-131.196,-131.082,-0.876,8.423,-5.840,-17.440,-6.670,-13.709,-6.717,-14.212,-3.124,-13.403
627.540,-138.414,-101.162,2.308,4.553,-7.190,-17.316,-8.113,-12.805,-8.211,-13.177,-4.596,-13.312
627.552,-138.863,-75.732,3.085,6.119,-8.244,-16.026,-9.159,-11.775,-9.432,-12.016,-5.995,-12.921
627.564,-137.131,-45.200,1.554,4.683,-9.200,-14.861,-10.000,-10.282,-10.346,-10.510,-7.253,-12.227
627.575,-136.692,-13.496,1.478,1.926,-10.044,-13.575,-10.887,-8.576,-11.224,-8.697,-8.405,-11.230
627.587,-131.670,13.702,6.164,-2.474,-10.348,-12.867,-11.632,-6.938,-12.065,-6.707,-9.485,-9.981
627.599,-124.024,36.572,10.732,-1.796,-10.128,-10.684,-11.809,-5.378,-12.598,-4.763,-10.337,-8.596
627.611,-106.185,58.593,5.147,0.431,-11.349,-7.795,-11.468,-3.579,-12.498,-2.902,-10.898,-7.106
627.622,-82.234,81.234,-1.109,-3.068,-11.402,-5.904,-11.144,-1.728,-11.937,-0.885,-11.156,-5.491
627.634,-62.771,95.302,3.233,-3.541,-10.445,-4.449,-10.796,-0.043,-11.417,1.048,-11.213,-3.784
627.646,-37.050,100.273,4.031,4.447,-9.274,-1.707,-9.826,1.633,-10.532,2.614,-11.017,-2.055
627.657,-10.355,112.681,3.421,6.045,-7.888,0.046,-8.499,3.760,-9.199,4.385,-10.483,-0.310
627.669,16.120,125.681,1.129,1.911,-7.941,1.767,-6.962,5.925,-7.605,6.471,-9.660,1.555
627.681,41.326,135.806,-1.655,0.715,-6.526,3.560,-5.422,7.793,-5.919,8.433,-8.619,3.439
627.693,60.874,138.805,-3.075,-0.541,-4.732,4.712,-4.016,9.360,-4.218,10.055,-7.417,5.245
627.704,71.867,133.049,-3.558,-1.589,-3.592,6.078,-2.833,10.626,-2.801,11.443,-6.177,6.927
627.716,80.304,119.252,-5.619,-1.988,-2.644,6.208,-1.711,11.242,-1.477,12.220,-4.930,8.346
627.728,84.228,105.842,-3.683,-1.907,-1.219,6.841,-0.819,11.746,-0.378,12.722,-3.748,9.483
627.739,90.078,85.639,1.036,0.185,0.387,7.799,0.316,11.811,0.682,12.801,-2.631,10.295
627.751,91.394,62.419,0.359,2.079,1.748,7.791,1.390,11.687,1.621,12.504,-1.512,10.826
627.762,92.620,45.410,0.867,-1.793,2.375,7.471,2.376,11.494,2.574,12.234,-0.424,11.118
627.773,94.963,28.309,-0.666,-4.730,3.434,6.069,3.388,10.956,3.566,11.836,0.624,11.187
627.784,102.589,7.262,-3.544,-3.321,3.656,5.437,4.456,9.997,4.702,11.082,1.662,10.995
627.795,108.043,-13.157,-6.824,1.046,4.297,5.120,5.233,9.099,5.688,10.054,2.652,10.557
627.805,110.340,-30.062,-6.979,-2.180,5.017,3.176,5.698,8.094,6.350,9.020,3.489,9.947
627.816,116.803,-45.801,-5.475,2.542,6.106,2.992,6.395,6.983,7.176,7.856,4.289,9.207
627.826,117.008,-55.076,-4.453,2.015,6.993,1.951,7.017,6.349,7.814,6.888,5.058,8.437
627.836,113.018,-56.596,-2.420,-2.693,7.698,0.859,7.462,5.579,8.209,6.187,5.742,7.661
627.847,106.017,-56.389,-3.006,-3.451,8.245,0.476,7.953,4.797,8.564,5.538,6.384,6.893
627.857,94.068,-63.648,-3.886,1.156,8.130,0.932,7.976,3.760,8.621,4.551,6.864,6.082
627.868,78.887,-63.469,0.095,-0.892,8.576,0.204,7.990,3.236,8.500,3.856,7.195,5.305
627.878,57.133,-62.596,-1.181,-2.675,7.915,-0.893,7.642,2.526,7.982,3.226,7.333,4.566
627.888,35.786,-63.167,-2.273,-3.655,7.160,-1.818,7.054,1.797,7.376,2.576,7.276,3.835
627.899,15.644,-64.333,-2.088,-1.872,6.140,-2.259,6.345,1.128,6.623,1.911,7.019,3.125
627.909,-8.759,-67.086,-0.703,1.968,5.306,-1.808,5.249,0.454,5.510,1.154,6.536,2.415
627.919,-27.512,-66.916,0.053,-0.701,4.500,-3.021,4.275,0.108,4.389,0.574,5.881,1.766
627.930,-44.799,-66.695,-2.326,-3.330,3.392,-3.605,3.242,-0.457,3.321,0.084,5.109,1.169
627.940,-63.319,-72.492,-3.617,2.566,2.095,-2.814,1.801,-1.193,1.984,-0.658,4.165,0.547
627.950,-78.907,-74.425,-1.373,1.510,1.433,-3.629,0.434,-1.552,0.544,-1.270,3.093,-0.048
627.961,-90.760,-75.252,-2.261,-1.236,0.232,-4.330,-0.827,-1.979,-0.696,-1.731,1.954,-0.588
627.971,-101.270,-79.628,-1.798,-0.722,-1.149,-4.390,-2.223,-2.735,-2.092,-2.357,0.733,-1.170
627.982,-108.874,-87.931,-1.390,2.920,-2.451,-4.227,-3.551,-3.367,-3.458,-3.177,-0.538,-1.787
627.993,-112.774,-94.004,-3.335,6.172,-4.391,-3.847,-4.874,-3.901,-4.727,-3.912,-1.851,-2.424
628.004,-116.492,-97.107,-1.248,2.358,-5.654,-4.651,-6.110,-4.219,-5.963,-4.486,-3.139,-3.029
628.015,-119.737,-98.752,0.325,-1.875,-6.625,-6.615,-7.222,-5.064,-7.181,-5.029,-4.395,-3.638
628.026,-119.967,-98.620,1.011,-0.465,-7.704,-7.217,-8.112,-5.593,-8.204,-5.564,-5.565,-4.248
628.037,-114.549,-93.356,-1.843,-1.739,-9.430,-8.195,-8.922,-6.114,-9.016,-5.929,-6.630,-4.816
628.048,-100.992,-83.194,-1.240,3.122,-9.815,-8.263,-9.354,-6.203,-9.420,-6.076,-7.527,-5.270
628.060,-84.911,-67.528,-1.713,4.430,-10.104,-7.630,-9.537,-5.830,-9.577,-5.882,-8.214,-5.524
628.071,-64.132,-46.402,1.101,-4.016,-9.507,-8.506,-9.330,-5.212,-9.380,-5.282,-8.655,-5.534
628.083,-42.837,-18.743,4.119,-12.667,-8.909,-8.437,-8.674,-4.687,-8.940,-4.246,-8.863,-5.356
628.095,-18.382,11.703,5.639,-18.265,-7.808,-7.997,-7.582,-4.197,-8.064,-3.041,-8.721,-5.015
628.106,9.695,38.713,-1.274,-17.510,-7.768,-6.590,-6.319,-3.693,-6.840,-1.937,-8.246,-4.568
628.118,34.993,67.553,-4.140,-12.601,-6.931,-4.298,-5.136,-2.611,-5.442,-0.627,-7.514,-3.919
628.130,56.187,93.903,-0.385,-9.907,-3.874,-1.784,-3.884,-1.137,-4.038,0.842,-6.589,-3.023
628.141,76.861,120.699,2.396,-8.441,-1.855,0.730,-2.278,0.609,-2.515,2.467,-5.501,-1.946
628.152,93.115,144.648,2.049,-9.496,-0.089,2.879,-0.604,2.360,-0.974,4.157,-4.246,-0.676
628.163,106.102,163.134,-0.185,-6.448,1.251,4.885,0.897,4.169,0.581,5.819,-2.895,0.746
628.174,117.522,177.755,-0.447,-4.785,2.891,6.439,2.362,6.049,2.098,7.443,-1.504,2.271
628.185,125.101,188.728,-1.959,-3.245,3.406,10.018,3.693,8.015,3.537,9.114,-0.099,3.919
628.197,132.569,200.081,2.641,-8.468,4.795,12.448,5.095,9.851,4.940,10.886,1.329,5.653
628.208,140.285,202.967,2.461,-5.770,6.420,15.178,6.737,11.481,6.462,12.447,2.822,7.422
628.220,150.300,200.341,-1.512,-6.704,7.898,16.715,8.341,12.924,8.091,13.758,4.327,9.075
628.231,154.770,190.215,-4.827,-6.292,9.094,17.817,9.463,13.719,9.451,14.616,5.738,10.479
628.242,153.263,168.924,-4.987,-1.220,10.262,19.071,10.231,14.292,10.452,14.901,7.025,11.654
628.254,149.370,143.821,-4.366,3.635,11.262,20.550,11.028,14.715,11.356,14.982,8.227,12.651
628.265,138.883,114.300,-3.655,9.150,11.987,21.312,11.469,15.070,11.865,14.691,9.240,13.386
628.277,124.224,86.860,0.892,13.724,12.858,21.705,11.824,15.331,12.085,14.323,10.052,13.900
628.288,104.332,58.406,5.839,9.737,13.654,20.706,12.016,15.367,12.026,13.790,10.691,14.232
628.300,81.641,31.922,9.579,9.151,14.266,19.287,12.183,14.686,11.683,13.063,11.113,14.269
628.312,57.985,5.975,6.158,13.460,13.596,17.866,11.991,14.052,11.247,12.140,11.347,14.080
628.323,30.099,-13.325,10.128,9.600,13.685,15.572,11.318,13.393,10.370,11.256,11.324,13.714
628.335,4.469,-30.546,13.901,2.102,13.367,13.274,10.759,12.289,9.351,10.310,11.059,13.169
628.347,-14.932,-42.378,6.347,1.838,12.031,12.204,10.102,11.076,8.519,9.414,10.646,12.458
628.359,-36.925,-52.448,2.068,2.604,10.035,10.835,8.711,9.897,7.331,8.403,10.000,11.621
628.371,-57.995,-60.111,7.776,-2.398,9.611,8.602,7.261,8.579,5.940,7.394,9.129,10.681
628.382,-73.767,-67.467,4.952,-4.262,8.103,6.198,5.993,6.965,4.650,6.275,8.117,9.607
628.394,-85.036,-72.907,-1.441,3.135,6.160,5.723,4.431,5.642,3.399,5.130,6.983,8.457
628.406,-94.246,-77.185,1.307,-1.393,4.862,4.361,2.777,4.588,2.016,4.030,5.715,7.317
628.417,-100.715,-78.558,2.352,-5.834,3.569,2.861,1.498,3.200,0.774,3.053,4.461,6.161
628.428,-105.971,-81.826,-0.217,0.064,1.932,2.338,0.112,2.027,-0.405,1.945,3.209,5.016
628.439,-109.657,-82.171,1.435,-3.305,0.676,0.991,-1.165,1.157,-1.504,1.053,2.008,3.951
628.449,-110.823,-81.033,-0.039,1.079,-0.630,0.473,-2.189,0.284,-2.517,0.204,0.843,2.957
628.460,-112.465,-81.535,2.032,-4.952,-1.686,-1.064,-3.374,-0.685,-3.583,-0.643,-0.346,1.952
628.471,-113.438,-79.454,3.911,-5.845,-3.096,-1.961,-4.408,-1.681,-4.655,-1.471,-1.554,0.923
628.483,-109.639,-77.268,-1.128,-5.141,-5.027,-2.642,-5.202,-2.697,-5.465,-2.293,-2.687,-0.097
628.494,-107.062,-77.454,-7.932,0.064,-6.332,-3.167,-6.478,-3.483,-6.312,-3.169,-3.774,-1.049
628.506,-110.332,-80.337,-4.562,5.039,-6.707,-3.133,-7.843,-4.043,-7.420,-3.992,-4.903,-1.907
628.518,-109.175,-81.787,-4.711,2.123,-7.557,-4.656,-8.897,-4.565,-8.405,-4.733,-6.024,-2.692
628.529,-99.124,-87.878,-11.928,6.387,-9.012,-5.464,-9.813,-5.234,-8.979,-5.501,-7.075,-3.427
628.541,-89.932,-95.785,-13.953,7.564,-9.773,-6.212,-10.862,-5.690,-9.604,-6.325,-8.097,-4.124
628.552,-76.856,-95.261,-12.367,3.647,-10.484,-7.162,-11.665,-6.118,-10.147,-6.855,-9.047,-4.750
628.564,-59.899,-88.237,-7.274,0.317,-9.267,-7.925,-11.968,-6.389,-10.431,-7.060,-9.824,-5.278
628.575,-33.925,-78.009,-2.891,-10.634,-7.918,-9.257,-11.347,-6.875,-10.113,-7.065,-10.284,-5.741
628.587,-1.897,-63.721,-6.429,-17.312,-7.214,-10.089,-10.314,-7.578,-9.244,-7.013,-10.341,-6.212
628.598,27.481,-41.855,-5.956,-14.901,-5.454,-9.954,-9.199,-7.996,-8.201,-6.803,-10.045,-6.653
628.609,51.801,-16.012,-6.279,-13.376,-4.608,-9.522,-8.038,-7.893,-7.096,-6.377,-9.479,-6.928
628.621,80.287,11.710,-7.995,-12.693,-3.477,-8.726,-6.561,-7.371,-5.634,-5.681,-8.667,-6.974
628.632,107.560,38.259,-7.317,-10.825,-1.697,-7.589,-4.878,-6.529,-3.940,-4.782,-7.599,-6.767
628.643,132.507,66.097,-5.349,-7.588,-0.133,-6.042,-3.128,-5.372,-2.257,-3.719,-6.332,-6.308
628.654,151.877,92.040,-3.085,-2.276,1.854,-3.643,-1.228,-3.774,-0.541,-2.435,-4.873,-5.544
628.665,168.631,117.903,-4.643,-1.215,3.525,-1.479,0.801,-1.750,1.358,-0.780,-3.223,-4.428
628.676,179.747,144.388,-6.866,-2.051,4.838,0.524,2.608,0.418,3.157,1.100,-1.532,-3.050
628.687,188.862,168.900,-7.998,-3.366,6.499,2.302,4.282,2.648,4.901,3.169,0.153,-1.430
628.698,191.633,188.480,-7.012,-3.145,8.359,4.175,5.629,4.857,6.302,5.293,1.756,0.366
628.709,192.475,203.933,-3.529,-1.913,9.988,6.293,7.072,7.063,7.671,7.400,3.313,2.286
628.720,190.931,215.262,-0.119,-2.260,11.537,8.415,8.511,9.178,8.875,9.413,4.821,4.266
628.731,182.144,220.510,-0.221,-3.212,12.777,9.932,9.744,11.087,9.818,11.292,6.281,6.270
628.741,174.155,220.593,-1.863,-4.852,13.180,10.694,10.605,12.424,10.520,12.690,7.449,7.959
628.752,156.325,210.467,-2.834,-5.878,13.578,11.669,11.065,13.464,10.940,13.740,8.466,9.502
628.762,129.366,187.970,-6.192,-4.933,12.514,12.237,10.928,13.880,10.873,14.284,9.198,10.786
628.773,-40.947,50.881,-9.955,-12.297,7.295,8.595,5.946,10.290,6.201,10.988,8.778,11.067
628.783,-172.700,-69.955,-11.899,-15.081,1.728,3.934,0.410,5.761,0.938,6.651,6.745,9.920
628.793,-261.309,-154.890,-12.532,-13.675,-3.669,0.016,-4.966,1.220,-4.221,2.271,3.617,7.715
628.804,-300.066,-207.150,-11.969,-11.046,-8.137,-3.699,-9.363,-2.655,-8.485,-1.691,0.007,4.956
628.815,-233.090,-176.700,-17.121,-18.384,-10.391,-5.841,-11.451,-5.129,-10.314,-3.931,-3.617,1.991
628.826,-85.500,-85.403,-18.085,-21.193,-7.703,-5.198,-9.375,-4.737,-8.016,-3.268,-5.813,-0.167
628.837,43.711,-2.267,-17.020,-23.963,-3.664,-4.838,-6.617,-4.048,-5.149,-2.209,-6.535,-1.435
628.848,145.618,65.025,-13.259,-23.189,1.244,-2.588,-3.177,-2.805,-1.745,-0.715,-5.982,-1.915
628.859,217.688,112.234,-11.913,-20.979,4.837,-0.291,0.189,-1.646,1.471,0.556,-4.558,-1.856
628.870,252.997,136.999,-12.982,-19.149,7.120,1.315,2.925,-0.661,4.112,1.525,-2.640,-1.459
628.881,255.045,134.662,-12.781,-17.003,8.692,2.545,4.732,-0.290,5.841,1.810,-0.661,-0.992
628.892,233.927,113.906,-11.305,-13.840,10.076,3.388,5.738,-0.593,6.720,1.277,1.097,-0.710
628.904,199.005,85.683,-9.449,-10.838,10.630,3.735,6.106,-1.028,6.911,0.509,2.532,-0.626
628.916,152.653,53.133,-9.208,-9.731,10.022,3.227,5.730,-1.944,6.301,-0.795,3.487,-0.857
