R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,200,80,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFRawR,aKFRawP,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
321.318,-57.545,-13.904,0.900,-1.762,4.090,-9.095,6.457,-7.932,5.841,-8.000
321.328,51.034,-27.704,0.684,-1.562,4.381,-8.238,6.521,-7.683,5.918,-7.833
321.339,-28.325,26.273,1.144,-1.911,5.026,-8.048,6.845,-7.280,6.041,-7.627
321.349,17.004,-34.035,1.074,-2.249,5.475,-8.571,6.977,-7.034,6.182,-7.417
321.359,1.647,16.159,1.127,-2.646,5.990,-8.019,7.463,-6.771,6.409,-7.197
321.369,-24.956,-25.654,1.345,-2.952,5.776,-8.231,7.455,-6.638,6.588,-7.020
321.379,25.331,14.672,1.388,-3.570,6.099,-8.015,7.823,-6.532,6.817,-6.868
321.389,-21.996,-65.748,1.539,-2.936,6.476,-7.964,8.163,-6.409,7.098,-6.715
321.399,18.399,43.378,1.923,-4.560,6.878,-8.365,8.503,-6.179,7.375,-6.586
321.409,-26.315,-63.725,2.225,-4.160,7.789,-8.242,8.899,-6.159,7.714,-6.480
321.419,46.551,0.502,2.311,-5.040,8.664,-8.490,9.245,-6.052,8.051,-6.398
321.430,-16.458,43.671,2.278,-5.332,9.142,-8.093,9.773,-5.945,8.409,-6.332
321.440,17.878,-58.226,1.985,-4.854,9.549,-8.818,9.942,-5.833,8.750,-6.246
321.450,-7.322,35.639,1.606,-4.078,9.944,-8.038,10.461,-5.669,9.100,-6.114
321.460,9.742,-49.279,1.658,-3.576,10.441,-8.485,10.593,-5.387,9.423,-5.933
321.471,-2.690,21.503,1.007,-3.929,10.669,-8.093,11.135,-5.117,9.771,-5.730
321.481,-39.080,-43.438,1.096,-3.424,10.801,-7.848,11.389,-4.888,10.096,-5.510
321.491,17.430,-9.243,0.631,-3.943,11.215,-6.971,11.637,-4.481,10.396,-5.270
321.501,7.430,43.710,0.645,-2.358,11.666,-5.667,11.930,-4.127,10.681,-4.966
321.512,-45.512,-2.913,0.828,-2.289,11.383,-5.131,12.172,-3.523,10.961,-4.581
321.522,45.808,33.370,0.833,-0.698,12.139,-4.081,12.341,-3.053,11.236,-4.121
321.532,-31.485,-47.292,1.218,-0.443,12.022,-4.392,12.517,-2.360,11.492,-3.589
321.543,36.717,14.329,0.875,-0.920,11.872,-4.040,12.516,-1.722,11.690,-3.045
321.553,-54.380,13.314,1.149,-0.864,11.708,-2.831,12.587,-1.032,11.848,-2.486
321.563,21.649,-48.604,0.437,-0.979,11.728,-2.140,12.539,-0.274,11.957,-1.889
321.576,42.998,-46.389,1.349,-1.933,12.210,-1.725,11.978,0.477,11.907,-1.191
321.588,59.946,-28.777,3.417,-3.194,12.739,-1.644,11.487,1.091,11.811,-0.561
321.600,48.675,-28.458,5.670,-4.035,12.800,-1.027,11.072,1.707,11.727,0.030
321.613,12.455,0.726,7.376,-4.266,12.396,-0.034,10.728,2.203,11.638,0.586
321.623,-56.001,33.460,7.948,-4.005,11.180,0.941,10.437,2.531,11.551,1.038
321.633,6.316,22.610,7.997,-3.701,10.185,2.020,10.138,2.789,11.401,1.460
321.643,18.282,-64.220,8.244,-3.530,9.489,2.126,9.589,3.215,11.181,1.876
321.653,39.112,41.451,8.323,-4.209,9.051,1.819,8.994,3.468,10.865,2.246
321.663,17.372,-33.528,8.726,-4.180,7.687,1.946,8.391,3.669,10.493,2.566
321.673,-7.124,-82.871,8.809,-5.683,6.628,0.485,7.694,3.809,10.044,2.817
321.683,5.735,30.098,8.648,-6.494,5.898,0.873,7.290,3.775,9.579,2.964
321.693,-17.055,-70.676,8.195,-6.979,4.598,0.090,6.557,3.721,9.045,3.036
321.703,-9.852,34.698,7.303,-7.453,3.532,0.319,5.947,3.513,8.439,3.043
321.713,-24.280,-65.277,6.163,-6.822,2.169,-0.017,5.064,3.204,7.745,2.992
321.726,27.228,-62.806,4.778,-7.238,1.420,-1.237,3.926,2.991,6.748,2.843
321.738,-31.891,0.250,4.652,-8.125,-0.116,-1.059,2.936,2.724,5.715,2.632
321.750,30.191,6.203,4.671,-8.159,-1.522,-0.913,1.940,2.419,4.690,2.376
321.762,31.867,28.230,5.558,-7.825,-1.742,-0.911,1.173,2.150,3.749,2.151
321.774,41.566,8.082,6.692,-7.491,-2.068,-1.669,0.473,1.891,2.911,1.926
321.784,-8.013,-62.218,7.523,-7.921,-2.594,-2.481,0.123,1.923,2.331,1.801
321.796,16.146,1.010,7.937,-7.670,-2.603,-2.127,0.167,1.765,1.854,1.635
321.809,67.811,4.888,8.087,-6.537,-2.081,-1.379,0.328,1.552,1.559,1.498
321.820,-1.467,-14.869,7.807,-5.473,-1.817,-1.129,0.851,1.475,1.468,1.409
321.831,-53.740,2.133,7.053,-4.996,-2.019,-1.024,1.145,1.306,1.468,1.333
321.841,-12.314,67.389,6.484,-3.900,-1.870,0.480,1.483,1.186,1.534,1.280
321.852,-9.644,0.620,5.603,-2.225,-1.600,0.901,1.889,1.203,1.686,1.316
321.863,49.936,-39.746,4.889,-1.580,-1.263,0.264,2.014,1.248,1.832,1.389
321.873,-6.765,-6.916,5.097,-1.834,-0.890,0.369,2.498,1.419,2.014,1.468
321.884,16.889,-70.166,4.038,-2.222,-1.215,0.278,2.671,1.400,2.215,1.523
321.894,-0.940,14.276,3.509,-2.155,-0.617,0.448,3.063,1.490,2.399,1.582
321.904,39.973,-49.309,3.073,-2.617,-0.096,0.413,2.971,1.459,2.533,1.611
321.914,9.839,0.902,4.092,-3.683,0.698,0.388,2.858,1.427,2.603,1.577
321.924,-20.942,-56.947,3.293,-4.759,0.090,0.497,2.872,1.351,2.638,1.485
321.934,14.677,35.443,2.660,-5.390,-0.056,0.312,2.698,1.092,2.588,1.333
321.944,14.507,-70.280,2.260,-6.072,-0.255,-1.380,2.401,0.943,2.460,1.146
321.955,36.793,6.559,2.713,-7.808,0.070,-2.028,2.058,0.691,2.260,0.887
321.965,-22.456,-55.111,2.847,-8.226,-1.119,-2.479,1.857,0.357,2.053,0.586
321.975,0.361,18.223,2.137,-9.032,-1.607,-2.556,1.671,-0.018,1.824,0.249
321.985,62.032,-19.102,2.083,-9.224,-1.343,-2.849,1.289,-0.380,1.578,-0.110
321.995,7.657,-81.469,2.557,-10.960,-0.999,-4.501,0.958,-0.690,1.303,-0.513
322.005,15.871,40.991,3.051,-11.714,-1.097,-4.915,0.854,-1.182,1.081,-0.957
322.016,-2.604,-75.170,3.637,-11.321,-1.133,-5.700,0.743,-1.580,0.914,-1.397
322.026,64.223,-9.218,4.269,-11.092,-0.839,-5.493,0.594,-1.952,0.792,-1.797
322.036,2.634,41.593,5.623,-9.926,-0.339,-4.500,0.661,-2.230,0.751,-2.128
322.046,5.156,-49.416,5.895,-9.084,-0.423,-4.821,0.780,-2.400,0.777,-2.370
322.056,72.344,13.577,7.780,-8.542,0.339,-4.606,0.761,-2.625,0.864,-2.575
322.066,-35.158,-42.020,9.738,-7.924,0.119,-4.767,1.074,-2.636,1.075,-2.716
322.076,3.648,38.341,9.859,-7.960,-0.154,-4.198,1.358,-2.710,1.339,-2.814
322.087,57.750,-2.112,10.478,-7.296,0.217,-3.668,1.543,-2.715,1.601,-2.873
322.097,-27.625,-52.595,10.675,-7.613,-0.148,-3.957,1.884,-2.639,1.857,-2.896
322.108,-55.208,-32.800,10.035,-8.168,-0.853,-4.563,2.399,-2.772,2.156,-2.955
322.119,-20.954,31.401,8.854,-7.945,-0.706,-4.034,2.822,-3.073,2.457,-3.059
322.131,20.275,37.165,7.677,-6.731,-0.418,-4.388,3.232,-3.217,2.736,-3.129
322.142,31.477,8.886,7.042,-5.827,0.003,-4.345,3.491,-3.143,2.982,-3.127
322.153,-16.777,-10.988,6.904,-5.889,-0.120,-5.046,3.533,-3.018,3.182,-3.092
322.164,-23.425,-65.068,6.535,-6.617,-0.236,-5.686,3.629,-3.020,3.334,-3.112
322.175,-24.039,-6.481,5.471,-7.448,-0.990,-5.491,3.696,-3.150,3.429,-3.174
322.187,27.907,3.289,4.290,-6.871,-0.795,-4.987,3.813,-3.225,3.481,-3.221
322.198,28.112,34.125,3.733,-5.836,-0.735,-4.889,3.834,-3.286,3.485,-3.217
322.210,-11.113,44.892,3.560,-3.839,-0.695,-4.124,3.817,-3.286,3.465,-3.143
322.222,0.597,33.268,2.939,-1.581,-1.175,-3.844,3.634,-3.164,3.385,-2.971
322.233,6.964,20.458,1.988,0.285,-1.814,-3.527,3.376,-2.848,3.233,-2.690
322.245,-18.295,39.907,1.336,1.199,-2.116,-3.247,3.048,-2.373,3.003,-2.315
322.256,-45.638,20.870,0.564,1.672,-2.719,-3.693,2.596,-1.997,2.691,-1.923
322.268,1.875,-28.240,-0.389,1.550,-2.931,-4.337,2.211,-1.507,2.338,-1.532
322.279,27.544,-61.441,-0.767,0.392,-2.908,-4.873,1.610,-1.004,1.927,-1.152
322.291,-8.481,-78.330,-0.099,-1.884,-2.966,-5.599,1.141,-0.615,1.500,-0.868
322.302,-10.665,-68.776,0.511,-4.070,-3.023,-6.308,0.815,-0.506,1.131,-0.738
322.314,25.982,-60.922,0.640,-5.503,-2.853,-6.558,0.655,-0.558,0.815,-0.707
322.325,1.717,2.302,1.055,-6.248,-2.734,-6.359,0.549,-0.637,0.558,-0.731
322.337,-31.647,26.991,1.569,-5.919,-2.602,-6.222,0.461,-0.951,0.369,-0.818
322.348,-1.782,25.504,1.371,-4.708,-2.220,-6.520,0.357,-1.194,0.211,-0.901
322.360,25.399,29.011,1.694,-3.193,-1.868,-6.295,0.216,-1.357,0.083,-0.939
322.371,49.002,18.590,3.236,-1.716,-0.823,-6.389,-0.029,-1.464,0.005,-0.938
322.381,-5.934,-78.215,4.952,-2.033,-0.823,-7.729,0.003,-1.576,0.035,-0.987
322.391,-31.071,32.029,5.462,-3.036,-1.474,-7.912,0.280,-1.838,0.169,-1.119
322.401,0.591,49.740,5.867,-1.974,-1.298,-7.190,0.393,-2.234,0.330,-1.296
322.411,8.267,-81.360,6.413,-0.719,-1.116,-8.794,0.247,-2.400,0.451,-1.441
322.422,-30.845,-58.353,6.475,-0.983,-1.360,-9.772,0.471,-2.670,0.553,-1.612
322.433,-19.613,-57.662,5.844,-1.480,-1.701,-10.312,0.662,-3.046,0.659,-1.872
322.444,5.934,26.630,4.801,-1.396,-1.689,-9.896,0.918,-3.568,0.750,-2.193
322.455,26.881,37.693,3.961,-0.292,-1.643,-10.191,0.973,-3.988,0.799,-2.503
322.466,-0.754,56.419,3.903,1.540,-1.485,-9.182,0.944,-4.220,0.796,-2.763
322.478,2.690,34.121,3.489,3.464,-1.546,-9.062,0.995,-4.399,0.781,-2.932
322.489,12.917,16.684,2.710,4.972,-1.619,-9.236,1.016,-4.498,0.735,-3.008
322.501,14.412,26.835,2.164,5.671,-0.969,-8.957,1.050,-4.299,0.649,-2.995
322.512,9.547,1.621,1.638,6.072,-1.217,-8.772,0.980,-4.109,0.533,-2.935
322.524,36.580,-12.177,0.974,5.935,-1.294,-8.777,0.725,-3.886,0.374,-2.843
322.535,34.621,1.771,0.992,5.261,-1.633,-8.571,0.449,-3.682,0.173,-2.732
322.547,17.323,9.532,1.525,4.654,-1.263,-8.686,0.277,-3.528,-0.008,-2.651
322.558,51.062,8.563,2.418,4.120,-0.895,-8.665,0.055,-3.468,-0.147,-2.603
322.570,12.118,44.948,4.106,3.598,-1.001,-8.583,-0.123,-3.367,-0.235,-2.577
322.581,15.866,34.898,5.240,3.634,-1.042,-8.918,-0.185,-3.441,-0.252,-2.584
322.593,3.955,56.770,6.181,3.996,-1.091,-8.250,-0.069,-3.443,-0.184,-2.572
322.604,-5.048,36.782,6.865,4.952,-0.793,-8.043,0.226,-3.528,-0.040,-2.559
322.616,29.815,35.154,6.727,6.300,-0.517,-7.513,0.597,-3.431,0.186,-2.504
322.627,2.086,41.489,6.777,7.461,-0.416,-7.477,0.847,-3.229,0.409,-2.359
322.639,45.702,7.876,6.328,8.421,-0.234,-7.170,1.203,-3.017,0.642,-2.170
322.650,33.746,30.612,6.062,8.585,0.153,-6.901,1.579,-2.707,0.883,-1.948
322.662,31.600,20.256,5.974,8.354,0.238,-7.386,1.905,-2.557,1.125,-1.789
322.674,33.759,11.849,6.075,7.427,0.733,-7.882,2.225,-2.313,1.404,-1.643
322.685,-34.745,18.258,6.475,6.101,0.980,-8.652,2.559,-2.328,1.718,-1.613
322.695,-21.518,-48.443,6.000,5.018,0.849,-9.351,2.971,-2.376,2.021,-1.703
322.706,61.507,0.795,5.735,3.629,1.463,-9.924,3.058,-2.626,2.287,-1.864
322.718,-19.696,56.813,6.463,2.537,1.354,-9.618,3.389,-3.138,2.639,-2.174
322.730,22.634,-24.360,6.610,2.715,1.829,-10.310,3.806,-3.826,3.042,-2.590
322.740,15.352,49.102,6.832,2.985,2.281,-10.339,4.234,-4.369,3.373,-2.975
322.751,-68.323,-2.861,6.783,3.672,1.890,-10.622,4.667,-4.982,3.736,-3.395
322.761,-73.314,2.379,5.816,3.924,0.874,-11.155,5.210,-5.554,4.090,-3.833
322.771,-6.924,53.690,4.681,4.513,0.818,-11.221,5.447,-6.298,4.392,-4.296
322.781,-40.604,-12.541,3.522,5.590,0.626,-11.863,5.580,-6.892,4.626,-4.759
322.792,-21.449,-50.102,2.345,5.666,0.418,-13.423,5.642,-7.374,4.773,-5.218
322.802,40.170,20.497,1.735,5.451,0.895,-13.919,5.557,-7.876,4.853,-5.686
322.812,14.806,-19.727,1.992,5.408,1.494,-13.600,5.558,-8.165,4.907,-6.144
322.822,7.634,-64.967,2.248,4.509,1.551,-14.787,5.450,-8.377,4.962,-6.565
322.833,4.754,25.722,2.280,4.036,1.288,-14.335,5.466,-8.737,4.991,-6.990
322.843,-23.513,-4.284,1.953,3.866,2.029,-14.583,5.832,-9.026,5.075,-7.407
322.853,-67.741,22.257,1.198,3.457,1.081,-14.906,5.955,-9.568,5.150,-7.839
322.864,-19.329,27.678,0.241,3.615,1.511,-14.925,6.212,-10.008,5.215,-8.287
322.874,18.787,39.658,-0.430,4.172,1.934,-15.401,6.205,-10.387,5.266,-8.708
322.884,-20.378,-68.312,-0.800,4.224,1.663,-17.085,5.987,-10.523,5.249,-9.052
322.894,23.318,51.024,-1.154,3.735,1.736,-17.074,5.794,-10.603,5.194,-9.355
322.905,-45.833,3.948,-1.517,3.738,1.450,-16.807,5.913,-10.715,5.149,-9.619
322.915,-66.448,23.588,-2.539,3.616,0.315,-16.583,5.923,-10.862,5.104,-9.844
322.925,27.276,16.932,-3.368,3.633,0.758,-16.258,5.868,-10.974,5.032,-10.040
322.935,60.657,-8.565,-3.014,3.557,1.464,-16.505,5.748,-10.939,4.991,-10.197
322.946,2.460,-79.019,-2.303,2.367,1.790,-17.899,5.734,-10.860,4.982,-10.341
322.956,-14.050,52.216,-1.792,0.974,2.228,-18.051,6.029,-10.983,5.064,-10.508
322.966,-30.557,23.038,-1.839,0.748,2.828,-17.641,6.550,-11.110,5.250,-10.692
322.976,9.676,-23.289,-1.963,0.600,3.143,-17.610,6.673,-11.261,5.444,-10.857
322.987,33.785,2.275,-1.590,-0.068,3.779,-17.774,6.813,-11.320,5.640,-11.029
322.997,-23.203,-64.992,-1.170,-0.588,3.835,-18.073,7.195,-11.301,5.904,-11.178
323.007,-31.725,39.650,-1.896,-1.704,3.763,-17.925,7.733,-11.335,6.209,-11.316
323.018,-1.926,49.455,-2.767,-1.154,4.262,-16.724,8.190,-11.456,6.531,-11.455
323.028,34.118,-53.184,-3.229,-0.817,5.144,-16.864,8.485,-11.335,6.840,-11.508
323.038,-39.823,5.049,-3.416,-1.110,5.320,-16.994,8.954,-11.188,7.159,-11.526
323.048,-11.590,47.052,-4.169,-0.271,6.018,-16.428,9.518,-11.006,7.528,-11.470
323.059,-3.174,-55.608,-4.794,0.416,6.346,-16.894,9.698,-10.714,7.842,-11.341
323.069,26.059,30.986,-4.627,1.034,7.150,-16.284,9.953,-10.410,8.157,-11.130
323.079,-9.992,-69.221,-4.280,1.195,7.370,-17.191,9.975,-9.944,8.439,-10.861
323.089,14.773,22.556,-4.141,0.118,7.607,-17.753,10.063,-9.401,8.685,-10.551
323.100,-57.967,8.832,-3.977,0.123,7.690,-16.882,10.287,-8.993,8.929,-10.219
323.110,69.379,-20.173,-3.681,-0.503,8.821,-16.960,9.977,-8.439,9.094,-9.856
323.120,1.815,-3.593,-2.240,-1.005,8.689,-16.147,9.902,-7.875,9.223,-9.469
323.130,-15.026,-23.397,-1.529,-1.630,8.310,-15.686,9.798,-7.372,9.349,-9.057
323.141,-7.952,29.561,-0.853,-1.614,8.373,-14.183,9.637,-6.987,9.418,-8.651
323.151,-3.156,-9.252,-0.874,-0.845,8.208,-13.071,9.367,-6.507,9.447,-8.208
323.161,46.862,-41.972,-0.488,-0.727,8.437,-13.106,8.653,-6.070,9.305,-7.758
323.171,-25.909,16.711,-0.743,-0.323,8.116,-12.092,8.464,-5.527,9.117,-7.275
323.181,36.450,-17.806,-1.510,0.496,7.523,-10.882,7.856,-5.038,8.829,-6.772
323.192,19.107,-10.091,-1.173,0.522,7.463,-10.095,7.429,-4.379,8.493,-6.231
323.202,-58.121,8.245,-0.762,0.435,6.443,-9.220,6.951,-3.785,8.150,-5.674
323.212,6.083,15.824,-1.353,0.507,5.159,-9.037,6.639,-3.149,7.782,-5.105
323.224,24.521,24.746,-0.855,0.916,4.908,-8.398,6.026,-2.364,7.275,-4.350
323.237,34.613,32.054,0.721,1.621,4.860,-7.283,5.406,-1.509,6.808,-3.544
323.247,-2.086,-58.068,2.287,2.084,4.946,-6.675,5.070,-0.780,6.513,-2.877
323.259,-5.262,-45.803,3.051,1.380,3.889,-5.891,4.760,0.096,6.188,-2.038
323.271,5.826,-53.054,3.106,0.076,2.721,-5.351,4.425,0.820,5.877,-1.275
323.284,14.852,-75.192,2.891,-1.334,1.839,-5.074,4.055,1.351,5.537,-0.630
323.296,-7.664,-62.470,2.058,-2.233,0.952,-4.514,3.918,1.723,5.198,-0.092
323.308,-30.692,-57.026,0.248,-3.455,-0.162,-4.401,3.715,2.046,4.810,0.341
323.321,-43.899,-41.656,-2.564,-4.574,-0.978,-4.149,3.451,2.229,4.327,0.663
323.332,-47.047,-0.017,-6.069,-5.220,-1.959,-3.580,2.722,2.131,3.652,0.856
323.344,-26.573,42.782,-8.132,-4.271,-1.642,-2.186,1.892,1.925,2.836,0.974
323.355,-15.106,65.613,-8.869,-2.578,-1.630,-0.661,1.120,1.899,1.992,1.109
323.367,6.821,20.459,-8.612,-0.963,-1.621,0.132,0.410,2.014,1.199,1.309
323.378,33.197,1.507,-7.492,0.065,-1.511,0.368,-0.265,2.189,0.503,1.555
323.391,46.583,-14.353,-5.620,0.616,-0.842,0.557,-0.959,2.412,-0.101,1.827
323.403,39.754,-48.568,-3.299,0.951,-0.104,0.475,-1.534,2.682,-0.589,2.123
323.415,8.029,-80.899,-1.007,1.332,0.207,0.301,-1.926,2.910,-0.955,2.406
323.427,-2.530,-80.474,1.235,1.287,0.572,-0.112,-2.159,3.104,-1.189,2.684
323.440,0.034,-62.845,2.968,0.861,1.288,0.142,-2.402,3.334,-1.344,2.947
323.450,-16.074,-46.255,3.829,-0.214,0.764,-0.758,-2.536,3.522,-1.446,3.122
323.460,-20.994,10.688,3.903,-1.264,0.473,-0.869,-2.289,3.676,-1.484,3.260
323.471,36.282,17.059,3.847,-1.632,0.272,-0.558,-2.236,3.700,-1.487,3.348
323.481,-48.181,0.476,3.903,-1.810,-0.596,-0.383,-2.277,3.700,-1.500,3.409
323.491,-38.083,-31.756,2.943,-2.157,-1.603,-0.559,-2.178,3.693,-1.524,3.450
323.501,57.472,-19.915,2.048,-2.898,-1.451,-0.668,-2.256,3.759,-1.578,3.470
323.512,10.525,43.968,2.110,-2.989,-1.272,0.206,-2.271,3.510,-1.639,3.440
323.522,-25.723,37.654,1.472,-1.723,-1.292,0.660,-2.015,3.332,-1.663,3.398
323.532,37.009,-52.965,0.632,-0.341,-1.315,0.437,-2.120,3.203,-1.708,3.389
323.542,-9.918,-74.698,0.828,-0.647,-1.468,-0.767,-2.347,3.137,-1.796,3.357
323.553,-51.477,18.965,-0.022,-1.174,-2.178,-0.792,-2.228,2.975,-1.876,3.286
323.563,56.020,21.474,-1.167,-0.852,-1.962,-0.595,-2.328,2.700,-1.982,3.179
323.573,57.559,-17.930,-0.758,-0.815,-1.249,-1.001,-2.666,2.458,-2.144,3.041
323.583,-45.354,-4.226,-0.566,-1.182,-1.188,-1.028,-2.596,2.376,-2.268,2.898
323.594,29.740,-39.963,-1.342,-1.413,-1.163,-1.615,-2.680,2.153,-2.386,2.732
323.604,42.652,-46.781,-1.468,-1.865,-0.624,-2.453,-3.059,1.989,-2.572,2.538
323.614,-13.819,-2.239,-1.341,-2.358,-0.702,-1.881,-2.989,1.931,-2.711,2.362
323.624,-1.663,49.749,-1.580,-1.858,-0.765,-1.841,-2.956,1.658,-2.805,2.197
323.635,50.122,-12.134,-1.499,-0.341,-0.415,-1.600,-3.180,1.579,-2.929,2.088
323.645,3.986,-60.911,-1.325,-0.398,-0.655,-2.227,-3.329,1.855,-3.047,2.061
323.655,-33.630,-19.326,-1.265,-1.374,-1.058,-2.479,-3.545,2.076,-3.185,2.066
323.665,-62.723,3.029,-1.745,-1.981,-2.198,-2.005,-3.592,2.160,-3.320,2.058
323.676,20.425,-67.460,-2.628,-2.545,-2.550,-2.311,-3.685,2.423,-3.461,2.089
323.688,10.274,-78.219,-2.229,-3.304,-1.670,-2.549,-4.067,2.580,-3.677,2.117
323.699,11.817,-77.543,-1.226,-4.703,-1.564,-2.851,-4.459,2.838,-3.863,2.144
323.711,54.297,-7.501,-0.195,-6.535,-1.056,-3.001,-4.601,2.972,-4.006,2.138
323.722,34.895,29.866,0.697,-7.998,-1.296,-3.048,-4.725,3.064,-4.103,2.101
323.734,33.817,31.997,1.516,-8.425,-1.707,-2.650,-4.803,3.078,-4.151,2.068
323.745,35.202,19.034,2.142,-7.672,-1.582,-1.387,-4.636,3.188,-4.145,2.096
323.757,42.863,-22.539,2.608,-6.437,-1.183,-0.884,-4.467,3.398,-4.080,2.223
323.768,23.846,-61.175,3.270,-6.057,-0.554,-1.195,-4.170,3.669,-3.940,2.434
323.780,13.590,-73.528,3.772,-6.291,-0.210,-1.389,-3.856,3.999,-3.752,2.685
323.791,-2.338,-86.576,4.249,-8.066,-0.290,-2.797,-3.588,4.246,-3.539,2.907
323.803,-25.797,-55.677,4.437,-10.145,-0.461,-2.805,-3.272,4.427,-3.287,3.033
323.814,-22.451,-56.216,3.983,-12.246,-0.345,-3.234,-2.944,4.412,-3.022,3.040
323.826,4.456,-51.036,2.932,-14.368,-1.335,-3.229,-2.641,4.305,-2.780,2.955
323.837,34.241,-38.212,2.090,-15.990,-1.393,-2.841,-2.410,4.112,-2.571,2.780
323.849,51.666,-19.284,2.036,-16.994,-1.106,-2.427,-2.166,3.776,-2.350,2.532
323.861,27.923,19.868,2.923,-17.416,-0.289,-2.200,-1.901,3.348,-2.081,2.220
323.872,30.605,-3.364,3.815,-17.480,0.238,-2.984,-1.536,2.797,-1.745,1.858
323.884,41.045,-5.398,4.346,-17.192,0.009,-3.217,-1.198,2.241,-1.367,1.465
323.894,6.658,-67.404,5.031,-16.913,0.454,-3.754,-0.942,1.949,-1.057,1.255
323.904,-56.392,0.443,5.081,-17.014,0.111,-3.254,-0.375,1.834,-0.692,1.069
323.914,-15.709,40.308,4.276,-15.678,0.449,-2.384,0.146,1.399,-0.330,0.896
323.924,-3.332,40.738,3.398,-12.986,0.470,-1.603,0.418,1.112,-0.013,0.756
323.935,-24.061,-65.981,2.606,-11.137,0.022,-2.798,0.409,0.940,0.199,0.684
323.945,-32.072,-10.351,1.617,-10.391,-0.609,-3.086,0.489,0.902,0.343,0.656
323.955,-4.674,51.020,0.675,-9.221,-0.710,-2.383,0.477,0.712,0.425,0.636
323.965,-64.605,-9.380,0.037,-8.011,-1.563,-2.098,0.397,0.455,0.444,0.605
323.975,43.064,-38.594,-0.359,-7.568,-1.251,-2.728,0.115,0.490,0.384,0.606
323.985,50.491,-4.425,0.378,-7.441,-1.097,-2.421,-0.184,0.499,0.283,0.618
323.998,36.549,11.396,1.788,-7.108,-0.808,-2.047,-0.328,0.374,0.192,0.573
324.009,-7.834,11.586,2.778,-6.542,-1.786,-2.136,-0.502,0.127,0.130,0.476
324.020,-71.778,-3.037,2.865,-5.917,-3.266,-1.885,-0.503,-0.097,0.078,0.378
324.032,-36.482,-43.150,1.530,-5.148,-4.497,-1.933,-0.568,-0.255,-0.033,0.301
324.044,-22.909,-50.511,-0.310,-4.461,-4.862,-2.454,-0.716,-0.345,-0.259,0.247
324.056,-84.724,5.070,-1.740,-3.716,-6.081,-2.747,-0.932,-0.495,-0.573,0.203
324.068,-52.916,-27.923,-3.460,-2.570,-6.887,-2.976,-1.256,-0.700,-0.982,0.154
324.080,20.985,-69.056,-5.057,-1.402,-6.464,-3.785,-1.519,-0.843,-1.442,0.126
324.091,-3.073,26.806,-5.720,-0.594,-6.325,-3.796,-1.752,-0.909,-1.831,0.121
324.101,36.346,-53.577,-5.700,0.155,-6.119,-4.103,-2.315,-1.003,-2.244,0.118
324.111,1.637,-1.859,-5.269,0.066,-6.069,-4.490,-2.807,-1.013,-2.676,0.101
324.121,-16.539,18.113,-5.157,0.604,-5.805,-4.357,-2.888,-1.083,-3.031,0.079
324.132,31.160,-58.712,-5.012,0.915,-5.858,-5.362,-3.569,-1.351,-3.402,0.018
324.142,-25.954,35.151,-4.495,0.667,-5.438,-5.914,-3.955,-1.510,-3.782,-0.081
324.152,-43.511,8.214,-4.712,1.060,-5.621,-5.890,-4.125,-1.659,-4.098,-0.184
324.162,65.373,2.891,-4.811,1.088,-4.885,-6.326,-4.823,-1.912,-4.497,-0.328
324.173,-26.478,-5.045,-4.285,1.221,-4.713,-6.423,-5.202,-1.960,-4.882,-0.458
324.183,40.477,-40.089,-4.256,1.029,-4.725,-6.706,-5.732,-1.994,-5.273,-0.571
324.193,47.675,-0.483,-3.236,0.771,-4.482,-6.700,-6.430,-2.148,-5.703,-0.705
324.204,-48.080,-26.024,-2.316,0.233,-4.821,-6.829,-6.632,-2.038,-6.064,-0.815
324.214,17.013,41.618,-2.280,-0.262,-5.401,-7.002,-7.003,-2.235,-6.395,-0.954
324.224,-38.365,-49.459,-1.700,0.009,-6.019,-7.190,-7.437,-2.349,-6.722,-1.096
324.234,-11.463,32.528,-2.025,-0.403,-7.166,-7.304,-7.840,-2.499,-7.073,-1.250
324.244,38.495,-47.907,-1.696,-0.298,-7.773,-7.581,-8.426,-2.609,-7.450,-1.407
324.255,-55.825,6.655,-1.143,-1.396,-8.741,-7.955,-8.969,-2.720,-7.877,-1.593
324.265,10.819,20.257,-1.049,-1.230,-8.712,-7.925,-9.140,-3.024,-8.223,-1.799
324.275,-14.361,-25.437,-0.551,-1.461,-9.267,-8.780,-9.751,-3.339,-8.595,-2.037
324.286,10.989,11.337,-0.575,-1.445,-9.433,-8.931,-9.878,-3.700,-8.925,-2.303
324.296,24.090,-48.609,0.218,-2.174,-9.573,-9.914,-10.539,-4.061,-9.279,-2.624
324.306,-17.164,27.675,0.426,-2.440,-9.923,-9.913,-10.637,-4.540,-9.601,-2.993
324.316,4.249,-81.226,-0.086,-1.848,-10.498,-10.808,-11.035,-5.087,-9.906,-3.388
