R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,50,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFPT21R,aKFPT21P
235.886,-1.789,1.081,-1.663,1.222,-1.592,1.222
235.896,-1.634,1.173,-1.659,1.207,-1.593,1.221
235.907,-1.754,0.668,-1.653,1.200,-1.601,1.223
235.917,-1.760,1.466,-1.654,1.194,-1.611,1.227
235.927,-1.754,0.960,-1.657,1.190,-1.621,1.225
235.938,-1.632,1.213,-1.657,1.185,-1.621,1.221
235.948,-1.416,1.208,-1.651,1.180,-1.616,1.220
235.958,-1.633,1.298,-1.648,1.181,-1.604,1.224
235.969,-1.718,1.047,-1.652,1.184,-1.592,1.225
235.979,-1.675,1.047,-1.648,1.188,-1.571,1.230
235.989,-1.709,1.084,-1.648,1.186,-1.559,1.221
236.000,-1.877,1.084,-1.653,1.172,-1.555,1.213
236.010,-1.717,1.298,-1.663,1.167,-1.549,1.206
236.021,-1.717,1.298,-1.670,1.168,-1.552,1.201
236.031,-1.591,1.172,-1.675,1.162,-1.555,1.206
236.041,-1.625,1.291,-1.671,1.152,-1.562,1.206
236.052,-1.839,1.296,-1.665,1.150,-1.571,1.200
236.062,-1.599,0.926,-1.660,1.148,-1.580,1.193
236.072,-1.806,1.218,-1.650,1.141,-1.587,1.186
236.083,-1.712,1.002,-1.640,1.142,-1.593,1.177
236.093,-1.505,1.045,-1.633,1.142,-1.601,1.163
236.103,-1.667,1.250,-1.630,1.142,-1.601,1.151
236.114,-1.881,1.087,-1.639,1.149,-1.601,1.140
236.124,-1.707,1.207,-1.647,1.155,-1.599,1.132
236.135,-1.746,1.164,-1.649,1.159,-1.596,1.134
236.145,-1.546,1.086,-1.649,1.169,-1.593,1.139
236.155,-1.418,1.335,-1.644,1.180,-1.595,1.137
236.167,-1.708,0.958,-1.635,1.185,-1.608,1.140
236.179,-1.422,1.296,-1.629,1.188,-1.628,1.140
236.191,-1.503,1.085,-1.616,1.193,-1.644,1.141
236.203,-1.505,1.254,-1.610,1.194,-1.649,1.142
236.215,-1.551,1.342,-1.613,1.188,-1.647,1.146
236.227,-1.669,1.335,-1.613,1.188,-1.646,1.149
236.239,-1.685,1.221,-1.620,1.187,-1.650,1.157
236.251,-1.794,0.625,-1.636,1.185,-1.654,1.155
236.261,-1.715,1.129,-1.647,1.183,-1.654,1.154
236.273,-1.712,1.043,-1.654,1.180,-1.652,1.144
236.285,-0.829,2.614,-1.677,1.174,-1.673,1.133
236.297,5.732,-9.222,-1.713,1.106,-1.700,1.124
236.309,-6.404,-1.410,-1.806,1.081,-1.717,1.114
236.321,-4.985,-8.134,-1.777,1.049,-1.742,1.106
236.333,1.181,3.377,-1.726,1.064,-1.736,1.082
236.345,-3.221,5.234,-1.718,1.056,-1.743,1.077
236.357,2.998,-5.360,-1.635,1.049,-1.734,1.073
236.369,7.792,-1.063,-1.673,1.051,-1.754,1.064
236.381,-3.500,3.538,-1.640,1.087,-1.769,1.061
236.391,0.801,-0.590,-1.663,1.092,-1.763,1.062
236.403,-6.001,6.431,-1.842,1.068,-1.746,1.062
236.415,1.492,4.857,-1.939,0.996,-1.740,1.065
236.427,9.974,-3.370,-2.067,1.062,-1.724,1.070
236.439,1.595,-2.370,-1.986,0.922,-1.720,1.063
236.451,3.223,-1.707,-1.720,0.817,-1.721,1.039
236.463,-10.868,2.924,-1.770,0.829,-1.741,1.014
236.475,-7.271,2.049,-1.967,0.929,-1.765,1.002
236.487,-3.124,-2.971,-2.261,1.123,-1.802,1.003
236.499,0.087,-1.933,-2.348,1.219,-1.833,1.021
236.511,1.085,2.212,-2.346,1.238,-1.867,1.043
236.521,-6.538,-1.522,-2.205,1.241,-1.891,1.057
236.533,5.876,5.473,-2.184,1.242,-1.908,1.082
236.545,-6.160,5.846,-2.255,1.225,-1.934,1.104
236.557,10.043,-5.400,-2.247,1.172,-1.965,1.130
236.569,0.315,-0.586,-2.222,1.175,-2.002,1.147
236.581,-6.527,-6.609,-2.304,1.282,-2.040,1.155
236.593,-3.138,2.260,-2.364,1.321,-2.073,1.165
236.605,-5.365,-5.818,-2.490,1.274,-2.113,1.183
236.617,-3.099,-2.925,-2.599,1.217,-2.157,1.196
236.629,-4.931,-1.576,-2.592,1.206,-2.203,1.200
236.641,-3.036,-10.704,-2.563,1.214,-2.243,1.209
236.651,-3.337,-11.681,-2.537,1.230,-2.272,1.219
236.663,14.028,6.784,-2.444,1.161,-2.305,1.224
236.675,-0.232,33.458,-2.384,0.843,-2.331,1.215
236.687,-12.072,-35.336,-2.214,0.542,-2.340,1.192
236.699,11.803,8.824,-2.077,0.651,-2.351,1.182
236.711,-10.684,-16.911,-2.090,0.469,-2.373,1.159
236.723,-11.025,44.576,-2.109,0.653,-2.394,1.148
236.733,58.826,27.841,-2.260,0.571,-2.408,1.158
236.743,13.449,-27.472,-2.540,0.762,-2.432,1.195
236.753,-15.871,15.530,-2.647,0.862,-2.461,1.251
236.763,29.282,-16.793,-2.683,0.644,-2.481,1.319
236.775,-15.175,15.537,-3.295,0.981,-2.439,1.415
236.788,-0.156,-17.449,-3.486,0.932,-2.366,1.533
236.800,15.976,13.022,-3.329,0.805,-2.284,1.639
236.812,-5.365,78.939,-3.466,0.822,-2.173,1.767
236.824,-11.051,-24.298,-3.510,0.225,-2.069,1.884
236.834,49.351,35.222,-3.373,-0.808,-2.017,1.927
236.844,-26.002,-7.321,-3.498,-0.297,-1.956,1.972
236.854,35.747,-14.720,-3.106,-0.834,-1.914,2.023
236.864,-31.723,42.496,-2.826,-0.581,-1.854,2.078
236.874,21.957,-16.949,-2.543,-0.532,-1.764,2.159
236.884,-2.761,-52.423,-2.066,-1.124,-1.640,2.263
236.896,5.261,-83.802,-2.069,-1.206,-1.500,2.330
236.906,0.168,41.394,-2.196,-0.177,-1.387,2.371
236.918,4.249,31.543,-2.081,1.027,-1.271,2.438
236.930,7.514,12.113,-1.832,1.944,-1.137,2.564
236.943,3.753,-17.705,-1.485,2.290,-0.998,2.703
236.953,49.224,-20.927,-1.066,2.163,-0.869,2.806
236.963,-4.043,41.600,-0.770,2.621,-0.723,2.914
236.973,-65.735,-12.430,-1.491,2.797,-0.606,3.036
236.985,-50.323,34.163,-2.321,2.384,-0.554,3.150
236.995,-18.051,41.887,-3.157,2.310,-0.599,3.200
237.005,26.767,-31.985,-3.109,1.617,-0.726,3.210
237.015,-11.948,-71.245,-2.941,-0.479,-0.929,3.105
237.025,-26.999,-12.510,-2.992,-1.782,-1.179,2.858
237.037,-25.782,-37.311,-2.912,-1.812,-1.518,2.435
237.047,-1.414,5.488,-2.829,-1.600,-1.802,2.033
237.059,-1.144,-3.571,-2.176,-1.209,-2.194,1.467
237.071,-28.603,35.633,-1.525,-0.963,-2.568,0.856
237.083,-46.007,39.018,-0.843,-0.828,-2.904,0.213
237.093,4.624,39.060,-0.553,-0.225,-3.168,-0.356
237.104,42.950,-14.453,-0.002,-0.016,-3.425,-0.925
237.114,10.292,-30.687,0.308,0.039,-3.653,-1.486
237.124,-26.850,35.072,-0.042,0.584,-3.880,-2.036
237.134,13.999,50.198,-0.439,1.231,-4.132,-2.571
237.144,32.116,-54.605,-0.448,1.033,-4.369,-3.062
237.154,-31.575,-50.089,-0.928,-0.130,-4.583,-3.502
237.164,-43.410,27.764,-2.101,-0.439,-4.789,-3.925
237.174,35.825,42.674,-2.490,-0.055,-5.008,-4.305
237.184,65.844,0.118,-1.565,0.259,-5.175,-4.569
237.194,-11.892,32.564,-1.014,1.095,-5.245,-4.705
237.204,-14.797,46.677,-0.953,1.937,-5.242,-4.714
237.215,17.287,21.430,-0.652,2.403,-5.188,-4.622
237.227,26.371,-61.816,0.281,1.778,-5.058,-4.439
237.238,35.546,-53.782,1.030,0.445,-4.870,-4.231
237.249,29.870,-23.793,1.206,-0.902,-4.641,-4.040
237.260,-8.386,21.981,0.706,-1.843,-4.374,-3.881
237.270,15.429,34.661,-0.120,-2.388,-4.107,-3.753
237.281,44.016,35.455,-0.595,-2.589,-3.845,-3.642
237.292,36.176,46.738,-0.975,-2.654,-3.589,-3.547
237.303,22.441,33.863,-1.037,-2.302,-3.335,-3.446
237.313,35.198,20.945,-0.849,-1.912,-3.064,-3.336
237.323,33.707,42.294,-0.629,-1.576,-2.782,-3.214
237.334,15.772,58.225,-0.610,-1.048,-2.478,-3.067
237.344,20.780,3.745,-0.295,-0.682,-2.174,-2.902
237.354,6.176,-0.490,-0.310,-0.962,-1.874,-2.714
237.366,27.068,59.595,-0.882,-1.267,-1.535,-2.500
237.377,22.483,66.440,-1.254,-1.332,-1.251,-2.301
237.388,23.392,29.023,-0.693,-0.339,-0.986,-2.111
237.399,24.399,0.376,0.582,0.921,-0.680,-1.873
237.410,-11.984,-49.460,1.830,2.089,-0.356,-1.576
237.422,-12.535,-40.419,2.547,2.946,-0.025,-1.225
237.433,-21.159,-22.488,2.751,3.317,0.276,-0.791
237.444,-0.210,-0.774,2.654,3.359,0.521,-0.320
237.456,76.008,1.965,2.499,3.077,0.736,0.178
237.466,-57.788,-31.448,2.324,2.784,0.890,0.616
237.477,-8.515,-12.128,1.914,2.356,1.074,1.066
237.487,3.916,20.912,1.693,2.231,1.259,1.517
237.498,44.164,-37.842,1.597,1.740,1.409,1.948
237.508,-27.159,62.199,1.285,1.860,1.563,2.398
237.519,0.015,-14.694,0.908,1.036,1.682,2.830
237.529,28.866,8.428,0.648,0.862,1.745,3.217
237.540,-23.446,6.011,0.308,0.300,1.789,3.581
237.551,31.209,-37.139,-0.780,0.278,1.735,3.881
237.562,-6.712,15.133,-1.217,0.270,1.601,4.121
237.572,-49.300,-13.166,-2.113,0.170,1.439,4.341
237.583,36.724,-8.428,-2.105,0.213,1.235,4.554
237.595,-47.363,42.507,-2.615,0.117,1.009,4.742
237.607,11.267,7.002,-2.608,0.723,0.768,4.933
237.618,-6.011,-81.746,-2.635,0.632,0.529,5.104
237.630,10.121,9.653,-2.750,0.976,0.288,5.254
237.641,7.097,-79.603,-2.514,0.338,0.039,5.359
237.653,-14.680,27.162,-2.453,0.542,-0.182,5.445
237.665,38.695,-48.856,-2.321,0.280,-0.402,5.498
237.677,-10.851,-3.654,-2.081,-0.012,-0.584,5.512
237.689,30.796,50.782,-2.133,-0.013,-0.725,5.488
237.701,-20.261,-54.754,-1.896,-0.162,-0.833,5.438
237.712,17.744,18.668,-1.795,-0.756,-0.902,5.331
237.724,-42.036,-3.268,-1.975,-0.710,-0.950,5.168
237.736,77.792,-11.390,-1.877,-0.541,-0.961,4.979
237.748,-10.496,14.709,-1.844,0.470,-0.948,4.782
237.760,14.737,-38.201,-1.579,0.447,-0.934,4.543
237.771,-9.167,17.701,-1.333,0.583,-0.863,4.296
237.782,52.242,-27.932,-1.197,0.458,-0.766,4.033
237.794,-25.106,3.914,-1.024,0.408,-0.619,3.769
237.805,64.116,-6.632,-1.063,0.275,-0.455,3.514
237.817,-22.370,8.989,-1.316,0.249,-0.240,3.284
237.829,13.666,-15.803,-1.740,0.324,-0.046,3.103
237.840,-25.890,59.428,-1.951,0.330,0.138,2.954
237.851,5.600,-38.966,-2.230,0.189,0.304,2.847
237.862,7.121,80.078,-2.188,0.237,0.446,2.783
237.872,-5.666,-22.093,-2.409,-0.467,0.571,2.739
237.883,-3.203,9.125,-2.336,-0.558,0.652,2.717
237.894,0.371,-1.089,-2.441,-0.981,0.710,2.714
237.904,22.145,-34.145,-2.086,-1.344,0.768,2.719
237.915,-15.786,27.364,-2.353,-1.268,0.819,2.732
237.926,29.827,-47.092,-2.015,-1.665,0.857,2.719
237.936,-54.244,8.198,-2.679,-1.382,0.886,2.711
237.947,26.982,38.561,-3.240,-0.579,0.865,2.728
237.958,12.381,-76.132,-3.327,-1.384,0.799,2.721
237.968,-7.397,54.416,-3.491,0.018,0.710,2.726
237.979,-32.237,-54.396,-3.967,0.698,0.584,2.743
237.990,64.294,17.782,-3.330,1.303,0.449,2.795
238.000,-47.246,-35.314,-2.847,1.339,0.336,2.866
238.011,8.296,4.410,-2.414,1.674,0.247,2.942
238.022,-8.528,10.161,-2.179,1.869,0.144,2.975
238.032,-15.896,16.910,-2.619,2.637,0.018,2.990
238.043,36.331,-53.690,-2.153,1.805,-0.120,2.965
238.054,5.190,73.236,-1.410,1.538,-0.249,2.853
238.064,-44.496,-2.979,-1.612,1.792,-0.361,2.674
238.075,64.286,16.257,-0.816,1.706,-0.517,2.437
238.086,35.298,-21.073,0.632,1.566,-0.646,2.169
238.097,-37.089,-19.334,0.842,1.015,-0.763,1.864
238.107,6.727,15.102,0.845,1.206,-0.899,1.541
238.118,2.984,-6.968,1.067,1.414,-1.098,1.195
238.128,-19.306,2.349,0.772,1.369,-1.313,0.851
238.139,33.478,-7.414,1.038,1.188,-1.509,0.507
238.150,-33.269,-29.365,1.316,0.638,-1.683,0.135
238.161,-58.910,14.685,0.440,0.614,-1.808,-0.234
238.171,45.749,17.080,0.342,1.168,-1.905,-0.567
238.182,65.042,-22.719,0.730,1.045,-1.942,-0.869
238.193,-42.197,-25.412,-0.171,0.180,-1.890,-1.170
238.203,15.983,22.909,-1.083,-0.260,-1.825,-1.489
238.214,35.821,54.193,-1.297,-0.093,-1.741,-1.809
238.225,-29.325,-1.376,-1.543,0.212,-1.616,-2.094
238.236,-23.821,-21.827,-2.218,-0.554,-1.424,-2.383
238.248,-13.384,-39.822,-2.667,-1.397,-1.214,-2.687
238.260,-0.155,-60.830,-2.830,-2.519,-0.992,-3.042
238.271,3.132,-70.949,-2.691,-3.390,-0.746,-3.435
238.282,16.926,72.595,-2.475,-3.216,-0.464,-3.799
238.293,7.156,58.491,-2.233,-1.920,-0.135,-4.095
238.303,11.846,30.102,-1.740,0.038,0.243,-4.244
238.315,2.364,-1.044,-1.665,0.633,0.673,-4.315
238.326,-20.865,-33.086,-2.065,0.277,1.106,-4.337
238.337,-29.435,-18.448,-2.877,-0.766,1.499,-4.375
238.349,-6.721,-64.017,-3.726,-2.540,1.816,-4.446
238.359,12.547,-76.912,-4.370,-4.583,2.055,-4.589
238.370,7.750,-41.484,-4.929,-5.893,2.292,-4.790
238.381,-29.198,21.421,-5.472,-6.171,2.446,-5.011
238.392,-29.380,32.823,-5.971,-5.805,2.512,-5.220
238.403,-20.918,-38.592,-6.230,-5.418,2.468,-5.381
238.413,-11.729,-53.694,-6.139,-5.673,2.347,-5.509
238.425,-20.047,-50.208,-5.999,-6.243,2.167,-5.647
238.436,-31.700,-28.922,-5.770,-6.391,1.938,-5.774
238.447,-51.547,-5.618,-5.696,-6.540,1.662,-5.912
238.459,-29.214,46.398,-5.633,-6.614,1.319,-6.065
238.470,28.318,58.744,-5.194,-6.516,0.913,-6.214
238.482,33.228,56.786,-4.162,-6.308,0.484,-6.364
238.493,75.562,14.008,-2.391,-5.921,0.076,-6.504
238.504,64.952,1.870,-0.270,-5.474,-0.286,-6.655
238.515,54.976,-0.155,1.172,-4.950,-0.612,-6.778
238.527,54.130,-1.532,2.494,-4.282,-0.918,-6.860
238.538,41.198,10.601,3.328,-3.466,-1.174,-6.889
238.548,11.358,28.743,3.665,-2.618,-1.397,-6.862
238.559,-12.255,4.957,3.456,-1.876,-1.593,-6.788
238.571,1.933,20.730,2.858,-1.325,-1.792,-6.596
238.583,-24.012,30.678,2.339,-1.031,-2.031,-6.386
238.593,18.539,-30.990,2.070,-1.019,-2.252,-6.236
238.603,35.265,-16.000,2.009,-1.087,-2.474,-6.119
238.613,-11.204,32.666,1.810,-0.890,-2.702,-6.015
238.623,-63.221,5.418,0.750,-0.444,-2.956,-5.914
238.633,-28.158,-32.086,-0.029,-0.287,-3.259,-5.821
238.644,66.533,2.739,0.287,-0.209,-3.596,-5.730
238.654,27.836,1.357,0.630,0.030,-3.900,-5.641
238.664,-46.436,-19.174,-0.243,-0.090,-4.185,-5.542
238.675,-56.277,31.495,-1.292,0.258,-4.539,-5.460
238.686,-53.012,36.633,-1.704,0.961,-4.999,-5.372
238.698,-65.819,19.653,-2.465,2.015,-5.498,-5.222
238.710,-30.403,-56.526,-3.559,2.886,-6.027,-4.997
238.722,-1.276,-46.298,-5.306,2.652,-6.569,-4.710
238.734,10.391,-20.836,-6.652,1.472,-7.148,-4.384
238.746,23.026,-3.571,-7.147,0.688,-7.749,-4.077
238.758,40.067,17.138,-6.541,-0.025,-8.314,-3.794
238.770,14.839,-72.276,-5.876,-0.694,-8.782,-3.521
238.782,-2.960,-18.101,-5.122,-2.129,-9.129,-3.299
238.794,39.860,-11.035,-4.195,-2.965,-9.366,-3.135
238.806,6.632,-57.491,-2.850,-4.197,-9.454,-3.041
238.818,49.806,-39.419,-1.577,-4.605,-9.409,-3.002
238.830,43.131,40.218,0.724,-4.596,-9.217,-2.948
238.842,46.577,-19.264,3.135,-4.932,-8.841,-2.904
238.853,40.381,-8.916,5.127,-5.148,-8.305,-2.872
238.864,-17.171,-71.935,5.852,-5.581,-7.635,-2.872
238.875,-12.778,63.818,5.717,-5.074,-6.893,-2.885
238.885,25.903,-24.441,5.854,-5.056,-6.134,-2.885
238.896,15.438,-64.883,6.714,-6.371,-5.370,-2.913
238.908,-16.075,44.479,6.479,-6.119,-4.557,-2.937
238.919,-17.721,35.238,5.588,-4.005,-3.795,-2.885
238.930,38.149,-28.657,4.696,-2.520,-3.142,-2.759
238.940,-7.174,-7.744,4.477,-1.534,-2.523,-2.554
238.951,-47.388,42.265,2.904,0.182,-1.956,-2.270
238.961,46.147,-9.383,2.240,1.090,-1.468,-1.925
238.971,-73.283,-16.315,1.661,1.652,-1.021,-1.540
238.982,28.558,40.494,0.883,2.427,-0.632,-1.132
238.992,-52.104,-37.089,0.590,1.888,-0.277,-0.760
239.002,17.392,0.903,-0.073,2.939,0.022,-0.398
239.014,21.033,-17.552,0.138,2.471,0.337,0.012
239.024,-48.904,39.982,0.319,1.741,0.594,0.263
239.034,32.955,-20.985,0.119,2.351,0.860,0.488
239.046,11.563,-77.240,-0.326,1.449,1.152,0.675
239.057,-8.869,72.684,-0.813,1.329,1.408,0.772
239.067,9.397,-65.885,-0.795,0.471,1.644,0.804
239.078,-2.574,58.890,-0.329,-1.021,1.860,0.736
239.089,-0.513,14.724,-0.425,-1.111,2.088,0.598
239.099,4.738,-59.509,-0.051,-1.857,2.301,0.406
239.110,-19.714,53.132,-1.466,-0.913,2.473,0.204
239.121,19.713,-64.211,-1.717,-0.532,2.548,0.029
239.132,-62.701,18.043,-2.308,-1.145,2.531,-0.172
239.142,7.772,32.892,-2.617,-0.194,2.466,-0.355
239.153,1.049,-28.383,-2.812,-0.561,2.344,-0.527
239.164,-1.283,2.635,-2.656,-0.468,2.167,-0.698
239.174,-2.958,10.010,-2.450,0.047,2.001,-0.840
239.185,36.768,17.450,-1.570,0.787,1.853,-0.938
239.196,-34.512,-43.540,-1.552,0.239,1.727,-1.018
239.206,12.897,25.513,-1.213,0.588,1.649,-1.097
239.217,51.297,38.685,0.036,2.129,1.595,-1.116
239.228,-11.630,-22.484,0.552,2.622,1.581,-1.048
239.239,-13.711,30.577,0.701,3.089,1.559,-0.953
239.249,-13.440,-76.273,0.597,3.421,1.525,-0.855
239.260,43.844,-5.280,1.035,3.611,1.487,-0.735
239.270,-32.767,29.639,1.075,4.457,1.469,-0.596
239.280,11.685,-78.355,0.686,4.453,1.437,-0.456
239.291,-9.658,49.954,0.812,4.648,1.402,-0.310
239.301,-10.264,26.134,0.315,5.474,1.352,-0.123
239.311,32.329,-55.996,0.332,5.610,1.228,0.102
239.321,-43.576,24.242,-0.777,6.035,1.077,0.361
239.331,47.410,12.993,-1.244,6.460,0.879,0.639
239.341,25.595,-2.808,-1.083,6.457,0.663,0.922
239.352,-64.097,-7.212,-1.489,6.217,0.457,1.211
239.362,40.704,-19.871,-1.622,5.874,0.231,1.480
239.372,7.976,3.370,-1.136,5.561,0.044,1.721
239.383,-12.943,31.597,-1.081,5.448,-0.126,1.933
239.393,26.291,28.159,-0.674,5.406,-0.315,2.124
239.404,-22.067,-46.058,-0.582,4.636,-0.475,2.290
239.414,-26.017,-62.215,-0.914,3.490,-0.624,2.419
239.425,28.589,47.248,-0.741,3.373,-0.717,2.509
239.435,-4.473,22.436,-0.515,3.793,-0.777,2.612
239.445,27.913,0.503,-0.411,3.969,-0.802,2.721
239.456,58.772,-27.677,-0.217,3.935,-0.826,2.835
239.466,-44.859,-10.311,-0.386,3.713,-0.785,2.935
239.476,70.020,17.949,-0.554,3.620,-0.741,3.001
239.488,56.579,-11.423,0.377,3.768,-0.679,3.054
239.500,45.956,-25.107,2.143,3.807,-0.507,3.070
239.511,19.130,-60.773,3.421,3.362,-0.219,3.084
239.523,-24.207,-43.540,2.749,3.152,0.069,3.115
239.534,-41.230,12.074,1.836,4.113,0.257,3.194
239.546,-20.139,63.395,1.375,6.529,0.365,3.406
239.556,24.267,39.044,1.527,8.421,0.452,3.708
239.567,3.997,-2.104,1.684,8.843,0.573,4.087
239.577,23.749,-15.078,1.798,8.437,0.669,4.474
239.588,-23.131,-7.670,1.627,8.003,0.756,4.846
239.599,-30.305,-32.598,1.173,7.252,0.799,5.195
239.610,23.730,18.478,0.848,6.510,0.816,5.484
239.620,32.540,56.925,0.932,6.403,0.801,5.730
239.631,-19.713,-10.639,0.722,6.147,0.785,5.975
239.642,-1.144,1.626,0.434,5.623,0.768,6.224
239.652,-53.546,-31.336,0.223,5.146,0.729,6.442
239.663,-24.176,-60.003,-0.305,4.019,0.677,6.631
239.674,53.826,22.544,-0.390,3.186,0.646,6.786
239.684,-2.237,34.381,-0.687,3.017,0.657,6.931
239.695,-15.354,7.623,-1.516,2.971,0.670,7.098
239.706,29.571,-25.184,-1.649,2.430,0.647,7.278
239.716,-7.505,-75.312,-1.665,0.860,0.642,7.413
239.727,-30.038,-8.931,-2.056,-0.531,0.721,7.492
239.739,-19.150,18.229,-2.199,-1.052,0.842,7.536
239.750,0.780,67.137,-2.177,-0.134,0.987,7.567
239.762,-4.770,65.429,-1.983,1.405,1.144,7.658
239.773,5.838,-2.905,-1.688,1.907,1.328,7.814
239.785,23.406,-26.158,-0.933,1.009,1.531,7.997
239.796,36.361,-49.415,-0.212,-0.124,1.736,8.138
239.807,23.054,-59.072,-0.117,-1.052,1.983,8.217
239.819,-69.808,-6.115,-0.939,-1.329,2.223,8.251
239.830,-83.377,-5.788,-2.379,-1.056,2.406,8.283
239.842,-12.247,19.933,-3.339,-0.404,2.530,8.352
239.853,6.814,22.533,-3.482,0.734,2.607,8.481
239.865,9.943,19.939,-3.099,1.967,2.678,8.677
239.877,6.672,26.291,-2.870,2.783,2.733,8.878
239.888,-17.066,41.045,-2.945,3.525,2.742,9.055
239.899,-23.466,-64.054,-3.099,3.633,2.686,9.187
239.909,24.209,-35.408,-2.901,2.971,2.625,9.285
239.921,12.488,-18.137,-2.642,2.458,2.582,9.350
239.932,-12.591,-14.126,-2.773,2.424,2.501,9.351
239.943,-40.147,48.668,-3.362,2.942,2.386,9.303
239.955,-5.724,74.597,-3.754,3.779,2.231,9.239
239.966,23.041,3.958,-3.558,3.943,2.058,9.161
239.977,16.414,-26.637,-3.047,2.885,1.882,9.025
239.989,1.014,-54.136,-3.019,0.964,1.646,8.776
240.001,-14.230,-71.311,-3.258,-0.534,1.339,8.371
240.012,-29.667,-59.590,-3.877,-1.928,0.950,7.801
240.024,-46.139,-40.451,-4.454,-2.554,0.490,7.095
240.036,-29.732,-57.491,-4.659,-2.454,-0.034,6.314
240.048,7.626,-34.717,-4.403,-1.827,-0.603,5.501
240.060,24.791,2.611,-3.849,-0.837,-1.193,4.691
240.071,18.320,21.415,-2.950,0.645,-1.760,3.925
240.083,6.566,36.934,-2.207,2.551,-2.326,3.251
240.095,-10.322,45.066,-2.047,4.569,-2.883,2.677
240.107,-16.655,43.663,-2.727,6.346,-3.448,2.194
240.119,-24.334,34.759,-3.254,7.256,-4.052,1.830
240.131,-24.844,30.379,-3.721,7.854,-4.710,1.545
240.143,-5.309,40.157,-3.675,8.000,-5.387,1.327
240.155,-3.069,52.861,-2.955,8.426,-6.029,1.190
240.167,15.268,69.744,-2.224,8.445,-6.603,1.139
240.179,-0.887,84.497,-0.965,8.795,-7.076,1.155
240.191,-13.590,31.853,0.212,9.126,-7.413,1.258
240.203,-34.717,-4.757,1.347,8.561,-7.588,1.402
240.215,-34.980,-9.032,2.227,7.601,-7.612,1.530
240.227,45.101,-32.665,2.900,6.849,-7.543,1.602
240.239,51.201,-19.713,4.409,5.994,-7.341,1.606
240.251,39.576,-10.186,6.025,5.054,-6.978,1.525
240.263,-4.024,-22.318,6.721,4.285,-6.442,1.379
240.275,-69.426,-13.105,6.379,3.633,-5.813,1.137
240.287,-71.604,-0.990,5.025,3.412,-5.115,0.771
240.299,-14.650,2.496,3.890,3.303,-4.386,0.247
240.311,22.374,-13.220,2.976,3.121,-3.648,-0.442
240.323,21.910,-35.601,2.188,2.750,-2.891,-1.344
