R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
533.086,1.252,-0.993,0.069,0.581,0.155,0.523,0.171,0.519,0.162,0.515,0.146,0.530
533.097,-0.340,-1.452,0.034,0.594,0.113,0.500,0.135,0.494,0.128,0.491,0.148,0.520
533.108,-0.168,-1.185,0.061,0.619,0.122,0.495,0.139,0.484,0.133,0.480,0.145,0.507
533.118,0.679,0.082,0.047,0.599,0.135,0.506,0.155,0.500,0.150,0.495,0.146,0.504
533.129,1.138,0.232,0.035,0.591,0.150,0.519,0.171,0.514,0.169,0.510,0.152,0.512
533.140,0.314,0.266,0.010,0.600,0.146,0.523,0.172,0.517,0.172,0.513,0.159,0.519
533.150,1.219,0.149,0.003,0.607,0.156,0.539,0.183,0.532,0.184,0.527,0.159,0.525
533.161,0.689,-0.603,-0.016,0.605,0.133,0.515,0.163,0.508,0.166,0.504,0.161,0.524
533.171,1.376,-0.249,-0.000,0.597,0.158,0.520,0.185,0.515,0.189,0.511,0.166,0.523
533.182,1.290,0.207,0.026,0.576,0.164,0.517,0.186,0.516,0.190,0.513,0.174,0.523
533.193,0.589,-0.069,0.003,0.577,0.153,0.532,0.178,0.531,0.182,0.528,0.177,0.530
533.203,0.376,1.138,0.005,0.557,0.136,0.563,0.160,0.565,0.165,0.564,0.172,0.538
533.214,-0.453,-0.104,-0.002,0.530,0.100,0.548,0.126,0.555,0.130,0.556,0.162,0.548
533.225,0.016,1.231,0.020,0.547,0.096,0.585,0.116,0.589,0.121,0.592,0.147,0.554
533.235,-0.798,1.063,-0.012,0.505,0.061,0.570,0.088,0.581,0.093,0.586,0.134,0.563
533.246,-1.082,0.755,-0.031,0.496,0.028,0.578,0.058,0.590,0.064,0.597,0.116,0.571
533.257,-1.291,0.154,-0.028,0.507,0.016,0.569,0.044,0.579,0.051,0.588,0.101,0.573
533.267,-1.634,-0.540,-0.016,0.491,-0.001,0.559,0.023,0.571,0.031,0.581,0.080,0.570
533.278,-0.202,-0.513,0.002,0.523,0.024,0.536,0.045,0.542,0.052,0.551,0.067,0.556
533.289,0.123,-0.012,-0.006,0.540,0.020,0.547,0.043,0.550,0.049,0.559,0.062,0.551
533.299,0.104,0.506,-0.001,0.520,0.026,0.542,0.047,0.548,0.053,0.556,0.058,0.548
533.310,0.169,-0.810,-0.029,0.502,0.031,0.519,0.057,0.528,0.063,0.536,0.059,0.547
533.320,-0.345,-0.634,-0.024,0.498,0.007,0.509,0.031,0.518,0.039,0.527,0.053,0.537
533.331,-0.171,-0.087,-0.011,0.473,0.019,0.520,0.040,0.534,0.048,0.544,0.049,0.532
533.342,0.067,-0.407,0.032,0.497,0.030,0.508,0.043,0.517,0.049,0.528,0.045,0.526
533.353,0.113,-0.883,0.055,0.529,0.024,0.494,0.033,0.497,0.035,0.506,0.041,0.516
533.363,0.708,-0.581,0.039,0.535,0.024,0.505,0.036,0.506,0.035,0.513,0.040,0.509
533.374,0.543,-0.871,0.021,0.579,0.016,0.503,0.031,0.497,0.031,0.502,0.043,0.501
533.384,0.676,-0.024,0.033,0.552,0.036,0.531,0.049,0.529,0.048,0.533,0.050,0.502
533.395,0.513,-0.802,0.020,0.555,0.015,0.507,0.030,0.504,0.029,0.507,0.052,0.498
533.406,0.998,-0.496,0.032,0.500,0.029,0.495,0.042,0.503,0.041,0.507,0.057,0.491
533.416,1.486,0.731,0.021,0.522,0.062,0.522,0.077,0.526,0.076,0.530,0.071,0.493
533.427,1.221,-0.789,0.034,0.540,0.074,0.489,0.086,0.489,0.085,0.493,0.084,0.495
533.438,-0.192,-1.712,0.051,0.555,0.060,0.471,0.068,0.468,0.067,0.471,0.088,0.486
533.448,-0.006,-1.164,0.050,0.547,0.053,0.467,0.061,0.466,0.059,0.468,0.081,0.473
533.459,0.128,-1.647,0.070,0.551,0.067,0.460,0.072,0.458,0.068,0.460,0.078,0.466
533.469,1.529,-1.299,0.031,0.556,0.099,0.483,0.111,0.480,0.107,0.481,0.084,0.459
533.480,1.038,-0.577,0.037,0.538,0.088,0.480,0.099,0.481,0.096,0.482,0.093,0.454
533.491,0.847,0.731,0.083,0.507,0.078,0.492,0.080,0.498,0.076,0.501,0.094,0.455
533.501,0.449,-0.218,0.045,0.542,0.074,0.484,0.083,0.483,0.079,0.486,0.099,0.463
533.512,-0.733,-0.243,0.042,0.553,0.039,0.463,0.049,0.460,0.045,0.462,0.093,0.459
533.523,-0.114,-0.095,0.037,0.547,0.037,0.455,0.048,0.453,0.045,0.454,0.084,0.459
533.533,-0.741,-0.922,0.003,0.560,0.025,0.425,0.042,0.422,0.040,0.422,0.079,0.455
533.544,-0.355,0.693,0.041,0.539,0.044,0.471,0.054,0.471,0.053,0.471,0.073,0.462
533.555,-0.458,0.678,0.033,0.526,0.042,0.482,0.053,0.484,0.053,0.485,0.068,0.475
533.565,0.041,0.185,-0.015,0.544,0.045,0.497,0.065,0.496,0.066,0.497,0.063,0.485
533.576,0.255,-0.906,-0.040,0.544,0.039,0.480,0.062,0.479,0.066,0.481,0.062,0.486
533.587,1.110,-1.821,-0.015,0.528,0.069,0.435,0.088,0.437,0.093,0.439,0.067,0.473
533.597,1.385,-1.747,-0.001,0.496,0.087,0.413,0.103,0.420,0.108,0.423,0.076,0.460
533.608,1.301,-1.107,0.011,0.517,0.100,0.431,0.113,0.435,0.118,0.438,0.086,0.450
533.618,0.815,-0.869,0.032,0.531,0.110,0.435,0.119,0.435,0.123,0.438,0.094,0.445
533.628,1.149,-0.264,-0.012,0.560,0.109,0.464,0.127,0.459,0.130,0.461,0.098,0.445
533.638,0.354,-0.690,0.011,0.541,0.092,0.458,0.105,0.457,0.109,0.459,0.099,0.446
533.648,-0.417,-0.511,0.021,0.543,0.079,0.479,0.089,0.478,0.092,0.479,0.094,0.448
533.658,0.628,-0.805,-0.014,0.540,0.089,0.468,0.106,0.467,0.109,0.468,0.089,0.446
533.669,1.534,-0.219,-0.019,0.538,0.105,0.495,0.123,0.494,0.127,0.496,0.093,0.448
533.679,1.694,0.726,-0.008,0.560,0.121,0.525,0.136,0.520,0.141,0.521,0.103,0.456
533.690,0.197,1.028,-0.016,0.553,0.087,0.555,0.103,0.552,0.108,0.552,0.107,0.472
533.701,-0.146,0.453,-0.053,0.525,0.074,0.536,0.097,0.539,0.104,0.539,0.102,0.482
533.712,0.910,0.260,0.016,0.543,0.118,0.545,0.127,0.544,0.134,0.544,0.099,0.490
533.723,0.104,-0.130,-0.076,0.728,0.073,0.563,0.100,0.525,0.106,0.522,0.098,0.490
533.734,-0.583,-0.934,0.232,0.220,0.118,0.426,0.083,0.490,0.082,0.497,0.089,0.488
533.745,-0.882,0.726,-0.538,0.586,-0.063,0.563,0.056,0.554,0.069,0.553,0.076,0.492
533.756,0.016,-0.578,-0.844,1.009,-0.110,0.585,0.056,0.508,0.088,0.511,0.064,0.492
533.767,-1.554,1.868,-0.451,0.216,-0.148,0.536,-0.063,0.618,0.006,0.605,0.032,0.511
533.777,-0.630,0.083,-0.759,0.017,-0.217,0.431,-0.070,0.557,-0.001,0.574,-0.000,0.522
533.788,-0.383,2.109,-1.177,1.168,-0.343,0.750,-0.119,0.641,-0.018,0.637,-0.030,0.535
533.799,-1.293,0.707,-0.644,-0.015,-0.320,0.494,-0.211,0.625,-0.098,0.628,-0.075,0.556
533.810,-1.492,0.862,-1.040,1.156,-0.449,0.745,-0.266,0.638,-0.141,0.630,-0.120,0.564
533.821,-1.673,0.754,-0.198,0.301,-0.306,0.583,-0.303,0.657,-0.195,0.650,-0.169,0.578
533.832,-2.114,1.518,-0.889,0.972,-0.488,0.758,-0.346,0.697,-0.235,0.679,-0.212,0.592
533.843,-0.874,1.682,-0.418,1.055,-0.377,0.802,-0.334,0.728,-0.232,0.697,-0.251,0.613
533.854,-1.382,-0.822,-0.623,0.931,-0.471,0.737,-0.384,0.689,-0.285,0.649,-0.287,0.626
533.865,-0.244,-1.593,0.234,0.728,-0.264,0.665,-0.353,0.670,-0.287,0.616,-0.314,0.621
533.876,0.989,-0.465,0.048,0.323,-0.240,0.585,-0.292,0.681,-0.261,0.644,-0.321,0.621
533.887,0.470,0.742,0.259,0.577,-0.171,0.657,-0.273,0.694,-0.265,0.679,-0.314,0.627
533.898,-0.615,0.807,0.056,0.684,-0.243,0.676,-0.302,0.695,-0.309,0.686,-0.317,0.636
533.909,-1.046,-0.363,-0.003,0.973,-0.248,0.693,-0.295,0.639,-0.305,0.630,-0.319,0.633
533.920,0.044,0.218,-0.060,0.704,-0.216,0.620,-0.248,0.646,-0.265,0.645,-0.316,0.631
533.931,-0.028,0.983,-0.366,0.522,-0.296,0.602,-0.260,0.663,-0.273,0.670,-0.313,0.636
533.942,0.182,1.218,-0.328,0.240,-0.275,0.525,-0.254,0.652,-0.257,0.680,-0.307,0.641
533.953,-0.045,1.777,-0.468,0.255,-0.321,0.529,-0.273,0.642,-0.262,0.694,-0.307,0.642
533.964,0.445,1.577,-0.490,0.578,-0.341,0.620,-0.294,0.611,-0.272,0.684,-0.310,0.640
533.975,-0.570,0.317,-0.494,0.912,-0.402,0.599,-0.356,0.535,-0.327,0.615,-0.321,0.620
533.986,0.344,0.073,-0.141,1.859,-0.302,0.802,-0.328,0.534,-0.313,0.583,-0.325,0.601
533.997,0.786,-1.100,-0.542,2.491,-0.366,0.888,-0.324,0.537,-0.316,0.517,-0.325,0.584
534.008,0.665,-0.502,-0.822,3.397,-0.416,1.163,-0.333,0.675,-0.316,0.546,-0.320,0.594
534.019,1.867,0.935,-0.851,2.882,-0.389,1.257,-0.320,0.901,-0.273,0.661,-0.314,0.647
534.030,0.854,0.693,-0.763,2.281,-0.420,1.245,-0.385,1.022,-0.302,0.729,-0.316,0.724
534.041,-0.050,0.076,-0.509,1.259,-0.388,1.085,-0.427,1.024,-0.339,0.782,-0.332,0.793
534.051,-0.918,0.482,-0.091,0.771,-0.286,0.902,-0.429,0.990,-0.364,0.838,-0.354,0.839
534.063,-0.122,-0.375,0.098,1.307,-0.190,0.899,-0.371,0.895,-0.356,0.823,-0.365,0.856
534.073,-1.718,-0.849,-0.457,1.533,-0.303,0.991,-0.404,0.927,-0.412,0.843,-0.377,0.870
534.085,-1.766,-1.910,-0.483,0.820,-0.324,0.818,-0.456,0.964,-0.440,0.840,-0.396,0.885
534.096,-1.024,-1.661,-0.855,-0.154,-0.404,0.611,-0.480,0.944,-0.433,0.864,-0.415,0.895
534.107,-1.389,-1.846,-0.271,-1.003,-0.308,0.295,-0.503,0.780,-0.455,0.822,-0.439,0.872
534.118,-1.459,-0.581,-0.099,-0.451,-0.226,0.349,-0.481,0.694,-0.465,0.831,-0.459,0.836
534.128,-2.048,-1.120,-0.034,0.020,-0.205,0.443,-0.487,0.655,-0.501,0.792,-0.474,0.796
534.139,-2.185,-0.921,-0.058,0.193,-0.208,0.405,-0.509,0.701,-0.518,0.770,-0.488,0.766
534.150,-2.314,0.299,-0.349,0.147,-0.261,0.370,-0.542,0.716,-0.531,0.777,-0.507,0.749
534.161,-2.705,-0.415,-0.430,-0.007,-0.289,0.246,-0.559,0.592,-0.554,0.708,-0.528,0.721
534.172,-0.847,-0.737,-0.224,1.094,-0.210,0.423,-0.507,0.547,-0.523,0.679,-0.540,0.687
534.183,0.168,-1.003,0.345,1.160,0.012,0.493,-0.445,0.591,-0.489,0.653,-0.529,0.660
534.194,1.297,-1.131,0.083,0.772,0.024,0.391,-0.402,0.634,-0.435,0.639,-0.503,0.649
534.205,1.208,-1.016,0.091,0.167,0.087,0.157,-0.365,0.569,-0.398,0.607,-0.474,0.631
534.216,0.043,-0.540,0.017,0.276,0.075,0.126,-0.342,0.496,-0.391,0.584,-0.447,0.606
534.227,-1.661,-0.520,-0.449,0.444,-0.066,0.159,-0.400,0.497,-0.447,0.572,-0.442,0.587
534.238,-2.021,-0.759,-0.127,-0.106,-0.001,0.080,-0.394,0.535,-0.430,0.569,-0.439,0.579
534.249,-2.318,-0.591,-0.097,-0.453,-0.003,-0.070,-0.418,0.493,-0.439,0.545,-0.448,0.564
534.260,-2.379,0.459,0.376,0.457,0.134,0.105,-0.411,0.471,-0.452,0.562,-0.460,0.549
534.271,-0.880,0.734,0.190,0.959,0.137,0.191,-0.353,0.476,-0.424,0.556,-0.454,0.536
534.282,-0.675,0.694,0.400,1.124,0.224,0.246,-0.341,0.549,-0.403,0.560,-0.436,0.541
534.293,-0.380,-0.414,0.182,0.945,0.182,0.201,-0.331,0.535,-0.388,0.531,-0.423,0.546
534.304,-0.812,-0.037,0.003,0.973,0.155,0.187,-0.318,0.516,-0.386,0.535,-0.408,0.541
534.315,-1.246,0.098,-0.293,0.859,0.090,0.196,-0.320,0.548,-0.391,0.561,-0.393,0.546
534.326,-1.380,-0.387,0.133,-0.263,0.164,-0.025,-0.330,0.550,-0.378,0.554,-0.381,0.549
534.337,-1.935,-0.757,0.430,-1.010,0.218,-0.276,-0.327,0.457,-0.378,0.526,-0.378,0.535
534.348,-1.409,-0.924,0.558,-1.043,0.293,-0.356,-0.276,0.352,-0.368,0.488,-0.371,0.503
534.359,-1.505,-1.556,0.434,-0.937,0.265,-0.381,-0.272,0.292,-0.369,0.440,-0.355,0.460
534.369,-1.507,-0.868,0.094,-0.578,0.223,-0.389,-0.277,0.289,-0.345,0.419,-0.340,0.418
534.380,-0.531,1.240,-0.374,0.210,0.146,-0.145,-0.263,0.322,-0.305,0.462,-0.329,0.393
534.391,-0.425,0.782,-0.684,0.891,0.096,0.000,-0.240,0.294,-0.274,0.399,-0.311,0.372
534.402,-0.564,0.310,-0.624,0.992,0.157,-0.004,-0.282,0.320,-0.289,0.362,-0.304,0.363
534.413,-1.095,0.334,-0.312,0.511,0.166,-0.046,-0.313,0.359,-0.294,0.373,-0.304,0.369
534.424,-0.639,0.177,-0.061,0.334,0.231,-0.114,-0.284,0.316,-0.284,0.369,-0.305,0.364
534.435,-0.743,-0.140,0.143,0.648,0.290,-0.056,-0.266,0.297,-0.286,0.352,-0.299,0.354
534.446,0.333,-0.156,0.609,0.481,0.421,-0.057,-0.220,0.328,-0.248,0.349,-0.285,0.349
534.457,1.060,0.800,0.689,-0.215,0.518,-0.195,-0.152,0.342,-0.191,0.363,-0.258,0.349
534.468,1.279,0.184,0.230,0.139,0.456,-0.188,-0.103,0.268,-0.165,0.345,-0.226,0.342
534.479,1.571,-0.469,-0.226,0.146,0.408,-0.237,-0.067,0.229,-0.133,0.318,-0.187,0.324
534.490,0.570,-0.470,-0.613,-0.108,0.291,-0.273,-0.100,0.241,-0.121,0.292,-0.157,0.306
534.501,0.460,-0.537,0.014,-1.373,0.394,-0.543,-0.103,0.197,-0.107,0.270,-0.143,0.290
534.512,1.142,-0.113,0.238,-1.206,0.477,-0.577,-0.046,0.092,-0.075,0.246,-0.125,0.258
534.523,1.329,-0.542,0.320,-0.657,0.557,-0.481,0.022,0.009,-0.037,0.177,-0.094,0.212
534.534,1.704,0.193,-0.046,0.095,0.520,-0.340,0.064,0.084,0.025,0.182,-0.056,0.187
534.545,1.627,0.719,0.015,0.260,0.558,-0.289,0.057,0.135,0.046,0.187,-0.030,0.179
534.556,1.869,0.745,-0.142,0.683,0.550,-0.186,0.089,0.127,0.073,0.176,-0.008,0.174
534.567,0.696,-0.208,-0.644,1.533,0.429,-0.089,0.036,0.151,0.038,0.128,0.003,0.170
534.578,0.592,-0.594,-0.369,1.966,0.497,0.054,-0.003,0.293,0.044,0.161,0.004,0.197
534.589,0.928,-1.333,-0.296,2.038,0.532,0.168,-0.018,0.370,0.028,0.188,-0.007,0.230
534.600,0.051,-1.098,-0.348,1.368,0.529,-0.016,-0.062,0.496,-0.028,0.245,-0.014,0.278
534.611,-0.475,-0.942,-0.484,1.589,0.468,-0.170,-0.115,0.517,-0.046,0.284,-0.031,0.329
534.622,-1.201,-0.558,-0.582,0.972,0.439,-0.295,-0.152,0.525,-0.084,0.330,-0.057,0.372
534.633,1.587,0.382,0.323,1.020,0.793,-0.378,-0.102,0.637,-0.030,0.418,-0.072,0.435
534.644,1.450,0.138,-0.113,-0.466,0.953,-0.375,-0.051,0.639,-0.043,0.440,-0.072,0.489
534.655,1.911,0.072,-0.509,0.550,0.811,-0.134,0.026,0.617,0.001,0.467,-0.043,0.534
534.666,0.063,-0.639,-0.709,-0.577,0.511,-0.828,-0.070,0.434,-0.051,0.450,-0.043,0.538
534.677,-1.128,-0.970,-0.455,1.689,0.780,-0.367,-0.166,0.430,-0.086,0.417,-0.066,0.531
534.688,-0.114,-0.015,0.407,1.362,0.835,-0.420,-0.151,0.588,-0.119,0.485,-0.096,0.552
534.699,1.020,-3.754,-0.267,1.787,0.846,-0.037,0.034,0.536,0.002,0.433,-0.071,0.572
534.710,-0.646,-4.867,-1.061,-0.324,0.816,-0.367,-0.019,0.564,-0.030,0.412,-0.062,0.572
534.721,-0.936,-3.766,-0.524,-2.926,0.368,-1.105,-0.085,0.393,-0.047,0.438,-0.079,0.539
534.732,-1.300,-4.673,-1.589,0.159,0.134,-0.976,-0.161,0.278,-0.081,0.351,-0.110,0.490
534.743,-3.115,-6.580,-1.316,-0.258,0.252,-0.884,-0.327,0.131,-0.190,0.234,-0.162,0.420
534.754,0.511,-5.378,-0.037,-3.969,-0.117,-0.856,-0.265,-0.056,-0.132,0.186,-0.213,0.322
534.765,4.188,-9.400,-0.903,2.181,0.194,0.169,-0.150,-0.357,-0.027,-0.053,-0.215,0.187
534.776,8.174,-10.232,-2.075,2.160,-0.034,-0.984,-0.073,-0.308,0.043,-0.207,-0.194,0.054
534.788,9.638,-16.129,0.355,1.757,-0.194,-1.049,0.028,-0.475,0.151,-0.472,-0.124,-0.071
534.799,10.776,-20.188,1.514,-1.377,0.128,-1.757,0.228,-0.702,0.248,-0.707,-0.031,-0.238
534.811,17.940,-21.931,0.692,-1.969,0.659,-2.562,0.636,-1.062,0.610,-0.918,0.120,-0.453
534.822,22.287,-26.011,0.879,-0.727,0.495,-2.938,1.052,-1.397,0.959,-1.270,0.350,-0.702
534.834,29.490,-28.067,-1.797,0.311,-0.569,-2.809,1.404,-1.736,1.347,-1.572,0.603,-0.977
534.845,38.697,-31.637,-4.292,3.952,-0.245,-2.833,1.791,-1.883,1.934,-1.912,0.932,-1.236
534.856,44.168,-34.831,-3.785,4.209,0.502,-3.022,2.021,-2.084,2.275,-2.233,1.251,-1.484
534.868,51.552,-36.153,-1.796,2.246,1.813,-2.605,2.490,-2.236,2.806,-2.498,1.624,-1.718
534.880,60.207,-29.561,-0.267,-1.178,2.617,-2.180,3.225,-2.222,3.452,-2.397,2.065,-1.893
534.891,56.523,-24.357,-2.888,0.139,2.866,-1.671,3.523,-2.297,3.767,-2.323,2.509,-2.018
534.903,47.683,-17.831,-1.092,3.243,3.256,-0.510,3.483,-2.141,3.741,-2.219,2.834,-2.083
534.914,40.968,-5.504,0.614,2.000,4.063,0.007,3.569,-1.628,3.727,-1.814,3.069,-2.017
534.926,27.952,5.946,-0.466,-5.684,3.670,0.036,3.395,-1.317,3.450,-1.301,3.198,-1.840
534.937,15.352,16.391,-1.363,-6.221,2.871,0.433,2.965,-1.144,3.031,-0.833,3.183,-1.624
534.948,2.450,26.381,0.199,-4.585,3.598,1.332,2.425,-0.853,2.477,-0.374,3.021,-1.365
534.960,-9.234,40.676,3.671,-1.705,3.898,1.763,2.063,-0.169,1.953,0.340,2.769,-1.001
534.971,-21.142,53.722,2.854,-0.529,2.649,2.627,1.564,0.693,1.313,1.127,2.426,-0.501
534.983,-36.977,65.577,0.781,1.495,0.815,4.159,0.753,1.702,0.472,1.996,1.966,0.136
534.994,-49.929,76.176,-3.822,2.917,-1.560,5.469,-0.245,2.827,-0.389,2.927,1.363,0.893
535.006,-62.363,87.908,-5.055,3.247,-2.913,6.307,-1.452,4.112,-1.366,4.059,0.600,1.790
535.017,-69.224,101.263,-4.215,3.540,-3.659,7.313,-2.520,5.502,-2.260,5.317,-0.266,2.797
535.028,-81.474,106.758,-4.179,3.573,-4.670,8.530,-3.787,6.763,-3.432,6.442,-1.233,3.892
535.040,-91.768,112.887,-3.937,1.052,-5.881,8.801,-5.067,7.982,-4.641,7.651,-2.304,5.017
535.051,-102.199,111.637,-3.353,-4.804,-7.129,8.635,-6.447,8.658,-5.976,8.553,-3.454,6.058
535.063,-105.108,106.687,-2.331,-10.112,-7.450,7.633,-7.526,8.862,-7.090,9.209,-4.621,6.914
535.074,-98.622,94.717,-1.810,-7.167,-7.457,8.027,-8.150,8.778,-7.763,9.445,-5.688,7.542
535.086,-93.127,76.099,-1.101,-4.558,-8.063,8.359,-8.703,8.417,-8.395,9.190,-6.607,7.881
535.097,-79.850,56.263,-1.934,-5.367,-8.701,6.946,-8.898,7.840,-8.689,8.635,-7.349,7.951
535.109,-64.380,35.028,-7.906,-5.139,-9.752,6.035,-9.051,6.955,-8.713,7.802,-7.903,7.765
535.121,-47.389,18.192,-7.596,-6.807,-9.375,5.688,-9.146,6.030,-8.551,6.889,-8.296,7.348
535.132,-32.337,1.944,-6.914,-12.661,-8.896,3.163,-9.048,4.745,-8.323,5.861,-8.543,6.725
535.144,-14.846,-13.665,-6.865,-14.468,-8.572,1.127,-8.625,3.197,-7.797,4.662,-8.607,5.873
535.155,3.039,-27.873,-4.094,-16.097,-7.698,-0.515,-8.045,1.505,-7.226,3.266,-8.500,4.793
535.167,21.332,-42.254,-2.961,-14.318,-6.858,-2.124,-7.145,-0.287,-6.508,1.681,-8.189,3.525
535.178,40.682,-55.675,-5.811,-9.127,-6.373,-2.814,-6.067,-1.963,-5.486,-0.038,-7.651,2.127
535.190,55.128,-66.839,-4.725,-0.147,-4.908,-2.947,-5.151,-3.229,-4.526,-1.712,-6.969,0.708
535.201,64.499,-73.345,0.119,5.533,-2.671,-3.116,-4.049,-4.069,-3.614,-3.195,-6.170,-0.635
535.213,75.080,-76.919,2.051,6.798,-1.030,-3.811,-2.732,-4.623,-2.591,-4.383,-5.256,-1.805
535.224,85.345,-78.875,4.653,10.315,0.645,-3.972,-1.195,-4.943,-1.391,-5.332,-4.191,-2.797
535.236,94.086,-76.711,5.960,14.649,2.187,-3.630,0.419,-4.909,-0.113,-5.948,-3.001,-3.572
535.247,101.017,-72.844,5.222,14.582,3.537,-3.420,1.961,-4.715,1.205,-6.280,-1.718,-4.114
535.259,105.552,-66.299,3.568,13.885,4.616,-2.952,3.389,-4.309,2.509,-6.304,-0.393,-4.432
535.270,109.198,-56.198,1.806,11.597,5.531,-2.831,4.667,-3.802,3.776,-6.031,0.938,-4.551
535.282,110.848,-44.435,-1.497,5.964,6.199,-3.131,5.675,-3.401,4.932,-5.523,2.200,-4.496
535.294,113.254,-30.138,-3.219,3.324,7.129,-3.283,6.557,-3.055,6.034,-4.901,3.373,-4.333
535.305,113.776,-17.496,-7.876,1.680,8.249,-3.350,7.126,-2.706,6.931,-4.239,4.391,-4.059
535.316,111.448,-1.439,-10.521,1.798,8.371,-2.833,7.314,-2.178,7.541,-3.455,5.222,-3.703
535.327,102.142,11.842,-7.957,0.733,10.037,-3.116,7.241,-1.566,7.771,-2.623,5.860,-3.241
535.338,91.071,25.459,-1.565,1.023,10.825,-2.532,7.299,-0.945,7.793,-1.773,6.329,-2.708
535.349,82.520,38.117,2.085,6.964,11.100,-1.629,7.615,-0.053,7.831,-0.880,6.695,-2.072
535.360,71.005,49.336,2.828,8.814,11.229,-0.024,7.776,1.199,7.718,0.141,6.989,-1.284
535.371,55.627,65.349,2.914,-1.896,10.888,-0.899,7.716,2.441,7.425,1.480,7.177,-0.361
535.382,39.981,81.363,1.748,-11.504,11.079,-0.958,7.513,3.115,7.090,2.847,7.240,0.585
535.393,26.590,92.445,0.188,-8.782,10.344,0.257,7.112,3.628,6.658,3.953,7.153,1.482
535.405,10.951,100.011,-0.105,-6.672,9.515,1.243,6.468,4.286,6.031,4.892,6.915,2.326
535.416,-6.185,108.450,-0.357,-11.313,8.458,1.444,5.553,4.935,5.133,5.807,6.491,3.118
535.427,-21.111,112.641,-1.222,-12.470,7.226,1.088,4.569,5.387,4.195,6.596,5.910,3.879
535.438,-33.544,112.631,-2.239,-10.532,6.375,1.927,3.579,5.593,3.302,7.080,5.220,4.510
535.449,-46.265,107.135,-3.400,-7.823,5.294,2.687,2.404,5.831,2.237,7.289,4.393,5.018
535.460,-57.819,100.172,-4.638,-10.082,3.605,2.260,1.028,5.880,1.015,7.393,3.427,5.419
535.471,-65.625,91.394,-6.040,-7.777,2.195,2.917,-0.267,5.728,-0.117,7.291,2.376,5.673
535.482,-71.028,79.185,-8.203,-3.931,0.972,3.340,-1.581,5.640,-1.230,6.959,1.270,5.804
535.493,-79.911,63.365,-9.131,-4.090,-0.994,2.005,-3.162,5.313,-2.564,6.446,0.073,5.803
535.505,-86.133,46.857,-7.455,-0.147,-2.041,2.439,-4.599,4.889,-3.896,5.775,-1.196,5.663
535.516,-89.618,31.771,-8.350,1.204,-3.272,2.351,-5.953,4.538,-5.172,5.070,-2.475,5.420
535.527,-97.544,13.530,-5.386,1.791,-3.239,2.471,-7.416,3.942,-6.603,4.207,-3.787,5.076
535.538,-99.438,-2.362,-2.071,3.162,-3.869,2.143,-8.448,3.320,-7.845,3.323,-5.093,4.617
