R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
243.783,-22.479,-11.937,6.735,11.061,11.035,11.687,4.089,4.470,4.890
243.793,-5.877,-11.276,7.346,10.919,10.845,11.472,4.168,4.424,4.817
243.803,-11.004,-12.674,8.155,10.763,10.622,11.263,4.273,4.357,4.759
243.814,-18.450,-16.445,9.325,10.559,10.324,11.035,4.386,4.226,4.696
243.824,-26.751,-15.684,10.056,10.448,10.159,10.811,4.529,4.240,4.647
243.835,-22.601,-16.404,10.606,10.245,9.924,10.580,4.550,4.191,4.600
243.845,-20.281,-16.073,10.779,10.073,9.759,10.363,4.537,4.214,4.568
243.855,-9.783,-16.639,10.781,9.826,9.519,10.133,4.450,4.161,4.523
243.865,-6.609,-13.871,11.096,9.727,9.389,9.925,4.576,4.218,4.501
243.876,-1.726,-10.391,11.124,9.665,9.322,9.753,4.690,4.339,4.515
243.886,12.678,-9.517,11.019,9.474,9.155,9.586,4.626,4.357,4.532
243.896,16.340,-7.537,11.028,9.343,9.036,9.436,4.645,4.419,4.564
243.906,-10.027,-11.241,11.224,9.093,8.752,9.276,4.621,4.318,4.586
243.917,-4.778,-11.671,11.224,8.897,8.551,9.101,4.600,4.301,4.593
243.927,-2.459,-10.656,10.969,8.727,8.390,8.933,4.579,4.319,4.602
243.937,4.010,-7.998,10.971,8.625,8.288,8.785,4.641,4.393,4.629
243.948,6.940,-5.372,11.054,8.535,8.198,8.661,4.708,4.479,4.679
243.958,-21.014,-10.018,10.663,8.230,7.946,8.533,4.471,4.397,4.720
243.968,-18.206,-11.775,10.588,8.018,7.744,8.373,4.398,4.363,4.726
243.979,-16.131,-13.145,10.381,7.746,7.507,8.189,4.222,4.292,4.706
243.989,-9.783,-13.317,10.062,7.457,7.293,7.996,3.960,4.242,4.673
244.000,-10.638,-14.271,9.926,7.224,7.085,7.804,3.834,4.194,4.637
244.010,-9.783,-16.602,10.052,6.986,6.830,7.590,3.782,4.100,4.581
244.021,-26.751,-19.795,10.105,6.685,6.530,7.352,3.637,3.961,4.500
244.032,-33.465,-21.696,10.111,6.409,6.258,7.093,3.509,3.852,4.399
244.043,-31.268,-23.301,9.995,6.080,5.956,6.805,3.295,3.714,4.271
244.054,-27.118,-26.024,9.910,5.621,5.530,6.475,2.939,3.452,4.100
244.065,-12.835,-23.502,9.895,5.312,5.235,6.150,2.771,3.322,3.935
244.076,-29.315,-22.408,9.925,5.089,5.005,5.864,2.723,3.257,3.809
244.087,-37.250,-22.414,9.682,4.818,4.769,5.596,2.549,3.182,3.699
244.098,-48.725,-25.647,9.576,4.499,4.462,5.318,2.369,3.032,3.575
244.108,-40.912,-24.695,9.464,4.255,4.232,5.039,2.285,2.980,3.470
244.119,-36.761,-26.464,9.741,4.014,3.964,4.763,2.273,2.894,3.370
244.130,-49.213,-26.101,10.033,3.808,3.730,4.468,2.308,2.849,3.263
244.141,-38.226,-27.571,9.960,3.465,3.400,4.151,2.135,2.709,3.133
244.152,-32.733,-28.433,9.796,3.109,3.059,3.829,1.939,2.554,2.994
244.164,-6.975,-25.063,9.811,2.893,2.835,3.519,1.928,2.514,2.866
244.175,-37.006,-27.392,10.208,2.599,2.502,3.221,1.894,2.371,2.756
244.186,-28.216,-27.452,10.832,2.320,2.191,2.917,1.868,2.259,2.648
244.196,-49.823,-30.696,11.861,2.084,1.888,2.643,1.955,2.163,2.579
244.207,-37.860,-31.298,12.867,1.899,1.620,2.355,2.134,2.120,2.513
244.217,-52.387,-34.424,13.291,1.596,1.276,2.055,2.129,2.010,2.444
244.228,-49.335,-37.805,13.612,1.246,0.909,1.726,2.035,1.881,2.351
244.238,-47.870,-40.293,13.821,0.854,0.516,1.367,1.877,1.733,2.231
244.249,-55.317,-45.814,13.998,0.333,0.000,0.960,1.585,1.466,2.068
244.259,-54.706,-47.264,13.829,-0.200,-0.482,0.521,1.202,1.232,1.873
244.270,-55.927,-48.336,13.767,-0.670,-0.913,0.085,0.903,1.049,1.679
244.281,-53.974,-51.072,13.636,-1.215,-1.424,-0.390,0.542,0.791,1.450
244.293,-37.372,-48.991,13.744,-1.663,-1.889,-0.908,0.376,0.581,1.182
244.303,-37.860,-46.170,13.950,-2.004,-2.243,-1.358,0.264,0.438,0.940
244.314,-31.878,-45.174,13.942,-2.402,-2.627,-1.791,0.047,0.268,0.719
244.325,-36.273,-43.382,14.311,-2.793,-3.034,-2.235,-0.102,0.080,0.491
244.336,-48.114,-42.792,14.430,-3.111,-3.367,-2.633,-0.178,-0.031,0.314
244.347,-51.166,-44.464,14.272,-3.592,-3.819,-3.051,-0.495,-0.262,0.117
244.358,-56.293,-47.851,14.103,-4.173,-4.368,-3.498,-0.917,-0.588,-0.109
244.369,-75.703,-53.543,13.860,-4.846,-5.007,-3.986,-1.432,-1.006,-0.378
244.380,-62.519,-57.073,13.685,-5.520,-5.656,-4.530,-1.932,-1.433,-0.706
244.391,-70.576,-62.072,13.653,-6.267,-6.382,-5.118,-2.494,-1.936,-1.077
244.402,-85.835,-66.737,13.575,-7.051,-7.144,-5.761,-3.089,-2.471,-1.501
244.413,-85.469,-70.933,13.580,-7.806,-7.899,-6.433,-3.610,-2.993,-1.948
244.424,-94.869,-77.557,13.429,-8.733,-8.810,-7.168,-4.326,-3.667,-2.457
244.435,-89.497,-82.190,13.319,-9.658,-9.696,-7.948,-5.078,-4.310,-3.007
244.446,-73.262,-86.516,13.296,-10.626,-10.636,-8.784,-5.841,-5.003,-3.607
244.457,-84.492,-88.314,13.378,-11.496,-11.519,-9.637,-6.431,-5.632,-4.220
244.469,-93.770,-90.374,13.412,-12.396,-12.422,-10.507,-7.061,-6.274,-4.843
244.479,-114.156,-90.340,13.355,-13.212,-13.222,-11.349,-7.640,-6.811,-5.435
244.490,-107.320,-93.386,13.146,-14.154,-14.144,-12.232,-8.343,-7.466,-6.062
244.501,-118.673,-95.075,12.960,-15.108,-15.081,-13.129,-9.051,-8.132,-6.701
244.512,-80.830,-96.117,13.073,-16.051,-16.029,-14.045,-9.703,-8.803,-7.354
244.523,-85.225,-94.545,13.425,-16.876,-16.890,-14.944,-10.171,-9.380,-7.982
244.534,-78.999,-93.440,13.828,-17.675,-17.723,-15.823,-10.611,-9.919,-8.577
244.545,-100.606,-93.235,14.024,-18.432,-18.502,-16.655,-11.029,-10.397,-9.119
244.556,-106.710,-96.672,13.819,-19.352,-19.395,-17.508,-11.689,-10.986,-9.678
244.567,-100.362,-95.277,13.606,-20.194,-20.201,-18.360,-12.288,-11.488,-10.237
244.578,-121.969,-98.637,13.585,-21.129,-21.121,-19.212,-12.936,-12.100,-10.790
244.589,-109.273,-100.880,13.384,-22.084,-22.052,-20.085,-13.617,-12.721,-11.363
244.599,-99.996,-101.138,13.189,-23.004,-22.943,-20.973,-14.270,-13.299,-11.949
244.610,-94.502,-100.252,12.919,-23.891,-23.796,-21.879,-14.897,-13.838,-12.552
244.622,-85.591,-97.123,12.736,-24.702,-24.592,-22.775,-15.408,-14.320,-13.143
244.633,-107.686,-97.504,13.030,-25.504,-25.420,-23.622,-15.839,-14.830,-13.679
244.644,-105.611,-98.116,13.347,-26.313,-26.261,-24.468,-16.258,-15.346,-14.207
244.655,-75.337,-94.018,13.348,-27.048,-26.988,-25.301,-16.669,-15.742,-14.717
244.666,-86.446,-93.650,13.089,-27.877,-27.773,-26.099,-17.240,-16.197,-15.191
244.677,-73.506,-89.918,12.957,-28.511,-28.396,-26.843,-17.557,-16.494,-15.613
244.688,-103.048,-88.138,13.012,-29.119,-29.003,-27.532,-17.832,-16.775,-15.978
244.698,-96.333,-87.255,13.027,-29.701,-29.578,-28.148,-18.089,-17.024,-16.270
244.709,-95.723,-88.236,12.787,-30.414,-30.271,-28.844,-18.423,-17.317,-16.570
244.720,-81.074,-87.430,12.568,-31.106,-30.939,-29.545,-18.826,-17.662,-16.949
244.732,-64.960,-83.653,12.325,-31.678,-31.471,-30.208,-19.137,-17.874,-17.293
244.743,-72.895,-82.219,12.232,-32.209,-31.997,-30.829,-19.347,-18.084,-17.596
244.754,-91.817,-81.760,12.110,-32.800,-32.569,-31.447,-19.642,-18.341,-17.897
244.765,-85.957,-79.010,11.788,-33.323,-33.063,-32.049,-19.892,-18.523,-18.184
244.776,-63.129,-75.535,11.440,-33.855,-33.555,-32.619,-20.176,-18.710,-18.444
244.787,-35.907,-68.991,11.081,-34.207,-33.869,-33.120,-20.281,-18.726,-18.641
244.798,-43.842,-63.177,11.165,-34.445,-34.107,-33.542,-20.208,-18.672,-18.763
244.809,-67.890,-60.612,11.355,-34.689,-34.369,-33.911,-20.114,-18.645,-18.833
244.820,-59.101,-57.818,11.334,-34.914,-34.589,-34.242,-20.046,-18.578,-18.865
244.831,-50.556,-53.190,11.153,-35.128,-34.772,-34.550,-20.018,-18.479,-18.880
244.842,-37.006,-48.233,10.998,-35.244,-34.883,-34.795,-19.851,-18.316,-18.837
244.853,-23.944,-43.538,11.013,-35.298,-34.928,-34.983,-19.635,-18.094,-18.743
244.865,-40.790,-41.686,11.125,-35.422,-35.064,-35.143,-19.459,-17.967,-18.625
244.876,-24.310,-38.260,10.990,-35.476,-35.104,-35.266,-19.265,-17.751,-18.474
244.887,-17.474,-32.415,10.834,-35.374,-34.985,-35.322,-18.931,-17.384,-18.265
244.898,0.348,-25.094,10.916,-35.131,-34.750,-35.307,-18.417,-16.912,-17.993
244.909,-17.718,-19.242,10.982,-34.861,-34.478,-35.219,-17.904,-16.411,-17.654
244.920,-27.118,-17.473,10.995,-34.671,-34.293,-35.086,-17.469,-16.003,-17.275
244.931,10.847,-13.182,10.830,-34.421,-34.023,-34.930,-17.028,-15.521,-16.883
244.942,12.800,-8.997,10.488,-34.159,-33.700,-34.728,-16.654,-15.000,-16.458
244.953,-9.051,-4.587,10.119,-33.829,-33.324,-34.476,-16.201,-14.439,-15.996
244.964,-9.905,-1.152,9.795,-33.463,-32.920,-34.180,-15.711,-13.866,-15.504
244.976,-2.581,0.029,9.595,-33.131,-32.562,-33.861,-15.247,-13.350,-15.001
244.987,18.659,2.094,9.341,-32.795,-32.200,-33.541,-14.786,-12.842,-14.509
244.998,28.547,6.230,9.064,-32.379,-31.737,-33.188,-14.297,-12.248,-13.997
245.009,6.330,8.514,8.978,-31.936,-31.278,-32.794,-13.736,-11.668,-13.454
245.020,4.743,12.032,8.804,-31.392,-30.727,-32.361,-13.068,-11.009,-12.884
245.031,7.428,15.177,8.425,-30.882,-30.170,-31.897,-12.524,-10.356,-12.296
245.042,31.721,18.783,8.032,-30.374,-29.595,-31.412,-12.023,-9.702,-11.702
245.053,42.586,22.080,7.846,-29.833,-29.034,-30.900,-11.423,-9.075,-11.095
245.064,37.703,28.387,8.030,-29.040,-28.263,-30.319,-10.508,-8.249,-10.428
245.075,30.256,32.625,8.263,-28.255,-27.502,-29.684,-9.608,-7.441,-9.713
245.086,35.628,34.838,8.182,-27.502,-26.736,-29.014,-8.814,-6.639,-8.975
245.097,37.215,35.185,7.592,-26.938,-26.076,-28.368,-8.370,-5.958,-8.275
245.108,50.154,38.130,7.599,-26.205,-25.296,-27.686,-7.680,-5.169,-7.552
245.119,45.393,39.975,7.004,-25.559,-24.565,-26.990,-7.156,-4.447,-6.832
245.130,47.225,42.872,6.803,-24.798,-23.773,-26.262,-6.437,-3.679,-6.096
245.141,50.154,45.669,6.638,-24.043,-22.978,-25.519,-5.754,-2.922,-5.358
245.152,37.459,47.325,6.492,-23.290,-22.177,-24.753,-5.097,-2.173,-4.612
245.163,50.887,51.582,6.285,-22.408,-21.253,-23.955,-4.312,-1.314,-3.846
245.175,78.109,56.167,6.112,-21.479,-20.312,-23.126,-3.443,-0.450,-3.061
245.186,75.424,59.595,6.026,-20.582,-19.412,-22.271,-2.599,0.361,-2.261
245.197,76.889,64.314,6.024,-19.648,-18.474,-21.383,-1.732,1.201,-1.437
245.208,61.263,63.860,6.066,-18.764,-17.597,-20.453,-0.908,1.971,-0.583
245.219,85.068,70.669,6.228,-17.570,-16.436,-19.424,0.245,2.988,0.343
245.231,82.626,71.999,6.021,-16.498,-15.350,-18.312,1.156,3.891,1.318
245.242,72.250,73.163,5.530,-15.463,-14.250,-17.192,1.921,4.783,2.276
245.253,80.185,73.605,4.917,-14.550,-13.263,-16.204,2.555,5.575,3.105
245.263,71.395,70.338,5.118,-13.571,-12.314,-15.213,3.420,6.313,3.922
245.275,63.583,66.356,4.934,-12.712,-11.435,-14.205,4.068,6.976,4.745
245.285,63.460,64.541,5.578,-11.873,-10.688,-13.387,4.921,7.541,5.406
245.296,58.089,66.856,5.922,-10.959,-9.802,-12.534,5.734,8.243,6.100
245.306,90.805,73.230,4.998,-10.065,-8.778,-11.660,6.229,9.070,6.801
245.316,80.062,77.663,4.954,-9.043,-7.739,-10.733,7.041,9.893,7.538
245.327,91.660,81.246,4.864,-8.071,-6.723,-9.783,7.750,10.690,8.296
245.337,83.114,81.767,4.970,-7.104,-5.772,-8.820,8.549,11.408,9.052
245.348,84.701,83.812,5.031,-6.037,-4.735,-7.816,9.464,12.208,9.845
245.358,83.481,83.375,4.828,-5.068,-3.751,-6.807,10.190,12.942,10.629
245.369,72.128,81.617,4.875,-4.106,-2.809,-5.800,10.962,13.627,11.402
245.380,77.865,78.976,4.641,-3.254,-1.933,-4.830,11.537,14.238,12.129
245.391,61.507,75.278,4.608,-2.428,-1.108,-3.883,12.122,14.790,12.823
245.402,56.991,70.875,4.539,-1.690,-0.360,-3.006,12.595,15.260,13.441
245.412,52.718,66.724,4.499,-1.033,0.301,-2.224,12.994,15.643,13.959
245.422,49.788,62.587,4.413,-0.430,0.913,-1.491,13.326,15.971,14.422
245.433,52.352,59.427,4.361,0.202,1.546,-0.754,13.701,16.316,14.884
245.444,41.365,53.157,4.259,0.685,2.039,-0.079,13.904,16.518,15.277
245.455,36.360,48.466,4.196,1.144,2.500,0.527,14.100,16.688,15.601
245.466,30.256,43.170,4.034,1.516,2.894,1.080,14.168,16.788,15.866
245.477,17.683,37.082,3.995,1.826,3.205,1.570,14.213,16.807,16.066
245.488,30.012,34.280,3.750,2.129,3.533,2.000,14.205,16.842,16.205
245.499,11.945,29.736,3.885,2.416,3.787,2.392,14.289,16.805,16.307
245.511,17.439,24.785,3.623,2.595,3.983,2.729,14.176,16.712,16.353
245.522,5.841,20.181,3.643,2.733,4.101,3.003,14.091,16.543,16.336
245.533,8.405,16.162,3.574,2.840,4.220,3.238,13.919,16.381,16.284
245.544,5.964,11.578,3.495,2.822,4.240,3.412,13.583,16.121,16.171
245.555,-2.459,7.205,3.559,2.823,4.242,3.542,13.337,15.851,16.020
245.566,-9.295,2.882,3.252,2.710,4.213,3.626,12.835,15.553,15.824
245.577,-15.643,-1.353,3.360,2.605,4.114,3.657,12.484,15.190,15.580
245.588,-11.370,-5.297,3.113,2.484,4.016,3.649,12.094,14.834,15.301
245.599,-24.554,-9.619,3.189,2.305,3.826,3.588,11.710,14.391,14.974
245.610,-12.102,-12.540,3.186,2.104,3.651,3.489,11.247,13.973,14.616
245.622,-29.193,-16.185,2.908,1.842,3.433,3.357,10.701,13.515,14.229
245.633,-29.925,-19.622,3.432,1.599,3.154,3.183,10.320,13.006,13.809
245.644,-26.995,-22.174,2.944,1.274,2.900,2.984,9.681,12.533,13.374
245.655,-31.756,-24.085,2.527,0.922,2.606,2.752,9.041,12.018,12.903
245.666,-38.226,-28.229,3.270,0.593,2.224,2.491,8.628,11.430,12.419
245.677,-27.972,-29.651,2.718,0.231,1.908,2.204,8.018,10.916,11.914
245.688,-34.198,-30.405,2.349,-0.284,1.592,1.906,6.992,10.402,11.399
245.699,-26.873,-28.105,2.778,-0.629,1.348,1.611,6.326,9.970,10.898
245.710,-16.863,-25.182,2.373,-0.854,1.190,1.357,5.845,9.630,10.446
245.722,-13.689,-24.100,2.228,-1.075,0.988,1.122,5.456,9.247,10.014
245.733,-23.822,-23.488,2.268,-1.259,0.790,0.900,5.170,8.874,9.604
245.744,-26.507,-23.226,2.366,-1.496,0.572,0.682,4.773,8.489,9.204
245.755,-26.385,-24.677,1.890,-1.836,0.325,0.460,4.155,8.079,8.804
245.766,-32.367,-26.355,1.874,-2.180,0.027,0.216,3.617,7.620,8.384
245.777,-29.437,-26.332,2.320,-2.498,-0.211,-0.027,3.063,7.231,7.977
245.788,-9.173,-23.683,1.745,-2.883,-0.385,-0.266,2.223,6.910,7.577
245.799,2.301,-17.846,1.633,-2.944,-0.402,-0.449,1.995,6.745,7.234
245.810,0.592,-12.491,1.991,-2.895,-0.383,-0.568,2.014,6.622,6.964
245.821,-17.230,-11.101,1.812,-2.899,-0.393,-0.641,1.936,6.473,6.743
245.832,-3.801,-9.241,1.313,-2.942,-0.409,-0.707,1.761,6.316,6.528
245.843,13.898,-3.312,1.305,-2.783,-0.256,-0.726,1.842,6.327,6.363
245.854,13.288,2.515,1.532,-2.566,-0.051,-0.679,1.994,6.393,6.267
245.866,21.467,8.052,1.626,-2.309,0.191,-0.572,2.191,6.497,6.233
245.877,40.266,16.241,1.140,-1.956,0.593,-0.391,2.366,6.757,6.273
245.888,44.295,24.431,0.806,-1.493,1.078,-0.123,2.693,7.092,6.393
245.899,23.298,28.189,0.889,-1.018,1.513,0.209,3.132,7.372,6.577
245.910,12.189,26.816,0.973,-0.658,1.844,0.554,3.434,7.546,6.772
245.921,29.890,25.326,0.819,-0.351,2.125,0.873,3.675,7.671,6.940
245.932,42.342,27.526,0.754,-0.023,2.462,1.185,3.874,7.850,7.098
245.943,31.355,30.579,0.979,0.453,2.895,1.540,4.308,8.123,7.299
245.954,33.064,30.602,0.950,0.831,3.246,1.907,4.613,8.314,7.510
245.965,59.920,35.070,0.347,1.236,3.722,2.283,4.771,8.624,7.726
245.976,35.139,36.823,0.413,1.684,4.173,2.699,5.080,8.904,7.976
245.987,25.740,35.774,1.176,2.080,4.538,3.113,5.403,9.100,8.230
245.998,29.402,35.072,1.052,2.446,4.919,3.521,5.615,9.317,8.478
246.009,27.204,32.788,0.231,2.656,5.227,3.902,5.525,9.453,8.691
246.020,21.711,30.530,0.358,2.931,5.505,4.252,5.659,9.554,8.869
246.031,37.703,32.240,0.785,3.312,5.880,4.598,5.921,9.757,9.046
246.043,-8.074,25.989,0.734,3.502,6.074,4.936,5.971,9.780,9.216
246.054,7.795,20.315,-0.066,3.480,6.140,5.178,5.665,9.671,9.283
246.065,17.194,18.218,-0.280,3.616,6.294,5.380,5.633,9.648,9.306
246.076,14.753,14.720,0.101,3.713,6.347,5.543,5.674,9.527,9.293
246.087,-6.609,12.073,0.575,3.811,6.399,5.681,5.722,9.414,9.262
246.098,7.062,8.116,0.426,3.753,6.362,5.772,5.504,9.216,9.187
246.109,11.823,10.498,-0.687,3.824,6.537,5.865,5.268,9.222,9.108
246.120,5.841,6.087,-0.955,3.726,6.479,5.931,4.969,8.992,8.996
246.131,-1.482,5.307,-0.339,3.773,6.493,5.976,4.947,8.841,8.871
246.142,-30.902,-3.792,0.547,3.576,6.214,5.964,4.779,8.414,8.702
246.152,-1.604,-5.661,0.372,3.467,6.097,5.897,4.578,8.158,8.486
246.163,-16.131,-9.162,0.251,3.285,5.917,5.804,4.287,7.840,8.245
246.174,-18.572,-13.668,0.667,3.047,5.632,5.659,4.033,7.426,7.959
246.185,-19.427,-13.553,0.830,2.939,5.492,5.506,3.887,7.166,7.674
246.196,-22.601,-16.159,1.167,2.720,5.241,5.334,3.638,6.802,7.377
246.207,-11.980,-12.851,1.328,2.663,5.188,5.178,3.494,6.643,7.105
246.218,-6.731,-11.750,0.934,2.447,5.066,5.035,3.042,6.416,6.846
246.229,-26.507,-14.383,0.130,2.121,4.868,4.890,2.419,6.111,6.582
246.240,-6.609,-13.531,-0.279,1.901,4.699,4.720,2.037,5.832,6.292
246.251,-20.281,-16.838,-0.087,1.654,4.456,4.546,1.714,5.483,6.002
246.262,-22.112,-17.509,0.198,1.427,4.198,4.345,1.475,5.129,5.692
246.273,-7.952,-16.782,0.707,1.247,3.984,4.145,1.299,4.829,5.393
246.284,-49.213,-22.068,0.934,0.909,3.612,3.931,0.971,4.378,5.089
246.295,-18.328,-21.104,0.743,0.669,3.395,3.692,0.648,4.089,4.764
246.306,-6.609,-19.933,0.018,0.370,3.165,3.453,0.189,3.783,4.437
246.317,-22.479,-19.539,-0.380,0.162,3.005,3.245,-0.148,3.545,4.139
246.328,-7.464,-17.250,-0.420,0.008,2.844,3.041,-0.334,3.310,3.849
246.339,-24.676,-18.639,-0.600,-0.225,2.631,2.853,-0.645,3.024,3.576
246.350,-13.445,-16.770,-0.313,-0.346,2.477,2.661,-0.748,2.802,3.307
246.361,-10.027,-18.207,0.275,-0.561,2.229,2.468,-0.935,2.495,3.044
246.371,-28.704,-15.726,0.547,-0.641,2.123,2.301,-0.996,2.338,2.816
246.382,-0.261,-12.936,-0.343,-0.794,2.054,2.154,-1.315,2.217,2.608
246.393,4.621,-9.108,-0.735,-0.833,2.062,2.044,-1.465,2.165,2.430
246.404,1.813,-6.420,-0.862,-0.829,2.061,1.966,-1.482,2.102,2.286
246.415,2.790,-5.025,-0.814,-0.843,2.036,1.910,-1.511,2.020,2.165
246.425,-0.261,-4.786,-0.196,-0.810,2.008,1.866,-1.400,1.937,2.062
246.436,-21.624,-7.909,0.757,-0.886,1.858,1.811,-1.370,1.745,1.959
246.447,-9.661,-5.237,0.882,-0.883,1.855,1.756,-1.370,1.708,1.864
246.459,-1.116,-2.818,-0.095,-0.963,1.894,1.727,-1.668,1.706,1.790
246.470,-7.219,-3.503,-1.090,-1.049,1.870,1.703,-1.886,1.629,1.708
246.481,-1.482,-1.308,-1.576,-1.036,1.931,1.685,-1.986,1.629,1.626
246.492,22.444,3.002,-1.844,-0.917,2.052,1.692,-1.906,1.687,1.567
246.503,20.124,6.200,-2.383,-0.824,2.194,1.742,-1.935,1.759,1.546
246.514,16.218,5.945,-2.575,-0.790,2.267,1.802,-2.011,1.757,1.531
246.525,21.467,8.137,-1.791,-0.633,2.356,1.867,-1.780,1.778,1.527
246.536,1.325,10.327,-0.509,-0.373,2.534,1.981,-1.408,1.900,1.587
246.547,10.358,9.740,0.470,-0.211,2.597,2.094,-1.098,1.925,1.660
246.558,30.989,15.772,0.753,0.134,2.903,2.248,-0.703,2.195,1.781
246.569,12.922,14.421,0.915,0.274,3.020,2.422,-0.543,2.278,1.922
246.580,33.308,18.138,1.750,0.587,3.269,2.608,-0.139,2.497,2.080
246.591,10.358,18.108,2.657,0.902,3.518,2.839,0.277,2.725,2.291
246.603,34.041,20.454,3.054,1.228,3.807,3.074,0.655,2.999,2.513
246.614,3.766,21.879,2.632,1.531,4.154,3.348,0.871,3.324,2.769
246.625,5.964,19.364,1.814,1.640,4.327,3.591,0.847,3.465,2.982
246.636,19.636,20.206,1.184,1.873,4.597,3.821,0.988,3.690,3.171
246.647,15.485,16.527,0.944,1.932,4.664,4.018,0.996,3.708,3.320
246.658,16.706,13.024,0.853,1.970,4.698,4.169,1.002,3.692,3.420
246.669,16.218,11.163,0.349,2.009,4.773,4.293,0.938,3.713,3.491
246.680,12.800,5.379,-0.436,1.877,4.697,4.368,0.667,3.576,3.502
246.691,4.865,4.395,-1.199,1.829,4.718,4.406,0.448,3.528,3.468
246.702,-3.801,3.208,-1.471,1.808,4.720,4.432,0.337,3.458,3.419
246.713,-0.261,0.081,-1.477,1.715,4.611,4.422,0.217,3.278,3.334
246.723,12.311,1.518,-0.807,1.817,4.626,4.409,0.415,3.227,3.251
246.735,-4.412,-2.077,-0.039,1.799,4.512,4.393,0.515,3.059,3.176
246.746,3.644,-2.193,0.815,1.869,4.486,4.365,0.712,2.991,3.101
246.756,-12.957,-0.801,1.202,1.939,4.511,4.354,0.828,2.983,3.053
246.767,-11.004,-2.433,1.367,1.852,4.409,4.329,0.738,2.852,2.993
246.778,3.888,-0.048,1.854,1.886,4.415,4.310,0.798,2.834,2.946
246.789,-11.492,-3.174,1.910,1.802,4.331,4.300,0.693,2.730,2.910
246.800,-28.949,-9.307,2.006,1.552,4.084,4.231,0.421,2.465,2.816
246.811,-12.591,-7.435,1.922,1.514,4.072,4.151,0.325,2.437,2.713
246.822,-38.226,-11.836,1.197,1.208,3.849,4.049,-0.137,2.195,2.584
246.833,-8.684,-11.859,0.256,0.942,3.678,3.905,-0.583,1.997,2.405
246.845,-9.783,-12.783,-0.355,0.732,3.516,3.761,-0.894,1.802,2.220
246.856,-10.882,-14.157,-0.425,0.528,3.301,3.595,-1.102,1.555,2.012
246.866,4.865,-12.267,-0.426,0.422,3.190,3.441,-1.222,1.414,1.820
246.877,-21.380,-13.560,-0.750,0.222,3.029,3.296,-1.508,1.222,1.635
246.888,-16.131,-15.982,-1.569,-0.134,2.775,3.116,-2.059,0.932,1.411
246.900,-1.116,-13.610,-2.180,-0.307,2.672,2.936,-2.374,0.789,1.182
246.911,-7.586,-12.638,-2.363,-0.435,2.541,2.777,-2.521,0.616,0.974
246.921,-24.310,-16.941,-2.194,-0.702,2.230,2.596,-2.735,0.268,0.748
246.932,-24.188,-21.089,-1.694,-0.954,1.883,2.372,-2.842,-0.105,0.488
246.942,-28.704,-22.057,-1.300,-1.123,1.656,2.148,-2.923,-0.351,0.235
246.953,-33.465,-23.372,-0.752,-1.344,1.370,1.911,-3.037,-0.644,-0.019
246.963,-31.390,-24.546,-0.580,-1.605,1.088,1.663,-3.260,-0.927,-0.278
246.973,-15.643,-21.867,-1.073,-1.817,0.903,1.424,-3.515,-1.111,-0.526
246.985,-1.604,-16.880,-1.679,-1.976,0.784,1.194,-3.741,-1.234,-0.770
246.996,-30.169,-16.814,-2.242,-2.141,0.640,1.010,-3.946,-1.390,-0.974
247.007,0.104,-15.106,-2.576,-2.334,0.454,0.804,-4.159,-1.592,-1.205
247.019,-11.614,-12.111,-2.519,-2.358,0.414,0.655,-4.169,-1.650,-1.379
247.030,15.485,-4.914,-2.355,-2.293,0.432,0.538,-4.031,-1.647,-1.515
247.042,-4.778,-4.145,-1.792,-2.240,0.404,0.484,-3.845,-1.684,-1.582
247.053,-7.097,-3.583,-1.627,-2.220,0.378,0.441,-3.754,-1.713,-1.631
247.065,-5.632,-4.861,-1.353,-2.213,0.328,0.399,-3.648,-1.760,-1.673
247.076,3.400,-3.280,-0.849,-2.170,0.322,0.360,-3.518,-1.753,-1.702
247.087,13.532,-0.816,0.140,-2.038,0.344,0.348,-3.183,-1.707,-1.692
247.099,13.532,2.284,0.743,-1.876,0.434,0.380,-2.878,-1.579,-1.624
247.110,2.179,4.159,0.899,-1.750,0.528,0.440,-2.676,-1.445,-1.525
247.122,-12.224,-0.117,0.346,-1.821,0.501,0.491,-2.809,-1.438,-1.441
247.133,24.885,4.795,-0.770,-1.814,0.641,0.525,-3.030,-1.280,-1.390
247.145,7.551,4.016,-1.379,-1.762,0.714,0.588,-3.021,-1.206,-1.325
247.156,20.246,7.697,-1.676,-1.638,0.833,0.648,-2.905,-1.096,-1.273
247.168,-9.051,5.596,-1.586,-1.588,0.895,0.733,-2.894,-1.047,-1.200
247.179,-6.731,4.135,-1.780,-1.643,0.887,0.777,-3.050,-1.067,-1.169
247.190,-10.271,2.716,-2.154,-1.589,0.947,0.824,-3.030,-1.026,-1.141
