R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
240.380,-42.499,-21.192,6.612,-21.829,-19.033,-18.748,-8.923,-4.221,-4.223
240.391,-31.878,-20.346,6.929,-21.777,-19.010,-18.766,-8.758,-4.182,-4.220
240.402,-25.164,-20.511,6.722,-21.848,-19.045,-18.790,-8.829,-4.202,-4.225
240.413,-30.658,-23.008,6.539,-21.992,-19.152,-18.831,-8.975,-4.300,-4.252
240.424,-17.230,-21.229,5.832,-22.086,-19.123,-18.872,-9.222,-4.267,-4.284
240.435,-37.738,-25.982,4.957,-22.413,-19.327,-18.945,-9.707,-4.477,-4.360
240.446,-19.549,-22.568,3.799,-22.511,-19.268,-19.011,-10.033,-4.438,-4.441
240.457,4.743,-21.395,2.982,-22.682,-19.329,-19.086,-10.356,-4.528,-4.541
240.468,-13.201,-24.310,2.912,-22.844,-19.478,-19.163,-10.504,-4.709,-4.647
240.479,-23.089,-22.659,3.356,-22.865,-19.524,-19.239,-10.445,-4.784,-4.747
240.490,-32.245,-24.234,3.787,-22.914,-19.626,-19.301,-10.362,-4.907,-4.827
240.501,-16.009,-24.069,3.785,-22.988,-19.708,-19.382,-10.382,-5.010,-4.925
240.512,-18.206,-25.761,3.792,-23.086,-19.809,-19.468,-10.437,-5.131,-5.027
240.523,-38.104,-23.057,3.926,-23.045,-19.779,-19.531,-10.340,-5.120,-5.105
240.534,-29.437,-24.440,3.932,-23.166,-19.899,-19.603,-10.423,-5.258,-5.192
240.545,-16.741,-21.486,3.655,-23.194,-19.877,-19.659,-10.499,-5.256,-5.264
240.556,-30.902,-26.356,3.092,-23.449,-20.083,-19.736,-10.805,-5.485,-5.362
240.567,-10.760,-21.012,2.643,-23.375,-19.961,-19.794,-10.786,-5.394,-5.445
240.578,-23.944,-21.927,2.413,-23.462,-20.023,-19.839,-10.891,-5.490,-5.519
240.590,-24.798,-20.804,2.360,-23.470,-20.025,-19.881,-10.887,-5.526,-5.591
240.601,-13.323,-21.376,2.363,-23.531,-20.081,-19.924,-10.936,-5.617,-5.663
240.612,-19.671,-19.953,2.397,-23.529,-20.080,-19.959,-10.912,-5.649,-5.726
240.623,-36.273,-23.664,2.641,-23.623,-20.205,-20.002,-10.931,-5.806,-5.797
240.634,-11.370,-19.483,2.324,-23.578,-20.118,-20.039,-10.936,-5.752,-5.861
240.644,-17.840,-18.924,1.494,-23.659,-20.116,-20.060,-11.146,-5.790,-5.916
240.655,-17.718,-18.761,0.872,-23.710,-20.121,-20.076,-11.268,-5.845,-5.976
240.666,-9.417,-17.944,1.291,-23.651,-20.127,-20.092,-11.092,-5.898,-6.035
240.677,-26.873,-20.352,1.832,-23.640,-20.190,-20.109,-10.946,-6.002,-6.088
240.688,-15.398,-18.538,1.847,-23.604,-20.181,-20.133,-10.857,-6.032,-6.144
240.699,-15.154,-17.524,1.898,-23.593,-20.184,-20.143,-10.814,-6.072,-6.187
240.710,-7.586,-19.062,2.207,-23.680,-20.274,-20.161,-10.889,-6.199,-6.237
240.721,-24.432,-17.047,2.417,-23.624,-20.226,-20.160,-10.810,-6.183,-6.263
240.732,-44.208,-21.054,2.027,-23.756,-20.326,-20.167,-10.988,-6.318,-6.302
240.743,-23.944,-20.200,1.307,-23.803,-20.320,-20.198,-11.122,-6.353,-6.369
240.755,-28.216,-19.645,0.968,-23.818,-20.317,-20.220,-11.168,-6.397,-6.434
240.766,-22.479,-20.132,0.777,-23.886,-20.380,-20.253,-11.252,-6.508,-6.511
240.776,-8.196,-19.649,0.429,-23.923,-20.406,-20.285,-11.316,-6.583,-6.588
240.787,-23.211,-18.570,-0.634,-23.953,-20.362,-20.298,-11.487,-6.600,-6.658
240.798,-22.235,-19.614,-0.849,-23.995,-20.410,-20.324,-11.540,-6.713,-6.744
240.809,-17.107,-16.793,-1.017,-23.912,-20.326,-20.336,-11.483,-6.696,-6.818
240.820,-22.967,-16.543,-1.752,-23.956,-20.302,-20.336,-11.674,-6.747,-6.888
240.832,-10.149,-13.775,-2.454,-23.937,-20.222,-20.330,-11.797,-6.751,-6.959
240.843,-1.360,-9.771,-3.043,-23.794,-20.054,-20.284,-11.742,-6.676,-7.000
240.854,1.447,-6.793,-3.533,-23.659,-19.892,-20.207,-11.707,-6.614,-7.013
240.865,-2.581,-3.272,-4.161,-23.513,-19.689,-20.097,-11.718,-6.519,-7.003
240.876,1.569,0.404,-4.839,-23.289,-19.398,-19.944,-11.675,-6.347,-6.957
240.887,-7.586,1.730,-4.793,-23.025,-19.155,-19.770,-11.447,-6.225,-6.893
240.897,11.213,4.977,-4.138,-22.674,-18.878,-19.579,-11.042,-6.063,-6.805
240.908,3.644,4.768,-3.873,-22.475,-18.712,-19.378,-10.858,-6.007,-6.703
240.918,10.480,3.618,-3.132,-22.208,-18.536,-19.179,-10.502,-5.935,-6.597
240.928,1.935,4.573,-1.683,-21.877,-18.341,-18.975,-9.997,-5.829,-6.470
240.939,9.137,6.540,-1.469,-21.568,-18.082,-18.747,-9.658,-5.655,-6.316
240.950,14.997,8.938,-1.369,-21.227,-17.771,-18.494,-9.327,-5.429,-6.137
240.961,15.974,12.537,-1.279,-20.812,-17.384,-18.205,-8.929,-5.131,-5.925
240.972,20.246,14.440,-0.902,-20.463,-17.059,-17.898,-8.605,-4.894,-5.695
240.983,12.556,14.079,0.286,-20.048,-16.764,-17.575,-8.048,-4.679,-5.439
240.993,5.964,14.467,0.040,-19.715,-16.435,-17.246,-7.770,-4.427,-5.176
241.004,3.156,15.393,-0.005,-19.362,-16.090,-16.912,-7.471,-4.164,-4.912
241.015,22.199,15.781,-1.552,-19.150,-15.749,-16.584,-7.556,-3.920,-4.669
241.025,26.350,18.404,-2.297,-18.795,-15.326,-16.240,-7.410,-3.609,-4.426
241.036,38.313,18.259,-2.721,-18.501,-14.993,-15.899,-7.280,-3.399,-4.197
241.047,32.087,19.061,-2.517,-18.118,-14.652,-15.561,-6.932,-3.185,-3.973
241.058,21.711,17.851,-2.253,-17.811,-14.378,-15.227,-6.671,-3.036,-3.754
241.069,26.106,20.630,-1.883,-17.339,-13.962,-14.875,-6.210,-2.742,-3.513
241.079,33.186,22.019,-2.104,-16.941,-13.554,-14.504,-5.940,-2.460,-3.258
241.090,21.833,19.295,-1.841,-16.600,-13.268,-14.147,-5.617,-2.302,-3.017
241.101,20.612,18.152,-1.754,-16.312,-13.005,-13.817,-5.401,-2.165,-2.805
241.112,8.283,16.605,-1.892,-16.060,-12.739,-13.492,-5.286,-2.027,-2.599
241.123,-4.046,11.815,-2.371,-15.981,-12.596,-13.213,-5.437,-2.018,-2.447
241.133,14.387,9.800,-2.575,-15.807,-12.412,-12.973,-5.400,-1.971,-2.338
241.144,13.044,9.539,-2.433,-15.582,-12.232,-12.752,-5.219,-1.927,-2.248
241.155,-9.173,6.281,-2.238,-15.456,-12.143,-12.546,-5.150,-1.968,-2.170
241.166,11.213,5.513,-2.714,-15.363,-11.992,-12.367,-5.280,-1.954,-2.124
241.176,13.044,6.081,-3.896,-15.281,-11.794,-12.190,-5.525,-1.901,-2.090
241.187,4.010,3.213,-4.515,-15.267,-11.727,-12.036,-5.736,-1.991,-2.091
241.198,2.423,2.804,-4.542,-15.121,-11.604,-11.901,-5.688,-2.024,-2.110
241.209,3.766,3.501,-4.631,-14.940,-11.438,-11.761,-5.621,-2.014,-2.124
241.219,0.836,2.093,-5.236,-14.904,-11.355,-11.634,-5.807,-2.091,-2.155
241.230,11.579,4.796,-5.599,-14.703,-11.129,-11.496,-5.793,-2.028,-2.179
241.241,0.592,3.348,-5.854,-14.603,-11.026,-11.359,-5.846,-2.093,-2.207
241.252,6.696,4.172,-5.681,-14.390,-10.862,-11.223,-5.698,-2.093,-2.233
241.262,-1.848,0.787,-5.233,-14.323,-10.843,-11.105,-5.693,-2.234,-2.274
241.273,7.551,2.698,-4.860,-14.113,-10.680,-10.989,-5.542,-2.223,-2.309
241.284,-3.191,1.745,-4.891,-13.998,-10.562,-10.865,-5.568,-2.254,-2.332
241.295,9.992,3.308,-5.139,-13.840,-10.401,-10.744,-5.557,-2.243,-2.360
241.305,7.306,3.158,-5.204,-13.690,-10.268,-10.616,-5.516,-2.262,-2.381
241.316,-0.750,3.558,-5.087,-13.503,-10.120,-10.485,-5.402,-2.264,-2.397
241.327,-14.300,0.394,-4.612,-13.424,-10.113,-10.375,-5.337,-2.399,-2.429
241.338,-6.609,0.525,-4.847,-13.301,-9.994,-10.271,-5.346,-2.421,-2.466
241.348,6.940,1.206,-5.516,-13.229,-9.884,-10.177,-5.476,-2.457,-2.516
241.359,-8.440,0.559,-5.589,-13.134,-9.803,-10.078,-5.500,-2.525,-2.565
241.370,2.668,0.428,-5.555,-13.031,-9.732,-9.990,-5.484,-2.598,-2.621
241.380,11.091,1.181,-5.453,-12.902,-9.641,-9.900,-5.429,-2.650,-2.673
241.391,5.964,3.103,-5.555,-12.741,-9.495,-9.792,-5.385,-2.646,-2.707
241.402,3.278,1.441,-5.601,-12.660,-9.435,-9.687,-5.409,-2.727,-2.743
241.413,8.771,3.365,-5.645,-12.451,-9.240,-9.570,-5.318,-2.677,-2.768
241.423,2.057,2.016,-6.058,-12.405,-9.147,-9.459,-5.497,-2.727,-2.800
241.434,23.054,5.817,-6.354,-12.191,-8.921,-9.340,-5.446,-2.649,-2.826
241.445,-3.557,5.240,-6.395,-12.028,-8.775,-9.198,-5.402,-2.651,-2.830
241.455,-1.848,5.607,-6.148,-11.849,-8.650,-9.067,-5.277,-2.672,-2.843
241.466,-4.900,5.061,-6.126,-11.708,-8.523,-8.931,-5.256,-2.687,-2.847
241.477,-5.999,3.494,-5.823,-11.588,-8.457,-8.812,-5.185,-2.760,-2.865
241.488,-12.957,0.647,-5.928,-11.565,-8.439,-8.713,-5.295,-2.878,-2.902
241.498,1.935,0.702,-6.617,-11.558,-8.363,-8.639,-5.546,-2.941,-2.966
241.510,12.311,1.931,-6.991,-11.493,-8.259,-8.551,-5.718,-3.004,-3.045
241.521,12.189,3.714,-7.249,-11.355,-8.121,-8.450,-5.753,-3.037,-3.115
241.533,-0.261,4.434,-6.991,-11.142,-7.961,-8.320,-5.624,-3.047,-3.153
241.543,8.527,4.758,-6.647,-10.962,-7.831,-8.208,-5.498,-3.054,-3.177
241.553,-7.342,3.980,-6.215,-10.810,-7.745,-8.097,-5.368,-3.098,-3.193
241.564,0.959,3.607,-6.069,-10.682,-7.661,-7.994,-5.298,-3.138,-3.214
241.574,5.231,3.865,-6.567,-10.589,-7.540,-7.891,-5.387,-3.145,-3.238
241.584,6.208,2.108,-6.077,-10.476,-7.506,-7.803,-5.275,-3.236,-3.275
241.595,-18.694,-0.791,-5.491,-10.417,-7.520,-7.729,-5.215,-3.365,-3.316
241.605,12.311,3.499,-5.939,-10.228,-7.304,-7.644,-5.199,-3.263,-3.344
241.617,15.729,10.293,-6.524,-9.904,-6.961,-7.479,-5.073,-3.066,-3.323
241.628,13.898,10.491,-7.045,-9.724,-6.790,-7.300,-5.047,-3.050,-3.296
241.639,19.025,10.824,-7.387,-9.581,-6.649,-7.134,-5.076,-3.069,-3.287
241.650,20.246,13.839,-7.510,-9.301,-6.383,-6.949,-4.921,-2.941,-3.237
241.661,32.087,18.031,-7.283,-8.887,-6.032,-6.722,-4.551,-2.731,-3.146
241.672,16.706,19.635,-6.684,-8.474,-5.712,-6.456,-4.130,-2.547,-3.011
241.683,10.847,20.206,-6.649,-8.146,-5.419,-6.184,-3.892,-2.389,-2.867
241.693,20.124,19.531,-7.004,-7.908,-5.177,-5.933,-3.812,-2.280,-2.743
241.704,37.337,23.776,-7.314,-7.528,-4.791,-5.639,-3.634,-2.060,-2.608
241.716,35.994,26.616,-7.616,-7.162,-4.403,-5.309,-3.501,-1.843,-2.441
241.728,60.164,32.480,-7.769,-6.670,-3.925,-4.938,-3.185,-1.543,-2.239
241.738,29.036,33.105,-7.832,-6.240,-3.518,-4.548,-2.886,-1.291,-1.997
241.749,41.365,34.669,-7.472,-5.729,-3.088,-4.147,-2.410,-1.017,-1.743
241.760,25.984,32.869,-7.275,-5.340,-2.750,-3.747,-2.106,-0.835,-1.490
241.771,42.342,38.378,-7.461,-4.764,-2.190,-3.326,-1.684,-0.433,-1.219
241.782,33.430,39.330,-7.989,-4.294,-1.690,-2.871,-1.455,-0.099,-0.921
241.793,46.004,41.786,-8.625,-3.790,-1.151,-2.406,-1.206,0.263,-0.622
241.805,55.892,44.119,-8.855,-3.244,-0.583,-1.915,-0.901,0.647,-0.305
241.815,57.479,48.888,-8.735,-2.565,0.074,-1.392,-0.392,1.117,0.042
241.826,56.502,50.161,-8.441,-1.992,0.613,-0.853,0.031,1.469,0.405
241.837,42.586,50.075,-8.303,-1.400,1.168,-0.298,0.480,1.833,0.782
241.848,60.653,52.545,-8.078,-0.761,1.763,0.254,0.982,2.236,1.155
241.860,71.029,56.768,-8.038,-0.053,2.457,0.845,1.499,2.735,1.563
241.870,75.424,62.977,-8.565,0.712,3.287,1.493,1.929,3.361,2.021
241.881,92.758,71.852,-9.861,1.560,4.253,2.211,2.332,4.104,2.533
241.893,84.579,74.944,-10.641,2.373,5.127,2.995,2.785,4.733,3.092
241.904,77.133,76.342,-10.870,3.244,5.988,3.796,3.409,5.342,3.658
241.915,90.927,80.192,-10.784,4.191,6.901,4.612,4.146,5.996,4.235
241.926,94.223,82.931,-10.511,5.111,7.784,5.445,4.855,6.618,4.826
241.937,81.649,87.269,-9.765,6.179,8.766,6.328,5.795,7.339,5.469
241.948,97.885,90.006,-9.355,7.202,9.734,7.240,6.634,8.047,6.141
241.959,86.532,90.005,-9.620,8.089,10.653,8.163,7.181,8.698,6.816
241.970,108.750,93.565,-9.870,9.106,11.683,9.106,7.878,9.448,7.501
241.981,94.345,93.405,-9.959,10.034,12.586,10.039,8.549,10.065,8.169
241.992,99.594,98.230,-10.064,11.153,13.688,11.006,9.388,10.875,8.864
242.003,114.243,102.238,-10.051,12.221,14.734,11.999,10.175,11.622,9.578
242.015,103.012,104.162,-10.101,13.294,15.789,13.025,10.954,12.369,10.318
242.026,105.210,103.735,-10.339,14.297,16.785,14.051,11.634,13.051,11.050
242.037,107.773,105.164,-11.199,15.317,17.877,15.078,12.184,13.814,11.769
242.048,89.218,101.817,-11.106,16.234,18.774,16.075,12.782,14.372,12.448
242.059,101.181,102.348,-10.558,17.302,19.764,17.070,13.629,15.024,13.123
242.070,113.633,102.986,-10.207,18.305,20.715,18.040,14.365,15.640,13.775
242.081,129.380,108.457,-9.957,19.490,21.854,19.047,15.270,16.441,14.463
242.093,106.675,106.016,-9.737,20.480,22.804,20.066,15.965,17.050,15.159
242.104,99.961,105.488,-9.810,21.470,23.783,21.063,16.604,17.683,15.827
242.115,91.660,100.434,-9.837,22.293,24.579,22.010,17.101,18.131,16.441
242.126,102.158,100.604,-9.567,23.234,25.456,22.921,17.779,18.659,17.018
242.137,97.641,101.858,-9.016,24.225,26.380,23.856,18.507,19.236,17.619
242.148,105.210,102.768,-9.300,25.141,27.322,24.785,19.001,19.827,18.209
242.159,116.441,105.344,-10.122,26.061,28.327,25.718,19.386,20.470,18.794
242.170,82.870,100.382,-10.181,26.853,29.104,26.630,19.812,20.875,19.347
242.181,99.472,100.429,-9.554,27.743,29.910,27.496,20.455,21.316,19.859
242.192,104.477,103.431,-9.666,28.705,30.865,28.385,21.037,21.906,20.393
242.204,86.777,98.842,-10.877,29.331,31.587,29.247,21.098,22.250,20.888
242.215,100.327,95.191,-11.120,30.026,32.295,30.065,21.361,22.571,21.326
242.226,95.078,98.697,-10.921,30.951,33.190,30.874,21.929,23.078,21.755
242.237,77.499,93.823,-10.709,31.611,33.813,31.657,22.246,23.318,22.162
242.248,74.081,86.951,-10.944,32.096,34.282,32.358,22.355,23.405,22.486
242.259,88.730,84.469,-11.166,32.598,34.803,32.983,22.417,23.545,22.731
242.270,71.395,82.593,-10.852,33.195,35.351,33.595,22.698,23.712,22.963
242.281,69.808,79.343,-10.386,33.758,35.854,34.187,22.966,23.843,23.184
242.292,68.221,76.834,-10.400,34.275,36.340,34.753,23.143,23.963,23.382
242.303,67.611,72.788,-10.555,34.647,36.720,35.262,23.110,23.979,23.524
242.314,52.718,67.829,-10.383,34.969,37.016,35.718,23.091,23.917,23.618
242.326,77.743,68.644,-10.053,35.452,37.443,36.147,23.291,23.993,23.690
242.337,68.588,67.714,-9.892,35.916,37.857,36.579,23.465,24.060,23.771
242.348,62.484,63.452,-9.766,36.219,38.119,36.968,23.468,23.982,23.813
242.359,61.507,63.616,-9.761,36.639,38.508,37.344,23.573,24.036,23.847
242.370,56.258,59.250,-9.357,36.926,38.732,37.695,23.606,23.931,23.862
242.381,57.845,58.801,-8.699,37.313,39.036,38.014,23.781,23.919,23.857
242.392,44.173,56.666,-8.152,37.645,39.309,38.325,23.871,23.887,23.854
242.403,50.399,53.333,-7.978,37.867,39.495,38.598,23.818,23.777,23.822
242.414,57.967,53.019,-7.948,38.117,39.726,38.847,23.773,23.718,23.773
242.425,29.280,49.375,-7.534,38.286,39.843,39.077,23.708,23.553,23.711
242.436,28.669,43.407,-7.020,38.334,39.825,39.245,23.555,23.266,23.597
242.448,63.216,44.832,-6.939,38.568,40.024,39.401,23.545,23.203,23.480
242.459,25.617,39.345,-7.021,38.582,40.020,39.529,23.289,22.943,23.339
242.470,36.238,36.799,-6.638,38.673,40.039,39.610,23.211,22.716,23.160
242.481,27.815,34.677,-5.712,38.761,40.033,39.666,23.179,22.480,22.970
242.492,11.823,31.086,-4.938,38.766,39.973,39.699,23.030,22.206,22.774
242.503,28.059,26.104,-4.842,38.605,39.797,39.668,22.642,21.827,22.525
242.514,21.833,27.042,-4.880,38.613,39.785,39.631,22.436,21.617,22.273
242.525,6.208,19.807,-4.634,38.364,39.492,39.554,22.023,21.137,21.991
242.536,0.959,15.692,-4.169,38.146,39.231,39.418,21.653,20.702,21.660
242.547,-10.638,10.346,-3.509,37.880,38.881,39.229,21.318,20.192,21.292
242.558,10.724,7.167,-3.647,37.518,38.538,38.988,20.723,19.702,20.881
242.569,8.283,4.768,-4.438,37.076,38.198,38.717,19.912,19.216,20.442
242.579,-3.191,0.541,-4.310,36.657,37.789,38.412,19.289,18.666,19.972
242.590,-13.445,-1.862,-4.028,36.257,37.372,38.074,18.746,18.122,19.483
242.601,-24.920,-7.347,-3.857,35.759,36.838,37.696,18.147,17.472,18.964
242.613,-18.084,-8.828,-4.006,35.316,36.389,37.282,17.565,16.917,18.419
242.624,-7.586,-13.952,-4.261,34.689,35.784,36.822,16.757,16.214,17.834
242.635,-20.526,-13.479,-4.456,34.273,35.385,36.364,16.175,15.723,17.258
242.646,0.836,-13.197,-4.199,33.789,34.869,35.883,15.622,15.126,16.670
242.657,-22.601,-18.372,-3.500,33.269,34.245,35.392,15.168,14.435,16.087
242.668,-26.263,-19.457,-2.804,32.791,33.668,34.873,14.763,13.811,15.494
242.679,-35.907,-22.698,-2.571,32.212,33.038,34.339,14.187,13.147,14.900
242.690,-39.569,-24.197,-2.391,31.666,32.464,33.787,13.619,12.553,14.301
242.701,-30.414,-26.192,-2.843,31.031,31.857,33.217,12.873,11.932,13.690
242.712,-38.837,-27.884,-3.577,30.373,31.236,32.627,12.090,11.298,13.060
242.724,-18.206,-29.147,-3.979,29.710,30.597,32.013,11.331,10.647,12.407
242.735,-49.457,-32.131,-4.176,29.022,29.928,31.392,10.563,9.972,11.755
242.746,-21.502,-29.015,-3.858,28.564,29.414,30.773,10.158,9.462,11.114
242.757,-42.621,-33.676,-3.339,27.887,28.657,30.142,9.593,8.725,10.477
242.768,-50.678,-34.321,-2.858,27.336,28.030,29.498,9.157,8.133,9.844
242.779,-29.681,-32.117,-2.448,26.779,27.400,28.854,8.723,7.552,9.225
242.790,-33.465,-33.742,-2.167,26.151,26.718,28.225,8.195,6.930,8.631
242.801,-32.733,-32.790,-2.184,25.591,26.135,27.614,7.689,6.415,8.065
242.811,-37.250,-36.204,-2.273,24.893,25.442,27.003,7.007,5.795,7.503
242.822,-32.245,-35.515,-2.424,24.305,24.840,26.367,6.471,5.274,6.925
242.833,-31.756,-35.632,-2.425,23.687,24.209,25.728,5.915,4.730,6.351
242.844,-37.982,-36.568,-2.429,23.047,23.556,25.082,5.342,4.174,5.779
242.855,-24.310,-35.237,-2.370,22.443,22.932,24.438,4.826,3.652,5.217
242.866,-15.276,-33.844,-2.177,21.869,22.332,23.812,4.358,3.163,4.681
242.877,-53.852,-37.689,-1.722,21.266,21.682,23.214,3.905,2.632,4.182
242.888,-26.019,-32.572,-1.353,20.850,21.224,22.613,3.637,2.305,3.691
242.899,-2.581,-30.211,-1.094,20.335,20.678,22.033,3.264,1.897,3.232
242.910,-9.905,-27.155,-1.066,19.906,20.239,21.503,2.944,1.603,2.830
242.922,-5.755,-24.004,-0.987,19.490,19.810,21.001,2.651,1.323,2.461
242.933,-11.614,-22.311,-1.178,19.073,19.408,20.541,2.308,1.070,2.137
242.944,-8.684,-21.158,-1.436,18.673,19.034,20.102,1.965,0.845,1.835
242.955,2.790,-19.666,-1.517,18.271,18.650,19.671,1.638,0.612,1.542
242.966,0.104,-20.624,-1.306,17.827,18.187,19.241,1.337,0.304,1.255
242.977,-5.755,-20.020,-0.797,17.490,17.803,18.825,1.197,0.083,0.991
242.988,-12.347,-17.778,-0.076,17.221,17.474,18.434,1.155,-0.072,0.763
242.999,-5.632,-13.178,0.692,17.030,17.225,18.084,1.197,-0.137,0.586
243.010,-7.342,-8.692,1.112,16.909,17.066,17.797,1.280,-0.108,0.481
243.021,1.203,-5.267,1.492,16.813,16.937,17.560,1.380,-0.044,0.430
243.032,0.348,-0.677,1.811,16.781,16.882,17.373,1.531,0.092,0.432
243.043,2.057,2.254,2.139,16.754,16.837,17.233,1.679,0.241,0.483
243.055,11.823,5.091,2.524,16.744,16.797,17.119,1.864,0.395,0.561
243.066,0.592,6.172,2.956,16.715,16.746,17.035,2.020,0.540,0.674
243.077,28.913,12.032,3.405,16.894,16.895,16.999,2.398,0.888,0.836
243.088,29.768,14.873,3.811,17.015,16.978,17.001,2.734,1.171,1.041
243.099,39.290,19.487,4.131,17.228,17.146,17.047,3.170,1.539,1.290
243.110,25.129,22.555,4.310,17.402,17.284,17.132,3.548,1.875,1.576
243.121,18.659,24.776,4.395,17.621,17.486,17.262,3.937,2.269,1.904
243.132,33.064,26.245,4.383,17.805,17.669,17.401,4.257,2.638,2.235
243.143,28.669,28.331,4.254,17.995,17.869,17.555,4.561,3.016,2.574
243.154,33.796,30.366,4.091,18.224,18.104,17.733,4.901,3.422,2.928
243.165,34.529,32.546,3.873,18.474,18.374,17.931,5.233,3.854,3.295
243.176,26.228,33.451,3.596,18.656,18.596,18.141,5.457,4.229,3.666
243.187,27.571,32.317,3.389,18.785,18.753,18.340,5.643,4.530,4.017
243.199,32.087,31.604,3.255,18.932,18.916,18.528,5.863,4.832,4.349
243.210,20.612,29.597,3.274,19.066,19.049,18.705,6.093,5.097,4.666
243.221,37.581,29.218,3.412,19.263,19.234,18.870,6.405,5.413,4.968
243.232,36.482,29.326,3.671,19.493,19.434,19.036,6.775,5.744,5.270
243.243,7.917,25.484,3.953,19.627,19.531,19.189,7.061,5.970,5.558
243.254,11.457,24.336,4.162,19.764,19.649,19.310,7.320,6.218,5.815
243.265,5.353,23.610,4.252,19.848,19.738,19.419,7.487,6.435,6.057
243.276,23.298,22.916,4.099,19.835,19.754,19.497,7.510,6.576,6.264
243.287,25.129,23.184,3.997,19.863,19.801,19.573,7.591,6.743,6.463
243.298,51.863,22.149,3.965,19.908,19.845,19.641,7.721,6.903,6.649
243.309,13.044,19.666,4.050,19.930,19.857,19.703,7.840,7.030,6.829
243.320,-2.214,16.892,4.303,19.931,19.836,19.741,7.961,7.123,6.984
243.331,13.288,15.149,4.502,19.881,19.758,19.741,8.041,7.163,7.102
243.343,29.158,13.186,4.396,19.724,19.623,19.710,7.930,7.146,7.187
243.354,0.714,9.142,4.190,19.587,19.525,19.671,7.810,7.162,7.261
243.365,-5.510,9.078,4.166,19.580,19.513,19.612,7.894,7.259,7.312
243.376,-9.905,5.124,4.422,19.382,19.296,19.513,7.812,7.156,7.325
243.387,-13.079,0.395,4.831,19.133,19.013,19.374,7.710,6.994,7.303
243.398,20.612,1.760,4.965,18.991,18.855,19.212,7.686,6.959,7.260
243.409,-3.313,-3.426,5.015,18.656,18.518,19.026,7.451,6.747,7.193
243.420,-20.281,-3.067,5.099,18.556,18.409,18.848,7.459,6.762,7.134
243.431,-9.539,-2.805,5.289,18.349,18.193,18.650,7.369,6.674,7.060
243.442,17.561,-2.025,5.479,18.143,17.969,18.450,7.294,6.583,6.987
243.453,3.034,-3.336,5.572,17.945,17.762,18.263,7.214,6.509,6.928
243.464,-26.019,-3.897,5.468,17.811,17.635,18.086,7.173,6.512,6.878
243.474,-8.806,-2.313,5.270,17.657,17.499,17.900,7.089,6.502,6.814
243.485,-23.089,-3.015,5.368,17.487,17.317,17.726,7.039,6.447,6.763
243.496,-3.679,-1.766,5.561,17.307,17.127,17.541,6.981,6.390,6.708
243.507,5.719,-2.656,5.638,17.062,16.884,17.356,6.839,6.283,6.653
243.517,-0.627,-6.241,5.560,16.750,16.584,17.155,6.617,6.113,6.578
243.529,-0.261,-5.607,5.718,16.546,16.367,16.915,6.562,6.052,6.487
243.540,-8.074,-5.117,6.180,16.392,16.191,16.697,6.578,6.035,6.423
243.552,9.260,-1.860,6.721,16.320,16.046,16.496,6.768,6.058,6.385
243.563,0.714,-0.376,7.294,16.254,15.910,16.328,6.960,6.097,6.388
243.575,-8.806,-2.786,7.842,16.069,15.670,16.157,7.016,6.039,6.394
243.586,-23.333,-7.298,7.892,15.773,15.395,15.962,6.839,5.950,6.381
243.596,-9.539,-10.275,7.827,15.429,15.069,15.743,6.591,5.781,6.312
243.607,-26.507,-13.029,7.715,15.105,14.786,15.511,6.325,5.653,6.229
243.617,-34.564,-13.553,7.812,14.868,14.538,15.267,6.237,5.561,6.134
243.627,-18.939,-16.632,7.837,14.476,14.143,14.986,5.983,5.324,6.004
243.637,-11.614,-17.372,7.284,14.045,13.785,14.682,5.563,5.122,5.848
243.648,-21.014,-18.737,6.639,13.631,13.467,14.380,5.117,4.952,5.686
243.659,-16.985,-16.665,6.224,13.275,13.178,14.037,4.804,4.838,5.508
243.669,-5.510,-11.518,6.041,13.124,13.058,13.778,4.725,4.857,5.383
243.680,-4.656,-10.813,6.266,12.933,12.855,13.545,4.684,4.796,5.286
243.690,-10.882,-9.739,6.622,12.788,12.681,13.332,4.721,4.764,5.212
243.700,-0.750,-5.863,6.933,12.762,12.618,13.152,4.888,4.848,5.174
243.711,-11.004,-6.263,7.104,12.601,12.440,12.984,4.891,4.816,5.150
243.721,-6.609,-8.404,7.497,12.427,12.232,12.808,4.910,4.759,5.122
243.731,9.015,-6.896,7.968,12.283,12.071,12.623,4.935,4.753,5.090
243.742,-0.750,-8.549,8.042,12.046,11.831,12.439,4.846,4.671,5.060
243.752,-0.261,-9.506,7.784,11.767,11.592,12.239,4.644,4.590,5.014
243.762,-2.581,-6.467,7.447,11.635,11.511,12.066,4.561,4.660,4.989
243.773,-11.614,-8.706,6.907,11.345,11.283,11.887,4.302,4.576,4.952
