R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.003000,10,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
770.696,-0.571,0.342,0.213,0.214,0.240
770.708,-0.079,0.325,0.178,0.180,0.225
770.719,1.629,0.287,0.220,0.224,0.217
770.731,2.589,0.284,0.173,0.177,0.212
770.742,1.357,0.276,0.175,0.179,0.201
770.754,1.582,0.328,0.173,0.173,0.195
770.766,-1.141,0.339,0.137,0.138,0.179
770.777,0.043,0.308,0.149,0.151,0.168
770.789,0.951,0.349,0.129,0.129,0.155
770.801,-1.268,0.420,0.149,0.145,0.150
770.813,2.616,0.356,0.141,0.140,0.146
770.825,-4.630,0.216,0.113,0.121,0.138
770.836,-3.332,0.246,0.160,0.165,0.144
770.848,-2.304,0.230,0.150,0.156,0.153
770.859,4.520,0.398,0.199,0.195,0.163
770.871,4.419,0.515,0.217,0.207,0.174
770.883,-3.084,0.325,0.217,0.218,0.188
770.894,-5.470,0.438,0.236,0.230,0.201
770.906,-1.198,0.352,0.252,0.252,0.214
770.917,4.159,0.529,0.252,0.241,0.223
770.929,2.881,0.477,0.247,0.239,0.226
770.941,4.123,0.463,0.256,0.249,0.230
770.951,0.167,0.521,0.253,0.243,0.234
770.963,-4.848,0.432,0.260,0.256,0.236
770.974,0.507,0.547,0.305,0.295,0.247
770.986,1.316,0.392,0.302,0.300,0.256
770.997,1.689,0.416,0.274,0.271,0.257
771.009,-0.241,0.470,0.273,0.266,0.253
771.020,3.651,0.544,0.290,0.279,0.253
771.032,-2.381,0.595,0.310,0.297,0.260
771.044,-3.110,0.489,0.286,0.279,0.267
771.055,1.867,0.404,0.265,0.263,0.263
771.067,1.113,0.514,0.297,0.289,0.267
771.078,-0.968,0.301,0.307,0.312,0.281
771.090,-0.571,0.290,0.300,0.306,0.287
771.102,-4.917,0.137,0.307,0.321,0.287
771.113,2.095,0.348,0.340,0.343,0.295
771.125,0.568,0.263,0.339,0.346,0.303
771.137,-2.447,0.237,0.339,0.348,0.303
771.148,0.613,0.341,0.327,0.330,0.299
771.160,3.816,0.432,0.325,0.323,0.297
771.172,-0.039,0.374,0.337,0.338,0.295
771.184,2.065,0.332,0.361,0.364,0.299
771.196,2.260,0.358,0.369,0.371,0.306
771.208,0.628,0.413,0.360,0.359,0.307
771.220,5.345,0.347,0.342,0.345,0.302
771.232,-1.515,0.225,0.318,0.328,0.293
771.244,0.589,0.171,0.318,0.331,0.284
771.254,0.853,0.159,0.340,0.354,0.287
771.266,3.747,0.230,0.339,0.348,0.295
771.278,-3.052,0.012,0.306,0.328,0.288
771.289,-1.060,0.062,0.294,0.313,0.278
771.301,4.301,-0.028,0.301,0.326,0.269
771.313,11.886,0.140,0.309,0.323,0.266
771.325,1.766,-0.003,0.338,0.359,0.278
771.337,-0.566,0.036,0.360,0.378,0.290
771.349,2.689,-0.069,0.379,0.404,0.306
771.361,-3.613,-0.179,0.361,0.393,0.312
771.373,-3.974,-0.382,0.339,0.383,0.310
771.385,-0.204,-0.175,0.332,0.362,0.306
771.397,3.830,-0.252,0.315,0.350,0.298
771.409,7.803,-0.025,0.319,0.340,0.291
771.420,2.301,-0.028,0.329,0.350,0.284
771.432,10.735,0.028,0.343,0.360,0.285
771.444,7.383,0.248,0.349,0.352,0.292
771.456,0.236,0.241,0.357,0.359,0.292
771.468,-2.917,0.390,0.337,0.329,0.292
771.480,-5.439,0.398,0.342,0.330,0.286
771.492,-3.740,0.578,0.333,0.312,0.288
771.504,-4.785,0.477,0.321,0.305,0.284
771.516,-5.963,0.513,0.304,0.284,0.280
771.528,9.038,0.725,0.317,0.282,0.270
771.540,7.477,0.514,0.326,0.304,0.271
771.552,-15.800,0.173,0.320,0.316,0.278
771.564,5.443,0.844,0.284,0.238,0.275
771.574,-4.092,0.584,0.304,0.266,0.267
771.586,-21.734,0.196,0.260,0.240,0.253
771.598,-9.822,0.408,0.290,0.261,0.246
771.610,18.729,1.193,0.330,0.248,0.255
771.622,13.155,1.314,0.388,0.305,0.262
771.634,23.667,1.258,0.389,0.309,0.275
771.646,-5.071,0.356,0.283,0.259,0.270
771.659,-8.064,-0.259,0.328,0.346,0.267
771.671,-17.471,-0.653,0.349,0.394,0.294
771.683,-23.964,-0.526,0.293,0.321,0.302
771.695,-8.067,-0.378,0.277,0.303,0.293
771.707,-2.642,0.148,0.295,0.295,0.291
771.719,-11.764,0.485,0.310,0.293,0.293
771.729,26.013,1.009,0.336,0.281,0.296
771.739,-27.790,-0.286,0.289,0.320,0.295
771.751,-16.957,-0.438,0.358,0.395,0.321
771.762,-27.730,-1.299,0.400,0.491,0.373
771.774,-18.141,-1.787,0.413,0.524,0.420
771.786,-8.966,-2.233,0.336,0.472,0.442
771.797,6.304,-1.993,0.296,0.426,0.436
771.809,-1.647,-1.576,0.263,0.378,0.407
771.821,30.450,-0.625,0.303,0.388,0.386
771.832,22.273,-1.361,0.218,0.329,0.365
771.843,19.488,-1.095,0.137,0.251,0.325
771.853,-17.924,-1.459,-0.053,0.115,0.261
771.863,0.141,-1.302,-0.265,-0.104,0.158
771.873,-27.881,-1.855,-0.593,-0.390,0.012
771.883,18.651,-0.386,-0.801,-0.693,-0.187
771.896,-12.493,0.302,-1.248,-1.179,-0.496
771.908,-20.646,1.516,-1.682,-1.665,-0.829
771.918,1.741,1.947,-1.942,-1.948,-1.127
771.928,38.278,2.455,-2.275,-2.294,-1.433
771.940,21.460,2.444,-2.539,-2.546,-1.774
771.952,1.360,2.079,-2.748,-2.731,-2.060
771.962,-22.723,1.250,-2.937,-2.878,-2.280
771.972,-7.210,1.179,-3.031,-2.961,-2.476
771.982,-2.661,1.035,-3.154,-3.061,-2.641
771.993,-1.130,0.983,-3.158,-3.070,-2.778
772.005,-2.852,0.665,-3.020,-2.920,-2.847
772.017,17.527,0.516,-2.747,-2.629,-2.794
772.027,-0.132,0.040,-2.486,-2.335,-2.682
772.037,-8.403,-0.296,-2.053,-1.876,-2.488
772.049,-2.769,-0.660,-1.473,-1.275,-2.134
772.059,-14.768,-1.236,-0.857,-0.629,-1.746
772.069,-5.781,-0.799,-0.146,0.050,-1.270
772.079,8.140,-0.490,0.618,0.798,-0.717
772.090,18.539,-0.037,1.355,1.520,-0.114
772.100,14.158,-0.065,2.025,2.210,0.524
772.110,7.184,-0.495,2.687,2.914,1.185
772.120,-25.530,-1.668,3.212,3.507,1.836
772.131,-30.217,-1.903,3.700,4.007,2.458
772.141,-26.611,-1.919,4.088,4.398,3.019
772.151,-7.330,-2.141,4.235,4.563,3.476
772.161,-3.314,-1.980,4.345,4.653,3.834
772.173,45.627,-1.298,4.265,4.512,4.094
772.184,32.592,-1.233,3.896,4.133,4.145
772.194,5.255,-1.908,3.428,3.719,4.057
772.204,-37.619,-3.349,2.781,3.137,3.815
772.214,-46.979,-3.660,2.173,2.501,3.457
772.225,-42.824,-4.050,1.475,1.786,2.994
772.235,0.899,-2.298,0.735,0.968,2.435
772.245,41.232,-1.206,-0.027,0.145,1.813
772.256,55.408,-0.066,-0.816,-0.716,1.110
772.266,45.159,0.640,-1.584,-1.512,0.384
772.276,-11.387,-1.238,-2.468,-2.312,-0.370
772.286,-7.357,-1.403,-3.242,-3.086,-1.143
772.297,7.987,-0.982,-3.816,-3.683,-1.876
772.307,-3.784,-0.964,-4.288,-4.152,-2.537
772.317,-3.190,-0.784,-4.584,-4.467,-3.108
772.327,32.122,0.737,-4.608,-4.596,-3.556
772.338,23.149,0.490,-4.579,-4.578,-3.867
772.348,-8.132,0.038,-4.389,-4.380,-4.041
772.358,20.447,0.723,-3.973,-3.997,-4.046
772.368,16.678,0.722,-3.417,-3.428,-3.889
772.379,-3.626,-0.038,-2.751,-2.711,-3.571
772.389,4.620,-0.173,-1.959,-1.908,-3.109
772.399,-2.012,-0.768,-1.096,-0.988,-2.519
772.409,-13.599,-1.338,-0.202,-0.046,-1.828
772.420,-16.083,-1.168,0.799,0.953,-1.056
772.432,-14.878,-1.518,1.842,2.030,-0.066
772.442,-7.963,-1.471,2.714,2.889,0.777
772.452,-4.663,-1.373,3.515,3.674,1.626
772.462,26.716,-0.263,4.268,4.362,2.437
772.473,39.673,-0.244,4.778,4.832,3.173
772.483,-29.442,-1.464,5.142,5.245,3.806
772.493,-28.878,-3.439,5.246,5.435,4.315
772.503,1.652,-2.462,5.283,5.427,4.681
772.514,-28.102,-3.133,5.067,5.210,4.890
772.524,-2.846,-2.522,4.725,4.792,4.927
772.534,26.732,-0.077,4.254,4.196,4.800
772.545,-16.209,-1.327,3.487,3.492,4.501
772.555,23.533,-0.975,2.788,2.761,4.067
772.565,-4.131,-1.360,2.055,2.027,3.541
772.575,-15.690,-1.253,1.174,1.147,2.922
772.586,17.087,-0.579,0.172,0.135,2.190
772.596,-27.030,-1.512,-0.823,-0.767,1.389
772.607,0.862,-1.205,-1.701,-1.653,0.514
772.618,25.684,0.127,-2.458,-2.469,-0.342
772.629,-7.150,-0.564,-3.204,-3.191,-1.192
772.641,-60.574,-2.229,-3.762,-3.661,-1.959
772.652,-57.751,-3.470,-4.149,-3.992,-2.623
772.664,-17.448,-2.838,-4.331,-4.222,-3.153
772.675,2.698,-2.415,-4.257,-4.179,-3.528
772.686,14.126,-1.992,-4.016,-3.965,-3.745
772.698,43.283,-0.938,-3.522,-3.544,-3.775
772.709,51.889,0.295,-2.804,-2.926,-3.613
772.720,63.855,1.672,-1.953,-2.198,-3.270
772.731,33.707,2.003,-1.055,-1.321,-2.796
772.741,-33.821,0.340,-0.110,-0.304,-2.170
772.752,-46.114,-1.037,1.000,0.852,-1.343
772.764,-41.852,-0.949,2.124,1.969,-0.393
772.776,-37.265,-1.495,3.138,3.001,0.608
772.787,-35.871,-2.367,3.846,3.728,1.535
772.799,-27.055,-3.218,4.125,4.022,2.311
772.810,0.915,-2.923,4.028,3.893,2.827
772.821,11.588,-2.472,3.372,3.228,3.022
772.833,-24.200,-2.927,2.109,1.996,2.837
772.845,-12.775,-2.548,0.192,0.089,2.176
772.856,-17.910,-2.821,-2.228,-2.315,1.010
772.868,30.466,-2.168,-5.055,-5.169,-0.649
772.879,30.449,-2.017,-8.230,-8.327,-2.751
772.891,-0.343,-2.750,-11.619,-11.633,-5.218
772.903,-5.354,-2.553,-14.852,-14.882,-7.938
772.914,14.619,-2.811,-17.887,-17.917,-10.791
772.926,32.691,-3.003,-20.605,-20.648,-13.689
772.938,-11.785,-3.096,-22.935,-22.973,-16.419
772.949,-15.796,-2.568,-24.633,-24.702,-18.876
772.961,-20.120,-2.350,-25.821,-25.877,-20.993
772.973,-15.563,-1.714,-26.290,-26.393,-22.663
772.984,10.620,-0.503,-26.121,-26.284,-23.818
772.996,-8.532,-0.390,-25.340,-25.545,-24.452
773.007,-24.915,-0.952,-24.127,-24.319,-24.553
773.019,-13.219,-0.504,-22.347,-22.591,-24.123
773.031,-25.604,-1.634,-20.319,-20.497,-23.218
773.042,-30.476,-3.052,-17.972,-18.180,-21.931
773.054,-5.345,-3.093,-15.387,-15.592,-20.208
773.065,1.821,-2.867,-12.666,-12.886,-18.201
773.077,30.211,-1.480,-9.943,-10.259,-15.985
773.089,-6.883,-0.280,-7.324,-7.652,-13.615
773.100,-15.398,0.371,-4.817,-5.110,-11.177
773.112,-36.129,0.236,-2.513,-2.744,-8.734
773.124,-32.896,0.025,-0.434,-0.592,-6.365
773.135,-28.173,-0.308,1.414,1.309,-4.115
773.146,-42.973,-1.368,2.930,2.896,-2.107
773.157,-40.966,-1.705,4.028,4.079,-0.359
773.168,-25.932,-2.432,4.902,4.988,1.157
773.180,-27.055,-2.154,5.441,5.522,2.436
773.191,-1.520,-1.176,5.668,5.738,3.430
773.202,6.401,-0.819,5.728,5.779,4.127
773.214,47.203,-0.257,5.554,5.552,4.585
773.225,11.366,-0.997,5.058,5.121,4.772
773.236,-7.762,-1.619,4.406,4.509,4.723
773.248,-20.627,-2.702,3.686,3.808,4.461
773.259,-11.763,-2.999,2.880,3.013,4.037
773.270,20.606,-2.490,2.093,2.181,3.494
773.282,-25.139,-3.754,1.224,1.361,2.859
773.293,-36.756,-5.626,0.334,0.537,2.136
773.304,-51.901,-6.669,-0.432,-0.196,1.386
773.316,-36.627,-7.060,-1.114,-0.881,0.645
773.327,-23.095,-6.874,-1.701,-1.527,-0.080
773.338,-17.104,-6.460,-2.091,-1.972,-0.727
773.350,-13.465,-5.953,-2.386,-2.324,-1.286
773.361,-4.999,-5.624,-2.590,-2.554,-1.753
773.372,-3.223,-5.330,-2.634,-2.624,-2.112
773.384,0.460,-5.065,-2.605,-2.620,-2.363
773.395,1.405,-4.735,-2.451,-2.495,-2.522
773.406,4.568,-4.282,-2.190,-2.263,-2.562
773.418,3.737,-3.817,-1.781,-1.884,-2.480
773.429,-11.497,-3.680,-1.285,-1.415,-2.279
773.440,-14.032,-3.369,-0.669,-0.856,-1.969
773.451,-25.458,-3.269,0.011,-0.228,-1.566
773.463,-24.249,-3.512,0.625,0.379,-1.087
773.474,-7.780,-3.782,1.276,1.031,-0.568
773.486,1.331,-3.957,1.937,1.686,0.002
773.497,9.338,-3.934,2.476,2.203,0.567
773.508,-4.907,-4.052,2.953,2.678,1.106
773.520,-20.175,-3.944,3.252,2.967,1.592
773.531,0.700,-3.163,3.514,3.189,2.013
773.542,-34.682,-2.803,3.518,3.207,2.329
773.554,-25.435,-2.179,3.383,3.088,2.547
773.565,-12.576,-2.659,3.169,2.898,2.635
773.577,-32.343,-3.425,2.782,2.540,2.599
773.588,-22.814,-3.051,2.264,1.976,2.408
773.599,10.615,-2.561,1.661,1.335,2.098
773.611,8.781,-1.865,0.948,0.584,1.666
773.622,7.787,-0.912,0.193,-0.191,1.133
773.633,-24.896,-0.868,-0.610,-0.968,0.531
773.645,-17.455,-0.594,-1.384,-1.722,-0.120
773.656,-23.889,-0.703,-2.065,-2.381,-0.782
773.667,-25.072,-0.972,-2.615,-2.906,-1.414
773.679,-30.981,-1.442,-3.026,-3.290,-1.979
773.690,-25.969,-2.339,-3.323,-3.558,-2.478
773.701,-29.717,-3.365,-3.518,-3.716,-2.886
773.712,-36.079,-4.389,-3.472,-3.630,-3.173
773.723,-39.667,-5.281,-3.365,-3.486,-3.344
773.734,-43.187,-5.562,-3.003,-3.120,-3.382
773.744,-6.379,-4.623,-2.469,-2.672,-3.270
773.754,4.763,-3.877,-1.765,-2.029,-3.002
773.764,-10.806,-3.529,-1.020,-1.321,-2.603
773.776,-32.916,-3.974,-0.073,-0.370,-2.014
773.787,-28.774,-4.959,0.921,0.627,-1.289
773.799,-5.818,-6.120,1.954,1.740,-0.470
773.810,20.424,-6.767,3.063,2.859,0.425
773.822,6.135,-6.665,4.236,4.007,1.389
773.834,-30.015,-7.261,5.332,5.127,2.399
773.845,-23.693,-8.045,6.487,6.314,3.451
773.857,-6.632,-8.500,7.790,7.622,4.557
773.868,-12.865,-8.369,9.208,9.008,5.736
773.880,-28.500,-8.554,10.714,10.503,7.014
773.892,-17.493,-7.815,12.519,12.247,8.395
773.903,0.092,-7.550,14.355,14.057,9.914
773.915,-11.768,-7.099,16.402,16.073,11.575
773.927,-12.618,-6.688,18.584,18.239,13.386
773.938,-0.929,-6.300,20.694,20.312,15.248
773.950,24.596,-5.760,22.891,22.432,17.224
773.961,30.979,-4.740,24.994,24.454,19.254
773.973,17.662,-3.425,26.914,26.294,21.238
773.985,12.471,-1.827,28.660,27.943,23.159
773.996,0.912,-0.252,29.854,29.089,24.935
774.008,3.284,0.943,30.730,29.917,26.445
774.020,22.991,1.161,31.058,30.232,27.651
774.032,38.081,0.900,31.081,30.216,28.502
774.043,9.108,0.027,30.547,29.757,28.982
774.055,-6.621,-0.460,29.631,28.875,29.067
774.066,11.295,-0.309,28.487,27.723,28.790
774.078,28.207,-0.019,27.107,26.293,28.173
774.090,26.584,0.477,25.604,24.754,27.274
774.101,26.419,0.794,24.001,23.157,26.159
774.113,18.652,0.686,22.352,21.528,24.893
774.125,14.575,0.555,20.895,20.092,23.548
774.136,-12.768,-0.300,19.546,18.804,22.200
774.148,-19.474,-1.047,18.297,17.627,20.884
774.160,-19.731,-1.645,17.286,16.653,19.643
774.171,-31.834,-2.013,16.592,15.942,18.554
774.182,-31.526,-1.887,16.116,15.435,17.637
774.193,-15.206,-1.009,15.915,15.172,16.918
774.204,0.720,0.179,15.894,15.048,16.375
774.215,19.429,1.431,16.096,15.142,16.028
774.226,21.124,2.337,16.383,15.356,15.862
774.237,18.429,2.948,16.729,15.659,15.836
774.248,27.620,3.136,17.015,15.917,15.903
774.259,25.023,3.281,17.282,16.173,16.032
774.271,42.275,3.618,17.466,16.347,16.197
774.282,49.033,4.541,17.578,16.415,16.349
774.294,29.941,5.634,17.694,16.487,16.496
774.306,-31.758,6.038,17.615,16.462,16.610
774.317,-32.367,6.049,17.355,16.277,16.656
774.329,-26.498,5.536,16.898,15.899,16.589
774.340,17.489,5.104,16.357,15.393,16.387
774.352,47.600,5.008,15.715,14.775,16.055
774.363,43.525,4.981,14.759,13.860,15.575
774.375,39.921,5.408,13.830,12.933,14.947
774.386,11.040,4.865,12.675,11.838,14.188
774.398,-8.679,4.572,11.420,10.619,13.296
774.409,-19.809,4.416,10.056,9.273,12.265
774.420,-11.081,4.128,8.599,7.810,11.107
774.432,2.778,4.145,7.055,6.264,9.823
774.444,-20.281,4.757,5.509,4.718,8.462
774.455,-48.659,5.098,3.795,3.056,7.009
774.467,-38.351,4.884,2.059,1.337,5.477
774.478,-15.858,4.796,0.186,-0.531,3.852
774.490,0.258,4.960,-1.717,-2.438,2.158
774.502,-34.046,5.043,-3.782,-4.457,0.371
774.513,-51.580,4.514,-5.910,-6.554,-1.494
774.524,-44.027,4.468,-7.834,-8.476,-3.329
774.535,-30.943,4.698,-9.659,-10.342,-5.186
774.546,-9.386,5.027,-11.442,-12.181,-7.035
774.557,-4.861,4.673,-13.128,-13.848,-8.845
774.569,7.789,4.666,-14.788,-15.483,-10.726
774.581,-18.558,3.896,-16.128,-16.769,-12.444
774.592,-28.104,3.365,-17.206,-17.786,-13.973
774.604,-1.565,3.488,-17.880,-18.464,-15.267
774.615,13.351,3.763,-18.207,-18.804,-16.285
774.627,-7.391,3.514,-18.240,-18.810,-17.039
774.638,-19.346,2.827,-17.953,-18.477,-17.465
774.650,-24.312,2.291,-17.464,-17.931,-17.616
774.662,-20.004,2.307,-16.796,-17.227,-17.524
774.673,19.177,2.711,-15.906,-16.356,-17.203
774.684,43.113,3.305,-14.959,-15.433,-16.686
774.696,24.051,3.258,-13.858,-14.329,-15.994
774.707,-11.424,2.967,-12.876,-13.319,-15.198
774.718,-34.652,2.239,-11.976,-12.326,-14.342
774.730,-35.826,1.774,-11.110,-11.392,-13.447
774.742,-31.734,1.366,-10.355,-10.585,-12.548
774.753,-39.955,0.770,-9.596,-9.804,-11.692
774.765,-33.411,-0.026,-9.030,-9.222,-10.921
774.777,-8.547,-0.592,-8.550,-8.714,-10.230
774.788,3.145,-0.678,-8.290,-8.455,-9.661
774.800,5.874,-0.205,-8.316,-8.513,-9.257
774.811,22.069,0.475,-8.534,-8.763,-9.022
774.823,1.634,1.163,-9.006,-9.258,-8.995
774.835,-2.771,1.720,-9.884,-10.152,-9.204
774.846,-5.340,1.800,-11.029,-11.291,-9.675
774.858,-28.686,1.513,-12.507,-12.742,-10.428
774.870,4.037,1.213,-14.319,-14.533,-11.481
774.881,-9.322,0.932,-16.282,-16.475,-12.757
774.892,-22.370,0.814,-18.358,-18.537,-14.272
774.904,-7.817,0.599,-20.638,-20.800,-16.063
774.915,1.878,0.790,-22.982,-23.167,-18.026
774.927,-20.250,0.925,-25.308,-25.470,-20.101
774.939,-34.970,1.142,-27.491,-27.655,-22.230
774.950,-15.559,1.836,-29.375,-29.602,-24.327
774.962,6.650,2.272,-30.946,-31.202,-26.312
774.974,7.419,2.548,-32.200,-32.465,-28.091
774.985,-5.316,2.617,-33.035,-33.301,-29.619
774.997,-9.332,2.450,-33.347,-33.603,-30.809
775.009,-20.421,2.511,-33.236,-33.476,-31.640
775.020,-7.176,2.852,-32.701,-32.962,-32.082
775.032,6.167,2.901,-31.783,-32.040,-32.127
775.044,-13.863,2.349,-30.597,-30.815,-31.817
775.055,-8.198,2.067,-29.179,-29.363,-31.171
775.067,-10.073,1.838,-27.750,-27.908,-30.266
775.079,-14.046,1.762,-26.206,-26.365,-29.162
775.090,-8.066,1.750,-24.648,-24.832,-27.919
775.102,8.692,1.917,-23.243,-23.430,-26.602
775.114,6.134,1.759,-22.062,-22.223,-25.308
775.126,-12.175,1.399,-21.099,-21.232,-24.093
775.137,-5.004,1.529,-20.368,-20.501,-23.004
775.149,7.517,1.353,-19.962,-20.085,-22.092
775.161,2.418,1.291,-19.838,-19.957,-21.406
775.172,35.004,1.803,-20.001,-20.114,-20.954
775.184,35.293,1.520,-20.577,-20.654,-20.780
775.196,17.314,1.362,-21.336,-21.382,-20.875
775.207,27.252,1.666,-22.219,-22.256,-21.205
775.219,14.624,1.431,-23.320,-23.337,-21.758
775.231,18.021,2.103,-24.347,-24.396,-22.475
775.243,31.352,3.031,-25.432,-25.522,-23.296
775.254,14.855,2.432,-26.609,-26.657,-24.223
775.266,-4.798,1.883,-27.622,-27.631,-25.185
