R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
338.765,-0.416,0.309,9.831,1.779,1.799,3.127,3.059,3.018
338.776,-0.373,0.301,9.896,1.789,1.797,3.100,3.033,3.010
338.788,-0.316,0.359,9.889,1.803,1.796,3.088,3.021,3.003
338.799,-0.359,0.294,9.839,1.798,1.796,3.084,3.019,3.000
338.811,-0.344,0.273,9.896,1.789,1.797,3.075,3.011,2.997
338.822,-0.366,0.344,9.860,1.800,1.795,3.059,2.995,2.989
338.833,-0.330,0.337,9.867,1.800,1.796,3.062,2.999,2.976
338.843,-0.395,0.309,9.853,1.800,1.796,3.054,2.992,2.969
338.855,-0.388,0.330,9.918,1.800,1.797,3.059,2.997,2.960
338.866,-0.395,0.294,9.824,1.790,1.797,3.087,3.026,2.965
338.878,-0.366,0.280,9.817,1.788,1.795,3.077,3.017,2.966
338.889,-0.395,0.273,9.882,1.789,1.795,3.043,2.984,2.958
338.901,-0.409,0.294,9.889,1.786,1.795,3.049,2.991,2.950
338.912,-0.409,0.330,9.839,1.800,1.795,3.042,2.984,2.942
338.924,-0.373,0.301,9.867,1.785,1.794,3.050,2.993,2.944
338.935,-0.352,0.352,9.781,1.808,1.794,3.040,2.984,2.943
338.945,-0.402,0.301,9.882,1.801,1.795,3.032,2.976,2.942
338.957,-0.373,0.344,9.867,1.799,1.795,3.030,2.975,2.944
338.968,-0.323,0.316,9.839,1.797,1.796,3.044,2.990,2.946
338.979,-0.352,0.309,9.846,1.796,1.797,3.059,3.005,2.958
338.991,-0.373,0.301,9.875,1.792,1.797,3.057,3.005,2.975
339.002,-0.366,0.344,9.796,1.789,1.795,3.076,3.024,2.982
339.014,-0.402,0.323,9.875,1.798,1.795,3.091,3.040,2.995
339.025,-0.402,0.316,9.867,1.813,1.797,3.110,3.060,3.008
339.037,-0.380,0.316,9.889,1.805,1.798,3.106,3.056,3.019
339.047,-0.330,0.323,9.853,1.821,1.801,3.129,3.079,3.031
339.058,-0.373,0.287,9.831,1.824,1.805,3.143,3.094,3.045
339.070,-0.337,0.337,9.882,1.808,1.806,3.124,3.076,3.047
339.081,-0.395,0.309,9.846,1.825,1.808,3.118,3.071,3.045
339.093,-0.330,0.330,9.853,1.828,1.811,3.144,3.097,3.045
339.104,-0.359,0.323,9.867,1.805,1.811,3.144,3.098,3.051
339.115,-0.366,0.280,9.867,1.801,1.810,3.142,3.097,3.055
339.127,-0.366,0.316,9.867,1.820,1.810,3.109,3.065,3.052
339.138,-0.409,0.323,9.867,1.811,1.811,3.120,3.076,3.046
339.148,-0.366,0.287,9.882,1.784,1.808,3.095,3.053,3.039
339.159,-0.366,0.309,9.875,1.791,1.806,3.115,3.073,3.035
339.170,-0.373,0.316,9.875,1.791,1.804,3.089,3.048,3.026
339.182,-0.380,0.301,9.860,1.805,1.804,3.087,3.047,3.017
339.193,-0.395,0.294,9.831,1.796,1.803,3.084,3.044,3.012
339.205,-0.337,0.316,9.867,1.791,1.801,3.081,3.042,3.011
339.216,-0.373,0.323,9.831,1.777,1.798,3.061,3.023,3.006
339.228,-0.344,0.330,9.875,1.770,1.793,3.049,3.012,3.001
339.239,-0.373,0.309,9.946,1.779,1.791,3.017,2.981,2.986
339.251,-0.424,0.316,9.824,1.778,1.789,3.021,2.985,2.969
339.263,-0.352,0.316,9.889,1.792,1.789,3.009,2.974,2.958
339.274,-0.409,0.301,9.860,1.791,1.789,3.035,3.001,2.955
339.286,-0.366,0.309,9.796,1.785,1.789,3.023,2.989,2.957
339.297,-0.445,0.158,9.810,1.740,1.786,3.025,2.993,2.959
339.309,-0.186,0.215,9.817,1.849,1.794,3.009,2.975,2.956
339.320,-0.610,-0.833,10.076,1.718,1.797,3.012,2.982,2.955
339.332,-0.589,1.207,8.588,1.934,1.811,2.990,2.955,2.948
339.343,0.890,0.474,10.845,1.929,1.832,3.010,2.975,2.942
339.355,0.517,-0.502,9.810,1.701,1.822,2.988,2.960,2.937
339.367,-2.011,-0.675,10.356,1.902,1.848,3.037,3.006,2.947
339.378,0.150,0.948,9.386,1.950,1.854,3.040,3.009,2.967
339.390,1.343,0.107,9.149,2.153,1.892,3.012,2.978,2.970
339.401,1.393,-0.057,10.140,2.058,1.921,3.045,3.015,2.977
339.413,-0.337,-1.508,10.528,1.826,1.928,3.035,3.009,2.978
339.424,-0.136,1.422,9.587,1.960,1.914,3.025,2.996,2.974
339.436,0.114,-0.294,10.349,1.910,1.929,3.021,2.994,2.969
339.447,-0.409,0.603,9.479,1.884,1.910,3.014,2.988,2.971
339.459,0.035,0.833,9.896,1.937,1.905,3.011,2.984,2.966
339.471,0.021,0.567,9.817,1.915,1.896,2.971,2.947,2.958
339.482,0.402,0.553,9.372,1.839,1.872,2.953,2.931,2.946
339.494,-1.473,-1.515,9.156,1.707,1.847,2.964,2.949,2.944
339.505,-0.014,-1.372,9.767,1.710,1.840,2.968,2.953,2.949
339.517,-0.948,-0.581,9.659,1.614,1.825,2.999,2.987,2.964
339.528,0.071,-0.380,10.076,1.563,1.818,2.986,2.977,2.973
339.540,0.179,1.530,9.968,1.516,1.765,2.996,2.989,2.979
339.551,-1.623,1.437,10.097,1.444,1.695,3.006,3.001,2.990
339.563,-1.530,0.582,9.673,1.462,1.633,2.981,2.977,2.996
339.575,-0.689,-0.696,9.487,1.727,1.642,2.932,2.923,2.983
339.586,0.905,-0.660,9.192,1.838,1.710,2.912,2.902,2.962
339.598,-0.603,2.112,9.882,2.027,1.754,2.913,2.900,2.952
339.609,-1.552,1.005,10.241,1.893,1.760,2.877,2.869,2.935
339.621,-0.416,0.517,9.867,1.984,1.764,2.848,2.838,2.910
339.632,1.235,-2.205,10.054,1.910,1.826,2.892,2.884,2.910
339.644,0.021,0.287,9.738,1.867,1.865,2.925,2.919,2.918
339.655,-1.616,2.773,9.142,1.969,1.845,2.906,2.897,2.920
339.667,-1.444,0.682,9.300,1.713,1.801,2.900,2.898,2.917
339.678,0.639,-1.113,9.767,1.749,1.797,2.872,2.870,2.910
339.690,0.316,-1.199,10.004,1.678,1.839,2.850,2.850,2.890
339.701,-1.350,2.780,10.672,1.699,1.806,2.858,2.860,2.877
339.713,-1.214,1.473,8.998,1.968,1.768,2.880,2.876,2.881
339.725,1.573,-1.961,9.695,1.941,1.788,2.874,2.874,2.885
339.736,1.630,-2.320,8.833,1.860,1.868,2.857,2.861,2.883
339.748,-2.493,2.421,10.284,1.910,1.882,2.873,2.879,2.881
339.759,-2.816,1.480,10.083,1.854,1.849,2.879,2.887,2.886
339.771,1.472,0.610,10.873,1.932,1.841,2.909,2.916,2.910
339.782,-0.136,0.215,9.853,2.010,1.845,2.926,2.933,2.935
339.794,0.898,-3.326,8.430,1.840,1.874,2.928,2.942,2.954
339.805,0.007,-0.351,10.730,1.715,1.924,2.914,2.933,2.966
339.817,-4.030,4.727,9.839,2.072,1.888,2.910,2.923,2.968
339.829,3.743,-0.689,9.911,1.730,1.837,2.921,2.942,2.980
339.840,-3.082,-2.133,8.136,1.644,1.852,2.882,2.908,2.977
339.852,2.090,2.349,12.001,1.905,1.864,2.858,2.885,2.967
339.863,-1.372,-0.538,8.193,1.465,1.799,2.857,2.900,2.964
339.875,-1.508,0.309,12.332,1.584,1.783,2.860,2.900,2.963
339.887,2.435,1.415,7.187,1.777,1.753,2.855,2.888,2.961
339.898,-4.699,-0.775,12.713,1.628,1.751,2.815,2.851,2.947
339.910,8.622,3.017,8.840,2.021,1.761,2.830,2.860,2.938
339.922,-9.096,-2.040,9.034,1.492,1.766,2.814,2.856,2.935
339.933,4.325,-2.256,9.436,1.549,1.737,2.850,2.897,2.943
339.945,-2.608,6.416,13.941,2.266,1.755,2.823,2.871,2.949
339.956,8.047,-1.882,8.165,0.986,1.704,2.895,3.003,2.970
339.968,-5.625,-0.545,7.137,1.116,1.609,2.892,3.009,2.999
339.980,-5.496,-3.254,13.122,0.527,1.526,3.067,3.190,3.072
339.991,4.418,-1.293,10.378,0.799,1.396,3.162,3.280,3.159
340.003,-6.035,7.752,14.085,2.544,1.469,3.267,3.366,3.259
340.015,6.423,-2.306,10.600,1.589,1.521,3.432,3.567,3.371
340.026,0.186,2.249,8.790,1.696,1.501,3.723,3.856,3.537
340.038,-7.048,3.456,9.839,1.673,1.548,3.852,3.987,3.717
340.049,3.053,-5.819,8.962,0.245,1.432,4.109,4.280,3.911
340.061,6.279,-1.939,10.356,0.548,1.293,4.576,4.746,4.180
340.073,-3.492,4.239,14.250,1.209,1.242,5.020,5.185,4.525
340.085,-6.509,-1.530,13.553,0.363,1.183,5.410,5.597,4.900
340.096,0.143,-10.310,9.221,-0.806,1.015,5.726,5.952,5.259
340.108,1.968,-8.629,10.665,-0.718,0.817,5.868,6.100,5.565
340.119,-5.051,-3.139,13.999,0.017,0.718,6.032,6.253,5.816
340.131,-7.106,-2.284,13.855,-0.080,0.633,6.144,6.361,6.026
340.143,-4.117,-4.239,10.205,-0.619,0.508,6.227,6.454,6.182
340.154,-2.169,-1.674,9.329,-0.494,0.364,6.084,6.318,6.273
340.166,-4.210,-2.191,12.210,-0.653,0.239,6.022,6.260,6.291
340.177,-5.784,-3.154,13.165,-1.177,0.079,5.884,6.128,6.266
340.189,-7.048,-6.682,13.927,-1.782,-0.111,5.832,6.083,6.202
340.200,-5.805,-7.702,13.589,-2.359,-0.361,6.039,6.286,6.212
340.212,-4.885,-8.966,11.930,-3.347,-0.689,5.854,6.114,6.204
340.224,-1.020,-9.110,12.332,-3.777,-1.038,5.961,6.226,6.194
340.235,2.090,-8.729,11.987,-3.554,-1.344,6.043,6.298,6.233
340.247,5.870,-6.746,12.044,-3.604,-1.600,5.888,6.135,6.220
340.259,7.925,-6.301,11.053,-3.342,-1.809,5.828,6.054,6.171
340.271,9.613,-6.157,10.801,-3.096,-1.948,5.935,6.145,6.152
340.282,8.111,-6.301,8.021,-3.694,-2.108,6.050,6.266,6.187
340.294,4.181,-5.783,7.583,-4.362,-2.345,5.947,6.185,6.200
340.306,-0.546,-5.324,6.555,-4.948,-2.636,5.901,6.174,6.179
340.317,-4.296,-4.447,7.640,-4.642,-2.912,5.876,6.160,6.155
340.329,-3.693,-3.420,8.646,-4.273,-3.109,5.813,6.096,6.127
340.340,-3.053,-2.586,11.067,-3.722,-3.210,5.666,5.934,6.066
340.352,1.214,-3.247,12.770,-2.917,-3.183,5.510,5.757,5.965
340.364,4.318,-7.321,13.000,-2.015,-2.988,5.514,5.737,5.878
340.375,6.222,-10.777,11.664,-1.866,-2.735,5.325,5.532,5.781
340.387,4.821,-12.494,10.924,-1.852,-2.492,5.127,5.321,5.633
340.399,-0.337,-12.681,10.342,-1.894,-2.282,4.895,5.087,5.460
340.410,-6.646,-11.302,9.839,-2.005,-2.123,4.692,4.886,5.274
340.422,-11.898,-8.535,11.570,-1.991,-2.019,4.424,4.609,5.060
340.434,-14.758,-6.071,12.454,-1.991,-1.952,4.120,4.298,4.813
340.445,-14.312,-4.562,14.301,-2.326,-1.959,3.731,3.908,4.519
340.457,-9.886,-4.936,14.710,-2.655,-2.007,3.334,3.509,4.182
340.469,-4.016,-4.957,15.005,-2.678,-2.051,2.818,2.991,3.794
340.481,1.738,-4.476,13.970,-3.474,-2.189,2.218,2.397,3.333
340.492,5.640,-1.896,12.914,-4.405,-2.466,1.598,1.778,2.806
340.504,6.610,2.083,11.649,-5.233,-2.872,1.085,1.267,2.262
340.516,3.319,5.173,10.478,-5.764,-3.351,0.554,0.732,1.717
340.527,1.156,5.352,10.284,-5.082,-3.717,0.177,0.325,1.207
340.539,1.163,4.174,11.872,-4.448,-3.915,-0.304,-0.174,0.717
340.550,5.618,-0.330,12.375,-4.444,-4.011,-0.625,-0.489,0.259
340.562,1.135,0.862,12.921,-4.376,-4.097,-0.826,-0.698,-0.125
340.574,-10.389,1.178,10.995,-4.004,-4.134,-1.012,-0.902,-0.454
340.585,-3.211,-5.755,12.037,-4.140,-4.096,-1.100,-0.990,-0.697
340.597,4.397,-9.067,13.194,-5.020,-4.140,-1.103,-0.977,-0.874
340.609,6.753,-6.725,12.116,-6.075,-4.365,-1.080,-0.925,-0.982
340.620,3.513,-1.429,10.593,-6.165,-4.663,-1.028,-0.874,-1.030
340.632,5.985,-3.614,10.967,-5.509,-4.817,-1.061,-0.927,-1.065
340.644,6.768,-9.024,10.895,-4.076,-4.699,-1.068,-0.976,-1.098
340.655,6.229,-5.532,10.536,-2.592,-4.396,-1.099,-1.036,-1.133
340.667,8.248,2.622,10.342,-1.327,-4.036,-1.119,-1.079,-1.152
340.679,1.932,5.863,12.159,-0.322,-3.608,-1.181,-1.158,-1.178
340.690,-9.247,4.691,13.094,0.357,-3.111,-1.219,-1.212,-1.216
340.702,-4.275,3.053,14.164,0.673,-2.595,-1.239,-1.234,-1.234
340.714,0.538,3.714,14.380,0.409,-2.188,-1.239,-1.215,-1.255
340.725,-8.701,3.484,12.023,0.108,-1.897,-1.170,-1.130,-1.256
340.737,-7.774,-0.452,10.550,-0.290,-1.660,-1.064,-1.014,-1.212
340.748,-1.156,-2.845,8.402,-0.024,-1.424,-0.793,-0.755,-1.104
340.760,-0.474,-4.217,8.430,-0.106,-1.191,-0.516,-0.464,-0.937
340.770,-4.160,-3.017,11.254,-0.922,-1.118,-0.250,-0.178,-0.745
340.781,-0.776,-8.851,12.519,-1.499,-1.108,0.149,0.223,-0.502
340.791,-1.717,-3.649,9.580,-1.299,-1.119,0.487,0.553,-0.228
340.802,-8.650,3.571,9.321,-0.102,-1.037,0.958,1.001,0.113
340.813,-15.383,6.301,10.845,1.289,-0.818,1.385,1.403,0.478
340.824,-14.528,1.056,10.349,1.502,-0.549,1.884,1.898,0.881
340.836,-7.458,-6.071,8.818,0.733,-0.351,2.419,2.457,1.332
340.847,-5.158,-12.818,8.725,-0.686,-0.270,2.987,3.054,1.826
340.859,-2.205,-14.226,7.927,-2.460,-0.388,3.595,3.705,2.366
340.870,1.652,-12.128,7.733,-4.222,-0.715,4.235,4.390,2.928
340.882,4.145,-7.450,7.216,-5.583,-1.205,4.870,5.060,3.519
340.894,3.951,-3.707,7.166,-6.393,-1.764,5.456,5.669,4.115
340.905,1.789,-1.444,7.058,-6.567,-2.298,6.021,6.244,4.706
340.917,3.139,-1.084,5.398,-6.181,-2.738,6.572,6.787,5.274
340.928,0.078,1.013,5.283,-5.264,-3.043,7.025,7.209,5.813
340.940,3.800,7.005,5.980,-3.172,-3.162,7.423,7.547,6.285
340.951,2.097,9.376,6.871,-1.505,-3.079,7.698,7.776,6.696
340.962,1.724,9.829,8.905,0.415,-2.787,7.916,7.942,7.034
340.973,-2.069,6.610,8.495,1.045,-2.419,7.979,7.991,7.295
340.984,-3.592,3.549,8.035,0.292,-2.149,7.988,8.011,7.484
340.995,0.143,1.041,7.195,-0.737,-2.001,7.899,7.934,7.587
341.006,3.125,-4.749,7.992,-2.375,-1.993,7.712,7.778,7.617
341.017,2.054,-11.733,7.547,-4.165,-2.132,7.509,7.616,7.572
341.028,-2.953,-12.588,6.857,-4.855,-2.338,7.270,7.401,7.464
341.040,-2.874,-4.375,6.296,-3.841,-2.489,7.001,7.127,7.313
341.051,-4.138,0.021,7.899,-2.449,-2.507,6.775,6.872,7.124
341.063,-2.234,3.714,8.969,-0.803,-2.364,6.513,6.570,6.902
341.074,1.645,10.353,9.551,0.472,-2.102,6.229,6.258,6.670
341.085,5.913,8.923,9.573,1.658,-1.750,6.146,6.150,6.468
341.097,0.308,5.625,10.837,1.705,-1.394,5.926,5.930,6.264
341.107,-15.749,1.559,12.519,1.234,-1.094,5.768,5.787,6.088
341.118,-9.333,2.974,11.024,1.252,-0.846,5.608,5.630,5.914
341.128,6.107,0.675,6.390,0.894,-0.643,5.578,5.610,5.778
341.138,1.135,-5.130,8.186,0.055,-0.524,5.483,5.544,5.671
341.149,-3.305,0.366,11.290,0.292,-0.454,5.343,5.410,5.556
341.159,7.278,2.831,10.370,1.041,-0.298,5.249,5.306,5.441
341.169,9.915,-1.817,9.271,0.681,-0.160,5.197,5.263,5.341
341.180,-7.343,-1.092,10.140,0.411,-0.080,5.212,5.280,5.284
341.191,-7.149,-0.524,11.240,0.726,0.038,5.125,5.185,5.217
341.202,-15.814,2.263,12.282,0.809,0.131,5.020,5.080,5.155
341.212,7.393,2.443,6.419,0.751,0.197,4.873,4.934,5.072
341.222,10.583,0.618,7.209,0.701,0.259,4.749,4.801,4.973
341.232,-3.412,-8.837,12.583,-0.828,0.227,4.520,4.590,4.848
341.242,-3.240,-3.930,9.796,-1.800,0.012,4.236,4.322,4.667
341.252,-3.068,13.256,10.119,0.081,-0.077,4.131,4.190,4.496
341.263,4.354,-1.365,9.788,0.300,-0.012,3.891,3.970,4.330
341.273,5.094,-9.742,8.165,-2.258,-0.194,3.422,3.576,4.106
341.283,-11.136,0.481,12.813,-1.538,-0.345,2.972,3.118,3.804
341.293,-0.244,3.959,7.195,-0.236,-0.389,2.655,2.753,3.490
341.303,8.384,4.735,10.816,-0.403,-0.394,2.258,2.352,3.153
341.313,4.476,-6.825,11.247,-2.364,-0.518,1.936,2.075,2.813
341.323,-3.556,-6.811,7.705,-3.547,-0.845,1.577,1.751,2.475
341.334,-7.781,-2.866,11.815,-3.202,-1.108,1.283,1.450,2.147
341.344,3.642,0.294,8.517,-2.191,-1.301,1.056,1.183,1.830
341.354,-4.167,15.275,8.028,1.617,-1.146,0.863,0.924,1.553
341.365,5.367,3.420,9.206,1.136,-0.899,0.703,0.784,1.305
341.375,8.607,4.038,7.331,0.971,-0.738,0.563,0.648,1.089
341.387,-0.510,13.407,8.244,2.787,-0.462,0.393,0.431,0.865
341.399,-5.899,12.552,9.070,3.087,-0.071,0.228,0.268,0.655
341.409,4.576,-0.610,6.771,2.152,0.198,0.161,0.231,0.501
341.420,9.477,-4.569,6.038,0.801,0.325,0.143,0.242,0.381
341.431,7.925,-2.823,7.949,0.665,0.377,0.148,0.273,0.302
341.443,7.400,2.629,11.074,1.275,0.465,0.220,0.349,0.274
341.454,11.258,2.457,9.487,2.258,0.659,0.326,0.441,0.279
341.466,5.309,-1.235,6.225,2.348,0.882,0.464,0.582,0.319
341.477,-7.034,-5.834,9.106,1.558,1.013,0.515,0.663,0.365
341.488,-0.891,-3.829,11.520,1.778,1.146,0.505,0.644,0.403
341.499,-7.565,-5.791,12.016,0.863,1.169,0.542,0.704,0.430
341.509,2.248,-0.502,9.393,0.767,1.129,0.589,0.752,0.464
341.520,-9.168,2.996,11.728,1.154,1.091,0.679,0.835,0.505
341.530,-8.420,2.910,9.990,2.234,1.169,0.648,0.781,0.530
341.542,6.495,-5.618,11.031,2.053,1.407,0.581,0.721,0.526
341.553,0.488,4.648,8.660,1.719,1.386,0.586,0.737,0.537
341.565,0.984,-2.586,14.229,1.937,1.516,0.605,0.764,0.536
341.576,-3.542,-5.108,8.143,1.791,1.574,0.559,0.736,0.533
341.586,4.260,-2.306,9.594,1.575,1.596,0.516,0.699,0.523
341.596,-3.298,-4.526,12.885,0.331,1.484,0.554,0.779,0.524
341.606,1.013,-6.358,8.416,-0.044,1.373,0.538,0.777,0.530
341.616,-4.792,-4.892,12.238,-0.453,1.150,0.613,0.863,0.552
341.626,-1.120,15.174,8.596,1.731,1.099,0.568,0.772,0.561
341.636,-4.670,2.191,10.902,2.434,1.251,0.509,0.712,0.550
341.646,6.696,-11.991,8.933,-0.611,1.136,0.529,0.795,0.548
341.656,1.185,4.684,11.915,-0.168,0.946,0.614,0.862,0.564
341.666,-2.234,0.941,7.805,0.509,0.906,0.800,1.037,0.625
341.678,2.493,-0.847,7.331,0.432,0.831,0.809,1.055,0.691
341.688,4.519,3.096,13.036,0.864,0.799,0.954,1.192,0.756
341.699,-0.474,-2.464,5.377,0.599,0.787,0.958,1.218,0.824
341.709,-0.682,-1.142,12.483,0.302,0.754,1.051,1.318,0.892
341.719,-3.175,-1.824,6.074,0.580,0.712,1.087,1.347,0.947
341.729,-5.956,-0.962,13.338,0.904,0.766,1.120,1.377,0.993
341.739,-4.641,2.421,7.187,1.535,0.783,1.200,1.433,1.039
341.749,-4.311,-1.343,9.055,1.471,0.903,1.223,1.459,1.080
341.759,-7.472,5.079,11.815,1.704,0.956,1.215,1.451,1.108
341.769,-4.339,0.036,3.983,1.989,1.066,1.161,1.398,1.112
341.779,-8.341,2.967,14.444,2.336,1.212,1.054,1.295,1.085
341.789,-7.910,4.699,3.774,3.088,1.368,0.998,1.206,1.033
341.799,-2.141,-0.610,13.855,3.165,1.597,0.845,1.055,0.953
341.810,-11.568,9.010,8.897,4.603,1.860,0.694,0.872,0.841
341.820,2.723,-1.760,6.720,3.894,2.105,0.557,0.760,0.717
341.830,-10.540,9.951,12.411,4.938,2.392,0.452,0.646,0.595
341.840,5.381,0.582,6.649,4.259,2.595,0.312,0.529,0.468
341.850,-6.093,6.337,11.642,3.958,2.758,0.108,0.343,0.338
341.860,6.531,-0.438,6.397,2.880,2.794,-0.042,0.229,0.193
341.872,5.805,6.387,11.053,3.495,2.788,-0.123,0.140,0.048
341.883,-1.250,2.270,14.681,3.499,2.870,-0.197,0.080,-0.068
341.895,-7.185,-2.004,12.878,3.392,2.991,-0.182,0.092,-0.135
341.907,-5.237,-5.000,7.568,2.415,3.009,-0.130,0.170,-0.153
341.918,3.865,-1.832,6.828,2.322,2.938,-0.096,0.224,-0.147
341.930,5.611,-0.222,12.253,1.818,2.822,0.011,0.335,-0.109
341.941,4.914,1.070,13.438,1.094,2.584,0.072,0.417,-0.059
341.953,-2.780,1.947,6.957,1.445,2.351,0.239,0.563,0.023
341.965,-5.640,3.010,8.315,2.234,2.279,0.405,0.700,0.136
341.976,4.253,-3.563,13.101,1.494,2.268,0.474,0.779,0.247
341.988,4.950,-2.241,7.252,1.338,2.139,0.487,0.816,0.331
342.000,-7.142,7.192,11.599,2.574,2.082,0.500,0.799,0.402
342.011,2.033,-2.550,11.362,2.347,2.168,0.509,0.820,0.453
342.023,2.758,-1.724,4.048,2.179,2.194,0.416,0.749,0.454
342.034,-6.222,5.288,14.301,2.470,2.189,0.331,0.648,0.431
342.046,0.107,-1.595,7.662,2.447,2.222,0.241,0.556,0.382
342.058,3.032,-0.021,6.440,2.963,2.327,0.074,0.390,0.292
342.069,-2.478,6.279,11.951,2.795,2.377,-0.029,0.266,0.184
342.081,-2.622,2.938,10.701,2.160,2.310,-0.181,0.132,0.069
342.093,1.027,-7.378,11.649,2.257,2.356,-0.247,0.059,-0.039
342.104,2.464,-13.342,11.369,2.331,2.495,-0.411,-0.136,-0.157
342.116,2.773,-10.813,11.743,2.401,2.614,-0.577,-0.342,-0.306
342.128,3.534,-6.998,10.780,2.375,2.672,-0.639,-0.428,-0.448
342.139,2.945,-5.906,6.950,1.794,2.654,-0.634,-0.402,-0.535
342.149,1.293,-4.641,12.490,1.797,2.574,-0.676,-0.434,-0.594
342.160,0.725,-4.770,10.169,1.579,2.517,-0.630,-0.403,-0.637
342.171,-5.791,-2.859,11.858,1.729,2.461,-0.666,-0.430,-0.666
342.182,-3.183,-3.441,10.413,1.769,2.424,-0.616,-0.402,-0.687
342.192,-8.650,-3.060,12.605,1.759,2.378,-0.595,-0.372,-0.693
342.202,-10.166,-2.112,7.396,1.885,2.352,-0.518,-0.314,-0.687
342.213,-6.998,-1.056,13.108,1.950,2.328,-0.483,-0.285,-0.668
342.224,-9.369,-0.869,8.488,1.966,2.300,-0.455,-0.262,-0.644
342.235,5.359,0.237,10.105,1.784,2.247,-0.391,-0.190,-0.608
342.246,3.211,2.924,12.389,1.727,2.170,-0.344,-0.144,-0.561
342.257,8.837,3.635,5.621,2.057,2.109,-0.235,-0.040,-0.502
342.268,10.303,3.470,11.764,2.935,2.158,-0.122,0.065,-0.425
342.279,0.301,-0.739,5.370,3.453,2.299,-0.070,0.114,-0.345
342.290,-2.708,-5.417,9.178,3.205,2.466,-0.004,0.196,-0.271
342.301,-10.554,-6.344,7.604,2.059,2.512,-0.029,0.197,-0.216
342.312,-7.630,-4.037,7.841,0.584,2.374,-0.126,0.158,-0.186
342.323,-7.788,1.365,11.965,-0.335,2.072,-0.154,0.146,-0.173
342.334,-2.888,5.863,7.446,-0.354,1.743,-0.152,0.160,-0.163
342.345,-0.201,8.507,14.947,0.482,1.497,-0.116,0.175,-0.152
342.356,2.313,8.737,7.417,1.690,1.415,-0.083,0.178,-0.132
