R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,400,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
254.290,-0.115,0.294,9.860,1.849,1.840,8.813,8.927,9.012
254.302,-0.107,0.344,9.882,1.857,1.842,8.822,8.935,8.997
254.313,-0.079,0.316,9.889,1.844,1.843,8.768,8.882,8.975
254.325,-0.064,0.309,9.846,1.857,1.845,8.764,8.877,8.954
254.335,-0.079,0.323,9.889,1.864,1.846,8.769,8.881,8.941
254.346,-0.000,0.309,9.803,1.849,1.847,8.754,8.866,8.930
254.358,-0.093,0.330,9.831,1.836,1.846,8.694,8.806,8.911
254.369,-0.057,0.344,9.860,1.837,1.844,8.670,8.781,8.887
254.381,-0.115,0.344,9.896,1.860,1.845,8.665,8.776,8.867
254.392,-0.064,0.323,9.846,1.855,1.846,8.678,8.788,8.849
254.404,-0.057,0.330,9.896,1.858,1.848,8.689,8.799,8.851
254.415,-0.093,0.309,9.853,1.836,1.847,8.677,8.787,8.851
254.426,-0.021,0.309,9.860,1.830,1.844,8.698,8.807,8.853
254.436,-0.122,0.323,9.911,1.832,1.842,8.671,8.780,8.847
254.448,-0.064,0.337,9.839,1.822,1.838,8.653,8.761,8.833
254.459,-0.043,0.309,9.824,1.820,1.835,8.653,8.761,8.826
254.471,-0.093,0.309,9.867,1.830,1.834,8.643,8.751,8.815
254.482,-0.057,0.301,9.831,1.819,1.833,8.605,8.713,8.798
254.494,-0.064,0.352,9.875,1.830,1.831,8.610,8.717,8.785
254.505,-0.093,0.280,9.882,1.831,1.831,8.627,8.733,8.780
254.517,-0.093,0.323,9.817,1.844,1.833,8.607,8.713,8.777
254.528,-0.071,0.330,9.889,1.847,1.834,8.584,8.689,8.770
254.538,-0.093,0.316,9.882,1.854,1.837,8.581,8.685,8.765
254.550,-0.071,0.273,9.860,1.841,1.839,8.589,8.693,8.768
254.561,-0.071,0.330,9.839,1.845,1.841,8.584,8.688,8.763
254.573,-0.100,0.337,9.889,1.841,1.841,8.589,8.693,8.765
254.583,-0.043,0.359,9.853,1.855,1.842,8.597,8.700,8.767
254.593,-0.064,0.337,9.889,1.852,1.843,8.579,8.682,8.763
254.603,-0.050,0.301,9.810,1.840,1.843,8.594,8.697,8.762
254.615,-0.086,0.294,9.824,1.834,1.842,8.599,8.701,8.757
254.625,-0.093,0.316,9.896,1.838,1.842,8.558,8.660,8.747
254.635,-0.100,0.301,9.896,1.843,1.842,8.558,8.660,8.738
254.647,-0.071,0.316,9.860,1.833,1.841,8.578,8.679,8.731
254.657,-0.086,0.316,9.831,1.841,1.841,8.596,8.697,8.731
254.669,-0.107,0.323,9.875,1.854,1.842,8.587,8.687,8.733
254.680,-0.107,0.287,9.875,1.860,1.845,8.568,8.668,8.722
254.692,-0.107,0.380,9.436,1.883,1.845,8.572,8.671,8.715
254.703,-0.452,-0.933,9.932,1.833,1.863,8.582,8.682,8.706
254.715,0.653,0.804,9.954,1.836,1.847,8.536,8.636,8.692
254.725,-0.970,-0.682,9.839,1.561,1.837,8.506,8.612,8.675
254.735,1.235,0.790,9.587,1.862,1.830,8.479,8.578,8.659
254.745,-0.582,-0.323,9.479,1.702,1.829,8.527,8.629,8.654
254.757,0.696,0.071,9.745,2.015,1.849,8.539,8.633,8.658
254.767,0.366,-0.387,9.386,1.693,1.849,8.512,8.614,8.659
254.779,0.876,0.538,9.530,1.940,1.842,8.490,8.587,8.661
254.789,-0.143,0.977,10.248,2.009,1.854,8.467,8.562,8.656
254.799,0.014,-0.150,9.343,2.031,1.877,8.454,8.549,8.648
254.809,-0.021,0.689,9.731,2.039,1.890,8.452,8.546,8.642
254.819,-0.036,1.322,9.932,2.119,1.909,8.481,8.573,8.646
254.830,-0.668,1.307,10.255,2.284,1.942,8.500,8.588,8.657
254.840,-0.804,1.523,9.875,2.406,1.984,8.499,8.584,8.660
254.852,0.193,-0.869,9.752,2.101,2.026,8.459,8.551,8.654
254.864,-0.402,-1.415,10.155,1.945,2.053,8.442,8.538,8.644
254.875,0.402,0.761,9.875,2.042,2.032,8.445,8.539,8.640
254.887,0.136,-1.099,9.616,1.662,2.002,8.406,8.508,8.627
254.897,-0.309,-0.136,9.752,1.593,1.954,8.377,8.481,8.615
254.909,-0.079,0.632,9.788,1.698,1.907,8.390,8.491,8.603
254.920,-0.524,-1.365,9.767,1.357,1.859,8.401,8.510,8.599
254.932,-0.172,-1.178,9.544,1.302,1.797,8.395,8.506,8.593
254.943,0.043,-1.674,9.637,1.450,1.757,8.384,8.492,8.587
254.955,0.050,1.731,9.860,1.502,1.694,8.370,8.476,8.577
254.967,-0.273,-0.502,10.018,1.515,1.686,8.358,8.463,8.570
254.978,0.517,0.352,9.645,1.478,1.643,8.338,8.444,8.558
254.988,-0.064,0.704,9.724,1.532,1.622,8.351,8.456,8.549
254.998,0.136,-0.926,9.393,1.587,1.635,8.344,8.447,8.542
255.008,1.135,-0.790,9.602,1.534,1.625,8.368,8.473,8.537
255.018,-0.186,-0.646,9.666,1.353,1.611,8.360,8.469,8.540
255.029,-0.215,-0.387,9.961,1.347,1.582,8.323,8.433,8.531
255.039,-0.280,1.164,10.284,1.517,1.554,8.309,8.413,8.524
255.050,0.466,-1.228,9.602,1.550,1.557,8.298,8.401,8.507
255.062,-0.424,0.840,9.997,1.424,1.534,8.272,8.378,8.496
255.074,0.028,-0.589,9.788,1.301,1.513,8.257,8.366,8.481
255.084,-0.115,0.503,9.896,1.369,1.492,8.219,8.326,8.460
255.094,0.028,0.488,9.982,1.449,1.483,8.195,8.300,8.437
255.104,-0.043,0.337,9.788,1.477,1.480,8.180,8.284,8.417
255.114,-0.265,0.330,9.817,1.534,1.485,8.175,8.278,8.401
255.124,-0.064,0.265,9.717,1.493,1.486,8.202,8.305,8.394
255.134,-0.373,0.352,9.839,1.554,1.492,8.230,8.332,8.396
255.146,-0.215,0.201,10.018,1.555,1.500,8.236,8.337,8.404
255.156,-0.079,0.409,9.831,1.592,1.510,8.191,8.290,8.396
255.166,-0.050,0.495,9.860,1.672,1.524,8.189,8.286,8.386
255.176,0.028,0.237,9.903,1.724,1.548,8.186,8.282,8.379
255.188,-0.179,0.395,9.831,1.805,1.580,8.190,8.284,8.369
255.199,0.143,0.402,9.745,1.813,1.611,8.173,8.265,8.365
255.211,-0.344,0.237,9.982,1.842,1.644,8.175,8.266,8.360
255.221,0.201,0.474,9.803,1.877,1.668,8.181,8.271,8.356
255.232,-0.237,0.366,9.853,1.900,1.694,8.163,8.253,8.349
255.242,0.136,0.366,9.867,1.916,1.719,8.147,8.236,8.337
255.252,-0.301,0.359,9.918,1.935,1.744,8.130,8.218,8.325
255.264,-0.136,0.265,9.882,1.883,1.766,8.081,8.170,8.302
255.276,-0.136,0.136,9.810,1.786,1.774,8.070,8.161,8.280
255.288,-0.115,0.373,9.903,1.841,1.781,8.078,8.167,8.267
255.300,0.043,0.366,9.925,1.810,1.786,8.095,8.184,8.260
255.312,-0.237,0.280,9.839,1.843,1.795,8.097,8.185,8.263
255.322,-0.222,0.424,9.853,1.888,1.802,8.105,8.191,8.267
255.334,-0.201,0.431,9.831,1.888,1.814,8.109,8.195,8.270
255.344,-0.186,0.467,9.896,1.914,1.827,8.089,8.175,8.269
255.356,0.093,-0.229,9.961,1.937,1.851,8.091,8.175,8.270
255.366,-0.143,0.646,9.932,2.010,1.864,8.102,8.185,8.271
255.378,-0.215,0.172,9.968,2.065,1.892,8.118,8.199,8.271
255.388,-0.754,0.280,10.061,2.075,1.913,8.107,8.187,8.274
255.398,-1.077,0.431,10.198,2.055,1.929,8.068,8.148,8.267
255.408,-0.718,0.222,10.083,2.058,1.947,8.065,8.145,8.258
255.418,-1.185,-0.021,9.975,1.942,1.956,8.064,8.147,8.252
255.428,-0.682,-0.186,10.521,2.218,1.984,8.068,8.143,8.249
255.438,-0.316,0.258,10.112,2.118,2.006,8.078,8.156,8.254
255.448,-0.036,-0.359,9.803,2.298,2.038,8.073,8.144,8.255
255.458,-1.343,-0.050,10.945,2.314,2.073,8.080,8.150,8.258
255.468,-0.977,-0.107,11.089,2.353,2.105,8.054,8.121,8.252
255.478,-0.136,-1.199,11.074,2.238,2.141,8.034,8.102,8.240
255.488,-0.804,0.790,11.800,2.273,2.148,8.017,8.084,8.228
255.498,0.323,-0.244,11.836,2.363,2.183,7.966,8.030,8.205
255.508,-0.323,1.336,12.138,2.303,2.188,7.986,8.052,8.190
255.518,0.395,1.365,11.692,2.430,2.211,8.003,8.066,8.184
255.528,0.761,0.948,10.888,2.368,2.222,7.999,8.064,8.184
255.539,0.474,0.919,10.406,2.461,2.237,8.028,8.091,8.183
255.549,0.380,0.682,9.724,2.492,2.255,8.038,8.101,8.182
255.561,-0.804,-0.933,8.897,2.483,2.289,8.049,8.112,8.189
255.571,-0.689,-1.997,9.005,2.135,2.301,8.022,8.096,8.192
255.581,-1.688,-1.386,9.472,2.364,2.318,8.035,8.102,8.194
255.591,-1.214,-0.790,10.636,2.386,2.354,8.068,8.135,8.205
255.601,-1.552,-1.537,10.895,2.330,2.391,8.053,8.121,8.212
255.611,-0.287,-0.280,11.240,2.439,2.425,8.081,8.143,8.222
255.621,-0.201,-1.393,11.197,2.252,2.445,8.043,8.107,8.220
255.631,-0.330,-1.379,10.687,2.050,2.443,8.057,8.122,8.216
255.641,-0.086,-0.732,10.090,1.604,2.390,8.017,8.090,8.211
255.651,0.237,-0.287,8.121,1.234,2.283,8.016,8.097,8.201
255.661,0.833,1.695,7.453,1.391,2.176,8.001,8.074,8.190
255.671,1.221,2.076,6.972,1.306,2.074,8.012,8.083,8.180
255.681,0.675,1.645,6.692,1.110,1.954,7.996,8.068,8.171
255.691,0.639,3.269,7.094,1.523,1.860,8.000,8.054,8.160
255.701,0.093,1.523,7.676,1.364,1.788,7.968,8.023,8.142
255.711,-0.416,1.113,8.603,1.379,1.719,7.944,7.993,8.117
255.721,-0.014,1.767,11.513,1.417,1.657,7.957,8.002,8.096
255.731,-0.273,0.172,12.440,1.162,1.590,7.942,7.992,8.080
255.741,-0.079,1.393,12.986,1.565,1.554,7.927,7.966,8.060
255.751,0.215,1.437,14.732,1.794,1.567,7.911,7.944,8.046
255.761,-0.086,0.388,14.408,1.922,1.597,7.911,7.942,8.032
255.771,0.510,1.911,13.338,2.364,1.661,7.916,7.934,8.022
255.783,-0.251,-0.122,5.844,2.337,1.765,7.905,7.924,8.012
255.795,-1.020,-0.229,6.167,2.189,1.859,7.904,7.935,8.003
255.806,0.021,0.847,12.447,2.157,1.900,7.903,7.935,7.999
255.818,0.488,0.330,13.869,2.011,1.907,7.868,7.912,7.993
255.829,-0.380,-1.911,6.979,1.783,1.903,7.836,7.897,7.985
255.841,-0.280,-0.380,5.916,1.873,1.919,7.834,7.900,7.981
255.851,-0.021,1.652,7.338,1.811,1.916,7.789,7.867,7.972
255.861,-0.129,-0.933,9.896,1.412,1.887,7.792,7.884,7.968
255.872,-0.028,1.667,11.886,1.643,1.849,7.777,7.871,7.965
255.882,0.969,1.623,12.770,1.506,1.809,7.777,7.882,7.966
255.892,1.048,1.861,13.647,1.251,1.726,7.722,7.844,7.964
255.902,1.135,2.565,13.503,1.298,1.636,7.720,7.851,7.959
255.912,-0.251,0.797,12.842,1.329,1.562,7.702,7.843,7.954
255.922,-0.424,0.776,10.184,1.718,1.549,7.691,7.825,7.945
255.932,-0.668,-0.905,9.185,1.872,1.579,7.688,7.823,7.935
255.944,-1.379,-1.983,7.475,1.668,1.650,7.647,7.793,7.920
255.954,0.876,0.194,8.057,1.747,1.682,7.621,7.770,7.906
255.964,0.093,-0.028,9.149,1.263,1.659,7.602,7.767,7.899
255.974,0.883,2.299,10.694,1.215,1.591,7.599,7.768,7.888
255.984,1.135,4.030,10.773,1.383,1.516,7.583,7.750,7.875
255.994,-0.079,1.149,10.572,1.414,1.472,7.582,7.746,7.858
256.004,-0.891,1.738,11.714,1.784,1.457,7.581,7.735,7.845
256.014,-1.279,-1.013,11.994,1.930,1.513,7.553,7.700,7.829
256.024,-0.129,-0.510,11.958,2.340,1.614,7.557,7.690,7.815
256.036,1.666,2.680,8.351,2.251,1.709,7.559,7.686,7.802
256.048,-1.056,1.487,8.402,2.247,1.759,7.569,7.692,7.795
256.059,-0.115,-2.054,12.073,2.017,1.841,7.570,7.692,7.789
256.069,0.653,-0.553,11.053,1.783,1.853,7.619,7.747,7.796
256.081,-1.365,-0.050,8.474,1.900,1.844,7.661,7.783,7.815
256.093,-0.603,-0.675,9.982,1.807,1.863,7.655,7.779,7.825
256.103,-0.287,1.207,9.142,1.995,1.878,7.645,7.764,7.832
256.113,-1.027,-0.122,10.859,1.994,1.887,7.599,7.717,7.823
256.125,0.589,0.603,9.688,2.139,1.936,7.622,7.736,7.815
256.137,-0.323,-2.557,8.409,1.575,1.954,7.641,7.768,7.816
256.147,-1.034,-1.077,11.031,1.308,1.915,7.597,7.734,7.811
256.158,-1.415,-1.810,9.005,0.949,1.846,7.554,7.698,7.799
256.170,-1.085,1.940,10.600,1.100,1.745,7.625,7.769,7.798
256.180,1.063,2.378,8.732,0.995,1.638,7.568,7.711,7.800
256.192,4.900,1.767,9.307,1.096,1.518,7.564,7.707,7.778
256.202,-0.251,-0.646,10.334,1.046,1.455,7.667,7.809,7.789
256.212,2.564,1.314,12.131,1.354,1.443,7.770,7.907,7.831
256.224,-0.546,4.885,11.103,1.843,1.473,7.757,7.887,7.872
256.234,-0.718,1.286,8.509,1.402,1.454,7.712,7.855,7.882
256.244,0.186,2.615,12.339,1.461,1.387,7.691,7.837,7.887
256.254,5.079,2.464,11.549,2.081,1.425,7.626,7.757,7.871
256.264,0.129,-4.016,8.581,1.467,1.472,7.509,7.667,7.835
256.274,-5.022,-1.832,9.408,1.279,1.472,7.436,7.601,7.786
256.284,1.422,4.275,10.191,2.130,1.522,7.362,7.512,7.733
256.294,-0.071,-0.704,8.373,1.590,1.554,7.270,7.438,7.672
256.304,-2.507,-1.113,11.204,1.155,1.495,7.215,7.397,7.607
256.314,1.911,2.277,13.280,1.847,1.500,7.209,7.375,7.559
256.326,-1.185,3.175,9.997,2.098,1.565,7.226,7.385,7.528
256.338,0.696,2.320,15.019,2.430,1.670,7.257,7.414,7.526
256.349,0.890,4.929,10.643,2.999,1.818,7.305,7.442,7.528
256.361,3.412,4.174,14.272,3.296,1.997,7.369,7.509,7.553
256.371,3.642,1.322,11.089,3.137,2.134,7.404,7.551,7.585
256.381,-2.277,-4.102,5.614,1.990,2.163,7.579,7.770,7.658
256.392,-5.453,-1.875,15.932,1.652,2.112,7.678,7.878,7.758
256.402,-1.041,4.497,10.801,2.266,2.111,7.818,7.989,7.851
256.412,4.806,4.964,10.643,2.538,2.137,8.006,8.188,7.981
256.423,1.580,-2.521,16.995,1.467,2.114,8.095,8.288,8.108
256.433,-6.207,-5.582,2.977,0.369,1.927,8.233,8.468,8.235
256.443,-3.269,-0.941,17.951,0.843,1.797,8.483,8.717,8.397
256.454,1.142,7.838,4.867,2.549,1.779,8.491,8.651,8.529
256.464,7.529,-0.502,16.686,2.089,1.857,8.391,8.565,8.567
256.474,-9.031,-0.768,8.890,2.101,1.849,8.594,8.779,8.644
256.484,-4.756,-0.905,12.181,2.230,1.912,8.704,8.890,8.736
256.494,7.493,7.544,10.845,3.420,2.016,8.846,9.009,8.848
256.505,-9.261,-4.397,10.873,2.676,2.136,8.891,9.071,8.950
256.515,6.351,1.228,10.090,2.709,2.146,8.892,9.076,9.022
256.525,0.337,8.435,12.418,4.052,2.347,8.708,8.871,9.046
256.535,-2.902,-6.775,8.057,2.325,2.404,8.311,8.528,8.958
256.545,3.649,5.525,10.751,2.675,2.403,8.054,8.267,8.800
256.555,0.316,-3.111,13.216,2.024,2.406,7.938,8.167,8.647
256.566,-1.444,3.039,8.596,2.030,2.336,7.815,8.036,8.505
256.576,-6.150,-1.099,10.687,1.627,2.293,7.808,8.033,8.396
256.586,10.906,-3.585,11.448,0.589,2.136,7.600,7.840,8.277
256.597,4.318,-4.002,9.170,0.100,1.918,7.448,7.711,8.141
256.607,-9.290,8.234,12.964,1.314,1.785,7.333,7.586,8.020
256.617,-3.793,-0.739,10.155,1.486,1.832,7.096,7.335,7.873
256.627,3.053,-9.153,9.817,0.635,1.730,7.032,7.291,7.729
256.637,11.028,-2.723,6.404,1.016,1.661,6.954,7.219,7.607
256.648,-2.407,8.392,15.342,3.071,1.732,6.898,7.133,7.511
256.658,-11.927,5.008,10.140,3.837,1.964,6.723,6.957,7.409
256.669,-9.613,0.380,13.216,3.175,2.126,6.596,6.849,7.302
256.679,4.440,-4.253,6.799,2.521,2.207,6.415,6.699,7.182
256.689,2.026,-9.613,7.884,1.782,2.216,6.334,6.661,7.072
256.700,12.042,8.500,11.225,3.314,2.265,6.268,6.585,6.978
256.710,4.181,2.881,11.743,3.450,2.402,6.235,6.550,6.896
256.720,-10.605,8.334,13.618,4.440,2.560,6.154,6.460,6.823
256.731,-4.943,3.154,10.471,4.302,2.792,6.108,6.432,6.765
256.741,-10.346,-9.893,9.745,1.525,2.765,6.092,6.479,6.727
256.751,13.903,-1.659,7.166,1.959,2.656,6.071,6.446,6.698
256.761,11.359,-3.800,10.435,1.877,2.599,6.030,6.414,6.665
256.772,-1.437,3.527,13.029,3.145,2.578,5.967,6.326,6.620
256.782,-0.639,15.907,11.419,4.391,2.704,5.866,6.213,6.569
256.793,-8.600,7.027,12.253,4.035,2.825,5.650,6.021,6.484
256.803,-13.371,-0.466,11.362,3.254,2.860,5.469,5.867,6.379
256.813,9.850,-3.808,8.509,2.333,2.848,5.333,5.757,6.260
256.824,8.413,-12.221,9.932,-0.117,2.632,5.162,5.635,6.134
256.834,-1.896,-6.092,11.786,-0.412,2.277,5.140,5.624,6.018
256.844,-0.136,10.138,10.909,1.176,2.092,4.996,5.451,5.899
256.855,1.221,12.595,10.212,2.221,2.033,5.023,5.444,5.808
256.865,-4.656,-3.082,11.664,0.991,1.962,5.086,5.536,5.764
256.875,-1.738,-2.996,11.297,0.055,1.760,5.077,5.550,5.746
256.886,4.583,0.445,10.600,0.198,1.568,5.031,5.500,5.707
256.896,2.069,-3.369,10.528,0.112,1.411,5.007,5.479,5.673
256.906,-3.211,-4.555,11.060,0.162,1.289,4.982,5.450,5.641
256.917,-1.056,5.453,9.652,1.433,1.242,5.070,5.497,5.625
256.927,1.896,5.561,8.897,2.612,1.361,5.202,5.587,5.646
256.937,0.244,-1.228,10.385,2.509,1.500,5.262,5.646,5.683
256.948,-0.567,-3.908,12.325,2.186,1.601,5.312,5.698,5.722
256.958,2.572,3.721,11.118,3.051,1.721,5.408,5.765,5.767
256.968,0.122,4.160,8.991,3.857,1.940,5.594,5.924,5.849
256.979,-6.825,-0.581,10.054,3.275,2.126,5.678,6.021,5.943
256.989,-7.666,-4.591,10.112,2.448,2.193,5.828,6.193,6.051
256.999,2.133,-3.132,10.766,2.422,2.242,5.894,6.258,6.152
257.010,9.764,5.123,9.652,3.433,2.329,6.028,6.375,6.257
257.020,-1.171,6.445,11.161,4.494,2.536,5.951,6.271,6.321
257.030,-11.381,1.343,12.159,4.089,2.743,6.004,6.338,6.370
257.041,-9.326,-6.135,11.649,2.163,2.765,5.973,6.353,6.413
257.051,4.174,-6.876,8.617,1.842,2.702,5.956,6.348,6.436
257.061,12.099,0.402,7.676,2.371,2.670,5.927,6.315,6.442
257.072,5.690,8.650,10.025,3.352,2.701,5.877,6.245,6.432
257.082,-7.278,8.377,12.576,3.720,2.767,5.849,6.220,6.412
257.093,-11.438,0.574,13.287,3.247,2.818,5.789,6.178,6.389
257.104,-2.349,-6.107,10.277,1.581,2.759,5.693,6.133,6.350
257.115,3.125,-6.796,8.560,0.312,2.552,5.637,6.115,6.310
257.126,7.903,-6.832,7.604,-0.578,2.260,5.613,6.110,6.276
257.137,11.424,-6.804,7.087,-1.140,1.932,5.618,6.122,6.247
257.148,11.108,-6.725,7.087,-1.384,1.607,5.504,6.016,6.212
257.160,9.757,-5.266,7.209,-1.852,1.253,5.373,5.895,6.155
257.172,7.228,-2.737,7.611,-2.308,0.859,5.340,5.872,6.099
257.184,4.224,0.258,8.172,-2.623,0.447,5.366,5.903,6.054
257.195,1.120,2.385,8.409,-2.861,0.032,5.358,5.900,6.014
257.207,-2.069,4.512,9.350,-2.919,-0.365,5.294,5.839,5.973
257.219,-4.893,6.315,10.521,-2.776,-0.718,5.258,5.811,5.938
257.231,-3.614,11.115,11.764,-1.391,-0.919,5.282,5.825,5.918
257.242,-1.760,9.390,11.879,-0.076,-0.923,5.365,5.887,5.915
257.254,0.359,5.776,10.708,0.838,-0.785,5.478,5.976,5.944
257.266,1.767,1.516,10.284,1.443,-0.547,5.574,6.060,5.991
257.278,2.169,-2.744,9.738,1.727,-0.264,5.676,6.167,6.065
257.289,2.220,-4.713,9.020,2.021,0.035,5.804,6.311,6.167
257.301,1.983,-5.999,9.214,2.388,0.359,5.990,6.517,6.296
257.312,2.299,-5.460,7.626,2.894,0.702,6.194,6.736,6.453
257.324,1.738,-4.598,6.390,3.354,1.048,6.452,7.006,6.644
257.336,0.768,-3.808,4.644,3.489,1.363,6.690,7.265,6.861
257.348,-1.832,-4.461,5.003,3.104,1.607,6.923,7.528,7.083
257.359,-6.430,-5.194,6.246,2.283,1.734,7.072,7.706,7.309
257.371,-10.799,-3.772,9.508,1.616,1.751,7.311,7.965,7.533
257.383,-11.632,1.817,12.605,1.576,1.703,7.478,8.141,7.755
257.395,-6.818,6.948,13.927,2.430,1.712,7.715,8.374,7.977
257.407,1.163,11.654,14.250,3.915,1.855,7.883,8.537,8.186
257.418,7.831,10.727,11.577,4.969,2.125,8.110,8.750,8.402
257.430,8.305,5.273,10.119,5.184,2.447,8.303,8.942,8.605
257.442,5.575,-1.745,8.689,4.904,2.755,8.450,9.105,8.806
257.454,3.829,-5.467,8.761,4.852,3.051,8.627,9.311,9.009
257.466,6.337,-3.793,7.590,5.530,3.376,8.818,9.517,9.200
257.477,10.590,-2.593,6.181,6.075,3.728,9.007,9.717,9.405
257.489,10.102,-4.548,6.361,5.476,3.999,9.125,9.860,9.586
257.500,5.338,-13.256,7.410,3.675,4.103,9.296,10.088,9.766
257.511,2.737,-12.092,8.136,3.101,4.100,9.460,10.285,9.951
257.522,11.977,-4.296,7.281,3.886,4.124,9.619,10.444,10.135
257.533,13.170,-6.861,7.310,3.182,4.098,9.673,10.518,10.291
257.544,2.981,-12.214,9.594,1.511,3.913,9.717,10.606,10.409
257.555,3.154,-5.467,9.214,1.692,3.694,9.870,10.755,10.534
257.566,9.972,2.155,8.351,2.867,3.599,9.889,10.755,10.651
257.578,3.240,-1.781,8.933,3.536,3.601,9.854,10.711,10.724
257.588,-5.870,-0.545,9.458,3.975,3.640,9.772,10.617,10.751
257.599,-0.761,9.304,5.822,6.067,3.826,9.742,10.527,10.758
