R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,400,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
217.384,-0.424,0.201,9.846,1.182,1.177,10.763,10.795,10.736
217.395,-0.445,0.179,9.831,1.168,1.177,10.792,10.823,10.759
217.406,-0.424,0.201,9.824,1.165,1.176,10.809,10.839,10.773
217.417,-0.431,0.186,9.860,1.167,1.174,10.832,10.861,10.794
217.429,-0.467,0.222,9.810,1.185,1.174,10.859,10.888,10.817
217.439,-0.452,0.215,9.831,1.184,1.175,10.893,10.921,10.843
217.451,-0.409,0.208,9.824,1.198,1.177,10.904,10.931,10.870
217.461,-0.416,0.215,9.867,1.197,1.179,10.916,10.942,10.889
217.473,-0.402,0.186,9.867,1.198,1.182,10.906,10.932,10.901
217.483,-0.503,0.179,9.853,1.180,1.183,10.906,10.931,10.907
217.493,-0.416,0.215,9.853,1.184,1.182,10.951,10.975,10.919
217.503,-0.402,0.222,9.875,1.184,1.182,11.011,11.035,10.942
217.513,-0.488,0.208,9.853,1.181,1.182,11.023,11.046,10.964
217.525,-0.452,0.194,9.810,1.184,1.182,11.037,11.059,10.984
217.536,-0.452,0.194,9.831,1.169,1.181,11.076,11.098,11.007
217.546,-0.481,0.251,9.882,1.163,1.179,11.107,11.128,11.031
217.558,0.028,-0.222,10.105,1.104,1.174,11.137,11.159,11.060
217.568,-0.409,-0.617,9.415,1.168,1.185,11.152,11.172,11.088
217.578,-0.388,-0.107,10.212,1.022,1.169,11.182,11.205,11.116
217.588,-0.438,0.036,9.501,1.158,1.168,11.223,11.243,11.147
217.599,-0.057,0.301,10.054,0.946,1.143,11.261,11.285,11.180
217.609,0.337,-0.589,8.998,0.944,1.136,11.255,11.279,11.203
217.619,-0.143,-1.127,10.219,0.693,1.099,11.254,11.282,11.215
217.629,-0.359,0.036,9.846,0.828,1.061,11.289,11.314,11.229
217.640,-0.330,-1.365,10.579,0.709,1.023,11.323,11.349,11.257
217.652,1.192,0.948,9.609,0.651,0.964,11.315,11.342,11.275
217.664,-0.172,-0.574,8.782,0.621,0.924,11.345,11.371,11.285
217.675,-0.776,-0.122,10.284,0.430,0.855,11.405,11.435,11.310
217.687,-0.352,-0.287,10.090,0.524,0.807,11.401,11.428,11.328
217.698,-1.085,1.264,9.982,0.690,0.777,11.430,11.453,11.346
217.710,0.129,1.221,10.191,0.692,0.747,11.443,11.465,11.360
217.721,-0.115,-0.416,9.458,0.791,0.755,11.476,11.495,11.378
217.733,-1.279,-0.739,10.169,0.856,0.774,11.479,11.495,11.396
217.745,-0.344,0.172,9.573,0.742,0.772,11.472,11.490,11.410
217.756,-0.064,1.631,10.155,0.598,0.732,11.488,11.509,11.421
217.768,0.847,0.668,9.623,0.673,0.714,11.483,11.501,11.427
217.779,0.387,-1.983,9.523,0.421,0.710,11.431,11.456,11.424
217.791,-1.077,2.277,10.507,0.450,0.648,11.455,11.479,11.421
217.802,-0.912,1.063,10.255,0.686,0.638,11.513,11.531,11.432
217.814,-0.100,0.057,10.105,0.704,0.659,11.535,11.552,11.449
217.826,0.466,-0.280,9.587,0.645,0.657,11.560,11.579,11.470
217.837,0.905,-0.747,9.982,0.541,0.652,11.588,11.609,11.494
217.849,0.078,0.366,10.155,0.440,0.620,11.585,11.607,11.512
217.860,-0.467,-0.416,10.083,0.349,0.593,11.573,11.598,11.519
217.872,-0.560,0.804,10.320,0.399,0.556,11.582,11.604,11.521
217.883,0.093,-0.660,9.752,0.388,0.551,11.579,11.601,11.521
217.895,-1.437,-0.265,9.982,0.358,0.522,11.590,11.612,11.526
217.907,-1.070,-0.826,9.824,0.252,0.509,11.583,11.608,11.534
217.918,-1.968,0.725,9.961,0.239,0.466,11.606,11.631,11.539
217.930,-1.343,0.165,9.932,0.326,0.459,11.619,11.642,11.551
217.941,-1.961,0.079,10.076,0.335,0.453,11.656,11.678,11.565
217.953,-1.041,1.731,9.788,0.547,0.453,11.632,11.648,11.578
217.964,-0.388,-0.826,9.717,0.594,0.494,11.611,11.625,11.578
217.976,-0.215,0.474,9.853,0.562,0.513,11.593,11.607,11.572
217.988,-0.388,-1.178,9.666,0.588,0.545,11.578,11.592,11.566
217.999,-1.350,-0.129,10.255,0.447,0.543,11.557,11.573,11.555
218.011,-0.682,-0.366,10.162,0.501,0.550,11.583,11.597,11.554
218.022,-2.263,0.251,10.342,0.451,0.536,11.629,11.643,11.564
218.034,-0.495,0.150,10.219,0.643,0.552,11.663,11.672,11.582
218.045,-1.494,-1.149,9.968,0.539,0.573,11.708,11.719,11.610
218.057,-0.344,-0.215,9.537,0.622,0.579,11.699,11.708,11.634
218.068,-0.567,-0.919,9.867,0.747,0.615,11.740,11.745,11.660
218.080,-0.826,-0.840,9.666,0.687,0.641,11.756,11.763,11.687
218.092,-0.510,-1.537,9.918,0.840,0.690,11.788,11.790,11.709
218.103,-2.069,-1.027,10.076,0.828,0.725,11.811,11.813,11.737
218.115,0.050,-0.172,9.846,0.803,0.766,11.824,11.825,11.759
218.126,0.193,-1.688,10.485,0.705,0.808,11.880,11.883,11.790
218.138,0.696,-1.041,9.616,0.527,0.812,11.902,11.909,11.822
218.148,0.854,-0.603,9.659,0.297,0.781,11.921,11.934,11.846
218.160,-0.704,0.855,9.925,0.182,0.704,11.875,11.890,11.859
218.172,-1.552,1.279,10.694,0.281,0.608,11.886,11.899,11.860
218.183,-0.344,0.000,9.501,0.314,0.549,11.883,11.894,11.846
218.195,0.380,-0.718,8.969,0.301,0.524,11.884,11.895,11.846
218.205,-0.172,0.452,9.724,0.397,0.511,11.876,11.885,11.848
218.215,-0.574,0.186,9.824,0.465,0.511,11.843,11.849,11.845
218.225,-0.503,0.790,10.176,0.505,0.502,11.878,11.883,11.852
218.235,-1.358,1.810,9.077,0.711,0.496,11.847,11.846,11.848
218.245,-0.194,-1.034,9.436,0.810,0.532,11.877,11.873,11.850
218.255,-0.222,-0.589,11.175,0.846,0.585,11.844,11.838,11.846
218.265,-1.480,2.184,9.408,0.894,0.601,11.823,11.815,11.834
218.275,2.270,-0.215,8.301,0.824,0.619,11.829,11.821,11.824
218.285,-0.373,-0.804,11.462,0.662,0.645,11.837,11.833,11.821
218.296,-4.555,2.155,9.817,0.674,0.630,11.832,11.827,11.817
218.306,6.574,-1.573,7.827,0.480,0.617,11.832,11.830,11.817
218.316,-2.399,-0.747,11.930,0.359,0.608,11.821,11.820,11.814
218.326,-3.441,1.128,8.409,0.470,0.575,11.828,11.824,11.814
218.336,11.244,0.086,9.228,0.545,0.565,11.809,11.803,11.812
218.346,-13.421,-0.545,10.428,0.473,0.560,11.825,11.821,11.809
218.356,8.190,0.150,8.351,0.528,0.556,11.832,11.826,11.817
218.366,-4.325,-0.955,11.922,0.531,0.554,11.816,11.809,11.812
218.376,-4.088,0.280,7.935,0.658,0.577,11.807,11.795,11.801
218.386,8.176,0.546,10.679,0.672,0.570,11.846,11.831,11.804
218.397,-8.729,-0.725,9.580,0.718,0.618,11.844,11.825,11.796
218.407,6.495,3.204,6.296,0.990,0.629,11.905,11.874,11.805
218.417,-4.447,-2.069,14.552,0.866,0.671,11.910,11.869,11.819
218.427,0.783,3.707,2.891,1.308,0.719,11.949,11.860,11.830
218.437,-1.070,-2.557,19.495,0.882,0.747,11.951,11.842,11.829
218.449,-1.207,0.653,3.983,1.272,0.814,11.981,11.805,11.818
218.461,1.242,1.975,4.543,1.666,0.892,11.997,11.784,11.798
218.472,-2.960,2.938,19.122,1.858,1.010,11.915,11.728,11.778
218.484,-2.766,-2.284,10.148,0.960,1.058,11.748,11.615,11.726
218.496,8.068,-2.313,6.778,0.535,1.010,11.658,11.542,11.666
218.507,3.484,3.800,13.934,1.671,1.043,11.460,11.329,11.567
218.519,-7.781,3.183,9.961,1.696,1.121,11.298,11.179,11.443
218.531,-5.755,-6.840,7.044,-0.274,1.035,10.868,10.797,11.250
218.542,1.832,-7.156,12.713,-0.742,0.844,10.608,10.552,11.010
218.554,0.531,1.379,10.852,1.034,0.802,10.437,10.334,10.770
218.566,-3.269,10.907,8.107,3.869,1.059,10.294,10.122,10.561
218.576,4.849,0.359,14.186,3.637,1.434,10.032,9.859,10.371
218.587,-3.542,-4.964,9.048,2.072,1.550,9.673,9.537,10.143
218.597,-0.359,3.456,11.656,2.369,1.641,9.248,9.111,9.861
218.607,-2.220,0.567,10.701,1.809,1.693,9.057,8.936,9.583
218.618,5.101,-2.004,11.491,1.148,1.634,9.087,8.985,9.392
218.628,-0.919,5.087,11.771,1.854,1.621,9.127,9.010,9.271
218.638,-5.532,-7.235,10.658,0.290,1.558,9.144,9.060,9.194
218.649,3.836,1.393,12.052,0.815,1.433,9.418,9.321,9.205
218.659,-1.710,9.685,9.020,1.732,1.432,9.716,9.585,9.304
218.670,3.297,-9.936,14.135,0.344,1.364,9.887,9.759,9.433
218.680,-4.167,5.683,8.294,1.599,1.314,10.264,10.090,9.608
218.690,-1.372,-1.990,11.649,1.475,1.383,10.604,10.427,9.837
218.700,3.872,-0.071,10.435,1.071,1.328,10.871,10.702,10.087
218.711,-1.652,7.874,9.875,1.799,1.351,11.092,10.900,10.338
218.721,1.630,-10.138,11.039,0.659,1.327,11.433,11.255,10.601
218.732,-4.138,9.822,10.140,2.370,1.329,11.760,11.540,10.885
218.742,3.254,-0.474,9.558,2.449,1.520,12.031,11.813,11.174
218.752,3.326,-6.696,11.405,0.766,1.473,12.271,12.095,11.454
218.763,-7.400,8.801,10.708,2.638,1.509,12.495,12.286,11.716
218.773,3.872,-1.365,7.726,2.876,1.691,12.660,12.456,11.954
218.783,-0.237,0.208,13.180,3.122,1.811,12.806,12.602,12.156
218.793,-5.202,5.518,9.429,4.285,2.069,12.922,12.699,12.333
218.804,1.767,-4.009,8.459,3.100,2.252,12.971,12.788,12.496
218.815,4.145,-2.773,10.823,2.767,2.325,12.948,12.776,12.610
218.826,0.258,5.123,10.643,3.760,2.438,12.976,12.781,12.689
218.837,-2.119,3.161,10.873,3.863,2.587,13.057,12.862,12.770
218.848,-4.289,-0.208,12.080,3.385,2.688,13.116,12.935,12.843
218.859,-0.186,-0.696,9.099,2.934,2.731,13.109,12.942,12.908
218.871,2.758,-0.373,5.944,2.805,2.748,13.139,12.978,12.945
218.882,0.718,-1.918,5.837,2.490,2.742,13.155,13.013,12.992
218.894,-1.106,-1.817,9.875,2.392,2.720,13.140,13.017,13.020
218.905,1.487,4.303,14.222,2.849,2.706,13.049,12.933,13.022
218.916,3.398,3.750,11.951,3.098,2.740,12.992,12.882,13.009
218.927,-3.247,-3.427,8.359,2.486,2.741,12.886,12.806,12.971
218.938,-6.912,-3.628,7.496,1.765,2.655,12.825,12.773,12.924
218.949,6.157,6.797,9.494,3.229,2.652,12.780,12.706,12.880
218.960,3.829,0.797,11.736,2.993,2.702,12.605,12.530,12.804
218.971,-4.900,-5.941,13.187,1.589,2.625,12.478,12.415,12.705
218.982,-2.838,-0.423,7.712,2.061,2.559,12.536,12.439,12.631
218.993,2.687,5.166,4.450,3.273,2.583,12.532,12.383,12.579
219.005,0.962,3.800,6.850,3.484,2.661,12.574,12.394,12.540
219.016,-1.128,-0.308,13.115,3.227,2.735,12.625,12.435,12.520
219.027,0.186,-1.393,12.864,2.818,2.759,12.723,12.534,12.530
219.038,1.832,-1.860,9.350,2.510,2.753,12.809,12.626,12.569
219.050,-1.623,-1.250,5.513,2.346,2.720,12.931,12.755,12.629
219.062,-3.190,-1.947,5.786,2.294,2.687,13.083,12.918,12.717
219.073,-6.085,0.560,6.462,2.745,2.682,13.226,13.065,12.830
219.085,-7.688,2.608,8.897,3.401,2.744,13.400,13.234,12.959
219.097,-0.754,5.000,12.109,4.203,2.868,13.545,13.365,13.086
219.108,9.304,1.774,11.958,3.901,2.996,13.674,13.513,13.214
219.119,11.237,0.208,9.573,3.583,3.071,13.833,13.683,13.362
219.131,9.793,1.372,8.402,3.503,3.118,13.969,13.825,13.505
219.142,4.943,4.188,7.151,3.756,3.164,14.049,13.893,13.631
219.154,-7.364,1.932,9.228,3.612,3.218,14.138,13.990,13.736
219.165,-8.162,-2.227,10.320,2.324,3.155,14.236,14.109,13.863
219.177,-4.188,-7.853,10.873,0.459,2.926,14.349,14.258,13.971
219.189,1.307,-12.078,9.458,-1.523,2.560,14.344,14.295,14.059
219.201,6.466,-9.829,8.409,-3.222,1.965,14.327,14.307,14.120
219.212,9.520,-8.212,8.596,-3.992,1.317,14.202,14.200,14.136
219.224,9.412,-3.520,9.178,-3.781,0.719,14.127,14.122,14.128
219.236,-1.013,-0.064,13.431,-3.105,0.241,13.988,13.967,14.073
219.247,-7.724,-1.063,13.546,-2.978,-0.139,13.783,13.761,13.991
219.258,-6.445,-1.753,12.684,-2.954,-0.484,13.518,13.496,13.845
219.270,-5.647,-1.595,10.557,-2.981,-0.791,13.166,13.149,13.646
219.282,-6.057,-0.488,9.271,-2.809,-1.049,12.919,12.899,13.420
219.294,-6.423,-3.067,8.215,-2.604,-1.226,12.738,12.712,13.200
219.305,-5.812,-6.114,6.893,-2.504,-1.340,12.531,12.507,12.989
219.317,-4.957,-6.919,7.626,-2.489,-1.431,12.285,12.268,12.780
219.329,-2.320,-6.904,8.042,-2.634,-1.525,12.169,12.167,12.588
219.340,0.251,-4.447,7.978,-2.819,-1.656,12.079,12.090,12.429
219.352,1.903,-1.092,7.669,-2.810,-1.803,12.076,12.082,12.304
219.364,0.380,1.825,6.792,-2.464,-1.919,12.057,12.034,12.203
219.376,-0.359,1.271,6.620,-1.913,-1.946,12.138,12.089,12.137
219.387,0.984,-0.833,6.807,-1.449,-1.893,12.186,12.133,12.112
219.399,4.138,-2.392,8.696,-1.287,-1.809,12.310,12.257,12.122
219.411,7.644,-0.452,8.984,-1.298,-1.758,12.383,12.326,12.155
219.422,8.269,4.447,8.668,-1.134,-1.738,12.567,12.489,12.220
219.434,4.411,9.556,8.538,-0.364,-1.675,12.803,12.684,12.327
219.446,0.811,8.514,8.236,0.684,-1.479,13.012,12.849,12.470
219.457,-0.668,4.929,9.408,1.649,-1.150,13.262,13.071,12.638
219.469,-0.258,3.039,10.780,2.176,-0.773,13.524,13.319,12.840
219.481,-4.354,6.466,11.340,2.619,-0.421,13.826,13.610,13.072
219.493,-11.769,9.771,11.146,3.269,-0.061,14.154,13.930,13.340
219.504,-15.835,7.307,11.743,3.955,0.365,14.484,14.252,13.632
219.516,-13.745,1.896,13.115,4.179,0.826,14.913,14.678,13.962
219.528,-8.413,-0.007,12.914,3.795,1.206,15.247,15.024,14.315
219.539,-7.479,3.951,13.216,3.286,1.440,15.628,15.427,14.667
219.551,-6.049,6.215,12.246,2.916,1.577,16.021,15.843,15.036
219.563,4.188,4.066,13.316,3.024,1.731,16.392,16.218,15.414
219.575,6.638,-0.387,14.078,2.747,1.872,16.731,16.567,15.778
219.586,7.910,-0.653,12.526,2.392,1.947,17.028,16.873,16.130
219.598,0.933,-5.640,9.465,1.836,1.984,17.339,17.203,16.487
219.610,5.553,-12.128,8.617,1.053,1.985,17.695,17.584,16.831
219.622,11.266,-11.718,8.301,0.361,1.894,17.847,17.759,17.140
219.633,8.298,-0.725,7.554,0.109,1.684,18.031,17.951,17.412
219.645,-1.587,9.268,8.919,0.586,1.467,18.137,18.020,17.616
219.657,-6.200,8.277,11.154,1.164,1.359,18.073,17.944,17.760
219.669,-12.042,1.774,13.331,1.485,1.369,17.965,17.830,17.824
219.681,-12.207,-1.745,11.391,1.095,1.353,17.801,17.682,17.821
219.692,-6.308,-1.925,8.869,0.780,1.293,17.649,17.542,17.775
219.704,-0.503,2.414,9.860,1.293,1.267,17.357,17.236,17.670
219.715,-7.357,7.953,12.540,1.967,1.279,17.013,16.881,17.481
219.727,-4.052,8.593,13.395,2.264,1.326,16.653,16.542,17.246
219.739,0.919,4.203,11.915,2.561,1.433,16.275,16.170,16.968
219.750,-5.776,0.265,9.932,3.135,1.627,15.927,15.801,16.668
219.762,-3.211,1.616,10.794,4.011,1.893,15.546,15.403,16.349
219.773,-9.275,2.787,13.108,4.797,2.218,15.180,15.029,16.026
219.784,-11.093,-4.655,11.290,3.740,2.478,14.861,14.737,15.708
219.796,-0.697,-0.301,9.364,2.943,2.542,14.576,14.488,15.399
219.808,3.398,1.602,7.892,2.485,2.523,14.387,14.316,15.116
219.820,-2.737,5.087,7.087,2.900,2.516,14.193,14.100,14.856
219.831,-1.063,4.541,8.703,3.563,2.597,14.154,14.039,14.646
219.843,-5.431,-0.208,11.491,3.996,2.775,14.110,13.996,14.486
219.855,-5.827,-4.246,12.943,3.267,2.892,14.073,13.976,14.372
219.866,7.364,-2.313,12.677,2.453,2.867,14.112,14.033,14.295
219.878,7.321,-1.185,12.404,1.828,2.753,14.114,14.053,14.238
219.890,2.399,3.247,9.357,2.159,2.637,14.186,14.114,14.212
219.901,-1.092,5.043,9.788,3.253,2.655,14.247,14.140,14.217
219.913,-4.857,0.926,10.155,4.342,2.853,14.362,14.236,14.250
219.924,-9.692,-1.343,10.665,4.310,3.055,14.371,14.248,14.289
219.935,-1.164,-8.047,10.219,2.597,3.077,14.389,14.310,14.325
219.946,2.177,-3.685,9.070,1.846,2.951,14.376,14.338,14.356
219.957,-6.337,1.767,11.003,2.457,2.886,14.357,14.309,14.376
219.968,-2.471,-4.246,9.285,2.160,2.844,14.330,14.294,14.384
219.979,9.132,-7.587,6.965,1.531,2.728,14.313,14.309,14.377
219.990,7.910,-1.559,12.339,0.794,2.517,14.179,14.194,14.355
220.001,2.277,1.523,12.246,0.601,2.282,14.090,14.125,14.314
220.012,4.390,3.463,6.067,0.232,2.006,13.994,14.037,14.254
220.023,4.928,8.521,9.055,1.111,1.812,13.887,13.882,14.171
220.034,-3.549,11.991,12.519,2.971,1.827,13.768,13.739,14.075
220.046,-5.978,7.731,7.504,4.459,2.057,13.701,13.638,13.979
220.057,0.057,3.355,7.166,5.609,2.399,13.696,13.601,13.895
220.068,-5.611,5.029,10.708,7.617,2.906,13.635,13.506,13.828
220.079,-9.692,-1.494,10.744,7.981,3.531,13.596,13.467,13.769
220.090,-0.682,-9.972,11.750,6.474,3.997,13.626,13.529,13.733
220.101,6.301,-10.073,11.786,5.213,4.243,13.568,13.491,13.691
220.112,0.819,-3.520,8.495,5.277,4.381,13.518,13.451,13.644
220.122,-6.545,-0.847,11.268,5.105,4.484,13.464,13.393,13.593
220.132,3.046,-5.194,7.302,4.113,4.504,13.429,13.401,13.544
220.143,0.043,1.358,8.711,4.524,4.465,13.404,13.361,13.515
220.153,1.199,5.123,10.579,5.590,4.567,13.449,13.375,13.507
220.164,-0.847,0.380,10.248,5.297,4.653,13.504,13.445,13.516
220.174,9.771,-2.909,10.543,4.557,4.675,13.559,13.521,13.541
220.184,-3.520,0.811,9.681,3.927,4.619,13.507,13.494,13.558
220.194,9.017,-9.455,12.210,1.192,4.362,13.454,13.491,13.565
220.205,2.500,-4.864,6.943,0.094,3.883,13.336,13.415,13.549
220.215,2.701,-6.121,13.058,-0.023,3.486,13.280,13.346,13.512
220.225,-1.149,-7.285,6.368,-1.084,3.004,13.265,13.360,13.472
220.235,-4.986,0.962,13.122,-0.379,2.595,13.237,13.328,13.446
220.245,-2.859,-0.560,8.086,-0.161,2.282,13.198,13.266,13.417
220.255,-2.004,8.974,11.513,2.545,2.212,13.240,13.244,13.390
220.266,2.809,4.339,8.897,3.242,2.304,13.241,13.235,13.373
220.276,-0.359,6.243,9.616,4.045,2.474,13.286,13.234,13.359
220.286,1.013,-4.569,7.044,2.853,2.554,13.259,13.250,13.352
220.296,-10.655,1.120,10.097,2.784,2.592,13.353,13.352,13.364
220.306,-0.524,-4.490,9.070,2.624,2.594,13.498,13.503,13.408
220.316,-11.417,7.609,12.763,3.583,2.693,13.577,13.589,13.476
220.328,-2.306,-5.439,8.818,2.776,2.793,13.595,13.633,13.543
220.339,-2.888,-5.934,5.750,2.538,2.833,13.744,13.835,13.632
220.351,-4.584,-4.864,14.495,1.848,2.784,13.918,14.013,13.757
220.362,0.941,-5.374,7.489,0.920,2.550,14.063,14.187,13.878
220.373,-3.104,-0.301,9.997,1.480,2.424,14.229,14.350,14.030
220.384,1.063,-10.130,7.698,0.612,2.295,14.368,14.517,14.165
220.394,-1.336,1.401,14.588,1.203,2.131,14.532,14.678,14.312
220.404,-0.208,0.876,7.166,1.906,2.084,14.711,14.829,14.468
220.415,0.423,6.373,11.872,2.988,2.147,14.889,14.975,14.623
220.425,11.912,-1.408,8.747,2.180,2.184,15.054,15.165,14.792
220.435,-0.107,7.213,10.579,2.553,2.172,15.290,15.390,14.966
220.446,-1.279,-3.585,6.275,1.652,2.126,15.439,15.586,15.156
220.456,0.747,-3.994,12.526,1.008,2.016,15.786,15.938,15.373
220.466,0.625,-2.938,11.484,0.538,1.860,16.060,16.210,15.609
220.477,-2.536,8.298,10.241,1.534,1.757,16.349,16.470,15.855
220.487,5.302,0.150,9.997,1.152,1.687,16.605,16.754,16.121
220.497,13.277,-4.548,7.403,0.549,1.560,16.817,16.984,16.374
220.508,-9.024,-6.523,12.756,0.025,1.438,17.087,17.246,16.613
220.518,-6.236,-3.024,7.338,-0.156,1.241,17.335,17.501,16.858
220.528,3.376,6.128,10.212,1.009,1.179,17.478,17.618,17.078
220.538,12.616,-0.991,7.331,0.831,1.150,17.686,17.827,17.293
220.548,-8.837,2.464,12.813,1.129,1.128,17.894,18.031,17.500
220.559,-9.125,-2.715,10.852,0.609,1.102,18.187,18.337,17.732
220.569,4.885,0.215,5.477,0.871,1.045,18.382,18.524,17.971
220.581,-3.139,1.896,6.397,1.530,1.080,18.425,18.540,18.174
220.591,6.883,2.744,9.242,1.673,1.162,18.456,18.564,18.301
220.602,6.990,-8.557,10.500,-0.299,1.096,18.432,18.576,18.390
220.612,-2.665,-1.537,10.435,-0.071,0.913,18.328,18.466,18.419
220.623,-5.942,8.356,10.981,1.603,0.927,18.315,18.427,18.437
220.634,-3.254,13.457,10.622,3.198,1.104,18.054,18.145,18.415
220.646,0.510,12.135,12.080,4.231,1.363,17.724,17.815,18.278
220.658,3.046,8.313,12.052,4.524,1.666,17.315,17.419,18.086
220.670,3.578,3.736,11.865,4.093,1.932,16.930,17.056,17.841
220.681,2.248,-1.020,11.649,3.490,2.136,16.491,16.639,17.547
220.693,5.776,0.711,9.602,2.837,2.219,16.047,16.209,17.202
