R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,400,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
133.795,-0.172,0.158,9.860,0.958,0.983,1.343,1.423,1.453
133.807,-0.215,0.194,9.831,0.967,0.979,1.351,1.432,1.454
133.818,-0.237,0.158,9.846,0.957,0.976,1.372,1.453,1.458
133.829,-0.244,0.186,9.889,0.981,0.975,1.380,1.461,1.467
133.841,-0.194,0.201,9.889,0.996,0.977,1.356,1.437,1.468
133.852,-0.222,0.158,9.803,0.984,0.980,1.328,1.409,1.455
133.862,-0.215,0.179,9.846,0.969,0.979,1.309,1.390,1.443
133.874,-0.237,0.165,9.853,0.964,0.976,1.310,1.392,1.435
133.885,-0.222,0.179,9.882,0.965,0.973,1.303,1.385,1.426
133.897,-0.201,0.179,9.882,0.961,0.971,1.289,1.371,1.416
133.908,-0.194,0.208,9.875,0.963,0.969,1.289,1.372,1.407
133.920,-0.194,0.179,9.875,0.962,0.967,1.269,1.352,1.401
133.930,-0.244,0.086,9.839,0.957,0.967,1.247,1.330,1.388
133.942,-0.222,0.165,9.875,0.952,0.966,1.256,1.340,1.378
133.954,-0.186,0.165,9.875,0.966,0.966,1.252,1.335,1.375
133.965,-0.251,0.172,9.911,0.957,0.965,1.255,1.339,1.374
133.977,-0.186,0.179,9.903,0.960,0.964,1.260,1.345,1.375
133.988,-0.251,0.143,9.867,0.976,0.966,1.258,1.343,1.374
134.000,-0.172,0.150,9.889,0.979,0.968,1.245,1.330,1.369
134.011,-0.208,0.179,9.824,0.984,0.970,1.263,1.347,1.369
134.023,-0.179,0.165,9.903,0.992,0.973,1.283,1.367,1.379
134.034,-0.215,0.172,9.896,0.991,0.975,1.298,1.383,1.385
134.046,-0.215,0.150,9.911,0.977,0.976,1.289,1.375,1.391
134.057,-0.237,0.129,9.846,0.984,0.978,1.270,1.356,1.389
134.069,-0.222,0.172,9.839,0.992,0.979,1.294,1.379,1.387
134.081,-0.323,0.201,9.831,0.986,0.980,1.302,1.388,1.396
134.092,-0.424,-0.474,9.602,0.835,0.975,1.296,1.386,1.405
134.104,-0.718,0.553,9.530,1.107,0.981,1.321,1.405,1.412
134.115,0.359,1.559,9.925,1.023,0.964,1.308,1.394,1.417
134.127,0.201,-1.063,9.896,0.789,0.973,1.323,1.415,1.425
134.138,-0.007,0.352,9.839,1.213,0.984,1.299,1.381,1.426
134.150,-0.934,-0.862,9.738,1.019,0.999,1.273,1.360,1.419
134.161,-0.402,-1.113,10.543,0.604,0.991,1.282,1.381,1.420
134.173,-1.415,-0.035,9.788,0.551,0.945,1.274,1.374,1.417
134.185,0.905,-0.280,9.329,0.455,0.872,1.330,1.433,1.426
134.196,0.057,-0.790,9.867,-0.016,0.760,1.370,1.486,1.443
134.208,0.308,0.208,10.054,0.008,0.650,1.402,1.517,1.476
134.219,0.244,0.574,9.911,0.244,0.577,1.458,1.568,1.518
134.231,0.258,0.804,9.587,0.654,0.562,1.482,1.581,1.557
134.242,0.567,1.401,9.645,0.965,0.585,1.419,1.511,1.565
134.254,-0.086,-0.689,10.471,0.855,0.624,1.427,1.522,1.568
134.265,-0.359,1.171,9.652,0.855,0.655,1.385,1.481,1.558
134.277,1.336,0.251,9.717,0.847,0.688,1.297,1.394,1.525
134.288,-0.057,-0.179,10.737,0.714,0.701,1.261,1.361,1.485
134.300,0.172,0.301,9.724,0.480,0.671,1.303,1.409,1.461
134.312,-0.280,-0.416,9.558,0.471,0.643,1.349,1.455,1.462
134.323,-1.602,-0.359,10.090,0.302,0.592,1.388,1.498,1.481
134.335,-0.768,-1.365,9.379,0.371,0.572,1.480,1.590,1.520
134.346,-2.694,-1.300,10.047,0.429,0.580,1.560,1.669,1.581
134.358,0.179,-0.021,8.998,0.993,0.647,1.575,1.672,1.627
134.369,0.761,1.171,9.946,1.111,0.729,1.545,1.640,1.649
134.381,1.494,2.328,10.083,1.233,0.775,1.434,1.526,1.631
134.392,0.021,2.191,9.558,0.990,0.757,1.372,1.466,1.600
134.404,-1.401,-0.423,9.767,1.075,0.766,1.355,1.446,1.565
134.415,-1.214,-2.234,11.096,0.638,0.792,1.301,1.402,1.534
134.427,-0.201,-0.186,9.508,0.616,0.805,1.310,1.410,1.517
134.439,0.754,3.082,8.509,0.421,0.752,1.319,1.422,1.511
134.450,0.502,3.700,10.572,0.422,0.623,1.365,1.467,1.524
134.462,-0.309,-0.452,10.586,0.443,0.533,1.439,1.538,1.555
134.473,0.035,-2.069,10.162,0.561,0.533,1.491,1.586,1.596
134.485,0.847,-0.639,8.488,1.181,0.623,1.503,1.584,1.631
134.496,1.005,1.501,10.140,1.424,0.730,1.459,1.535,1.643
134.508,-0.107,-0.373,10.988,1.458,0.817,1.371,1.445,1.622
134.519,-1.667,-2.917,10.536,0.943,0.899,1.285,1.368,1.576
134.531,0.215,-0.093,8.567,1.032,0.989,1.243,1.318,1.527
134.543,-1.530,4.153,8.646,0.833,0.937,1.211,1.286,1.476
134.554,1.781,0.100,10.457,0.540,0.848,1.221,1.301,1.441
134.566,0.567,-0.043,9.717,0.613,0.798,1.233,1.313,1.419
134.577,-3.614,-2.737,10.241,0.174,0.760,1.237,1.325,1.424
134.589,1.242,2.945,9.228,0.828,0.732,1.331,1.401,1.452
134.600,-0.036,-2.651,9.594,0.374,0.691,1.413,1.493,1.503
134.612,-2.672,2.055,11.024,0.691,0.693,1.420,1.495,1.553
134.623,3.700,0.273,8.179,0.538,0.666,1.476,1.556,1.597
134.635,-1.803,-0.553,11.247,0.413,0.638,1.519,1.601,1.651
134.647,-5.776,-2.521,13.733,0.163,0.598,1.568,1.650,1.691
134.658,7.026,1.817,7.662,0.776,0.577,1.690,1.761,1.757
134.670,-2.881,8.600,14.732,1.656,0.685,1.856,1.922,1.859
134.682,2.514,1.846,11.146,0.960,0.733,1.902,1.994,1.962
134.693,10.633,-5.877,11.800,-0.475,0.607,1.962,2.081,2.029
134.705,1.142,-0.517,15.033,-0.731,0.419,2.299,2.422,2.163
134.717,-5.834,0.761,13.625,-1.051,0.201,2.758,2.885,2.389
134.728,-6.919,-0.675,13.374,-1.722,-0.046,3.225,3.370,2.706
134.740,0.919,-4.382,12.605,-3.859,-0.528,3.657,3.857,3.060
134.751,5.453,-4.009,10.342,-5.296,-1.204,4.162,4.406,3.471
134.763,9.038,2.076,10.284,-4.957,-1.844,4.695,4.930,3.928
134.775,7.055,6.308,11.053,-3.898,-2.295,5.176,5.381,4.393
134.785,6.796,0.962,14.365,-2.909,-2.402,5.600,5.780,4.801
134.795,4.196,-11.136,13.539,-4.617,-2.609,5.953,6.166,5.194
134.805,-5.266,-3.513,12.152,-3.873,-2.768,6.225,6.422,5.558
134.817,-3.190,-3.585,15.932,-2.924,-2.777,6.431,6.607,5.908
134.829,3.865,-3.448,13.848,-2.598,-2.739,6.808,6.976,6.239
134.840,2.521,-5.697,13.223,-3.308,-2.757,7.038,7.217,6.554
134.852,3.606,-3.887,11.441,-4.452,-2.957,7.102,7.313,6.807
134.864,-1.099,-0.071,12.856,-5.176,-3.286,7.144,7.374,6.976
134.875,-4.462,2.744,15.774,-5.199,-3.618,7.044,7.283,7.074
134.887,-1.458,3.628,14.696,-4.363,-3.820,6.936,7.162,7.092
134.897,0.431,-3.261,14.789,-4.477,-3.879,6.944,7.174,7.088
134.908,2.787,-3.369,12.066,-4.063,-3.912,6.799,7.017,7.060
134.918,3.226,1.142,12.512,-3.490,-3.884,6.646,6.848,6.975
134.928,-3.068,5.123,15.364,-2.155,-3.737,6.589,6.766,6.888
134.938,-5.022,-0.416,14.538,-2.403,-3.572,6.400,6.590,6.795
134.948,-2.888,-3.305,12.928,-2.588,-3.458,6.045,6.243,6.637
134.958,-1.005,-6.444,9.997,-3.374,-3.410,5.764,5.988,6.440
134.968,-0.273,-3.872,12.080,-3.513,-3.414,5.459,5.687,6.200
134.978,2.737,3.851,13.402,-2.063,-3.318,5.072,5.262,5.926
134.988,-0.847,3.441,11.218,-1.694,-3.152,4.618,4.799,5.598
134.998,-7.494,-1.408,10.679,-1.733,-2.981,4.044,4.227,5.202
135.008,-5.051,-0.941,11.728,-1.656,-2.846,3.500,3.682,4.762
135.018,-0.855,-5.683,10.162,-2.537,-2.759,2.889,3.097,4.283
135.028,-6.459,-8.600,9.731,-3.147,-2.791,2.380,2.615,3.795
135.038,-3.355,0.150,10.607,-1.791,-2.736,1.871,2.071,3.294
135.049,4.576,7.012,10.636,-0.362,-2.501,1.402,1.575,2.794
135.059,3.024,1.120,11.484,0.001,-2.223,1.015,1.177,2.335
135.069,-0.948,1.350,12.864,0.082,-1.981,0.665,0.827,1.903
135.079,-0.589,3.549,8.057,0.505,-1.723,0.448,0.596,1.519
135.089,-4.497,0.136,8.567,0.004,-1.522,0.276,0.441,1.206
135.099,1.566,-2.284,7.712,-0.700,-1.403,0.158,0.346,0.965
135.110,3.448,-10.633,5.973,-1.902,-1.398,0.122,0.345,0.785
135.120,0.589,-9.297,9.379,-2.754,-1.516,0.209,0.474,0.681
135.130,9.484,4.598,8.941,-1.838,-1.567,0.165,0.422,0.610
135.140,0.193,5.008,13.683,-0.136,-1.453,0.254,0.476,0.571
135.150,-6.445,1.774,15.809,0.230,-1.277,0.336,0.561,0.567
135.160,-3.815,-1.113,9.587,-0.010,-1.123,0.404,0.641,0.595
135.171,-3.384,-0.689,9.041,-0.220,-1.023,0.509,0.752,0.641
135.181,-3.254,8.844,10.809,0.657,-0.896,0.639,0.864,0.711
135.191,0.093,2.579,8.711,-0.122,-0.772,0.621,0.866,0.779
135.202,-0.244,-11.747,6.455,-3.321,-0.911,0.532,0.854,0.808
135.212,2.859,-9.936,6.102,-5.123,-1.316,0.647,1.028,0.852
135.223,4.404,-1.961,6.275,-4.215,-1.636,0.668,1.048,0.907
135.234,4.109,5.288,6.878,-2.157,-1.754,0.728,1.069,0.957
135.245,6.682,6.473,8.998,-1.295,-1.758,0.786,1.095,1.012
135.256,3.736,5.446,8.366,-1.174,-1.743,0.769,1.059,1.038
135.267,10.842,-4.878,6.828,-1.856,-1.737,0.705,1.000,1.035
135.278,11.690,-5.417,6.728,-2.249,-1.775,0.770,1.074,1.038
135.288,1.034,1.020,11.039,-1.753,-1.809,0.900,1.195,1.070
135.299,-7.573,3.218,14.725,-0.973,-1.736,0.881,1.171,1.096
135.309,-3.082,0.675,10.708,-0.936,-1.659,0.978,1.274,1.135
135.319,4.555,2.507,8.890,-0.975,-1.587,1.000,1.296,1.182
135.330,5.776,-5.877,10.536,-2.278,-1.578,0.978,1.304,1.216
135.340,7.371,-13.342,9.106,-5.070,-1.856,0.944,1.320,1.237
135.350,-4.885,-3.836,10.988,-4.943,-2.230,0.998,1.367,1.256
135.361,-15.318,0.337,12.282,-3.570,-2.415,1.013,1.355,1.271
135.371,-5.123,-2.988,7.698,-3.447,-2.523,0.997,1.330,1.280
135.382,3.879,2.076,6.871,-2.514,-2.548,1.029,1.338,1.278
135.392,0.847,7.221,11.254,-1.428,-2.464,1.015,1.311,1.279
135.402,-0.531,2.996,8.445,-0.766,-2.300,0.980,1.264,1.274
135.413,-2.299,5.338,7.187,0.042,-2.085,1.013,1.264,1.270
135.423,-2.134,1.386,10.320,-0.218,-1.851,1.065,1.309,1.280
135.433,4.720,-7.149,10.536,-1.111,-1.733,1.130,1.383,1.302
135.444,1.329,-2.047,10.363,-0.901,-1.635,1.293,1.541,1.357
135.454,-6.013,5.798,11.764,-0.093,-1.485,1.457,1.698,1.448
135.464,4.095,-4.131,10.995,-1.207,-1.382,1.666,1.939,1.572
135.475,11.064,-6.495,9.523,-2.568,-1.474,1.950,2.247,1.743
135.485,0.531,3.642,10.263,-1.955,-1.564,2.239,2.511,1.952
135.495,-9.024,6.825,10.557,-1.187,-1.571,2.412,2.668,2.156
135.506,-2.356,-1.645,8.459,-1.575,-1.572,2.657,2.932,2.377
135.516,9.886,-8.542,8.315,-2.201,-1.602,2.947,3.232,2.597
135.527,5.755,-5.791,10.205,-2.103,-1.628,3.272,3.561,2.854
135.537,-13.285,6.172,12.691,-0.511,-1.576,3.454,3.717,3.095
135.547,-7.853,5.934,10.270,1.049,-1.329,3.735,3.959,3.336
135.558,6.444,1.760,7.726,1.121,-1.048,3.814,4.039,3.553
135.568,12.638,-2.521,7.058,0.347,-0.857,3.965,4.201,3.735
135.578,7.709,-0.301,8.747,0.421,-0.714,4.074,4.312,3.903
135.589,3.125,5.324,11.376,0.967,-0.560,4.051,4.280,4.021
135.599,-4.864,1.688,13.762,0.784,-0.413,4.018,4.264,4.100
135.610,-11.697,-6.444,9.515,-0.022,-0.330,3.868,4.133,4.120
135.620,-0.309,-0.143,6.799,0.345,-0.284,3.778,4.031,4.100
135.630,10.813,5.065,7.640,1.233,-0.138,3.533,3.774,4.026
135.640,9.793,2.529,8.553,1.307,0.011,3.350,3.585,3.903
135.651,-2.838,-1.630,11.297,0.672,0.106,3.122,3.369,3.765
135.661,-4.842,-0.739,13.949,0.619,0.164,2.827,3.071,3.581
135.671,-3.147,-0.237,10.859,0.712,0.227,2.621,2.858,3.385
135.681,-0.582,1.681,6.002,1.176,0.308,2.397,2.612,3.174
135.691,0.905,4.972,8.373,1.824,0.445,2.255,2.449,2.982
135.701,6.983,1.199,10.435,1.467,0.581,2.026,2.223,2.786
135.711,2.335,-8.880,8.933,0.206,0.595,1.742,1.971,2.564
135.721,-2.601,-3.269,12.059,0.145,0.525,1.546,1.784,2.345
135.733,2.787,-5.316,9.846,1.004,0.615,1.190,1.431,2.081
135.745,5.252,-4.706,7.913,2.109,0.869,0.980,1.211,1.823
135.756,2.536,-0.466,6.591,2.007,1.063,0.858,1.100,1.607
135.768,-2.227,4.239,8.129,1.677,1.126,0.707,0.954,1.416
135.780,-5.554,6.682,10.478,1.339,1.106,0.587,0.849,1.242
135.791,-4.885,4.426,12.332,1.013,1.050,0.489,0.776,1.097
135.803,-2.299,-0.351,10.974,0.548,0.986,0.366,0.667,0.970
135.815,-1.882,-3.305,9.760,0.426,0.933,0.253,0.553,0.844
135.826,3.254,-2.644,9.458,0.304,0.870,0.191,0.498,0.739
135.838,5.015,-0.675,6.922,0.075,0.767,0.094,0.412,0.642
135.849,4.849,2.205,5.161,0.203,0.670,-0.105,0.200,0.524
135.861,0.502,2.263,6.038,-0.523,0.499,-0.411,-0.095,0.330
135.873,-2.514,1.437,6.979,-0.317,0.341,-0.609,-0.307,0.119
135.884,-4.821,1.099,8.862,0.885,0.344,-0.780,-0.514,-0.096
135.896,-5.338,3.139,10.478,3.407,0.639,-0.920,-0.708,-0.306
135.906,-5.920,14.312,11.125,6.562,1.184,-0.980,-0.805,-0.427
135.917,4.533,-9.886,6.232,3.733,1.627,-1.255,-0.986,-0.556
135.927,4.864,-6.409,9.264,1.783,1.680,-1.562,-1.230,-0.730
135.937,-3.298,7.724,10.564,3.106,1.788,-1.637,-1.319,-0.900
135.947,-5.094,-0.409,8.172,3.113,1.950,-1.673,-1.351,-1.025
135.957,5.812,2.536,8.991,3.081,2.055,-1.663,-1.339,-1.111
135.967,4.332,-1.027,10.967,2.861,2.168,-1.537,-1.208,-1.144
135.977,-7.256,-5.640,8.330,1.603,2.135,-1.391,-1.039,-1.122
135.989,-6.653,-3.333,9.127,2.816,2.228,-1.231,-0.901,-1.054
136.000,-6.682,0.646,8.905,3.776,2.401,-1.039,-0.735,-0.951
136.012,-8.011,4.814,10.938,4.900,2.655,-0.809,-0.527,-0.807
136.024,-8.974,5.769,12.274,5.220,2.927,-0.579,-0.295,-0.625
136.035,-5.611,2.931,11.779,4.612,3.125,-0.468,-0.140,-0.459
136.046,-0.014,-1.199,6.225,3.624,3.202,-0.463,-0.091,-0.329
136.058,-4.907,1.803,7.798,3.355,3.219,-0.537,-0.162,-0.243
136.070,-8.528,1.250,10.234,2.544,3.151,-0.838,-0.436,-0.257
136.081,-3.951,-0.603,7.353,1.604,2.980,-1.386,-0.943,-0.412
136.093,-3.736,5.611,6.972,2.130,2.817,-2.155,-1.726,-0.733
136.105,-8.054,9.822,13.194,3.452,2.806,-3.213,-2.800,-1.253
136.116,-0.941,5.079,11.312,4.005,2.901,-4.446,-4.033,-1.968
136.128,5.266,4.548,7.345,5.139,3.115,-5.827,-5.444,-2.884
136.140,2.679,7.903,12.339,6.760,3.486,-7.418,-7.038,-3.982
136.151,2.938,3.470,12.634,7.095,3.919,-9.073,-8.685,-5.239
136.163,7.264,0.380,9.415,6.919,4.290,-10.816,-10.426,-6.653
136.175,9.527,2.529,8.732,7.299,4.638,-12.421,-12.032,-8.115
136.186,7.436,6.955,8.114,8.307,5.020,-14.010,-13.637,-9.603
136.198,-1.077,11.244,8.610,8.871,5.437,-15.335,-14.969,-11.080
136.209,-7.213,8.528,8.617,8.780,5.787,-16.655,-16.287,-12.508
136.221,-11.086,4.074,9.149,8.051,6.053,-17.638,-17.250,-13.850
136.232,-8.061,1.487,10.435,7.464,6.244,-18.299,-17.894,-14.965
136.243,4.821,-0.251,8.711,6.827,6.345,-18.740,-18.314,-15.862
136.253,-3.750,-0.689,7.669,6.234,6.351,-18.842,-18.397,-16.499
136.264,8.384,6.085,8.244,6.274,6.325,-18.776,-18.324,-16.926
136.275,9.872,3.951,5.635,5.913,6.265,-18.553,-18.084,-17.185
136.287,7.026,-0.366,7.202,5.822,6.211,-18.154,-17.656,-17.208
136.297,-4.447,10.396,12.167,6.435,6.179,-17.543,-17.023,-17.043
136.308,-1.056,-2.450,7.899,4.784,6.140,-16.810,-16.221,-16.689
136.318,4.382,-8.126,9.206,3.764,5.892,-15.934,-15.306,-16.177
136.328,1.832,9.125,9.666,4.494,5.695,-15.040,-14.422,-15.545
136.338,-7.450,0.237,10.873,3.793,5.538,-14.046,-13.405,-14.804
136.348,1.997,-6.021,7.453,1.562,5.158,-12.980,-12.275,-13.944
136.358,6.100,2.522,8.200,2.037,4.768,-11.901,-11.201,-13.022
136.368,-1.580,-0.883,13.848,1.885,4.457,-10.807,-10.102,-12.054
136.378,-3.147,0.955,9.041,1.963,4.139,-9.786,-9.098,-11.065
136.388,-2.888,5.805,7.230,2.190,3.895,-8.971,-8.307,-10.110
136.399,1.393,-6.042,9.357,1.236,3.636,-8.322,-7.634,-9.233
136.409,8.751,-0.689,6.203,1.012,3.305,-7.865,-7.158,-8.464
136.419,4.526,3.441,10.320,1.574,3.109,-7.426,-6.729,-7.802
136.429,-4.921,-4.928,12.138,0.983,2.891,-7.050,-6.362,-7.219
136.439,-2.572,7.616,8.668,1.595,2.690,-6.737,-6.074,-6.727
136.449,-7.371,2.220,11.182,1.662,2.612,-6.452,-5.784,-6.301
136.459,4.196,-5.762,5.032,0.491,2.396,-6.124,-5.408,-5.891
136.469,12.746,1.458,5.176,0.693,2.194,-5.834,-5.109,-5.519
136.480,-3.341,-3.966,12.713,0.066,1.995,-5.572,-4.840,-5.178
136.490,1.149,-1.465,10.205,-0.374,1.736,-5.357,-4.623,-4.880
136.500,-2.629,2.723,9.788,0.611,1.570,-5.172,-4.466,-4.619
136.510,-8.722,4.785,9.192,0.826,1.457,-4.995,-4.296,-4.383
136.520,5.259,-2.069,5.161,-0.344,1.323,-4.823,-4.087,-4.156
136.530,8.097,-6.933,8.488,-0.876,1.093,-4.682,-3.932,-3.952
136.540,2.608,3.175,9.379,-0.536,0.891,-4.489,-3.751,-3.761
136.550,-6.236,0.847,13.079,-0.122,0.779,-4.293,-3.560,-3.575
136.560,-1.997,0.445,8.121,-0.229,0.642,-4.015,-3.283,-3.368
136.570,-1.853,3.836,6.095,0.293,0.576,-3.783,-3.088,-3.149
136.580,4.785,-4.174,10.521,-1.023,0.464,-3.616,-2.900,-2.947
136.590,6.883,-3.901,7.310,-1.023,0.294,-3.526,-2.801,-2.766
136.601,-5.705,4.957,11.714,0.618,0.254,-3.483,-2.788,-2.626
136.611,-7.817,4.742,14.164,1.453,0.382,-3.522,-2.832,-2.528
136.621,0.172,-1.889,5.571,0.592,0.443,-3.600,-2.864,-2.480
136.633,-1.975,-1.221,7.482,0.364,0.449,-3.688,-2.944,-2.458
136.643,-8.176,6.581,9.939,1.645,0.520,-3.946,-3.233,-2.515
136.653,9.778,-5.367,6.433,0.080,0.556,-4.299,-3.539,-2.651
136.663,7.666,-5.941,5.039,-1.259,0.381,-4.750,-3.936,-2.871
136.673,-3.305,5.230,14.595,0.015,0.280,-5.176,-4.371,-3.154
136.684,0.560,0.639,10.148,0.310,0.290,-5.600,-4.786,-3.483
136.694,-9.333,0.280,7.496,0.295,0.273,-5.999,-5.183,-3.829
136.704,-1.825,5.036,9.099,0.926,0.323,-6.276,-5.484,-4.179
136.714,13.845,-7.271,7.360,-1.161,0.256,-6.565,-5.747,-4.515
136.724,-10.799,1.480,12.447,-0.133,0.142,-6.734,-5.945,-4.819
136.734,-7.860,6.804,10.155,1.113,0.229,-6.920,-6.160,-5.087
136.744,7.960,-3.398,6.246,-0.068,0.251,-7.059,-6.270,-5.316
136.754,2.952,-1.444,11.484,-0.610,0.151,-7.241,-6.439,-5.525
136.764,-1.156,-2.047,9.278,-0.736,0.072,-7.364,-6.561,-5.713
136.774,-5.582,3.391,7.396,-0.218,-0.020,-7.372,-6.587,-5.859
136.785,-5.460,7.752,10.212,1.322,0.063,-7.459,-6.711,-5.990
136.796,1.882,5.008,10.342,1.338,0.195,-7.504,-6.751,-6.107
136.808,11.618,-3.254,6.440,0.312,0.235,-7.527,-6.753,-6.182
136.819,12.034,-3.700,5.808,-0.993,0.132,-7.491,-6.696,-6.246
136.831,8.550,-1.652,5.176,-1.777,-0.074,-7.476,-6.668,-6.271
136.842,1.242,0.761,8.064,-2.168,-0.325,-7.522,-6.722,-6.312
136.854,-4.964,-0.294,9.587,-2.967,-0.630,-7.634,-6.827,-6.366
136.866,-7.501,-4.174,10.385,-4.264,-1.019,-7.885,-7.046,-6.466
136.878,-6.883,-7.335,7.927,-5.594,-1.498,-8.229,-7.353,-6.628
136.889,-7.788,-4.713,7.353,-5.702,-1.969,-8.707,-7.831,-6.875
136.901,-11.661,-0.359,10.924,-4.689,-2.310,-9.330,-8.480,-7.225
136.913,-10.425,-1.480,12.569,-3.953,-2.504,-10.085,-9.256,-7.688
136.924,-3.283,-3.772,10.148,-3.647,-2.631,-10.959,-10.146,-8.244
136.935,-1.077,2.320,11.240,-2.598,-2.665,-11.936,-11.154,-8.929
136.947,-1.796,2.407,13.884,-1.140,-2.521,-12.987,-12.231,-9.769
136.958,-1.264,-1.264,13.683,-0.823,-2.304,-14.190,-13.443,-10.711
136.970,1.903,-6.121,11.326,-1.380,-2.133,-15.444,-14.698,-11.747
136.982,5.086,-8.334,8.251,-2.116,-2.060,-16.700,-15.944,-12.853
136.994,8.471,-7.184,6.771,-2.477,-2.053,-17.846,-17.084,-13.989
137.005,9.642,-5.079,4.838,-3.247,-2.156,-18.920,-18.131,-15.082
137.017,7.335,-5.223,4.285,-3.203,-2.238,-19.923,-19.116,-16.193
137.027,-0.883,4.699,12.892,-2.085,-2.306,-20.754,-19.962,-17.114
