R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GRawX,GPT1X,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
68.560,4.338,-8.990,-1.604,-2.607,10.143,-0.352,-0.661,9.873,-14.255,-3.831,13.618,14.754,15.621,5.419,5.987,7.113
68.572,-17.390,-8.117,-1.517,-2.772,10.157,-0.218,-0.742,9.844,-15.117,-4.313,13.376,14.539,15.344,5.111,5.753,6.802
68.583,-15.559,-10.707,-1.661,-2.945,9.934,-0.136,-0.819,9.783,-16.308,-4.791,12.956,14.158,15.044,4.608,5.352,6.466
68.594,8.488,-7.633,3.490,-4.411,4.854,-0.176,-0.809,9.818,-36.436,-4.717,12.782,14.010,14.807,4.383,5.193,6.207
68.604,1.896,-4.740,-0.231,2.809,12.449,-0.154,-0.745,9.871,12.722,-4.319,12.705,13.922,14.607,4.303,5.092,5.984
68.614,8.366,-3.595,-1.151,-0.085,13.412,-0.152,-0.680,9.925,-0.365,-3.925,12.571,13.766,14.425,4.189,4.934,5.790
68.624,-7.136,-3.408,5.588,-2.176,7.563,-0.073,-0.681,9.912,-13.038,-3.935,12.430,13.618,14.259,4.051,4.785,5.614
68.634,-13.240,-5.138,-7.352,2.917,10.933,-0.127,-0.644,9.912,12.492,-3.720,12.231,13.400,14.083,3.868,4.566,5.427
68.646,-6.160,-6.186,-4.650,2.737,11.867,-0.272,-0.533,9.944,12.129,-3.069,12.006,13.134,13.845,3.695,4.310,5.186
68.656,-39.608,-10.091,-10.219,4.929,11.005,-0.481,-0.391,9.964,18.180,-2.246,11.759,12.846,13.647,3.513,4.038,4.996
68.666,-19.832,-11.569,5.422,-5.144,6.737,-0.377,-0.460,9.894,-30.758,-2.663,11.453,12.568,13.418,3.184,3.786,4.782
68.677,-6.892,-10.050,5.861,-5.812,9.460,-0.299,-0.519,9.851,-27.590,-3.019,11.248,12.403,13.187,2.941,3.641,4.562
68.687,-14.827,-11.010,1.054,4.376,11.048,-0.199,-0.467,9.850,21.530,-2.718,11.074,12.200,12.962,2.814,3.455,4.344
68.697,-7.747,-9.388,-4.233,4.153,10.250,-0.266,-0.368,9.862,20.540,-2.139,10.944,12.040,12.744,2.745,3.324,4.146
68.707,-6.770,-7.589,-3.975,-7.845,9.805,-0.358,-0.444,9.866,-36.575,-2.580,10.782,11.888,12.543,2.592,3.203,3.970
68.717,5.803,-5.030,7.061,-1.134,8.310,-0.217,-0.447,9.798,-5.943,-2.614,10.782,11.877,12.372,2.622,3.214,3.814
68.728,7.756,-2.569,4.100,7.458,9.367,-0.095,-0.450,9.751,36.125,-2.647,10.729,11.810,12.213,2.603,3.168,3.670
68.738,4.948,-0.336,-8.674,4.210,12.765,-0.196,-0.269,9.816,15.268,-1.570,10.722,11.756,12.089,2.682,3.149,3.575
68.748,44.988,4.764,-0.454,-6.042,8.698,-0.328,-0.229,9.868,-34.764,-1.334,10.747,11.779,11.995,2.742,3.213,3.519
68.758,52.801,12.431,9.748,-5.086,6.852,-0.142,-0.366,9.770,-23.128,-2.149,10.840,11.941,11.962,2.767,3.408,3.515
68.769,35.345,19.225,-1.877,5.317,13.397,-0.148,-0.263,9.821,21.467,-1.536,11.204,12.272,12.021,3.194,3.763,3.599
68.779,39.129,24.498,-6.949,6.438,11.889,-0.144,-0.168,9.859,25.069,-0.978,11.501,12.552,12.139,3.534,4.075,3.749
68.789,62.933,33.404,-6.489,-3.750,7.269,-0.254,-0.073,9.893,-21.059,-0.424,11.963,12.995,12.331,4.052,4.558,3.984
68.799,66.962,39.961,7.168,-3.319,9.604,-0.115,-0.136,9.863,-15.487,-0.790,12.420,13.471,12.598,4.503,5.062,4.284
68.810,70.868,48.551,7.858,2.623,9.532,-0.025,-0.200,9.862,11.992,-1.165,13.057,14.122,12.943,5.133,5.729,4.653
68.820,60.858,51.517,-5.663,1.336,12.435,-0.051,-0.141,9.893,5.590,-0.817,13.592,14.632,13.349,5.710,6.258,5.086
68.830,41.937,50.345,2.785,-0.085,11.220,-0.020,-0.131,9.929,-0.425,-0.759,13.958,14.988,13.753,6.095,6.628,5.513
68.840,47.186,48.753,2.620,-1.019,7.348,0.044,-0.129,9.952,-7.451,-0.744,14.281,15.309,14.137,6.424,6.962,5.917
68.850,33.880,46.266,-12.309,3.794,11.960,-0.161,-0.042,9.942,12.471,-0.243,14.595,15.600,14.501,6.771,7.264,6.299
68.861,49.749,45.184,1.320,-0.064,7.980,-0.351,0.046,9.968,-0.455,0.264,14.847,15.846,14.841,7.042,7.529,6.663
68.871,40.350,40.280,-0.605,-9.541,5.803,-0.419,0.035,9.954,-58.582,0.205,14.877,15.916,15.149,7.031,7.620,6.996
68.881,19.841,33.254,4.215,6.617,9.173,-0.309,0.130,9.930,33.262,0.752,14.937,15.947,15.395,7.132,7.663,7.256
68.891,-15.315,24.064,0.630,4.268,9.403,-0.293,0.187,9.869,24.378,1.089,14.849,15.810,15.568,7.123,7.549,7.451
68.902,2.385,20.074,-4.851,-3.764,11.457,-0.375,0.145,9.890,-16.841,0.842,14.799,15.762,15.670,7.086,7.525,7.576
68.912,9.221,17.624,10.861,-3.340,8.454,-0.203,0.039,9.882,-13.648,0.227,14.759,15.749,15.739,7.021,7.532,7.662
68.922,15.324,14.562,0.781,-4.806,11.946,-0.053,-0.058,9.863,-21.884,-0.339,14.644,15.653,15.767,6.889,7.450,7.700
68.932,5.436,12.658,4.883,9.039,11.378,-0.016,0.081,9.895,36.147,0.470,14.693,15.665,15.782,6.990,7.474,7.724
68.942,16.423,12.767,-9.629,5.568,11.996,0.095,0.172,9.945,19.910,0.994,14.721,15.680,15.787,7.047,7.511,7.747
68.953,-2.742,9.943,-0.720,9.477,10.394,-0.037,0.379,9.984,42.310,2.175,14.691,15.609,15.787,7.092,7.470,7.773
68.963,10.930,8.274,-10.592,-1.328,8.519,-0.230,0.373,9.971,-5.585,2.147,14.590,15.506,15.763,7.026,7.408,7.786
68.973,-1.155,7.918,1.952,1.042,9.000,-0.242,0.369,9.947,6.459,2.126,14.594,15.513,15.740,7.052,7.452,7.794
68.983,1.164,7.402,-3.364,-3.498,6.018,-0.252,0.322,9.868,-26.916,1.869,14.518,15.461,15.703,6.971,7.436,7.790
68.994,3.727,8.419,4.646,-2.593,11.285,-0.211,0.204,9.850,-12.002,1.188,14.525,15.504,15.672,6.952,7.509,7.784
69.004,-7.869,7.008,-3.874,-5.618,7.161,-0.101,0.207,9.834,-34.623,1.206,14.450,15.444,15.637,6.879,7.481,7.777
69.014,-0.300,9.500,-4.047,-2.234,11.853,-0.253,0.092,9.834,-10.118,0.540,14.514,15.535,15.607,6.925,7.593,7.766
69.024,8.610,8.614,-10.010,-5.618,5.336,-0.280,0.095,9.845,-26.360,0.556,14.440,15.465,15.573,6.864,7.548,7.753
69.034,8.488,10.268,-7.402,-3.843,9.244,-0.481,-0.040,9.766,-17.989,-0.234,14.435,15.491,15.541,6.829,7.591,7.735
69.044,10.564,10.188,-6.525,-7.400,5.365,-0.647,-0.096,9.741,-41.237,-0.564,14.309,15.422,15.508,6.640,7.538,7.715
69.055,0.798,8.844,-6.619,-4.820,9.338,-0.817,-0.230,9.678,-22.850,-1.361,14.182,15.328,15.467,6.476,7.453,7.680
69.065,-11.043,8.031,-1.129,-5.280,8.253,-0.848,-0.321,9.678,-32.386,-1.898,14.020,15.266,15.416,6.187,7.395,7.630
69.075,4.826,7.822,-0.993,-5.179,8.763,-0.875,-0.426,9.604,-30.441,-2.531,13.881,15.154,15.346,6.013,7.283,7.556
69.085,-11.897,2.972,-1.280,-1.465,12.564,-0.861,-0.425,9.664,-6.621,-2.510,13.548,14.850,15.243,5.644,6.978,7.446
69.096,-21.053,-2.673,2.311,-2.040,11.170,-0.741,-0.428,9.680,-10.144,-2.530,13.199,14.486,15.090,5.320,6.618,7.290
69.106,-26.790,-7.538,-2.919,-2.988,10.746,-0.726,-0.509,9.671,-15.029,-3.009,12.762,14.078,14.881,4.852,6.214,7.077
69.116,-44.979,-14.191,4.840,1.322,10.746,-0.617,-0.419,9.697,6.405,-2.470,12.388,13.631,14.625,4.582,5.775,6.820
69.126,-49.740,-23.656,-5.146,-0.049,10.452,-0.586,-0.451,9.694,-0.245,-2.664,11.687,12.929,14.276,3.899,5.089,6.474
69.136,-51.083,-30.167,5.602,7.393,11.515,-0.483,-0.241,9.713,30.016,-1.420,11.123,12.284,13.856,3.464,4.468,6.065
69.147,-69.760,-39.524,-3.544,3.485,8.102,-0.486,-0.100,9.711,21.519,-0.591,10.366,11.463,13.361,2.832,3.690,5.597
69.157,-69.394,-49.249,2.829,6.344,12.298,-0.521,-0.047,9.744,26.705,-0.281,9.468,10.555,12.776,1.992,2.834,5.044
69.167,-97.349,-59.105,4.388,3.470,6.263,-0.386,0.099,9.718,24.423,0.589,8.613,9.635,12.126,1.286,1.983,4.442
69.177,-84.775,-65.521,4.488,6.093,13.987,-0.257,0.220,9.717,22.540,1.300,7.653,8.641,11.376,0.445,1.069,3.750
69.188,-86.606,-72.948,1.959,7.587,10.430,-0.161,0.440,9.775,35.581,2.581,6.584,7.540,10.556,-0.488,0.069,3.005
69.198,-91.245,-77.394,-7.733,2.594,10.480,-0.155,0.592,9.789,11.270,3.467,5.719,6.623,9.733,-1.177,-0.730,2.274
69.209,-94.541,-84.053,-5.642,7.343,11.968,-0.459,0.827,9.877,29.045,4.783,4.516,5.378,8.694,-2.167,-1.807,1.369
69.220,-80.747,-86.382,-0.828,6.747,10.689,-0.472,0.994,9.905,32.199,5.731,3.428,4.264,7.671,-3.046,-2.730,0.499
69.231,-94.663,-91.390,5.142,5.892,8.691,-0.315,1.141,9.873,30.276,6.597,2.388,3.162,6.655,-3.812,-3.626,-0.345
69.242,-71.713,-86.173,5.401,3.636,9.740,-0.153,1.205,9.880,18.088,6.958,1.586,2.371,5.656,-4.426,-4.201,-1.160
69.253,-85.630,-88.406,-1.029,10.957,12.600,-0.168,1.403,9.935,40.937,8.045,0.580,1.364,4.697,-5.212,-4.977,-1.921
69.264,-75.742,-83.447,-0.037,11.489,10.028,-0.198,1.607,9.937,48.909,9.193,-0.209,0.571,3.761,-5.761,-5.518,-2.637
69.275,-49.252,-74.966,-0.979,6.452,9.173,-0.241,1.648,9.897,34.988,9.457,-0.824,-0.069,2.910,-6.090,-5.893,-3.250
69.286,-87.217,-76.165,-5.807,-3.419,12.974,-0.242,1.526,9.867,-13.533,8.795,-1.597,-0.814,2.125,-6.648,-6.371,-3.793
69.297,-23.006,-60.170,-2.437,-2.701,13.168,-0.306,1.285,9.905,-11.409,7.392,-1.874,-1.039,1.406,-6.760,-6.350,-4.288
69.309,-27.400,-50.083,-2.085,3.054,13.785,-0.307,1.195,9.956,12.361,6.849,-2.236,-1.340,0.761,-6.976,-6.415,-4.713
69.321,-41.195,-38.781,0.199,4.613,11.307,-0.260,1.239,9.992,22.203,7.074,-2.334,-1.419,0.267,-6.875,-6.258,-4.984
69.333,-5.183,-30.855,-3.005,5.726,11.508,-0.329,1.359,10.010,25.723,7.731,-2.532,-1.625,-0.140,-6.831,-6.226,-5.161
69.343,-8.357,-27.554,4.812,-1.508,4.898,-0.345,1.292,9.983,-12.396,7.376,-2.743,-1.801,-0.420,-6.911,-6.220,-5.265
69.353,-23.006,-22.477,-1.647,3.384,12.140,-0.333,1.259,9.981,15.450,7.191,-2.768,-1.804,-0.645,-6.798,-6.050,-5.320
69.363,-15.681,-23.332,-3.565,3.061,12.341,-0.397,1.285,10.003,13.410,7.321,-3.109,-2.126,-0.872,-6.993,-6.196,-5.374
69.374,-54.135,-30.639,8.426,-1.846,7.513,-0.243,1.204,9.961,-9.291,6.895,-3.654,-2.648,-1.132,-7.398,-6.542,-5.464
69.384,-50.472,-35.491,-2.897,-0.509,12.435,-0.118,1.166,9.929,-2.287,6.704,-4.237,-3.223,-1.468,-7.818,-6.941,-5.632
69.394,-67.685,-44.333,-4.427,-5.783,8.670,-0.192,1.015,9.870,-30.728,5.877,-4.967,-3.901,-1.860,-8.448,-7.447,-5.861
69.404,-73.789,-48.419,5.099,3.190,9.130,-0.248,0.870,9.805,16.975,5.073,-5.532,-4.422,-2.310,-8.910,-7.808,-6.161
69.414,-69.028,-52.195,-3.429,8.888,9.331,-0.252,1.026,9.794,41.820,5.985,-6.158,-5.088,-2.809,-9.313,-8.303,-6.501
69.425,-80.869,-61.122,1.471,-5.912,9.209,-0.238,0.940,9.776,-32.392,5.498,-7.060,-5.960,-3.365,-10.075,-8.994,-6.890
69.435,-53.036,-60.101,0.141,2.730,7.779,-0.230,0.842,9.710,19.349,4.957,-7.588,-6.467,-3.963,-10.460,-9.333,-7.332
69.445,-21.053,-52.442,3.317,9.154,11.177,-0.172,0.997,9.724,38.155,5.856,-7.910,-6.854,-4.515,-10.522,-9.542,-7.719
69.455,8.855,-41.763,-3.738,-1.831,8.627,-0.133,1.111,9.701,-11.030,6.539,-8.047,-6.989,-4.957,-10.473,-9.487,-7.981
69.465,-5.061,-32.870,3.439,-9.110,12.442,-0.111,0.883,9.695,-35.229,5.211,-8.052,-6.917,-5.276,-10.404,-9.239,-8.129
69.476,-32.283,-27.526,1.945,2.694,7.994,-0.035,0.857,9.657,18.143,5.073,-8.019,-6.891,-5.533,-10.201,-9.051,-8.227
69.486,-7.136,-22.199,2.160,5.029,13.282,0.006,0.892,9.654,20.504,5.286,-8.082,-6.960,-5.750,-10.091,-8.956,-8.281
69.496,17.644,-17.709,-6.087,-7.759,8.397,-0.073,0.723,9.687,-36.820,4.273,-8.227,-7.048,-5.924,-10.147,-8.881,-8.292
69.506,20.452,-8.815,1.823,-7.184,11.472,-0.155,0.566,9.676,-31.752,3.350,-8.003,-6.790,-6.016,-9.821,-8.477,-8.237
69.517,23.870,1.911,0.400,7.796,7.247,-0.126,0.607,9.657,47.069,3.602,-7.528,-6.347,-6.006,-9.167,-7.902,-8.089
69.527,4.704,4.242,-0.468,3.075,11.623,-0.133,0.689,9.674,14.817,4.080,-7.328,-6.192,-5.935,-8.769,-7.607,-7.871
69.537,-20.931,3.373,-1.151,-2.126,6.866,-0.122,0.662,9.624,-16.990,3.940,-7.147,-5.995,-5.836,-8.475,-7.275,-7.630
69.547,2.629,2.564,6.213,4.232,9.151,-0.122,0.661,9.609,20.949,3.936,-7.112,-5.956,-5.774,-8.315,-7.109,-7.433
69.557,-49.740,-4.004,1.700,5.813,12.657,-0.022,0.793,9.624,24.485,4.714,-7.243,-6.100,-5.736,-8.294,-7.118,-7.254
69.567,3.605,-6.241,-6.303,-8.585,9.546,-0.116,0.639,9.641,-36.907,3.796,-7.496,-6.320,-5.772,-8.454,-7.202,-7.150
69.578,-2.986,-7.203,3.044,-1.759,9.647,-0.158,0.509,9.648,-9.873,3.025,-7.580,-6.367,-5.812,-8.465,-7.130,-7.067
69.588,9.587,-8.661,-1.029,8.996,10.186,-0.185,0.662,9.678,41.326,3.914,-7.688,-6.526,-5.876,-8.382,-7.169,-7.007
69.598,-23.982,-8.709,-8.444,1.351,10.624,-0.219,0.766,9.677,5.688,4.531,-7.629,-6.507,-5.911,-8.140,-7.019,-6.908
69.608,5.681,-8.688,10.696,-3.290,8.749,-0.043,0.691,9.696,-13.399,4.082,-7.746,-6.610,-5.972,-8.148,-6.994,-6.838
69.618,-18.245,-5.785,6.558,-0.761,8.921,0.108,0.631,9.665,-3.934,3.737,-7.640,-6.480,-5.995,-7.955,-6.745,-6.738
69.628,-15.437,-8.458,-11.778,6.136,12.629,-0.060,0.730,9.719,19.572,4.299,-7.734,-6.587,-6.030,-7.914,-6.735,-6.652
69.638,-16.780,-8.816,-0.512,2.680,9.388,-0.218,0.822,9.812,15.919,4.791,-7.772,-6.645,-6.073,-7.799,-6.668,-6.567
69.649,3.117,-8.445,4.230,-6.027,10.358,-0.127,0.708,9.849,-28.326,4.117,-7.879,-6.717,-6.124,-7.831,-6.617,-6.492
69.659,11.784,-2.852,3.102,-1.070,10.301,-0.056,0.608,9.866,-5.683,3.529,-7.745,-6.565,-6.147,-7.609,-6.356,-6.401
69.669,5.681,-0.647,-1.417,3.068,7.326,-0.063,0.659,9.855,22.363,3.829,-7.624,-6.476,-6.128,-7.337,-6.161,-6.271
69.679,21.306,3.553,-0.591,7.357,13.225,-0.035,0.682,9.830,29.079,3.976,-7.480,-6.307,-6.080,-7.122,-5.889,-6.114
69.689,-31.185,3.162,-0.813,3.075,9.697,-0.082,0.722,9.861,17.547,4.193,-7.347,-6.156,-5.986,-6.904,-5.630,-5.905
69.699,-15.681,-0.157,-11.641,-5.201,9.841,-0.122,0.831,9.888,-18.850,4.806,-7.316,-6.166,-5.919,-6.704,-5.526,-5.717
69.710,-16.780,-5.642,8.268,-3.153,7.887,0.024,0.700,9.830,-15.437,4.076,-7.543,-6.353,-5.914,-6.878,-5.609,-5.604
69.720,-12.630,-6.776,9.496,-6.315,8.325,0.095,0.590,9.817,-26.580,3.445,-7.656,-6.406,-5.937,-6.968,-5.562,-5.523
69.730,-6.282,-8.040,0.184,-1.098,11.307,0.193,0.476,9.831,-5.552,2.778,-7.786,-6.520,-5.988,-7.027,-5.588,-5.483
69.740,-34.603,-8.688,1.693,11.539,10.171,0.234,0.518,9.860,48.240,3.009,-7.782,-6.526,-6.029,-6.923,-5.510,-5.436
69.750,-0.300,-6.816,-4.233,4.060,10.804,0.185,0.696,9.892,19.293,4.029,-7.695,-6.504,-6.070,-6.649,-5.392,-5.375
69.760,-3.596,-7.138,0.012,2.436,10.344,0.129,0.775,9.947,13.258,4.457,-7.708,-6.545,-6.098,-6.528,-5.334,-5.302
69.770,37.420,2.986,-1.474,-4.109,9.216,0.078,0.657,9.965,-23.775,3.776,-7.389,-6.178,-6.070,-6.175,-4.870,-5.171
69.780,6.901,4.285,-4.794,-7.716,9.316,0.022,0.603,9.957,-36.387,3.468,-7.271,-6.042,-5.989,-5.992,-4.646,-4.995
69.791,10.075,6.276,4.517,-6.760,5.365,0.038,0.395,9.886,-43.970,2.294,-7.201,-5.858,-5.897,-5.993,-4.388,-4.822
69.801,6.657,6.525,5.135,2.773,12.435,0.162,0.432,9.931,11.655,2.496,-7.091,-5.720,-5.800,-5.848,-4.185,-4.652
69.811,-7.258,6.371,1.772,8.996,14.130,0.234,0.602,10.014,32.296,3.444,-6.979,-5.615,-5.699,-5.648,-4.010,-4.471
69.821,14.226,5.633,-8.667,-0.344,9.338,0.064,0.603,10.030,-1.549,3.447,-6.972,-5.589,-5.608,-5.583,-3.906,-4.295
69.831,1.896,4.389,-3.199,-1.982,9.453,-0.084,0.540,10.029,-11.241,3.086,-6.924,-5.522,-5.521,-5.482,-3.768,-4.131
69.842,-51.693,-6.639,7.621,1.681,7.355,0.036,0.542,9.981,9.026,3.112,-7.199,-5.801,-5.493,-5.678,-3.979,-4.030
69.852,-56.454,-18.439,-4.298,0.108,12.600,0.103,0.557,9.987,0.465,3.194,-7.697,-6.313,-5.595,-6.078,-4.417,-4.056
69.862,-44.369,-28.867,2.829,1.631,11.673,0.153,0.586,10.066,7.738,3.338,-8.272,-6.908,-5.814,-6.543,-4.935,-4.200
69.872,-31.917,-34.165,7.693,1.681,8.849,0.206,0.598,10.144,8.165,3.378,-8.769,-7.413,-6.108,-6.942,-5.359,-4.417
69.882,-62.680,-39.755,-7.632,2.479,11.623,0.087,0.640,10.193,10.114,3.596,-9.253,-7.913,-6.446,-7.316,-5.773,-4.675
69.892,-53.158,-44.813,-6.683,4.196,12.356,0.005,0.699,10.262,16.640,3.898,-9.827,-8.502,-6.840,-7.776,-6.272,-4.986
69.903,-36.922,-43.855,4.309,-4.633,9.568,0.068,0.615,10.295,-23.837,3.423,-10.244,-8.891,-7.243,-8.130,-6.566,-5.300
69.913,-45.345,-46.049,2.175,-5.050,10.315,0.082,0.532,10.340,-25.611,2.950,-10.771,-9.379,-7.650,-8.613,-6.963,-5.624
69.925,-20.686,-40.980,-1.158,-6.990,10.552,0.088,0.277,10.387,-33.381,1.529,-11.162,-9.690,-8.121,-8.993,-7.168,-5.997
69.935,-1.887,-35.670,-0.497,0.345,9.941,0.100,0.272,10.414,1.987,1.498,-11.368,-9.906,-8.486,-9.102,-7.309,-6.292
69.945,-16.780,-30.133,6.852,5.719,8.059,0.093,0.246,10.405,28.413,1.358,-11.412,-9.952,-8.766,-9.064,-7.283,-6.502
69.955,1.164,-21.851,3.281,4.182,12.284,0.170,0.361,10.463,18.215,1.977,-11.303,-9.896,-8.980,-8.799,-7.149,-6.638
69.966,-31.917,-21.030,-6.446,1.473,14.432,0.254,0.471,10.500,5.327,2.571,-11.279,-9.901,-9.121,-8.653,-7.070,-6.696
69.976,-14.705,-18.839,-6.899,-2.708,12.399,0.072,0.451,10.587,-10.811,2.442,-11.362,-9.984,-9.271,-8.646,-7.070,-6.760
69.986,28.142,-12.326,8.031,-2.650,7.987,0.208,0.405,10.577,-13.178,2.198,-11.375,-9.988,-9.392,-8.588,-6.995,-6.800
69.996,-0.544,-10.746,6.126,2.155,11.680,0.328,0.371,10.600,9.287,2.004,-11.381,-9.986,-9.455,-8.526,-6.921,-6.787
70.006,-23.860,-7.895,-9.062,-1.429,12.219,0.179,0.336,10.630,-5.370,1.812,-11.266,-9.864,-9.478,-8.342,-6.726,-6.734
70.017,-36.068,-8.933,-5.189,-4.598,8.023,0.057,0.278,10.657,-25.709,1.495,-11.324,-9.897,-9.503,-8.360,-6.690,-6.685
70.027,-18.367,-12.323,1.083,3.133,7.750,0.027,0.285,10.584,21.830,1.545,-11.505,-10.089,-9.567,-8.456,-6.819,-6.682
70.037,-31.429,-17.593,3.037,9.484,12.083,0.105,0.475,10.611,37.300,2.567,-11.659,-10.312,-9.658,-8.443,-6.970,-6.699
70.047,-27.156,-19.128,3.662,0.359,11.120,0.158,0.634,10.604,1.760,3.426,-11.738,-10.432,-9.770,-8.381,-7.006,-6.724
70.057,-15.315,-20.871,0.091,-2.923,8.073,0.163,0.591,10.556,-19.916,3.207,-11.972,-10.639,-9.909,-8.565,-7.129,-6.778
70.068,6.047,-15.321,-5.304,3.161,11.328,0.156,0.584,10.526,14.192,3.180,-11.915,-10.580,-10.028,-8.430,-6.991,-6.816
70.078,3.483,-13.643,2.563,0.079,13.785,0.212,0.569,10.610,0.324,3.072,-11.990,-10.648,-10.114,-8.430,-6.979,-6.819
70.088,3.117,-10.960,8.519,-1.357,10.329,0.233,0.581,10.640,-5.792,3.127,-11.921,-10.589,-10.165,-8.268,-6.842,-6.788
70.098,-23.982,-10.252,-0.828,-0.294,10.653,0.252,0.516,10.661,-1.577,2.774,-11.841,-10.494,-10.186,-8.131,-6.674,-6.732
70.108,-29.598,-11.802,-5.318,-3.901,13.189,0.257,0.527,10.633,-15.346,2.840,-11.855,-10.539,-10.220,-8.029,-6.645,-6.687
70.118,-12.630,-12.350,-0.059,-7.953,13.476,0.204,0.330,10.721,-30.562,1.763,-11.897,-10.561,-10.270,-8.032,-6.603,-6.667
70.129,-8.113,-8.906,6.213,1.171,11.659,0.256,0.205,10.768,5.070,1.096,-11.805,-10.449,-10.312,-7.912,-6.440,-6.652
70.139,-9.578,-3.313,1.945,6.553,11.968,0.343,0.323,10.816,28.404,1.714,-11.545,-10.226,-10.302,-7.549,-6.165,-6.583
70.149,-17.390,-1.031,-0.411,-3.606,12.133,0.341,0.254,10.846,-16.553,1.343,-11.385,-10.040,-10.245,-7.366,-5.924,-6.462
70.159,6.535,1.127,2.369,-10.834,12.701,0.359,0.212,10.900,-40.003,1.117,-11.262,-9.935,-10.184,-7.165,-5.768,-6.341
70.169,26.067,7.585,1.751,-2.248,11.113,0.397,0.145,10.929,-11.307,0.762,-10.991,-9.663,-10.089,-6.857,-5.460,-6.200
70.179,18.498,9.883,-1.690,5.310,10.840,0.438,0.000,11.016,25.840,0.004,-10.779,-9.435,-9.951,-6.636,-5.206,-6.025
70.190,11.296,9.631,-1.101,8.392,11.687,0.411,0.206,11.048,35.578,1.071,-10.596,-9.316,-9.803,-6.333,-5.054,-5.834
70.200,15.691,13.105,2.836,1.897,12.075,0.380,0.336,11.114,8.700,1.734,-10.211,-8.970,-9.615,-5.858,-4.668,-5.594
70.210,16.423,12.975,5.523,-5.675,11.486,0.502,0.237,11.148,-24.015,1.219,-10.095,-8.835,-9.432,-5.729,-4.495,-5.363
70.220,23.503,17.928,3.640,-5.402,10.150,0.627,0.146,11.179,-26.625,0.752,-9.710,-8.424,-9.213,-5.352,-4.057,-5.103
70.230,14.226,18.829,-5.498,3.492,9.985,0.503,0.219,11.151,17.042,1.128,-9.352,-8.099,-8.967,-4.928,-3.713,-4.825
70.241,19.109,21.885,-8.501,6.646,10.042,0.447,0.222,11.175,26.813,1.140,-8.981,-7.737,-8.705,-4.527,-3.333,-4.531
70.251,25.090,21.959,-7.143,6.380,10.265,0.220,0.395,11.178,27.044,2.026,-8.673,-7.494,-8.433,-4.112,-3.065,-4.222
70.261,49.261,24.567,2.390,1.703,9.906,0.271,0.445,11.190,9.493,2.279,-8.353,-7.202,-8.154,-3.731,-2.747,-3.904
70.271,11.052,22.026,7.319,0.316,10.150,0.243,0.452,11.166,1.449,2.322,-8.103,-6.964,-7.859,-3.444,-2.485,-3.573
70.281,15.447,19.366,8.203,2.637,12.061,0.452,0.499,11.224,10.253,2.544,-7.922,-6.798,-7.599,-3.226,-2.298,-3.280
70.292,-8.601,20.050,3.202,6.107,13.735,0.657,0.556,11.232,23.426,2.831,-7.523,-6.410,-7.321,-2.796,-1.891,-2.971
70.302,16.545,17.358,-8.976,0.568,14.195,0.465,0.555,11.350,1.938,2.803,-7.434,-6.302,-7.086,-2.712,-1.761,-2.701
70.312,25.701,16.631,-9.284,-4.698,13.419,0.348,0.629,11.447,-16.070,3.145,-7.282,-6.174,-6.869,-2.507,-1.608,-2.450
70.322,-10.554,10.088,0.666,-6.229,9.805,0.321,0.466,11.429,-32.382,2.339,-7.352,-6.191,-6.684,-2.635,-1.607,-2.239
70.332,4.826,8.747,4.488,-1.486,9.841,0.390,0.402,11.410,-7.830,2.019,-7.237,-6.057,-6.538,-2.536,-1.465,-2.077
70.342,-19.099,5.919,3.856,2.687,10.631,0.386,0.340,11.410,13.374,1.711,-7.171,-5.977,-6.413,-2.486,-1.381,-1.940
70.352,2.018,0.067,1.212,2.421,13.124,0.419,0.387,11.477,10.416,1.932,-7.332,-6.163,-6.354,-2.607,-1.558,-1.867
70.363,-31.185,-4.553,-0.813,-5.294,11.788,0.399,0.266,11.503,-24.149,1.328,-7.502,-6.302,-6.334,-2.809,-1.687,-1.834
70.373,-36.434,-9.893,-0.626,-7.752,10.890,0.368,0.161,11.548,-35.418,0.800,-7.756,-6.514,-6.369,-3.113,-1.895,-1.862
70.383,-44.613,-14.952,0.795,-6.451,10.135,0.315,-0.020,11.572,-32.414,-0.100,-8.090,-6.777,-6.465,-3.541,-2.160,-1.958
70.393,-22.518,-18.751,5.925,4.943,11.263,0.459,0.086,11.611,21.238,0.426,-8.363,-7.077,-6.614,-3.781,-2.464,-2.112
70.403,-26.790,-21.918,8.469,8.960,11.975,0.528,0.055,11.613,31.436,0.272,-8.652,-7.345,-6.790,-4.096,-2.734,-2.292
70.414,-32.894,-24.621,7.930,10.785,13.908,0.714,0.340,11.686,33.983,1.668,-8.882,-7.641,-6.989,-4.226,-3.018,-2.480
