R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GRawX,GPT1X,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
66.697,-14.339,-11.872,-12.985,2.673,12.154,-0.154,0.569,10.210,8.551,3.193,-22.496,-20.876,-21.177,-16.411,-14.184,-14.797
66.707,-21.175,-12.518,-10.427,4.958,10.753,-0.461,0.667,10.226,18.323,3.732,-22.457,-20.856,-21.152,-16.210,-14.046,-14.644
66.717,-9.578,-12.977,1.478,-0.006,10.200,-0.501,0.690,10.227,-0.037,3.858,-22.529,-20.931,-21.145,-16.144,-13.998,-14.506
66.728,4.704,-12.668,4.862,-11.078,8.368,-0.427,0.570,10.208,-48.884,3.195,-22.615,-20.954,-21.136,-16.186,-13.903,-14.370
66.738,-2.131,-13.026,1.823,-3.929,9.654,-0.323,0.349,10.178,-21.811,1.966,-22.676,-20.940,-21.129,-16.235,-13.791,-14.256
66.748,-31.551,-15.887,1.313,11.611,11.163,-0.286,0.538,10.185,45.953,3.027,-22.693,-20.997,-21.130,-16.081,-13.752,-14.154
66.758,-10.676,-15.561,-4.499,4.958,8.928,-0.235,0.671,10.208,26.389,3.763,-22.706,-21.056,-21.152,-15.904,-13.700,-14.058
66.769,-22.029,-16.516,-6.181,1.171,10.107,-0.265,0.734,10.175,5.650,4.130,-22.727,-21.112,-21.164,-15.749,-13.643,-13.950
66.779,4.704,-13.132,3.231,0.395,12.851,-0.209,0.692,10.225,1.710,3.874,-22.683,-21.051,-21.169,-15.607,-13.473,-13.839
66.789,-4.206,-11.774,4.330,-4.720,10.150,-0.187,0.663,10.262,-23.169,3.699,-22.628,-20.988,-21.142,-15.441,-13.303,-13.697
66.799,-3.718,-10.858,-2.976,-4.008,8.059,-0.192,0.635,10.262,-25.026,3.543,-22.578,-20.910,-21.102,-15.316,-13.124,-13.549
66.809,-14.583,-10.157,-2.042,4.239,10.013,-0.252,0.611,10.246,22.541,3.415,-22.460,-20.786,-21.049,-15.101,-12.909,-13.396
66.819,-20.931,-12.714,1.047,5.015,10.329,-0.239,0.679,10.237,25.796,3.798,-22.474,-20.823,-21.011,-14.975,-12.850,-13.256
66.830,-10.798,-12.850,0.069,-1.975,10.480,-0.237,0.726,10.237,-10.679,4.060,-22.458,-20.826,-20.988,-14.820,-12.754,-13.125
66.840,-33.992,-17.665,1.780,-4.468,11.738,-0.194,0.577,10.255,-20.636,3.222,-22.654,-20.983,-20.992,-14.965,-12.819,-13.032
66.850,-15.437,-19.152,1.557,-0.071,10.710,-0.144,0.473,10.304,-0.378,2.634,-22.745,-21.057,-21.031,-14.984,-12.811,-12.985
66.860,-51.815,-24.289,-2.214,4.986,8.023,-0.157,0.524,10.273,30.942,2.923,-22.911,-21.261,-21.098,-15.004,-12.934,-12.966
66.870,-40.707,-29.011,-6.741,1.214,11.012,-0.297,0.520,10.284,5.377,2.898,-23.220,-21.584,-21.226,-15.192,-13.170,-13.004
66.881,-53.036,-34.719,-2.962,-5.496,10.488,-0.356,0.402,10.270,-26.775,2.242,-23.620,-21.945,-21.404,-15.549,-13.444,-13.094
66.891,-45.101,-37.224,6.292,-5.596,7.599,-0.447,0.325,10.254,-29.579,1.819,-23.943,-22.245,-21.623,-15.812,-13.664,-13.232
66.901,-55.233,-44.566,12.967,-1.630,8.346,-0.133,0.225,10.160,-6.038,1.274,-24.488,-22.755,-21.900,-16.315,-14.098,-13.436
66.912,-78.794,-50.076,-4.054,3.355,13.160,-0.180,0.274,10.201,13.702,1.539,-24.980,-23.268,-22.234,-16.689,-14.535,-13.696
66.922,-72.934,-57.623,-10.175,6.495,12.636,-0.175,0.325,10.238,21.830,1.824,-25.647,-23.937,-22.645,-17.254,-15.122,-14.030
66.932,-104.185,-63.781,-5.520,5.310,10.135,-0.315,0.425,10.253,24.719,2.375,-26.230,-24.550,-23.100,-17.691,-15.641,-14.399
66.942,-62.924,-65.443,0.537,-9.893,8.799,-0.311,0.207,10.226,-48.320,1.164,-26.912,-25.170,-23.604,-18.350,-16.163,-14.813
66.953,-55.722,-65.008,2.843,-8.600,8.239,-0.357,0.034,10.184,-44.639,0.195,-27.446,-25.631,-24.108,-18.888,-16.540,-15.240
66.963,-44.857,-60.974,10.833,0.826,8.433,-0.305,-0.136,10.159,3.447,-0.767,-27.832,-25.964,-24.606,-19.257,-16.802,-15.672
66.973,-60.360,-58.187,6.134,4.591,9.632,-0.063,-0.060,10.126,21.914,-0.340,-28.089,-26.260,-25.046,-19.369,-17.022,-16.041
66.983,-44.735,-55.364,-9.737,6.531,13.031,-0.226,0.099,10.163,21.886,0.563,-28.388,-26.574,-25.456,-19.548,-17.253,-16.372
66.994,-68.051,-56.533,-7.086,4.354,8.540,-0.326,0.217,10.161,21.434,1.228,-28.714,-26.936,-25.845,-19.719,-17.522,-16.671
67.004,-50.717,-55.262,-4.736,-1.896,8.375,-0.458,0.331,10.137,-11.154,1.869,-29.051,-27.307,-26.244,-19.892,-17.789,-16.968
67.014,-39.608,-52.056,4.632,-6.818,11.450,-0.342,0.135,10.133,-28.912,0.763,-29.368,-27.580,-26.608,-20.161,-17.964,-17.237
67.025,-15.926,-47.449,8.023,-5.977,8.957,-0.292,0.005,10.128,-26.443,0.028,-29.596,-27.766,-26.941,-20.343,-18.062,-17.483
67.035,-4.573,-36.488,1.456,-4.633,7.800,-0.173,-0.179,10.082,-30.297,-1.019,-29.521,-27.621,-27.188,-20.277,-17.842,-17.653
67.045,-25.691,-32.782,-3.177,9.700,12.233,-0.215,-0.012,10.095,37.522,-0.072,-29.486,-27.620,-27.356,-20.109,-17.772,-17.748
67.056,-46.810,-29.748,-1.841,6.287,8.706,-0.287,0.095,10.067,35.261,0.542,-29.404,-27.580,-27.478,-19.875,-17.651,-17.784
67.066,-17.146,-28.874,-8.904,-0.200,9.359,-0.329,0.196,10.044,-0.890,1.121,-29.413,-27.638,-27.583,-19.717,-17.622,-17.795
67.076,-25.569,-26.248,-2.947,1.796,10.638,-0.458,0.199,10.038,9.248,1.136,-29.386,-27.617,-27.664,-19.585,-17.517,-17.787
67.086,-12.996,-23.764,8.807,-5.611,10.100,-0.287,0.024,10.054,-22.731,0.138,-29.498,-27.693,-27.738,-19.655,-17.511,-17.772
67.096,-11.653,-21.788,-0.842,-10.223,10.631,-0.184,-0.104,10.060,-43.812,-0.594,-29.500,-27.660,-27.780,-19.621,-17.407,-17.735
67.106,14.958,-18.972,2.484,4.922,9.927,-0.140,-0.060,10.083,25.699,-0.343,-29.399,-27.613,-27.809,-19.375,-17.300,-17.699
67.117,-14.094,-16.079,0.465,6.208,8.569,-0.077,-0.077,10.052,35.900,-0.440,-29.242,-27.477,-27.795,-19.118,-17.104,-17.616
67.129,25.335,-8.173,-1.230,-1.149,10.459,-0.185,-0.024,10.026,-6.230,-0.140,-28.910,-27.173,-27.699,-18.651,-16.715,-17.423
67.139,27.898,-1.365,-5.793,2.443,10.567,-0.256,0.008,9.969,11.467,0.047,-28.494,-26.786,-27.556,-18.133,-16.274,-17.214
67.151,33.880,6.319,-0.361,0.977,9.676,-0.281,0.131,9.932,5.768,0.758,-27.909,-26.285,-27.273,-17.346,-15.696,-16.836
67.163,33.513,15.426,4.488,-3.081,6.909,-0.206,0.088,9.829,-20.517,0.516,-27.244,-25.622,-26.885,-16.602,-14.962,-16.357
67.174,29.119,19.357,5.832,-5.388,7.563,-0.096,-0.057,9.771,-29.444,-0.338,-26.707,-25.030,-26.428,-16.076,-14.314,-15.824
67.185,44.500,24.685,-0.684,-5.611,11.465,-0.092,-0.211,9.766,-26.050,-1.239,-26.174,-24.458,-26.022,-15.565,-13.718,-15.376
67.195,45.477,28.100,-0.332,1.415,9.050,-0.057,-0.357,9.758,8.889,-2.096,-25.639,-23.896,-25.583,-15.053,-13.151,-14.913
67.205,49.383,35.605,-4.779,4.871,10.006,-0.181,-0.296,9.751,23.728,-1.743,-24.845,-23.155,-25.086,-14.178,-12.408,-14.395
67.215,43.279,38.014,-7.057,-0.387,11.501,-0.289,-0.230,9.711,-1.645,-1.360,-24.176,-22.518,-24.536,-13.457,-11.769,-13.822
67.225,47.796,42.217,5.501,-2.729,7.362,-0.403,-0.239,9.715,-16.550,-1.412,-23.441,-21.777,-23.949,-12.727,-11.032,-13.217
67.235,62.567,45.729,5.106,-7.062,9.676,-0.254,-0.374,9.683,-32.859,-2.216,-22.788,-21.081,-23.350,-12.143,-10.350,-12.611
67.245,61.224,49.232,-1.934,7.954,10.545,-0.264,-0.268,9.717,36.590,-1.581,-21.997,-20.337,-22.722,-11.309,-9.636,-11.990
67.256,31.072,47.918,-5.268,5.655,11.917,-0.242,-0.204,9.722,23.472,-1.205,-21.387,-19.745,-22.071,-10.694,-9.067,-11.340
67.266,51.825,49.064,-12.273,-7.062,9.352,-0.504,-0.311,9.723,-24.604,-1.833,-20.741,-19.086,-21.420,-10.088,-8.437,-10.695
67.276,43.524,48.216,8.648,-0.804,7.901,-0.376,-0.380,9.681,-3.929,-2.252,-20.116,-18.461,-20.778,-9.504,-7.856,-10.077
67.286,46.820,48.202,5.027,0.014,6.428,-0.310,-0.441,9.630,0.104,-2.624,-19.505,-17.841,-20.149,-8.950,-7.287,-9.478
67.296,49.993,48.627,-2.387,-0.725,12.794,-0.303,-0.466,9.675,-3.191,-2.762,-18.896,-17.232,-19.530,-8.391,-6.734,-8.895
67.307,48.162,48.165,2.685,-3.520,10.962,-0.301,-0.515,9.679,-17.331,-3.047,-18.292,-16.633,-18.912,-7.837,-6.197,-8.320
67.319,49.627,46.513,4.589,-5.611,9.891,-0.144,-0.602,9.650,-27.242,-3.574,-17.615,-15.958,-18.179,-7.244,-5.613,-7.652
67.329,32.781,44.614,9.252,4.182,8.526,-0.063,-0.689,9.611,18.395,-4.107,-17.099,-15.419,-17.601,-6.838,-5.161,-7.143
67.339,45.233,44.772,-4.262,3.068,11.400,-0.065,-0.580,9.630,14.156,-3.449,-16.550,-14.894,-17.038,-6.332,-4.716,-6.643
67.349,40.472,42.946,-9.241,-6.796,9.302,-0.211,-0.617,9.635,-27.412,-3.669,-16.057,-14.403,-16.482,-5.912,-4.306,-6.151
67.360,38.152,41.947,2.038,-1.185,8.030,-0.371,-0.719,9.658,-8.144,-4.258,-15.575,-13.905,-15.943,-5.544,-3.902,-5.690
67.370,7.512,37.927,1.413,3.190,8.842,-0.311,-0.679,9.614,19.620,-4.044,-15.129,-13.492,-15.431,-5.144,-3.586,-5.260
67.380,26.799,35.912,6.457,-2.571,11.005,-0.252,-0.643,9.615,-11.401,-3.828,-14.750,-13.144,-14.964,-4.811,-3.328,-4.870
67.390,29.607,34.214,-2.157,-6.473,7.599,-0.318,-0.767,9.581,-39.351,-4.581,-14.419,-12.769,-14.517,-4.637,-3.053,-4.509
67.400,14.104,28.850,-11.577,3.707,10.962,-0.500,-0.742,9.596,13.098,-4.422,-14.195,-12.536,-14.107,-4.528,-2.930,-4.197
67.412,26.555,28.558,-9.910,2.644,12.427,-0.824,-0.700,9.694,9.450,-4.119,-13.778,-12.131,-13.661,-4.223,-2.655,-3.869
67.422,15.935,27.333,-9.213,-6.983,9.985,-1.034,-0.810,9.733,-27.217,-4.737,-13.440,-11.782,-13.290,-3.997,-2.409,-3.590
67.432,18.743,24.701,5.545,1.300,7.750,-0.911,-0.794,9.704,7.777,-4.660,-13.127,-11.495,-12.944,-3.760,-2.237,-3.350
67.443,5.681,21.607,3.885,7.645,13.239,-0.841,-0.792,9.664,29.004,-4.670,-12.911,-11.284,-12.628,-3.647,-2.139,-3.139
67.455,35.223,26.194,-1.137,3.355,13.670,-0.762,-0.751,9.777,13.753,-4.384,-12.464,-10.821,-12.251,-3.358,-1.815,-2.891
67.467,16.301,23.798,-7.007,-2.895,12.305,-0.803,-0.808,9.812,-11.560,-4.697,-12.131,-10.485,-11.850,-3.167,-1.622,-2.621
67.477,37.786,23.262,6.285,-0.696,8.871,-0.659,-0.810,9.825,-3.667,-4.709,-11.841,-10.222,-11.547,-2.954,-1.474,-2.426
67.487,10.319,20.868,3.834,7.731,10.990,-0.557,-0.840,9.822,33.608,-4.883,-11.620,-10.005,-11.256,-2.845,-1.378,-2.249
67.497,-0.666,18.755,-7.704,3.341,9.970,-0.625,-0.700,9.840,14.859,-4.064,-11.373,-9.808,-10.977,-2.637,-1.289,-2.073
67.507,27.654,20.223,7.269,-7.112,7.283,-0.476,-0.828,9.812,-34.669,-4.823,-11.129,-9.534,-10.714,-2.542,-1.124,-1.913
67.518,28.020,22.767,4.725,-4.648,9.582,-0.348,-0.939,9.770,-23.523,-5.491,-10.786,-9.156,-10.428,-2.365,-0.867,-1.742
67.528,25.090,21.569,-9.198,-0.524,12.593,-0.466,-0.964,9.816,-1.925,-5.608,-10.526,-8.898,-10.146,-2.224,-0.735,-1.579
67.538,31.316,22.528,-1.417,-1.091,10.423,-0.517,-0.989,9.842,-5.927,-5.737,-10.219,-8.602,-9.866,-2.028,-0.565,-1.419
67.548,27.776,22.867,-2.416,1.911,8.634,-0.537,-0.968,9.826,12.042,-5.621,-9.877,-8.282,-9.580,-1.781,-0.373,-1.255
67.558,12.517,22.048,1.722,2.012,9.941,-0.546,-0.925,9.812,11.284,-5.382,-9.590,-8.031,-9.297,-1.568,-0.247,-1.090
67.568,34.368,23.357,6.069,-9.325,8.799,-0.407,-1.098,9.773,-41.122,-6.410,-9.371,-7.778,-9.027,-1.521,-0.118,-0.940
67.580,26.677,23.453,7.334,-9.196,7.807,-0.160,-1.306,9.757,-40.666,-7.630,-8.998,-7.381,-8.700,-1.363,0.095,-0.788
67.591,31.438,26.111,4.876,-3.994,7.743,-0.023,-1.411,9.688,-23.593,-8.291,-8.641,-6.977,-8.390,-1.262,0.302,-0.667
67.602,26.555,27.443,1.966,1.839,11.077,0.033,-1.357,9.692,9.292,-7.977,-8.277,-6.637,-8.066,-1.058,0.446,-0.530
67.613,34.978,30.029,-4.858,-0.344,13.829,-0.077,-1.328,9.778,-1.346,-7.741,-7.875,-6.266,-7.727,-0.799,0.630,-0.368
67.624,37.908,30.989,-7.122,-4.698,11.077,-0.269,-1.385,9.787,-19.645,-8.056,-7.481,-5.895,-7.369,-0.562,0.812,-0.191
67.635,49.383,34.286,2.031,-2.133,10.746,-0.281,-1.433,9.761,-11.043,-8.356,-7.003,-5.430,-6.989,-0.264,1.078,-0.001
67.646,42.181,36.952,4.553,0.259,10.617,-0.180,-1.411,9.767,1.285,-8.227,-6.453,-4.912,-6.575,0.127,1.395,0.222
67.658,46.697,40.560,6.716,-5.338,9.632,-0.083,-1.453,9.765,-24.457,-8.468,-5.844,-4.310,-6.088,0.543,1.796,0.520
67.668,37.054,40.451,0.450,8.018,11.572,-0.063,-1.323,9.797,34.715,-7.696,-5.368,-3.882,-5.663,0.924,2.064,0.793
67.678,46.942,42.738,-1.072,-2.665,10.904,0.004,-1.221,9.824,-13.677,-7.091,-4.866,-3.387,-5.215,1.289,2.413,1.105
67.688,66.473,46.847,-3.702,-9.117,8.548,-0.067,-1.399,9.830,-44.407,-8.106,-4.270,-2.748,-4.741,1.667,2.896,1.432
67.699,59.515,51.930,-7.186,7.178,12.535,-0.187,-1.445,9.863,26.430,-8.341,-3.574,-2.041,-4.229,2.177,3.430,1.783
67.709,67.084,55.310,-1.726,-2.708,9.546,-0.349,-1.366,9.900,-15.605,-7.855,-2.952,-1.422,-3.679,2.641,3.889,2.184
67.719,76.239,58.616,2.972,-4.375,6.385,-0.321,-1.418,9.839,-31.864,-8.205,-2.346,-0.753,-3.106,2.991,4.387,2.599
67.729,60.126,61.062,-4.995,0.733,12.959,-0.353,-1.484,9.802,3.023,-8.607,-1.653,-0.024,-2.488,3.455,4.937,3.051
67.739,97.236,69.296,1.083,-5.797,9.568,-0.381,-1.559,9.866,-31.068,-8.977,-0.759,0.877,-1.839,4.159,5.656,3.532
67.750,93.696,77.122,9.503,4.153,9.467,-0.273,-1.590,9.905,17.211,-9.122,0.224,1.852,-1.114,4.963,6.435,4.078
67.760,89.301,80.234,-1.438,-3.010,13.110,-0.204,-1.552,9.962,-12.862,-8.862,1.013,2.627,-0.349,5.580,7.020,4.669
67.770,86.494,76.087,2.024,-3.556,10.423,-0.187,-1.526,10.023,-18.525,-8.659,1.617,3.219,0.414,6.007,7.414,5.251
67.780,57.074,72.756,-3.113,6.797,13.297,-0.162,-1.563,10.051,26.474,-8.843,2.211,3.836,1.133,6.369,7.828,5.781
67.790,95.893,75.605,1.039,-3.836,8.188,-0.141,-1.564,10.038,-24.939,-8.860,2.977,4.634,1.850,6.895,8.429,6.315
67.801,80.512,76.382,4.747,0.295,9.855,-0.085,-1.539,10.084,1.545,-8.681,3.752,5.380,2.581,7.508,8.971,6.857
67.811,96.870,79.671,-12.532,-5.654,10.401,-0.278,-1.635,10.088,-19.154,-9.208,4.568,6.197,3.321,8.118,9.583,7.405
67.821,82.221,78.181,-1.683,-7.407,9.532,-0.361,-1.734,10.086,-37.443,-9.755,5.245,6.886,4.077,8.565,10.056,7.960
67.831,62.811,74.579,-5.893,-1.307,7.484,-0.447,-1.814,10.080,-7.817,-10.198,5.797,7.448,4.781,8.880,10.393,8.450
67.841,67.328,71.134,1.930,2.737,11.594,-0.372,-1.730,10.091,13.118,-9.727,6.356,7.951,5.444,9.295,10.674,8.902
67.852,50.482,67.283,8.181,-4.533,6.543,-0.395,-1.671,10.073,-23.410,-9.421,6.856,8.420,6.073,9.622,10.927,9.325
67.862,54.876,65.130,11.055,1.739,8.533,-0.272,-1.670,10.031,7.102,-9.454,7.393,8.954,6.682,9.939,11.238,9.720
67.872,60.004,62.877,-4.823,-4.404,11.228,-0.270,-1.715,10.020,-19.828,-9.714,7.814,9.380,7.245,10.137,11.447,10.073
67.882,57.928,60.137,3.482,-7.493,11.673,-0.208,-1.760,10.024,-31.613,-9.961,8.240,9.792,7.778,10.360,11.638,10.391
67.893,58.050,60.620,-0.684,-1.968,9.985,-0.151,-1.819,10.028,-11.131,-10.286,8.806,10.346,8.304,10.713,11.964,10.694
67.903,44.500,58.491,-3.414,8.241,12.758,-0.184,-1.728,10.023,31.980,-9.787,9.303,10.805,8.816,11.031,12.195,10.983
67.913,58.661,57.111,-3.867,-4.030,9.209,-0.214,-1.584,10.048,-21.985,-8.961,9.742,11.216,9.319,11.293,12.393,11.279
67.923,56.219,55.188,0.149,-6.458,8.023,-0.265,-1.679,9.977,-38.848,-9.557,10.076,11.602,9.787,11.338,12.560,11.531
67.933,64.642,56.642,-8.753,0.819,8.648,-0.322,-1.733,9.924,3.812,-9.905,10.581,12.113,10.251,11.606,12.845,11.773
67.944,59.027,58.044,-1.747,4.067,11.853,-0.471,-1.666,9.929,18.759,-9.518,11.092,12.588,10.723,11.942,13.097,12.025
67.954,78.803,62.068,5.142,-9.088,5.436,-0.315,-1.739,9.865,-50.557,-9.998,11.694,13.210,11.232,12.294,13.499,12.318
67.964,72.211,63.334,2.706,-2.018,11.134,-0.287,-1.841,9.845,-9.995,-10.593,12.195,13.754,11.744,12.503,13.808,12.600
67.974,62.689,65.141,-0.389,4.498,10.502,-0.226,-1.709,9.888,23.183,-9.808,12.847,14.340,12.268,13.011,14.164,12.899
67.986,74.530,69.843,-4.966,5.058,12.212,-0.370,-1.525,9.974,21.002,-8.695,13.660,15.071,12.922,13.638,14.603,13.268
67.996,67.938,70.258,-1.762,-4.691,7.858,-0.428,-1.514,9.990,-30.237,-8.616,14.235,15.657,13.515,13.981,14.975,13.653
68.007,77.216,71.229,4.388,-5.639,7.527,-0.379,-1.599,9.940,-32.930,-9.139,14.819,16.303,14.121,14.254,15.397,14.040
68.017,67.572,70.653,-7.316,2.148,9.259,-0.368,-1.662,9.849,10.324,-9.579,15.351,16.854,14.707,14.526,15.715,14.399
68.027,58.905,70.318,-0.648,2.256,11.781,-0.440,-1.537,9.851,10.832,-8.863,15.940,17.402,15.291,14.941,16.038,14.763
68.037,75.995,70.363,5.487,-8.003,5.659,-0.291,-1.591,9.794,-45.457,-9.230,16.437,17.921,15.855,15.184,16.335,15.108
68.048,73.432,69.425,-1.783,-0.883,10.682,-0.274,-1.673,9.760,-4.665,-9.732,16.946,18.449,16.427,15.431,16.627,15.449
68.058,63.666,69.314,1.413,3.578,11.687,-0.229,-1.561,9.829,16.916,-9.030,17.525,18.971,16.971,15.854,16.920,15.767
68.068,64.154,69.284,4.704,-4.734,7.843,-0.110,-1.553,9.828,-27.381,-8.983,18.013,19.450,17.506,16.129,17.177,16.083
68.078,63.300,69.865,3.834,-2.499,10.107,-0.045,-1.562,9.839,-13.027,-9.026,18.563,20.004,18.058,16.442,17.500,16.408
68.090,65.985,68.438,-0.483,-6.516,6.327,0.030,-1.727,9.762,-45.780,-10.041,18.994,20.523,18.653,16.444,17.711,16.698
68.100,47.552,65.566,-4.485,3.794,12.485,-0.087,-1.745,9.742,15.968,-10.163,19.385,20.929,19.151,16.573,17.878,16.957
68.110,44.988,61.941,6.148,-2.938,7.685,0.048,-1.734,9.733,-16.630,-10.111,19.725,21.261,19.624,16.693,17.979,17.200
68.120,59.393,57.959,5.437,-5.876,6.809,0.057,-1.715,9.654,-34.014,-10.078,19.958,21.495,20.044,16.694,17.983,17.388
68.131,20.574,52.956,-0.734,0.833,10.689,0.078,-1.749,9.624,4.452,-10.306,20.178,21.740,20.429,16.646,17.993,17.535
68.141,29.851,48.760,-1.129,1.624,10.567,0.092,-1.658,9.670,8.694,-9.733,20.388,21.903,20.765,16.692,17.930,17.642
68.151,36.199,47.694,10.236,-5.912,8.310,0.049,-1.623,9.686,-24.165,-9.516,20.681,22.158,21.070,16.818,17.968,17.726
68.161,35.955,46.838,3.015,-4.310,7.491,0.203,-1.707,9.637,-28.105,-10.050,20.928,22.439,21.366,16.794,18.026,17.794
68.171,20.207,43.155,-4.176,5.338,14.367,0.124,-1.572,9.696,19.647,-9.216,21.076,22.559,21.628,16.758,17.927,17.831
68.182,35.955,41.244,5.530,-0.581,9.661,0.069,-1.461,9.726,-2.991,-8.548,21.219,22.666,21.868,16.745,17.831,17.861
68.192,44.622,39.651,6.594,-6.753,7.894,0.238,-1.535,9.684,-33.305,-9.009,21.313,22.769,22.079,16.620,17.732,17.862
68.202,36.932,38.882,-0.540,4.476,11.968,0.213,-1.413,9.730,20.499,-8.268,21.533,22.948,22.285,16.688,17.706,17.855
68.212,24.602,36.947,-5.081,5.231,12.909,0.248,-1.311,9.770,20.669,-7.644,21.714,23.106,22.485,16.704,17.671,17.855
68.223,36.932,35.600,4.014,-6.063,9.654,0.239,-1.381,9.788,-30.126,-8.035,21.785,23.191,22.658,16.567,17.574,17.835
68.233,35.955,33.082,-2.588,-5.718,7.922,0.173,-1.418,9.787,-34.472,-8.249,21.826,23.239,22.813,16.409,17.434,17.794
68.243,17.033,29.737,-5.124,6.416,12.607,0.147,-1.424,9.782,25.256,-8.289,21.846,23.281,22.936,16.206,17.284,17.715
68.253,27.898,28.539,-3.759,-2.054,8.016,0.068,-1.372,9.747,-13.070,-8.020,21.896,23.325,23.037,16.084,17.152,17.629
68.263,26.555,26.960,3.209,-7.443,7.592,-0.019,-1.333,9.748,-42.102,-7.792,21.933,23.347,23.122,15.965,17.003,17.532
68.274,22.771,25.027,-5.591,-3.901,6.967,-0.025,-1.375,9.745,-23.601,-8.035,21.970,23.405,23.197,15.796,16.885,17.421
68.284,-0.300,20.598,-2.617,3.564,13.081,-0.088,-1.292,9.783,14.965,-7.529,21.904,23.299,23.232,15.610,16.611,17.276
68.294,17.888,19.971,4.919,-6.423,6.062,-0.180,-1.213,9.815,-39.464,-7.048,21.895,23.275,23.244,15.462,16.432,17.121
68.305,-5.671,15.008,8.268,-3.699,7.520,0.019,-1.289,9.728,-18.325,-7.556,21.678,23.085,23.224,15.047,16.084,16.929
68.315,-0.178,11.627,-5.448,2.479,11.572,-0.029,-1.195,9.757,10.975,-6.985,21.547,22.914,23.161,14.811,15.759,16.699
68.325,-1.277,7.953,5.128,2.400,12.945,-0.070,-1.129,9.790,9.785,-6.585,21.300,22.659,23.060,14.429,15.362,16.440
68.335,-4.573,3.139,4.582,-4.871,6.952,0.024,-1.121,9.747,-30.341,-6.567,20.967,22.325,22.916,13.958,14.896,16.147
68.345,-18.001,-0.750,-4.140,4.146,12.736,-0.027,-1.025,9.830,17.210,-5.957,20.693,22.009,22.733,13.604,14.449,15.816
68.356,7.512,-1.828,-8.171,1.767,13.929,-0.027,-0.960,9.899,6.250,-5.545,20.443,21.743,22.526,13.255,14.066,15.475
68.366,-11.165,-5.079,-0.921,-2.241,8.354,-0.125,-0.936,9.908,-14.939,-5.398,20.125,21.414,22.305,12.835,13.629,15.128
68.376,-33.992,-10.628,-0.303,-1.343,7.915,-0.122,-0.939,9.844,-9.628,-5.451,19.720,21.007,22.047,12.321,13.118,14.746
68.386,-30.086,-14.203,-10.959,0.575,9.783,-0.338,-0.901,9.804,2.243,-5.255,19.323,20.588,21.738,11.848,12.600,14.319
68.396,-34.359,-16.460,7.125,-0.581,9.438,-0.192,-0.893,9.781,-2.816,-5.218,18.930,20.185,21.406,11.372,12.107,13.876
68.407,-15.803,-19.052,11.501,-6.645,7.197,-0.116,-0.881,9.785,-26.109,-5.147,18.450,19.693,21.038,10.819,11.533,13.406
68.417,-24.104,-23.032,1.111,-0.789,9.237,0.022,-0.923,9.776,-4.855,-5.399,17.898,19.147,20.637,10.171,10.905,12.901
68.427,-38.753,-26.165,-5.045,4.721,14.296,-0.083,-0.824,9.843,17.305,-4.788,17.341,18.602,20.211,9.519,10.288,12.381
68.437,-41.073,-29.539,-2.006,-4.439,8.267,-0.131,-0.728,9.880,-27.572,-4.219,16.816,18.057,19.766,8.960,9.689,11.859
68.448,-23.982,-28.959,0.673,-3.620,7.132,-0.142,-0.788,9.822,-26.825,-4.593,16.351,17.642,19.303,8.367,9.219,11.319
68.458,-21.053,-26.753,-2.617,2.608,11.422,-0.164,-0.831,9.770,12.556,-4.865,15.951,17.273,18.855,7.865,8.794,10.793
68.468,-19.099,-23.009,0.192,3.118,9.676,-0.193,-0.717,9.776,17.870,-4.201,15.726,17.001,18.447,7.650,8.475,10.318
68.478,-17.146,-20.715,4.776,-5.359,9.625,-0.147,-0.685,9.764,-26.522,-4.019,15.493,16.742,18.080,7.409,8.181,9.898
68.488,6.169,-18.535,-1.302,-6.207,10.265,-0.122,-0.813,9.757,-30.975,-4.768,15.184,16.454,17.720,7.026,7.852,9.480
68.499,-28.255,-17.166,-3.299,8.938,8.914,-0.190,-0.649,9.741,43.261,-3.816,15.045,16.254,17.397,6.921,7.612,9.100
68.509,-21.663,-17.184,-2.667,0.869,10.775,-0.241,-0.515,9.744,4.482,-3.026,14.776,15.928,17.079,6.700,7.267,8.748
68.519,-17.390,-17.089,1.348,-9.447,9.324,-0.186,-0.660,9.736,-45.104,-3.880,14.425,15.618,16.763,6.267,6.937,8.397
68.529,-12.385,-17.322,10.797,2.587,9.589,-0.119,-0.764,9.732,10.161,-4.492,14.104,15.324,16.440,5.872,6.612,8.026
68.540,-5.427,-12.897,3.619,5.497,10.890,0.063,-0.740,9.761,25.607,-4.339,14.005,15.193,16.139,5.784,6.455,7.686
68.550,2.507,-11.388,-13.416,-1.666,11.084,-0.159,-0.708,9.810,-5.472,-4.133,13.790,14.945,15.868,5.587,6.191,7.386
