R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,40,5,40,5,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
182.354,4.661,0.603,7.297,4.612,-5.320,-4.264,-4.525,-0.371,0.812,0.448
182.364,-2.495,0.589,10.682,4.570,-5.283,-4.229,-4.387,-0.295,0.875,0.619
182.375,-2.286,-1.882,12.348,4.097,-5.041,-3.975,-4.250,-0.047,1.150,0.781
182.385,7.484,2.529,9.079,4.361,-5.089,-4.049,-4.127,-0.025,1.093,0.925
182.396,3.619,3.873,8.490,4.505,-5.082,-4.075,-4.069,0.066,1.088,1.005
182.406,-5.678,2.630,9.913,4.239,-5.005,-3.983,-4.004,0.134,1.197,1.089
182.417,-14.048,1.638,12.061,3.930,-5.086,-4.054,-3.974,0.056,1.140,1.133
182.428,-8.480,1.703,9.582,3.588,-5.301,-4.250,-3.983,-0.175,0.957,1.135
182.439,-5.685,-1.745,7.685,2.561,-5.468,-4.337,-4.053,-0.468,0.874,1.068
182.450,-8.365,-5.072,8.433,1.810,-5.801,-4.612,-4.168,-0.900,0.594,0.943
182.461,-7.740,-2.298,11.163,0.824,-5.993,-4.766,-4.319,-1.162,0.423,0.772
182.472,-2.645,0.151,9.438,0.695,-6.197,-4.962,-4.491,-1.384,0.209,0.577
182.483,-1.640,-1.321,8.289,0.296,-6.435,-5.167,-4.679,-1.686,-0.014,0.365
182.494,-7.481,-3.793,9.884,-0.385,-6.593,-5.289,-4.838,-1.918,-0.163,0.175
182.505,-10.492,-0.545,14.166,-0.734,-6.705,-5.391,-4.976,-2.064,-0.297,0.001
182.517,-5.405,4.110,13.670,-0.717,-6.813,-5.454,-5.105,-2.264,-0.393,-0.162
182.528,-2.574,3.686,10.538,-0.735,-6.787,-5.388,-5.197,-2.321,-0.360,-0.289
182.539,-6.159,1.638,13.714,-0.442,-6.636,-5.241,-5.218,-2.169,-0.239,-0.334
182.550,-2.229,5.554,15.776,0.989,-6.487,-5.153,-5.178,-1.916,-0.167,-0.308
182.561,6.507,8.299,12.363,3.172,-6.249,-5.002,-5.095,-1.507,-0.009,-0.216
182.572,11.199,3.945,8.174,4.777,-5.957,-4.755,-4.968,-1.094,0.267,-0.053
182.583,2.620,-6.638,6.952,4.157,-5.874,-4.555,-4.794,-1.172,0.501,0.158
182.594,-1.762,-8.219,8.598,2.895,-5.791,-4.374,-4.630,-1.230,0.696,0.341
182.606,-1.000,-6.171,10.143,2.327,-5.774,-4.332,-4.495,-1.239,0.741,0.482
182.617,-2.854,-7.917,8.713,0.057,-5.835,-4.220,-4.372,-1.597,0.833,0.588
182.628,-9.608,-7.357,11.400,-2.052,-5.766,-4.042,-4.256,-1.742,0.958,0.655
182.639,-8.710,-1.422,13.455,-2.799,-5.656,-3.915,-4.139,-1.702,1.011,0.704
182.650,0.810,4.340,12.916,-2.006,-5.641,-3.931,-4.066,-1.670,0.930,0.714
182.661,2.829,2.960,11.529,-1.515,-5.607,-3.941,-4.013,-1.588,0.865,0.715
182.672,-4.492,-0.516,12.507,-1.760,-5.632,-3.981,-3.997,-1.617,0.771,0.678
182.683,-7.345,0.934,11.192,-1.809,-5.590,-3.949,-3.980,-1.590,0.747,0.640
182.695,-6.260,6.883,10.243,-1.119,-5.664,-4.059,-3.977,-1.628,0.585,0.592
182.706,-3.888,7.623,9.316,-0.383,-5.615,-4.064,-3.976,-1.508,0.540,0.552
182.717,-3.853,8.924,12.729,0.424,-5.701,-4.180,-3.988,-1.553,0.394,0.509
182.728,2.512,10.490,15.337,1.407,-5.738,-4.211,-4.021,-1.598,0.347,0.459
182.739,9.252,7.681,12.607,2.808,-5.839,-4.372,-4.065,-1.580,0.189,0.416
182.750,4.697,2.443,9.180,3.862,-5.987,-4.580,-4.154,-1.589,0.003,0.345
182.761,2.771,1.983,9.173,5.185,-6.076,-4.676,-4.255,-1.618,-0.055,0.278
182.773,9.446,3.499,9.374,6.334,-6.307,-4.933,-4.373,-1.739,-0.255,0.211
182.784,8.490,-1.997,6.184,6.096,-6.429,-5.020,-4.484,-1.849,-0.281,0.156
182.795,-2.610,-8.161,7.915,4.304,-6.599,-5.058,-4.585,-2.191,-0.276,0.094
182.806,-7.646,-8.269,12.025,2.408,-6.939,-5.316,-4.736,-2.634,-0.514,-0.041
182.817,-0.296,-3.240,10.444,2.093,-7.027,-5.396,-4.895,-2.707,-0.583,-0.195
182.828,1.104,-1.637,10.682,1.256,-7.373,-5.695,-5.062,-3.111,-0.880,-0.365
182.839,-1.805,-3.850,14.619,-0.021,-7.773,-6.054,-5.299,-3.566,-1.245,-0.615
182.850,1.442,1.142,11.263,-0.118,-7.949,-6.214,-5.546,-3.762,-1.418,-0.881
182.861,-1.661,1.473,7.146,-0.163,-8.328,-6.599,-5.810,-4.116,-1.813,-1.162
182.873,-5.685,5.497,10.624,0.340,-8.648,-6.973,-6.106,-4.326,-2.189,-1.469
182.884,4.524,8.435,10.107,0.934,-8.727,-7.075,-6.357,-4.338,-2.283,-1.719
182.895,1.744,4.828,8.045,1.206,-9.026,-7.417,-6.604,-4.530,-2.608,-1.956
182.906,-6.504,0.718,11.098,1.325,-9.144,-7.541,-6.838,-4.599,-2.709,-2.172
182.917,0.716,-0.531,8.921,1.599,-9.041,-7.481,-6.989,-4.383,-2.622,-2.300
182.928,-1.208,-2.176,8.627,1.975,-9.042,-7.508,-7.107,-4.299,-2.616,-2.387
182.939,-4.075,-3.786,14.482,1.438,-8.980,-7.434,-7.181,-4.217,-2.515,-2.434
182.950,1.392,-5.898,9.812,0.038,-8.858,-7.209,-7.183,-4.249,-2.280,-2.423
182.961,-4.672,-2.765,9.668,-0.921,-8.763,-7.069,-7.141,-4.226,-2.150,-2.388
182.972,0.666,5.101,13.757,-0.553,-8.628,-6.968,-7.084,-4.032,-2.065,-2.342
182.983,8.332,6.222,8.598,-0.159,-8.298,-6.662,-6.965,-3.661,-1.772,-2.231
182.995,-1.869,5.051,11.357,1.066,-8.045,-6.492,-6.798,-3.256,-1.604,-2.058
183.006,0.386,4.656,10.545,2.381,-7.838,-6.359,-6.646,-2.901,-1.458,-1.887
183.017,1.600,3.219,5.918,3.602,-7.331,-5.961,-6.438,-2.181,-1.035,-1.647
183.028,-1.841,-2.507,11.515,3.639,-7.029,-5.638,-6.166,-1.884,-0.683,-1.336
183.039,4.618,-4.073,14.274,3.035,-6.880,-5.499,-5.919,-1.696,-0.522,-1.059
183.050,2.239,-7.687,7.384,1.433,-6.637,-5.148,-5.684,-1.633,-0.173,-0.817
183.061,-6.195,-5.395,10.315,0.052,-6.280,-4.712,-5.403,-1.430,0.234,-0.554
183.073,1.830,1.825,10.660,0.192,-5.911,-4.359,-5.092,-1.064,0.549,-0.270
183.084,-0.871,2.888,7.657,0.127,-5.732,-4.173,-4.810,-0.926,0.693,-0.020
183.095,-9.687,3.319,11.968,0.033,-5.478,-3.925,-4.548,-0.701,0.895,0.203
183.106,0.386,9.851,13.297,0.727,-5.122,-3.584,-4.267,-0.355,1.191,0.449
183.117,8.577,9.455,11.867,1.433,-4.647,-3.158,-3.941,0.171,1.581,0.749
183.128,2.290,0.970,12.542,1.442,-4.227,-2.741,-3.581,0.567,1.962,1.085
183.139,5.789,1.236,11.163,2.823,-3.848,-2.395,-3.213,0.979,2.281,1.436
183.150,6.938,-5.302,7.376,2.531,-3.746,-2.246,-2.874,0.982,2.408,1.763
183.162,1.485,-10.662,7.736,1.782,-3.714,-2.156,-2.625,0.892,2.468,1.988
183.173,-1.956,-10.417,12.162,0.890,-3.752,-2.165,-2.456,0.771,2.416,2.118
183.184,7.937,-3.944,9.403,0.582,-3.785,-2.199,-2.361,0.694,2.331,2.165
183.195,4.460,-4.863,7.973,0.108,-3.893,-2.273,-2.323,0.484,2.203,2.150
183.206,-1.259,-8.154,10.926,-0.470,-4.114,-2.475,-2.356,0.186,1.946,2.061
183.217,5.602,-9.419,6.299,-0.841,-4.653,-2.993,-2.514,-0.432,1.374,1.844
183.228,4.769,-4.554,9.345,-1.956,-5.436,-3.697,-2.831,-1.394,0.609,1.456
183.239,7.434,-1.795,12.061,-2.026,-5.998,-4.274,-3.246,-1.976,-0.023,0.973
183.251,5.271,-6.415,4.653,-2.600,-6.753,-5.001,-3.751,-2.814,-0.800,0.403
183.262,-2.998,-10.928,7.240,-4.045,-7.643,-5.774,-4.348,-3.940,-1.627,-0.263
183.273,3.978,-3.441,13.699,-3.494,-8.603,-6.796,-5.055,-4.821,-2.692,-1.032
183.284,10.279,-3.096,8.670,-3.241,-9.605,-7.825,-5.869,-5.787,-3.746,-1.893
183.295,-1.539,-10.432,7.779,-3.661,-10.552,-8.742,-6.739,-6.784,-4.677,-2.798
183.306,-4.456,-8.176,9.259,-4.126,-11.595,-9.762,-7.675,-7.854,-5.702,-3.763
183.317,0.874,-3.778,6.830,-4.959,-12.802,-10.922,-8.658,-9.128,-6.866,-4.775
183.329,-4.614,-6.185,9.518,-6.394,-13.992,-12.022,-9.689,-10.455,-7.969,-5.835
183.340,-8.645,-0.064,14.332,-6.699,-15.073,-13.101,-10.741,-11.525,-9.056,-6.920
183.351,-7.474,3.664,15.079,-5.842,-16.168,-14.231,-11.824,-12.527,-10.174,-8.015
183.362,-0.145,7.530,12.959,-4.800,-17.064,-15.166,-12.875,-13.302,-11.071,-9.052
183.374,1.686,7.357,11.177,-2.813,-18.150,-16.376,-13.955,-14.089,-12.206,-10.081
183.385,4.553,5.712,10.746,-1.213,-19.035,-17.356,-14.990,-14.697,-13.077,-11.031
183.396,4.704,5.094,12.183,-0.473,-20.044,-18.378,-15.993,-15.546,-13.967,-11.926
183.407,7.434,5.410,10.028,0.252,-20.885,-19.246,-16.965,-16.188,-14.685,-12.769
183.418,8.217,2.184,7.441,1.360,-21.698,-20.113,-17.915,-16.738,-15.384,-13.570
183.429,4.603,-0.868,6.478,1.802,-22.515,-20.926,-18.814,-17.375,-16.014,-14.305
183.441,1.507,-6.947,7.082,1.569,-23.308,-21.648,-19.670,-18.094,-16.542,-14.983
183.452,3.806,-2.751,8.548,2.469,-23.981,-22.328,-20.486,-18.547,-17.020,-15.611
183.463,10.768,0.323,7.053,2.780,-24.673,-23.038,-21.244,-18.995,-17.521,-16.174
183.474,7.714,-4.095,6.162,2.173,-25.251,-23.566,-21.943,-19.440,-17.838,-16.673
183.486,6.026,-6.940,6.672,1.434,-25.629,-23.894,-22.553,-19.693,-17.964,-17.088
183.497,4.330,-7.364,8.605,0.775,-25.914,-24.135,-23.068,-19.855,-18.013,-17.415
183.508,7.779,-4.447,8.986,0.415,-25.999,-24.209,-23.474,-19.764,-17.905,-17.639
183.519,13.807,-4.016,8.289,-0.547,-26.082,-24.275,-23.786,-19.696,-17.803,-17.779
183.530,9.166,-4.914,7.736,-1.705,-26.084,-24.244,-24.010,-19.595,-17.621,-17.846
183.542,6.579,-9.807,8.138,-2.665,-25.936,-24.069,-24.121,-19.345,-17.313,-17.814
183.553,4.136,-10.777,10.459,-3.516,-25.824,-23.935,-24.162,-19.140,-17.062,-17.725
183.564,10.244,-6.070,10.164,-3.415,-25.467,-23.618,-24.115,-18.598,-16.637,-17.556
183.575,11.249,-6.868,8.433,-4.176,-25.068,-23.206,-23.976,-18.114,-16.130,-17.304
183.586,8.253,-10.231,8.943,-4.723,-24.645,-22.766,-23.744,-17.626,-15.609,-16.971
183.597,1.830,-12.300,9.985,-5.305,-24.086,-22.180,-23.429,-17.035,-14.958,-16.567
183.608,-0.088,-9.972,11.084,-5.795,-23.429,-21.527,-23.016,-16.309,-14.254,-16.078
183.619,2.843,-5.510,11.493,-6.472,-22.696,-20.792,-22.515,-15.538,-13.492,-15.521
183.631,5.006,-4.324,9.079,-6.940,-21.823,-19.915,-21.912,-14.651,-12.604,-14.878
183.642,1.190,-3.434,10.179,-7.423,-21.056,-19.134,-21.242,-13.902,-11.831,-14.184
183.653,-2.401,-3.290,11.156,-7.278,-20.002,-18.111,-20.477,-12.805,-10.830,-13.406
183.663,0.975,-2.420,13.318,-7.190,-18.909,-17.046,-19.661,-11.688,-9.795,-12.586
183.675,2.311,2.601,13.829,-6.865,-17.563,-15.723,-18.606,-10.348,-8.528,-11.537
183.686,5.157,1.437,12.111,-7.401,-16.356,-14.500,-17.474,-9.235,-7.381,-10.432
183.698,3.073,4.024,10.638,-7.518,-14.882,-13.078,-16.259,-7.767,-6.062,-9.269
183.710,0.120,2.802,9.920,-7.379,-13.284,-11.553,-14.940,-6.163,-4.659,-8.019
183.720,-7.812,0.302,12.111,-7.018,-11.887,-10.204,-13.705,-4.794,-3.418,-6.849
183.731,-0.512,3.973,11.501,-6.213,-10.472,-8.851,-12.388,-3.392,-2.182,-5.606
183.741,2.821,4.821,10.250,-5.688,-8.915,-7.341,-11.019,-1.885,-0.798,-4.321
183.752,1.981,-7.436,10.495,-7.478,-7.464,-5.819,-9.616,-0.705,0.574,-3.023
183.763,1.111,-11.847,9.977,-9.568,-6.018,-4.297,-8.205,0.421,1.904,-1.759
183.774,-5.146,-8.944,10.092,-10.689,-4.478,-2.724,-6.702,1.683,3.249,-0.439
183.785,-0.727,-4.447,9.094,-10.587,-2.997,-1.271,-5.212,2.968,4.460,0.850
183.796,4.072,-2.909,9.259,-9.966,-1.583,0.085,-3.733,4.229,5.568,2.120
183.807,3.921,-2.701,9.230,-9.445,-0.254,1.367,-2.316,5.384,6.595,3.321
183.818,2.742,0.431,7.649,-8.696,0.999,2.547,-0.949,6.503,7.519,4.467
183.830,1.665,6.524,10.897,-7.507,2.141,3.607,0.346,7.523,8.326,5.542
183.840,2.908,6.316,13.290,-6.763,3.107,4.515,1.528,8.326,8.984,6.503
183.851,2.290,-7.824,11.378,-7.188,3.926,5.328,2.563,8.893,9.547,7.310
183.862,2.146,-6.480,9.410,-8.012,4.575,6.029,3.507,9.177,9.980,8.008
183.873,-0.720,2.982,10.854,-6.643,5.310,6.691,4.419,9.762,10.379,8.674
183.884,-3.709,4.886,13.362,-4.818,5.802,7.126,5.207,10.098,10.574,9.235
183.895,-1.395,-1.616,12.370,-4.627,6.407,7.709,5.917,10.497,10.929,9.726
183.906,-4.320,-3.822,10.056,-5.268,6.844,8.166,6.565,10.647,11.148,10.143
183.917,0.220,-2.844,8.892,-5.289,7.280,8.590,7.143,10.848,11.332,10.487
183.928,-1.482,3.406,10.983,-4.665,7.852,9.112,7.699,11.255,11.616,10.809
183.940,-7.172,5.899,13.211,-4.003,8.189,9.424,8.203,11.387,11.698,11.085
183.951,-3.615,-0.739,12.593,-4.843,8.524,9.838,8.672,11.341,11.881,11.324
183.962,2.735,-6.272,9.280,-6.142,8.759,10.161,9.099,11.176,11.960,11.506
183.973,6.637,-4.712,8.641,-6.820,9.074,10.516,9.487,11.159,12.057,11.637
183.984,1.176,0.991,10.480,-6.052,9.504,10.886,9.858,11.427,12.173,11.753
183.995,-0.016,0.065,8.993,-5.274,9.806,11.145,10.211,11.552,12.195,11.867
184.006,-3.723,-1.738,10.933,-5.039,10.100,11.421,10.542,11.636,12.241,11.965
184.018,-2.351,-5.855,10.337,-5.296,10.393,11.714,10.869,11.686,12.303,12.058
184.029,3.748,-6.401,8.145,-5.715,10.732,12.068,11.192,11.755,12.423,12.144
184.040,4.804,-3.139,8.892,-5.649,10.974,12.297,11.489,11.772,12.417,12.202
184.051,-0.167,0.912,9.165,-4.871,11.295,12.569,11.789,11.936,12.462,12.271
184.062,-8.149,3.664,11.105,-3.653,11.680,12.890,12.093,12.204,12.570,12.359
184.073,-13.998,3.851,11.098,-2.711,11.869,13.025,12.387,12.269,12.508,12.452
184.085,-14.407,3.535,12.392,-2.519,12.124,13.256,12.642,12.355,12.549,12.511
184.096,-8.580,3.456,12.923,-2.349,12.188,13.306,12.862,12.239,12.414,12.537
184.107,-0.397,1.602,12.837,-2.049,12.391,13.497,13.060,12.267,12.426,12.550
184.118,4.697,-1.630,11.213,-2.462,12.354,13.501,13.221,11.966,12.255,12.525
184.129,6.838,-2.521,11.917,-3.035,12.567,13.736,13.369,11.945,12.306,12.483
184.140,9.367,-4.145,9.582,-3.337,12.617,13.788,13.502,11.792,12.176,12.423
184.152,12.061,-2.887,7.915,-3.333,12.662,13.822,13.595,11.661,12.030,12.327
184.163,16.121,-1.077,8.483,-3.054,12.680,13.825,13.672,11.516,11.859,12.220
184.174,13.067,-1.925,8.921,-2.999,12.610,13.742,13.712,11.285,11.610,12.082
184.185,6.450,-3.879,7.736,-3.505,12.568,13.733,13.726,11.005,11.431,11.915
184.196,2.714,-7.507,6.708,-4.329,12.374,13.605,13.699,10.518,11.134,11.706
184.208,-2.875,-4.921,6.442,-4.182,12.330,13.581,13.657,10.262,10.943,11.484
184.219,-2.811,0.776,8.756,-3.442,12.191,13.419,13.598,9.995,10.625,11.257
184.230,-2.631,4.009,9.906,-2.666,12.172,13.364,13.529,9.885,10.427,11.032
184.241,-2.437,5.166,10.682,-2.034,12.151,13.303,13.478,9.784,10.235,10.837
184.252,-3.436,6.423,9.783,-0.312,12.140,13.192,13.418,9.815,10.012,10.652
184.263,-2.847,8.256,8.476,1.456,12.337,13.282,13.393,10.080,10.013,10.526
184.274,0.989,9.010,9.525,3.182,12.389,13.233,13.383,10.214,9.900,10.442
184.286,6.946,6.783,10.890,4.153,12.370,13.161,13.358,10.213,9.785,10.360
184.297,3.561,2.127,10.387,3.503,12.361,13.177,13.339,10.091,9.756,10.285
184.308,-1.086,-0.516,9.417,2.834,12.279,13.123,13.311,9.888,9.651,10.195
184.319,-3.738,1.732,9.855,2.632,12.282,13.132,13.286,9.803,9.607,10.105
184.330,-2.911,5.073,12.169,3.730,12.279,13.090,13.285,9.796,9.519,10.048
184.342,4.769,2.306,11.917,4.329,12.270,13.073,13.277,9.745,9.472,9.999
184.353,3.159,3.370,12.715,4.147,12.248,13.074,13.282,9.631,9.442,9.961
184.364,-0.591,4.268,12.004,4.039,12.200,13.045,13.260,9.498,9.381,9.897
184.375,-1.704,7.357,12.736,4.168,12.193,13.063,13.252,9.396,9.367,9.847
184.386,-0.871,10.641,12.621,5.499,12.236,13.068,13.246,9.459,9.350,9.808
184.397,2.110,11.360,14.274,6.957,12.238,13.029,13.266,9.507,9.309,9.818
184.409,3.231,11.094,14.015,7.825,12.369,13.141,13.281,9.659,9.433,9.835
184.420,3.267,8.062,14.526,7.049,12.244,13.072,13.288,9.426,9.371,9.838
184.431,3.511,2.579,13.362,5.769,12.201,13.131,13.291,9.187,9.421,9.825
184.442,4.230,-2.291,11.838,4.344,12.180,13.211,13.281,8.964,9.478,9.784
184.453,5.796,-5.510,10.717,2.280,12.020,13.183,13.272,8.534,9.407,9.724
184.464,7.017,-5.905,8.742,0.456,11.972,13.233,13.259,8.254,9.389,9.637
184.476,7.506,-3.268,7.951,-0.418,12.100,13.410,13.270,8.217,9.483,9.560
184.487,9.575,-2.478,7.613,-0.574,12.146,13.456,13.294,8.181,9.444,9.495
184.498,8.074,1.459,7.901,-0.339,12.154,13.437,13.323,8.153,9.343,9.438
184.509,5.128,4.627,10.028,0.103,12.272,13.522,13.362,8.249,9.351,9.396
184.520,-0.425,5.647,11.220,0.751,12.414,13.617,13.395,8.395,9.377,9.355
184.531,-6.590,3.736,13.045,1.174,12.475,13.658,13.456,8.429,9.358,9.353
184.543,-3.608,4.139,12.154,1.315,12.521,13.696,13.526,8.424,9.337,9.360
184.554,-8.365,0.503,13.053,0.766,12.617,13.823,13.600,8.403,9.401,9.369
184.565,-12.913,-2.377,13.124,-0.328,12.785,14.036,13.693,8.422,9.543,9.388
184.576,-14.436,-3.721,12.657,-1.270,12.850,14.123,13.803,8.367,9.546,9.412
184.588,-13.984,-1.292,13.311,-1.742,13.019,14.299,13.929,8.431,9.628,9.444
184.599,-13.746,0.302,12.995,-1.676,13.217,14.485,14.067,8.554,9.720,9.486
184.610,-11.109,2.587,12.277,-1.448,13.432,14.685,14.236,8.702,9.826,9.562
184.621,-8.746,3.398,14.066,-1.219,13.718,14.962,14.421,8.910,10.011,9.656
184.632,-7.768,1.459,12.679,-1.680,13.782,15.081,14.614,8.790,10.036,9.756
184.642,-2.257,-4.533,8.224,-2.224,13.914,15.270,14.763,8.731,10.129,9.809
184.654,-7.107,-0.588,9.101,-2.909,13.963,15.350,14.885,8.597,10.072,9.794
184.666,-9.529,4.742,11.903,-2.732,14.080,15.459,14.999,8.595,10.039,9.768
184.676,-0.440,-0.897,8.612,-2.468,14.346,15.738,15.157,8.741,10.216,9.824
184.687,3.583,-10.252,8.138,-3.767,14.371,15.815,15.312,8.574,10.182,9.869
184.697,4.733,-10.288,5.343,-5.379,14.355,15.944,15.445,8.197,10.180,9.871
184.708,6.479,-1.472,9.604,-4.320,14.345,15.909,15.547,8.116,10.021,9.848
184.718,0.616,4.620,13.383,-2.491,14.222,15.723,15.599,8.008,9.736,9.797
184.729,-6.188,8.636,13.505,-0.880,13.916,15.365,15.545,7.721,9.301,9.660
184.740,-3.278,9.197,14.051,0.764,13.611,15.014,15.380,7.432,8.885,9.419
184.751,-1.640,7.199,15.072,1.074,13.112,14.572,15.117,6.799,8.397,9.096
184.763,-2.243,3.966,12.930,1.268,12.613,14.095,14.781,6.241,7.889,8.715
184.773,-5.548,1.660,13.081,1.584,11.942,13.407,14.384,5.598,7.195,8.294
184.784,-0.504,2.371,12.126,1.888,11.216,12.660,13.887,4.919,6.453,7.785
184.795,2.491,3.118,12.614,1.882,10.494,11.952,13.318,4.196,5.761,7.210
184.805,4.898,-0.919,9.884,1.669,9.593,11.064,12.681,3.303,4.897,6.575
184.816,2.455,-3.865,6.335,0.991,8.579,10.124,11.954,2.201,3.987,5.852
184.826,1.966,-1.371,6.988,0.826,7.611,9.176,11.134,1.247,3.076,5.042
184.837,1.212,1.595,10.423,1.386,6.785,8.327,10.313,0.520,2.279,4.247
184.847,-4.722,1.818,13.484,1.872,6.105,7.622,9.515,-0.042,1.639,3.490
184.858,-9.902,3.973,13.232,2.487,5.097,6.587,8.688,-0.915,0.686,2.718
184.868,-6.130,4.915,11.601,3.125,4.122,5.581,7.794,-1.731,-0.217,1.899
184.879,1.780,-1.120,9.762,2.247,3.176,4.702,6.891,-2.677,-0.987,1.077
184.889,7.513,-7.091,7.448,1.042,2.130,3.722,5.966,-3.720,-1.862,0.231
184.900,9.072,-5.812,7.233,0.800,1.055,2.671,5.009,-4.717,-2.805,-0.643
184.910,4.510,3.442,10.825,1.992,-0.016,1.558,4.009,-5.584,-3.791,-1.546
184.921,-6.619,6.165,13.800,2.758,-1.132,0.420,2.980,-6.503,-4.779,-2.453
184.931,-14.925,3.068,13.045,2.763,-2.328,-0.763,1.905,-7.547,-5.798,-3.393
184.942,-15.967,0.877,11.946,2.818,-3.535,-1.979,0.785,-8.552,-6.836,-4.365
184.953,-5.031,-1.364,10.286,2.418,-4.713,-3.130,-0.368,-9.581,-7.801,-5.362
184.963,1.377,-0.495,10.890,2.390,-6.030,-4.450,-1.566,-10.687,-8.924,-6.393
184.974,7.226,-0.179,10.229,2.319,-7.293,-5.717,-2.787,-11.729,-9.983,-7.437
184.985,14.691,-1.278,9.496,1.977,-8.622,-7.040,-4.047,-12.842,-11.090,-8.510
184.996,12.112,-2.428,9.201,1.398,-9.970,-8.370,-5.324,-13.991,-12.196,-9.595
185.007,7.980,-3.290,8.512,1.366,-11.143,-9.538,-6.597,-14.932,-13.132,-10.665
185.018,-5.642,-1.515,8.088,1.720,-12.417,-10.827,-7.853,-15.926,-14.178,-11.705
185.028,-7.948,-0.746,8.756,1.541,-13.558,-11.955,-9.048,-16.829,-15.053,-12.674
185.039,-7.352,6.050,10.516,2.533,-14.689,-13.118,-10.232,-17.629,-15.946,-13.614
185.050,0.041,8.794,12.722,4.242,-15.786,-14.290,-11.430,-18.298,-16.822,-14.541
185.061,1.269,11.130,11.364,5.955,-16.917,-15.496,-12.643,-18.975,-17.702,-15.453
185.072,3.619,11.985,11.199,6.457,-18.069,-16.673,-13.830,-19.742,-18.537,-16.322
185.084,3.116,10.231,11.400,7.967,-19.001,-17.681,-14.982,-20.181,-19.178,-17.129
185.095,6.500,10.224,10.437,8.020,-19.864,-18.550,-16.047,-20.664,-19.672,-17.838
185.106,3.066,7.393,9.482,7.828,-20.618,-19.304,-17.027,-21.047,-20.051,-18.459
185.117,-0.476,2.773,9.345,7.613,-21.337,-20.018,-17.928,-21.404,-20.390,-18.999
185.129,-2.531,0.790,10.416,7.437,-22.101,-20.767,-18.764,-21.820,-20.764,-19.471
185.140,-0.856,-4.906,8.885,6.390,-22.624,-21.213,-19.516,-22.109,-20.844,-19.864
185.151,0.558,-6.056,9.144,5.624,-22.981,-21.524,-20.160,-22.193,-20.801,-20.158
185.162,4.309,-6.185,9.029,4.757,-23.334,-21.836,-20.708,-22.273,-20.774,-20.367
185.173,6.558,-7.098,8.282,2.790,-23.644,-22.057,-21.174,-22.416,-20.683,-20.519
185.185,1.348,-7.421,8.706,0.635,-23.985,-22.301,-21.587,-22.631,-20.648,-20.647
185.196,-1.596,-8.636,8.548,-0.346,-24.108,-22.373,-21.907,-22.568,-20.462,-20.701
185.207,-2.416,-8.880,10.624,-1.228,-23.955,-22.198,-22.108,-22.200,-20.046,-20.648
185.217,1.406,-2.032,11.989,-0.957,-23.830,-22.105,-22.201,-21.777,-19.722,-20.496
185.228,2.196,-0.373,12.334,-0.873,-23.706,-21.994,-22.234,-21.393,-19.385,-20.287
185.238,0.623,-6.954,7.750,-1.581,-23.639,-21.864,-22.209,-21.204,-19.039,-20.030
185.249,-3.515,-10.748,6.054,-3.114,-23.419,-21.523,-22.108,-20.981,-18.509,-19.718
185.259,0.752,-5.726,8.562,-3.555,-23.156,-21.227,-21.953,-20.584,-18.040,-19.371
185.270,8.505,0.496,9.719,-2.247,-22.849,-20.979,-21.757,-19.983,-17.619,-18.978
185.280,9.389,3.614,9.130,-0.519,-22.373,-20.585,-21.507,-19.170,-17.038,-18.520
185.291,10.746,3.643,7.858,0.008,-21.873,-20.113,-21.184,-18.423,-16.379,-17.984
185.302,7.104,6.488,11.378,1.049,-21.450,-19.746,-20.822,-17.703,-15.822,-17.408
185.312,-6.533,2.967,12.930,1.444,-20.953,-19.269,-20.438,-16.976,-15.157,-16.811
185.323,-16.965,2.328,12.643,1.526,-20.669,-18.989,-20.064,-16.499,-14.698,-16.235
185.333,-12.079,4.814,11.874,1.862,-20.384,-18.723,-19.716,-16.001,-14.257,-15.690
185.344,-3.400,-0.969,10.682,0.629,-20.213,-18.490,-19.407,-15.766,-13.863,-15.199
185.354,-5.074,-3.326,9.144,0.018,-20.004,-18.224,-19.127,-15.501,-13.454,-14.757
185.365,5.365,-5.575,7.046,-1.082,-19.820,-17.989,-18.865,-15.267,-13.095,-14.352
185.375,12.902,-7.357,8.641,-2.875,-19.682,-17.801,-18.626,-15.099,-12.805,-13.992
185.386,7.061,-8.183,8.224,-4.082,-19.455,-17.506,-18.397,-14.891,-12.433,-13.667
185.397,0.824,1.221,10.847,-2.471,-19.276,-17.388,-18.183,-14.514,-12.236,-13.357
185.408,2.843,4.685,11.838,-1.463,-19.211,-17.349,-18.006,-14.293,-12.102,-13.070
185.419,1.219,4.864,13.534,0.167,-19.195,-17.391,-17.885,-14.060,-12.034,-12.827
185.430,-3.443,3.161,12.406,0.403,-19.325,-17.519,-17.832,-14.064,-12.045,-12.645
