R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,10,50,10,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
279.076,-0.109,-0.028,9.870,-0.162,-0.114,-0.115,-0.109,-0.166,-0.166,-0.162
279.086,-0.102,0.000,9.834,-0.144,-0.133,-0.134,-0.118,-0.179,-0.182,-0.168
279.097,-0.102,-0.042,9.834,-0.159,-0.114,-0.114,-0.122,-0.159,-0.160,-0.169
279.108,-0.109,-0.042,9.862,-0.157,-0.133,-0.134,-0.125,-0.176,-0.177,-0.170
279.118,-0.131,-0.013,9.834,-0.144,-0.131,-0.132,-0.134,-0.169,-0.172,-0.175
279.129,-0.109,-0.028,9.805,-0.128,-0.114,-0.116,-0.137,-0.148,-0.153,-0.176
279.140,-0.102,-0.049,9.891,-0.153,-0.089,-0.090,-0.133,-0.124,-0.125,-0.168
279.150,-0.088,-0.042,9.834,-0.139,-0.091,-0.092,-0.121,-0.122,-0.125,-0.153
279.161,-0.073,-0.035,9.834,-0.152,-0.083,-0.084,-0.113,-0.114,-0.115,-0.143
279.172,-0.116,0.007,9.870,-0.137,-0.106,-0.108,-0.115,-0.133,-0.137,-0.143
279.182,-0.059,-0.035,9.884,-0.133,-0.101,-0.103,-0.120,-0.125,-0.130,-0.145
279.193,-0.116,-0.028,9.913,-0.126,-0.141,-0.143,-0.130,-0.162,-0.167,-0.153
279.203,-0.088,-0.049,9.870,-0.144,-0.156,-0.157,-0.144,-0.176,-0.178,-0.164
279.214,-0.088,-0.071,9.848,-0.142,-0.158,-0.159,-0.152,-0.174,-0.177,-0.168
279.225,-0.116,-0.049,9.927,-0.152,-0.166,-0.167,-0.157,-0.181,-0.182,-0.171
279.236,-0.044,-0.028,9.884,-0.145,-0.157,-0.158,-0.160,-0.168,-0.170,-0.171
279.247,-0.145,0.000,9.776,-0.145,-0.153,-0.154,-0.160,-0.161,-0.163,-0.168
279.258,0.307,-0.021,10.028,-0.188,-0.174,-0.174,-0.159,-0.185,-0.180,-0.164
279.268,0.493,-0.172,9.726,-0.190,-0.193,-0.192,-0.172,-0.201,-0.196,-0.175
279.279,0.242,-0.258,9.977,-0.167,-0.165,-0.165,-0.183,-0.168,-0.166,-0.184
279.289,0.508,-0.732,9.604,-0.209,-0.169,-0.167,-0.187,-0.176,-0.166,-0.185
279.300,1.183,0.266,9.518,-0.226,-0.167,-0.164,-0.190,-0.175,-0.163,-0.187
279.311,-0.368,0.180,9.525,-0.257,-0.156,-0.152,-0.190,-0.169,-0.151,-0.186
279.321,0.472,-0.207,9.280,-0.243,-0.153,-0.149,-0.189,-0.163,-0.148,-0.185
279.332,0.163,-0.502,9.244,-0.289,-0.128,-0.121,-0.185,-0.147,-0.120,-0.180
279.343,0.019,-0.416,9.611,-0.381,-0.126,-0.115,-0.173,-0.159,-0.116,-0.170
279.353,0.213,0.007,9.884,-0.450,-0.146,-0.132,-0.172,-0.190,-0.136,-0.171
279.364,-0.138,0.374,9.690,-0.396,-0.201,-0.190,-0.184,-0.241,-0.197,-0.185
279.375,0.558,-0.049,9.618,-0.372,-0.210,-0.199,-0.200,-0.247,-0.207,-0.202
279.385,0.465,1.954,9.755,0.036,-0.213,-0.218,-0.215,-0.199,-0.224,-0.216
279.396,0.005,0.165,9.898,0.075,-0.255,-0.260,-0.230,-0.234,-0.256,-0.221
279.407,0.702,-1.005,9.589,0.016,-0.261,-0.263,-0.248,-0.240,-0.249,-0.230
279.417,-0.023,0.510,9.755,-0.208,-0.264,-0.257,-0.259,-0.267,-0.242,-0.239
279.428,-0.806,-1.695,9.834,-0.396,-0.258,-0.243,-0.262,-0.279,-0.226,-0.241
279.439,0.192,-1.321,9.331,-0.228,-0.215,-0.206,-0.253,-0.220,-0.188,-0.230
279.449,0.034,0.438,9.985,-0.142,-0.224,-0.218,-0.246,-0.218,-0.199,-0.222
279.460,0.515,0.201,9.561,0.011,-0.238,-0.238,-0.244,-0.210,-0.214,-0.215
279.471,-0.088,1.530,10.322,-0.007,-0.284,-0.283,-0.254,-0.253,-0.254,-0.220
279.481,0.357,0.941,10.028,0.307,-0.277,-0.288,-0.265,-0.201,-0.250,-0.223
279.492,0.192,1.157,10.337,0.330,-0.254,-0.266,-0.266,-0.167,-0.217,-0.213
279.503,0.386,0.273,9.884,0.168,-0.297,-0.302,-0.275,-0.222,-0.244,-0.213
279.513,-0.432,0.898,9.791,-0.009,-0.310,-0.307,-0.281,-0.250,-0.244,-0.215
279.524,-0.037,-0.466,9.783,-0.258,-0.338,-0.324,-0.291,-0.305,-0.257,-0.222
279.535,0.041,-0.042,10.193,-0.460,-0.369,-0.348,-0.309,-0.360,-0.283,-0.243
279.545,0.256,-1.371,9.985,-0.553,-0.379,-0.353,-0.324,-0.382,-0.290,-0.260
279.556,-0.382,0.043,10.020,-0.556,-0.389,-0.363,-0.340,-0.394,-0.304,-0.281
279.567,0.084,0.445,9.805,-0.472,-0.404,-0.381,-0.355,-0.403,-0.325,-0.299
279.577,0.263,2.896,10.135,-0.117,-0.385,-0.374,-0.366,-0.347,-0.320,-0.313
279.588,0.493,0.108,9.668,0.100,-0.407,-0.405,-0.375,-0.335,-0.342,-0.312
279.599,0.695,0.762,9.891,0.139,-0.413,-0.412,-0.383,-0.331,-0.340,-0.312
279.609,-0.109,-1.968,9.589,-0.064,-0.424,-0.413,-0.389,-0.359,-0.332,-0.309
279.620,-0.418,-1.285,9.417,-0.534,-0.455,-0.422,-0.397,-0.449,-0.341,-0.318
279.630,-0.799,0.359,9.927,-0.403,-0.449,-0.422,-0.404,-0.427,-0.342,-0.328
279.641,0.321,0.611,9.977,-0.092,-0.401,-0.387,-0.400,-0.338,-0.306,-0.321
279.652,-0.310,-0.710,9.518,-0.024,-0.419,-0.408,-0.397,-0.341,-0.319,-0.310
279.663,-1.115,0.668,9.884,0.040,-0.411,-0.402,-0.390,-0.318,-0.305,-0.295
279.673,0.271,-0.904,9.489,-0.159,-0.394,-0.377,-0.385,-0.319,-0.273,-0.284
279.684,0.091,-1.371,9.920,-0.578,-0.434,-0.398,-0.382,-0.406,-0.294,-0.279
279.694,-0.059,-0.674,9.870,-0.785,-0.455,-0.410,-0.393,-0.454,-0.312,-0.297
279.705,0.005,-0.164,9.884,-0.707,-0.454,-0.413,-0.404,-0.447,-0.320,-0.314
279.716,-0.023,-0.897,9.352,-0.962,-0.460,-0.408,-0.411,-0.491,-0.326,-0.332
279.726,-0.310,0.388,9.884,-0.825,-0.451,-0.404,-0.416,-0.475,-0.332,-0.346
279.737,-0.490,-1.027,10.279,-0.883,-0.413,-0.363,-0.414,-0.447,-0.299,-0.352
279.748,-0.397,1.437,10.315,-0.803,-0.382,-0.335,-0.400,-0.415,-0.282,-0.346
279.758,-1.891,1.329,9.985,-0.511,-0.400,-0.366,-0.396,-0.402,-0.318,-0.347
279.769,-2.337,-0.480,9.410,-0.340,-0.428,-0.402,-0.407,-0.408,-0.354,-0.358
279.780,0.666,-1.400,9.855,-0.467,-0.427,-0.396,-0.417,-0.417,-0.345,-0.365
279.790,0.055,-0.236,10.092,-0.395,-0.449,-0.421,-0.428,-0.426,-0.368,-0.373
279.801,-0.138,-1.939,9.941,-0.459,-0.472,-0.440,-0.442,-0.454,-0.382,-0.382
279.812,0.896,-1.903,10.049,-0.539,-0.482,-0.448,-0.457,-0.463,-0.382,-0.389
279.822,-1.683,0.661,10.660,-0.746,-0.496,-0.453,-0.470,-0.499,-0.387,-0.401
279.833,-2.013,-0.092,10.085,-1.029,-0.482,-0.425,-0.479,-0.525,-0.364,-0.415
279.844,-1.647,0.999,10.243,-1.031,-0.475,-0.417,-0.481,-0.526,-0.367,-0.427
279.855,-0.332,0.862,10.437,-1.030,-0.476,-0.419,-0.482,-0.539,-0.385,-0.442
279.865,3.030,-0.725,9.712,-1.075,-0.433,-0.373,-0.474,-0.511,-0.351,-0.446
279.876,-0.634,0.704,9.553,-0.663,-0.446,-0.403,-0.476,-0.482,-0.386,-0.451
279.886,1.226,0.065,9.898,-0.207,-0.468,-0.442,-0.486,-0.459,-0.427,-0.463
279.897,-0.820,-4.030,9.438,-0.889,-0.519,-0.460,-0.499,-0.588,-0.437,-0.468
279.908,-3.975,2.393,9.058,-0.701,-0.526,-0.478,-0.515,-0.571,-0.459,-0.487
279.918,3.152,2.364,10.430,-0.636,-0.508,-0.462,-0.523,-0.550,-0.452,-0.502
279.929,-1.690,-4.339,9.324,-1.073,-0.540,-0.473,-0.528,-0.635,-0.465,-0.508
279.940,-1.323,3.592,10.337,-0.714,-0.523,-0.466,-0.533,-0.593,-0.463,-0.517
279.951,0.271,-1.019,9.532,-1.007,-0.544,-0.474,-0.547,-0.653,-0.479,-0.538
279.961,-1.539,-2.514,9.316,-1.114,-0.569,-0.494,-0.566,-0.693,-0.505,-0.561
279.972,2.225,2.206,10.351,-0.703,-0.589,-0.528,-0.587,-0.677,-0.541,-0.585
279.983,-3.278,-2.780,9.855,-1.265,-0.624,-0.538,-0.599,-0.776,-0.554,-0.599
279.993,-0.188,3.176,9.043,-0.922,-0.698,-0.629,-0.621,-0.813,-0.657,-0.635
280.004,3.985,-0.042,9.906,-0.618,-0.702,-0.648,-0.641,-0.778,-0.675,-0.654
280.015,-3.227,-2.255,11.422,-1.262,-0.718,-0.642,-0.654,-0.845,-0.664,-0.663
280.025,-2.229,1.408,7.499,-1.410,-0.709,-0.626,-0.654,-0.864,-0.667,-0.682
280.036,3.978,-0.588,11.213,-1.139,-0.722,-0.652,-0.664,-0.845,-0.698,-0.697
280.047,-1.115,-0.624,11.867,-1.511,-0.807,-0.724,-0.676,-0.964,-0.775,-0.715
280.057,-3.838,0.948,7.728,-1.648,-0.888,-0.799,-0.714,-1.075,-0.870,-0.774
280.068,5.386,2.522,11.206,-1.118,-0.903,-0.829,-0.750,-1.056,-0.904,-0.816
280.079,-0.490,-0.854,10.624,-1.190,-0.878,-0.804,-0.780,-1.030,-0.882,-0.850
280.089,-3.953,-3.218,8.188,-1.307,-0.875,-0.794,-0.792,-1.042,-0.872,-0.863
280.100,4.675,4.139,10.394,-0.649,-0.827,-0.768,-0.790,-0.936,-0.847,-0.861
280.111,-0.605,-4.274,9.482,-1.179,-0.847,-0.764,-0.790,-1.012,-0.838,-0.856
280.121,-2.222,-1.249,10.337,-1.432,-0.818,-0.723,-0.793,-1.010,-0.799,-0.860
280.132,0.544,4.419,8.296,-0.752,-0.752,-0.699,-0.788,-0.846,-0.784,-0.862
280.143,3.432,-1.910,11.939,-0.649,-0.730,-0.682,-0.774,-0.799,-0.756,-0.835
280.153,-3.414,-0.107,9.906,-0.792,-0.747,-0.695,-0.769,-0.824,-0.765,-0.826
280.164,-1.625,1.444,6.564,-0.319,-0.695,-0.676,-0.764,-0.688,-0.742,-0.816
280.175,6.083,2.328,12.808,0.123,-0.715,-0.694,-0.761,-0.690,-0.740,-0.791
280.185,-5.354,-1.199,10.595,-0.361,-0.732,-0.689,-0.746,-0.752,-0.724,-0.765
280.196,0.177,0.158,7.915,-0.093,-0.728,-0.699,-0.745,-0.705,-0.725,-0.754
280.207,5.286,1.365,11.335,0.353,-0.652,-0.639,-0.727,-0.571,-0.644,-0.715
280.218,-1.970,-0.983,10.121,-0.179,-0.664,-0.625,-0.696,-0.632,-0.613,-0.666
280.228,2.548,-1.831,11.551,-0.997,-0.644,-0.575,-0.686,-0.685,-0.566,-0.658
280.239,-6.633,-1.436,9.453,-1.208,-0.672,-0.598,-0.682,-0.731,-0.594,-0.658
280.250,6.069,3.204,10.502,-0.637,-0.608,-0.556,-0.643,-0.619,-0.560,-0.626
280.260,-2.804,-1.012,11.450,-0.711,-0.472,-0.414,-0.607,-0.492,-0.413,-0.583
280.271,4.725,1.063,11.350,-0.741,-0.331,-0.271,-0.509,-0.364,-0.280,-0.491
280.281,-3.759,-3.742,12.176,-1.551,-0.161,-0.062,-0.395,-0.298,-0.085,-0.385
280.292,-1.208,-2.830,7.204,-2.056,0.011,0.178,-0.249,-0.324,0.118,-0.271
280.303,-1.632,2.781,14.698,-1.398,0.347,0.520,-0.060,-0.019,0.432,-0.102
280.314,1.550,-0.746,6.141,-1.300,0.552,0.754,0.176,0.091,0.631,0.108
280.324,-1.094,6.711,19.189,0.088,0.946,1.182,0.484,0.394,1.041,0.408
280.335,5.516,-4.181,3.769,-0.420,1.262,1.593,0.831,0.475,1.428,0.743
280.346,-7.000,0.057,15.812,-0.103,1.642,1.978,1.202,0.834,1.784,1.096
280.356,-1.719,-1.680,10.919,0.068,2.061,2.379,1.591,1.282,2.153,1.464
280.367,5.724,5.274,8.389,1.004,2.513,2.772,1.988,1.865,2.518,1.843
280.378,-1.086,-2.226,15.998,0.693,2.989,3.237,2.409,2.355,2.959,2.253
280.389,-2.423,-3.125,8.138,0.193,3.455,3.728,2.851,2.726,3.399,2.656
280.399,-2.502,6.495,9.575,1.072,3.938,4.175,3.301,3.257,3.799,3.069
280.410,5.767,-2.966,12.111,0.128,4.280,4.577,3.738,3.416,4.149,3.466
280.421,-0.059,-4.569,7.376,-0.942,4.617,4.997,4.153,3.489,4.483,3.806
280.432,-6.985,5.065,12.614,-0.048,5.010,5.365,4.559,3.875,4.768,4.140
280.443,3.734,0.208,12.729,0.101,5.356,5.716,4.949,4.151,5.043,4.463
280.453,5.343,-1.939,5.889,0.092,5.614,5.990,5.300,4.304,5.233,4.737
280.464,-6.561,4.843,11.206,1.125,5.906,6.238,5.616,4.647,5.410,4.987
280.475,-3.450,-2.995,11.386,0.421,6.022,6.388,5.887,4.626,5.488,5.191
280.485,6.996,-2.844,5.357,-0.146,6.103,6.504,6.101,4.555,5.516,5.319
280.496,0.515,3.815,13.642,0.461,6.155,6.553,6.267,4.555,5.487,5.406
280.507,-6.877,-3.196,9.712,-0.134,6.141,6.564,6.376,4.420,5.416,5.432
280.518,3.547,2.723,6.787,0.535,6.017,6.395,6.418,4.343,5.168,5.390
280.528,-3.817,1.006,10.782,0.638,5.777,6.144,6.363,4.088,4.864,5.274
280.539,-5.520,-6.868,10.006,-0.470,5.482,5.888,6.229,3.650,4.540,5.061
280.550,11.637,-0.143,10.107,0.092,5.156,5.544,6.026,3.321,4.132,4.782
280.561,4.776,2.148,9.668,0.520,4.845,5.214,5.770,3.022,3.759,4.469
280.571,-5.785,-0.035,13.520,0.371,4.436,4.808,5.464,2.583,3.316,4.111
280.582,4.668,0.101,11.551,0.406,3.962,4.330,5.099,2.105,2.810,3.702
280.593,-3.860,2.235,6.126,0.546,3.417,3.762,4.667,1.610,2.225,3.234
280.604,-11.476,3.657,12.586,0.972,2.741,3.078,4.156,0.961,1.543,2.703
280.614,5.789,-4.095,9.266,-0.575,2.068,2.465,3.598,0.161,0.932,2.126
280.625,4.970,-6.121,5.070,-1.501,1.386,1.858,3.012,-0.692,0.312,1.505
280.636,-1.288,5.547,14.195,-0.235,0.746,1.220,2.407,-1.310,-0.320,0.884
280.646,4.833,3.722,12.190,0.589,0.123,0.599,1.802,-1.882,-0.901,0.298
280.657,-3.644,-4.569,8.066,-0.315,-0.519,0.012,1.194,-2.593,-1.449,-0.292
280.668,-1.539,3.930,8.310,0.459,-1.102,-0.615,0.593,-3.004,-2.027,-0.863
280.679,-1.546,4.835,9.223,1.076,-1.695,-1.255,-0.029,-3.393,-2.590,-1.429
280.689,-1.000,-6.114,13.096,-0.772,-2.239,-1.755,-0.624,-3.955,-3.020,-1.973
280.700,8.045,-5.661,9.295,-1.634,-2.815,-2.322,-1.214,-4.482,-3.537,-2.530
280.711,2.275,3.147,7.750,-0.049,-3.181,-2.760,-1.755,-4.598,-3.907,-3.018
280.722,-8.580,6.244,13.476,0.860,-3.609,-3.211,-2.263,-4.866,-4.261,-3.443
280.732,-3.235,2.306,12.226,0.216,-4.042,-3.598,-2.722,-5.294,-4.548,-3.814
280.743,5.236,-3.513,7.384,-1.254,-4.441,-3.908,-3.155,-5.803,-4.776,-4.175
280.754,3.885,-6.336,7.793,-2.209,-4.724,-4.138,-3.531,-6.121,-4.939,-4.492
280.765,-3.235,-0.868,12.672,-2.015,-4.923,-4.324,-3.839,-6.267,-5.062,-4.743
280.775,-5.742,4.785,12.887,-0.629,-4.962,-4.416,-4.069,-6.084,-5.076,-4.896
280.786,-1.252,1.308,8.749,-0.432,-5.060,-4.510,-4.260,-6.079,-5.076,-4.995
280.797,5.681,-3.477,5.932,-0.944,-5.074,-4.487,-4.362,-6.076,-4.969,-5.011
280.808,3.425,0.036,9.647,-0.815,-4.941,-4.348,-4.404,-5.861,-4.753,-4.971
280.818,-3.989,2.658,14.834,-0.453,-4.688,-4.091,-4.348,-5.519,-4.419,-4.830
280.829,-2.602,-0.495,12.126,-0.940,-4.468,-3.831,-4.214,-5.302,-4.090,-4.617
280.840,5.070,-2.032,6.313,-1.314,-4.161,-3.493,-4.026,-4.991,-3.700,-4.365
280.851,-0.734,0.093,11.860,-1.457,-3.791,-3.123,-3.763,-4.558,-3.286,-4.045
280.861,-1.216,-5.014,10.085,-2.160,-3.549,-2.844,-3.487,-4.347,-2.977,-3.725
280.872,-3.903,-0.509,6.320,-1.836,-3.211,-2.496,-3.194,-3.991,-2.612,-3.400
280.883,-4.205,-4.317,12.621,-2.101,-2.728,-2.013,-2.841,-3.467,-2.113,-3.015
280.894,-3.888,0.144,5.487,-1.314,-2.255,-1.598,-2.449,-2.831,-1.692,-2.600
280.904,-5.132,-1.436,13.376,-1.239,-1.831,-1.155,-2.049,-2.418,-1.235,-2.170
280.915,-2.164,0.805,6.435,-0.539,-1.381,-0.756,-1.647,-1.829,-0.833,-1.748
280.926,-4.298,-1.695,12.011,-0.139,-0.994,-0.367,-1.244,-1.410,-0.425,-1.310
280.937,-3.026,0.295,7.757,0.131,-0.609,0.001,-0.857,-0.967,-0.050,-0.902
280.947,2.081,-3.261,9.661,-0.255,-0.207,0.420,-0.467,-0.587,0.372,-0.493
280.958,-4.700,0.374,9.769,-0.464,0.171,0.809,-0.072,-0.230,0.749,-0.096
280.969,5.422,-3.764,6.996,-1.163,0.523,1.195,0.310,0.033,1.110,0.276
