R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
240.830,-3.400,10.893,11.925,7.289,-15.873,-14.358,-14.950,-8.736,-7.255,-7.779
240.841,-4.873,6.977,11.666,8.093,-15.775,-14.271,-14.865,-8.486,-7.036,-7.552
240.852,-1.956,-0.006,7.736,7.302,-16.038,-14.459,-14.832,-8.747,-7.099,-7.386
240.863,2.872,-3.010,4.416,6.462,-16.109,-14.443,-14.839,-8.851,-6.971,-7.273
240.874,-0.181,0.165,6.679,6.098,-16.284,-14.582,-14.876,-8.971,-7.004,-7.199
240.885,-5.361,-0.567,11.572,5.707,-16.587,-14.863,-14.964,-9.201,-7.183,-7.182
240.897,-3.184,-4.418,11.845,5.094,-16.853,-15.115,-15.109,-9.383,-7.338,-7.227
240.908,0.091,-0.710,7.966,5.718,-16.926,-15.241,-15.257,-9.258,-7.368,-7.277
240.919,-5.067,9.233,9.316,7.817,-17.137,-15.535,-15.422,-9.204,-7.548,-7.327
240.930,-7.582,5.417,10.947,8.727,-17.460,-15.886,-15.625,-9.340,-7.760,-7.394
240.941,-2.322,-1.896,9.898,7.765,-17.833,-16.194,-15.865,-9.686,-7.935,-7.502
240.952,8.045,-4.562,6.608,6.280,-18.214,-16.485,-16.124,-10.100,-8.112,-7.650
240.963,4.783,1.272,10.078,5.962,-18.482,-16.742,-16.391,-10.267,-8.263,-7.813
240.975,-3.472,-0.488,11.960,5.322,-18.804,-17.029,-16.672,-10.539,-8.448,-7.994
240.986,-4.327,-8.556,8.907,3.996,-19.240,-17.403,-16.990,-10.976,-8.732,-8.225
240.997,-0.476,-9.699,6.866,2.855,-19.531,-17.591,-17.289,-11.351,-8.844,-8.451
241.008,-1.747,-2.521,10.947,2.833,-19.816,-17.849,-17.574,-11.595,-9.032,-8.667
241.019,-4.607,0.395,14.403,2.782,-20.077,-18.117,-17.841,-11.756,-9.229,-8.865
241.030,-3.105,-1.134,12.902,2.235,-20.271,-18.287,-18.093,-11.905,-9.332,-9.051
241.041,1.650,-2.327,8.275,1.540,-20.542,-18.514,-18.330,-12.173,-9.501,-9.229
241.052,4.883,-0.286,7.003,1.344,-20.711,-18.677,-18.565,-12.276,-9.610,-9.409
241.064,5.394,2.371,7.434,1.539,-20.821,-18.819,-18.762,-12.258,-9.697,-9.550
241.075,2.563,1.710,10.459,1.476,-20.964,-18.978,-18.962,-12.298,-9.802,-9.694
241.086,-2.451,-2.658,12.356,0.795,-21.055,-19.059,-19.120,-12.341,-9.833,-9.800
241.097,-5.397,-6.710,12.320,-0.001,-21.134,-19.130,-19.269,-12.375,-9.863,-9.905
241.108,-4.578,-5.999,10.006,-0.494,-21.124,-19.105,-19.358,-12.341,-9.807,-9.957
241.119,-0.885,-1.379,7.966,0.266,-20.866,-18.919,-19.390,-11.910,-9.588,-9.949
241.130,1.794,5.425,6.859,1.775,-20.761,-18.934,-19.371,-11.548,-9.559,-9.880
241.142,1.248,5.942,6.974,3.114,-20.379,-18.651,-19.301,-10.931,-9.217,-9.741
241.153,0.429,6.696,9.338,4.190,-20.320,-18.689,-19.216,-10.634,-9.183,-9.576
241.164,-0.935,1.042,11.019,3.401,-19.899,-18.261,-19.080,-10.163,-8.692,-9.367
241.175,0.637,-5.215,12.808,2.370,-19.779,-18.119,-18.923,-10.030,-8.501,-9.150
241.186,4.704,-5.675,11.429,1.374,-19.431,-17.750,-18.708,-9.688,-8.103,-8.893
241.197,5.853,-0.437,10.035,1.460,-19.231,-17.579,-18.504,-9.413,-7.909,-8.655
241.208,-0.490,6.035,9.582,1.999,-18.864,-17.264,-18.272,-8.936,-7.573,-8.389
241.219,-6.928,5.741,9.553,2.353,-18.697,-17.115,-18.035,-8.721,-7.402,-8.118
241.230,-9.644,-0.876,9.230,1.584,-18.292,-16.686,-17.779,-8.344,-6.959,-7.836
241.242,-3.759,-6.458,8.806,0.720,-18.096,-16.436,-17.517,-8.240,-6.710,-7.561
241.252,6.716,-1.594,9.791,0.430,-17.517,-15.839,-17.203,-7.705,-6.129,-7.247
241.263,5.458,5.849,12.097,1.112,-17.017,-15.346,-16.801,-7.207,-5.652,-6.844
241.274,-0.483,6.797,13.613,1.566,-16.669,-14.997,-16.403,-6.875,-5.319,-6.446
241.285,-0.576,-4.116,8.318,0.334,-16.288,-14.505,-16.002,-6.704,-4.851,-6.054
241.296,1.772,-3.829,6.105,-0.751,-15.742,-13.853,-15.493,-6.385,-4.256,-5.581
241.308,2.505,-1.486,5.594,-0.982,-15.294,-13.385,-14.988,-6.031,-3.860,-5.127
241.318,-3.565,2.220,10.085,-0.623,-14.882,-13.008,-14.572,-5.611,-3.546,-4.757
241.329,3.310,-4.626,10.919,-1.108,-14.221,-12.356,-14.120,-4.998,-2.966,-4.358
241.339,-1.553,4.282,10.236,-0.726,-13.823,-11.990,-13.661,-4.616,-2.681,-3.964
241.349,-7.941,2.041,11.731,-0.314,-13.297,-11.482,-13.202,-4.125,-2.242,-3.558
241.360,2.994,-4.712,8.469,-0.864,-13.011,-11.160,-12.758,-3.973,-2.001,-3.179
241.371,5.343,2.716,8.037,-0.850,-12.430,-10.592,-12.308,-3.453,-1.523,-2.804
241.382,-1.438,6.172,11.766,0.147,-11.837,-10.051,-11.764,-2.870,-1.087,-2.345
241.394,-5.311,3.693,12.255,0.205,-11.117,-9.295,-11.180,-2.311,-0.435,-1.844
241.405,3.468,-3.268,5.357,-0.955,-10.477,-8.567,-10.572,-1.936,0.169,-1.336
241.416,3.310,2.270,8.806,-0.772,-9.868,-7.972,-9.965,-1.429,0.626,-0.845
241.426,-1.410,0.991,11.249,-1.037,-9.221,-7.300,-9.340,-0.954,1.158,-0.338
241.437,3.454,-1.903,4.754,-1.463,-8.408,-6.432,-8.655,-0.384,1.868,0.209
241.448,2.879,3.650,10.818,-1.385,-7.585,-5.641,-7.907,0.338,2.489,0.812
241.458,4.043,-2.191,10.272,-2.383,-6.851,-4.866,-7.150,0.831,3.082,1.412
241.469,5.832,1.811,5.566,-2.481,-6.123,-4.142,-6.414,1.375,3.603,1.968
241.480,1.772,-1.494,14.188,-3.920,-5.340,-3.373,-5.658,1.977,4.154,2.528
241.491,10.502,-4.698,8.799,-4.701,-4.716,-2.719,-4.930,2.314,4.562,3.032
241.501,3.993,6.344,8.950,-4.028,-4.129,-2.208,-4.262,2.797,4.822,3.467
241.512,-0.713,-2.679,10.595,-5.329,-3.618,-1.662,-3.656,3.003,5.116,3.838
241.523,6.572,-1.156,6.737,-5.454,-3.134,-1.166,-3.072,3.206,5.339,4.165
241.534,-3.199,6.819,12.744,-4.028,-2.733,-0.824,-2.567,3.465,5.430,4.429
241.544,3.763,2.120,5.393,-3.998,-2.280,-0.395,-2.096,3.724,5.610,4.663
241.555,4.028,8.205,7.908,-2.665,-1.826,-0.069,-1.655,4.172,5.704,4.880
241.566,3.202,5.130,14.030,-3.181,-1.472,0.328,-1.248,4.222,5.875,5.069
241.577,4.165,0.927,7.764,-3.118,-1.160,0.640,-0.855,4.302,5.955,5.237
241.587,-4.506,6.215,8.138,-1.720,-0.668,1.023,-0.476,4.768,6.118,5.402
241.598,-8.041,2.055,11.156,-1.159,-0.406,1.257,-0.125,4.880,6.156,5.561
241.609,7.944,0.675,8.289,-0.919,-0.092,1.539,0.200,5.048,6.241,5.695
241.620,4.675,7.630,10.294,1.233,0.159,1.677,0.483,5.326,6.212,5.812
241.630,-6.468,5.949,12.672,0.744,0.251,1.825,0.722,5.148,6.205,5.896
241.641,0.723,-3.477,7.067,-0.464,0.268,1.931,0.921,4.829,6.141,5.923
241.652,4.733,1.638,6.421,-0.484,0.357,2.004,1.072,4.761,6.036,5.894
241.663,1.557,8.234,12.111,1.420,0.427,1.990,1.201,4.824,5.872,5.867
241.673,4.381,2.939,12.679,0.204,0.298,1.956,1.272,4.365,5.689,5.785
241.684,5.092,-2.392,7.132,-1.175,0.113,1.865,1.259,3.840,5.432,5.597
241.695,0.903,3.808,6.320,-0.855,0.048,1.743,1.206,3.710,5.143,5.368
241.705,-1.941,3.585,10.107,-1.597,-0.099,1.592,1.122,3.406,4.829,5.113
241.716,0.774,-3.002,11.228,-3.566,-0.132,1.615,1.043,3.081,4.669,4.841
241.727,4.151,-11.948,8.001,-4.982,-0.240,1.561,0.963,2.672,4.412,4.551
241.738,5.961,-7.177,7.592,-5.861,-0.326,1.504,0.885,2.321,4.138,4.248
241.748,-2.279,4.361,10.940,-3.518,-0.338,1.412,0.826,2.269,3.855,3.991
241.759,-9.931,3.844,13.534,-2.702,-0.306,1.405,0.785,2.212,3.687,3.783
241.770,-11.095,-1.041,9.985,-3.240,-0.341,1.393,0.747,1.973,3.517,3.581
241.781,-1.999,-0.811,8.548,-3.547,-0.449,1.280,0.695,1.712,3.244,3.362
241.791,7.722,0.402,6.715,-3.625,-0.526,1.183,0.619,1.517,2.991,3.124
241.802,-1.259,-0.876,7.563,-4.152,-0.589,1.122,0.556,1.289,2.773,2.897
241.813,-4.406,-1.149,9.367,-4.607,-0.691,1.014,0.484,1.038,2.507,2.659
241.823,1.456,-6.229,12.075,-5.834,-0.875,0.847,0.383,0.656,2.176,2.386
241.834,3.899,-7.658,9.395,-6.598,-0.955,0.769,0.269,0.394,1.921,2.089
241.845,8.778,3.923,9.381,-4.195,-0.975,0.626,0.159,0.445,1.623,1.815
241.856,9.029,8.622,10.459,-2.585,-1.007,0.533,0.066,0.405,1.416,1.601
241.866,-1.007,0.675,13.146,-3.409,-1.051,0.505,-0.003,0.212,1.280,1.415
241.877,-4.241,-5.316,10.624,-4.900,-1.118,0.483,-0.079,-0.079,1.129,1.205
241.888,0.544,-4.712,11.069,-5.179,-1.195,0.388,-0.174,-0.264,0.900,0.971
241.899,3.985,-1.767,10.818,-4.544,-1.271,0.254,-0.280,-0.359,0.644,0.738
241.909,-1.295,5.231,9.453,-3.482,-1.246,0.197,-0.373,-0.299,0.481,0.533
241.920,-0.009,9.161,10.401,-1.516,-1.231,0.101,-0.442,-0.165,0.312,0.386
241.931,-8.207,0.869,11.982,-3.117,-1.330,0.061,-0.509,-0.470,0.198,0.239
241.942,-12.475,-9.340,8.418,-5.742,-1.482,0.028,-0.590,-0.974,0.058,0.047
241.952,-9.292,-7.457,10.049,-6.676,-1.601,-0.083,-0.685,-1.246,-0.184,-0.182
241.963,-5.591,-6.559,11.429,-7.410,-1.705,-0.184,-0.789,-1.503,-0.425,-0.429
241.974,-2.372,-5.373,8.569,-6.555,-1.742,-0.290,-0.885,-1.549,-0.658,-0.656
241.985,0.889,3.463,7.642,-4.534,-1.645,-0.334,-0.955,-1.297,-0.805,-0.833
241.995,2.103,7.264,9.367,-3.013,-1.598,-0.389,-1.002,-1.146,-0.929,-0.952
242.006,-1.496,5.410,9.985,-2.474,-1.662,-0.497,-1.062,-1.205,-1.088,-1.068
242.017,-5.749,4.088,9.482,-2.559,-1.704,-0.557,-1.127,-1.289,-1.197,-1.185
242.027,-10.118,1.150,9.446,-3.461,-1.805,-0.632,-1.185,-1.524,-1.327,-1.303
242.038,-9.486,0.273,12.061,-3.685,-1.846,-0.676,-1.248,-1.645,-1.429,-1.429
242.049,-13.545,-7.852,12.083,-5.992,-1.964,-0.699,-1.312,-2.046,-1.528,-1.573
242.060,-14.479,-7.558,11.292,-7.062,-1.900,-0.607,-1.344,-2.161,-1.542,-1.712
242.071,-11.167,-4.303,12.478,-7.382,-1.775,-0.508,-1.333,-2.116,-1.555,-1.814
242.082,-7.618,-3.613,14.346,-7.958,-1.797,-0.523,-1.312,-2.291,-1.691,-1.913
242.093,-6.676,-5.215,14.439,-8.367,-1.809,-0.532,-1.307,-2.450,-1.822,-2.031
242.104,-6.389,-4.217,12.370,-8.470,-1.789,-0.538,-1.308,-2.519,-1.954,-2.157
242.116,-9.055,-2.068,11.687,-8.209,-1.732,-0.520,-1.320,-2.528,-2.056,-2.291
242.127,-10.089,0.510,10.222,-7.578,-1.698,-0.540,-1.327,-2.521,-2.187,-2.408
242.138,-10.973,-3.340,11.745,-7.851,-1.803,-0.649,-1.348,-2.721,-2.381,-2.514
242.149,-15.356,-3.211,11.019,-8.215,-1.910,-0.765,-1.396,-2.919,-2.585,-2.653
242.160,-7.661,-0.725,11.228,-8.091,-1.928,-0.806,-1.453,-2.994,-2.711,-2.797
242.170,-7.136,-0.423,12.621,-7.827,-2.005,-0.903,-1.506,-3.133,-2.889,-2.933
242.182,-8.465,-1.292,12.542,-7.735,-1.997,-0.881,-1.555,-3.250,-2.946,-3.063
242.192,-6.130,1.257,12.147,-7.599,-1.882,-0.752,-1.546,-3.258,-2.894,-3.132
242.203,1.241,-1.587,12.090,-8.280,-1.762,-0.584,-1.501,-3.326,-2.804,-3.165
242.214,0.608,-4.533,11.802,-9.435,-1.648,-0.400,-1.418,-3.454,-2.712,-3.171
242.226,-0.813,-5.740,10.919,-10.628,-1.562,-0.264,-1.318,-3.585,-2.684,-3.177
242.237,-2.408,0.855,10.646,-10.499,-1.344,-0.076,-1.205,-3.432,-2.614,-3.176
242.248,-2.954,0.963,11.278,-10.314,-1.003,0.228,-1.044,-3.149,-2.423,-3.124
242.259,-7.553,-1.149,11.393,-10.221,-0.643,0.559,-0.822,-2.859,-2.207,-3.010
242.270,-13.251,-4.289,10.452,-10.203,-0.261,0.908,-0.576,-2.540,-1.973,-2.871
242.281,-13.502,-2.262,12.269,-10.277,0.200,1.357,-0.285,-2.185,-1.641,-2.688
242.292,-9.651,1.042,13.922,-9.752,0.731,1.856,0.081,-1.725,-1.260,-2.427
242.303,-6.777,1.617,15.445,-8.719,1.252,2.323,0.495,-1.228,-0.900,-2.109
242.314,-8.437,0.302,13.692,-8.453,1.861,2.915,0.933,-0.709,-0.416,-1.765
242.326,-8.300,1.415,12.650,-7.586,2.578,3.581,1.449,-0.020,0.145,-1.338
242.337,-5.785,3.894,13.362,-6.354,3.248,4.185,2.003,0.658,0.654,-0.864
242.348,-5.872,3.801,13.405,-5.700,3.908,4.802,2.571,1.285,1.180,-0.370
242.359,-10.333,0.553,11.472,-5.725,4.730,5.615,3.195,2.005,1.898,0.175
242.370,-13.236,0.596,10.092,-5.643,5.432,6.301,3.866,2.609,2.482,0.762
242.381,-12.094,2.867,10.559,-4.969,6.114,6.936,4.541,3.256,3.016,1.353
242.392,-9.802,2.472,12.119,-4.475,6.965,7.754,5.243,4.042,3.733,1.972
242.403,-10.995,1.890,14.173,-4.214,7.744,8.535,5.985,4.682,4.408,2.626
242.414,-9.665,-0.919,14.109,-4.477,8.554,9.360,6.723,5.321,5.120,3.269
242.426,-8.286,-3.290,13.239,-4.804,9.357,10.170,7.484,5.962,5.804,3.924
242.437,-5.088,-3.599,12.672,-4.900,10.164,10.963,8.242,6.636,6.463,4.567
242.448,2.117,-2.665,10.911,-4.831,10.908,11.680,8.999,7.267,7.041,5.203
242.459,6.371,-2.988,10.179,-4.700,11.605,12.350,9.732,7.842,7.568,5.810
242.470,8.296,-4.454,8.950,-4.299,12.321,13.041,10.461,8.435,8.115,6.411
242.481,6.040,-3.304,8.246,-4.180,13.012,13.730,11.170,8.951,8.655,6.985
242.492,-0.576,-8.025,7.980,-4.626,13.568,14.323,11.846,9.258,9.095,7.523
242.504,-2.998,-3.778,8.095,-4.155,14.292,15.045,12.524,9.805,9.662,8.060
242.515,-5.512,0.733,8.813,-3.447,14.806,15.541,13.169,10.176,10.005,8.564
242.526,-6.705,1.473,10.365,-2.949,15.425,16.155,13.783,10.629,10.470,9.040
242.537,-7.424,-1.048,11.637,-2.921,15.836,16.549,14.357,10.897,10.713,9.472
242.548,-6.913,-6.200,11.220,-3.622,16.526,17.246,14.939,11.389,11.249,9.903
242.559,-5.045,-9.756,10.653,-5.928,17.012,17.811,15.534,11.518,11.627,10.320
242.570,-0.066,-10.346,9.518,-8.181,17.621,18.502,16.116,11.733,12.096,10.690
242.582,2.512,-6.372,9.747,-9.349,18.082,19.002,16.674,11.860,12.349,11.011
242.593,9.726,-4.770,8.583,-9.217,18.703,19.589,17.225,12.279,12.686,11.322
242.604,15.273,-3.563,8.454,-8.894,19.211,20.053,17.756,12.607,12.903,11.614
242.615,15.834,-1.882,7.822,-8.418,19.879,20.678,18.304,13.096,13.285,11.928
242.626,10.919,0.639,8.950,-7.706,20.310,21.062,18.843,13.360,13.434,12.239
242.637,5.207,4.325,9.510,-6.089,20.843,21.509,19.375,13.810,13.661,12.557
242.649,1.054,6.768,11.716,-4.032,21.481,22.049,19.891,14.407,14.006,12.883
242.660,-4.758,5.777,10.732,-2.502,21.963,22.449,20.410,14.841,14.232,13.233
242.671,-3.637,3.916,10.940,-2.350,22.417,22.885,20.911,15.127,14.501,13.570
242.682,0.903,-0.272,10.279,-2.572,22.839,23.314,21.373,15.338,14.761,13.866
242.693,3.317,-3.793,9.589,-3.033,23.148,23.634,21.824,15.425,14.908,14.144
242.704,3.576,-5.970,8.016,-3.491,23.619,24.124,22.266,15.652,15.218,14.408
242.716,-3.393,-10.144,7.743,-4.835,23.903,24.468,22.688,15.605,15.369,14.638
242.727,-4.269,-9.304,6.888,-5.023,24.204,24.778,23.074,15.669,15.482,14.825
242.738,-4.621,-5.546,7.340,-4.608,24.445,25.002,23.405,15.724,15.514,14.962
242.749,-2.753,-2.385,7.894,-4.064,24.768,25.311,23.747,15.862,15.637,15.115
242.760,-3.069,-0.782,9.216,-3.342,24.922,25.436,24.042,15.866,15.586,15.228
242.771,-6.784,-2.104,9.288,-3.282,25.226,25.731,24.332,15.990,15.707,15.341
242.783,-2.085,-2.277,8.519,-3.659,25.414,25.931,24.621,15.955,15.730,15.447
242.794,-2.423,0.683,9.029,-3.488,25.634,26.131,24.877,16.012,15.755,15.521
242.805,0.192,3.873,10.818,-3.074,25.914,26.381,25.118,16.152,15.834,15.586
242.816,-0.203,3.729,11.659,-2.798,26.058,26.503,25.337,16.147,15.792,15.633
242.827,-2.071,1.365,10.171,-2.768,26.181,26.612,25.502,16.110,15.740,15.629
242.838,-1.934,2.479,10.214,-2.247,26.410,26.802,25.683,16.230,15.777,15.649
242.850,1.780,5.037,12.550,-1.065,26.467,26.800,25.836,16.229,15.636,15.655
242.861,9.820,1.480,10.408,-0.879,26.425,26.744,25.932,16.059,15.456,15.615
242.872,4.345,-2.356,8.641,-1.077,26.393,26.726,25.978,15.854,15.318,15.529
242.883,0.903,-0.804,8.490,-0.223,26.471,26.800,26.037,15.800,15.279,15.463
242.894,1.126,2.199,10.143,1.292,26.428,26.735,26.083,15.675,15.121,15.404
242.905,0.989,2.860,10.056,2.410,26.352,26.620,26.091,15.569,14.933,15.325
242.917,-1.668,2.824,8.742,3.222,26.324,26.528,26.068,15.569,14.782,15.228
242.928,1.341,5.288,8.016,4.382,26.371,26.487,26.055,15.697,14.698,15.156
242.939,9.345,3.118,9.740,4.386,26.171,26.285,26.018,15.434,14.463,15.070
242.950,11.206,0.553,10.373,4.022,25.839,25.964,25.899,15.020,14.112,14.903
242.961,8.562,-3.865,7.499,3.375,25.461,25.625,25.713,14.506,13.743,14.666
242.972,7.125,-3.628,7.448,3.405,25.058,25.266,25.470,13.969,13.356,14.374
242.984,6.421,-3.383,9.316,2.887,24.603,24.885,25.177,13.329,12.947,14.032
242.995,-0.440,-9.620,8.318,1.417,23.999,24.378,24.827,12.499,12.410,13.627
243.006,-2.976,-7.105,7.463,1.033,23.394,23.801,24.409,11.792,11.801,13.152
243.017,1.636,-1.609,7.139,1.576,22.722,23.101,23.922,11.130,11.079,12.616
243.028,5.315,-1.386,7.743,1.285,22.201,22.584,23.406,10.569,10.548,12.059
243.040,2.606,-5.675,6.773,-0.092,21.472,21.949,22.854,9.642,9.895,11.461
243.051,-1.704,-7.766,6.622,-1.835,20.649,21.256,22.258,8.550,9.171,10.807
243.062,-2.351,-5.611,8.332,-2.865,19.796,20.477,21.601,7.523,8.353,10.083
243.073,-1.151,-3.980,10.567,-3.068,18.983,19.663,20.891,6.677,7.508,9.311
243.084,-0.569,-5.517,11.996,-2.885,18.130,18.769,20.116,5.879,6.599,8.492
243.095,-1.331,-4.238,11.457,-2.545,17.326,17.909,19.316,5.167,5.740,7.662
243.106,1.061,-2.111,9.122,-2.012,16.530,17.049,18.501,4.494,4.898,6.833
243.116,4.273,2.651,7.527,-1.156,15.673,16.128,17.714,3.775,4.012,6.050
243.127,-4.672,-0.452,8.167,-0.822,14.754,15.187,16.864,2.937,3.126,5.222
243.138,-8.667,-0.121,8.813,-0.364,13.684,14.100,15.951,1.956,2.110,4.347
243.149,-7.840,3.636,9.985,0.465,12.506,12.905,14.949,0.890,1.010,3.405
243.160,-5.922,6.481,11.975,2.166,11.314,11.653,13.885,-0.083,-0.114,2.431
243.171,-4.672,7.192,11.709,3.700,9.977,10.250,12.754,-1.162,-1.355,1.423
243.182,-4.241,5.461,11.845,4.581,8.625,8.863,11.552,-2.278,-2.552,0.371
243.193,-3.493,4.986,10.236,5.185,7.115,7.322,10.275,-3.540,-3.878,-0.734
243.204,-0.713,4.864,10.229,5.562,5.774,5.957,8.944,-4.625,-5.007,-1.873
243.216,1.111,4.318,11.321,5.637,4.191,4.358,7.560,-5.950,-6.354,-3.049
243.227,-0.411,2.508,12.729,5.263,2.657,2.829,6.133,-7.248,-7.619,-4.257
243.238,-0.203,4.153,11.752,5.074,1.048,1.222,4.654,-8.611,-8.952,-5.509
243.249,-3.910,3.844,13.864,4.782,-0.549,-0.345,3.182,-9.996,-10.237,-6.744
243.260,-5.304,6.553,14.712,4.833,-1.894,-1.646,1.724,-11.139,-11.243,-7.951
243.271,-4.715,9.513,11.680,5.182,-3.366,-3.105,0.298,-12.344,-12.393,-9.112
243.282,-3.745,7.573,8.698,5.319,-4.668,-4.408,-1.094,-13.335,-13.373,-10.223
243.293,-5.742,4.325,8.684,5.124,-5.788,-5.521,-2.422,-14.150,-14.156,-11.257
243.304,-5.275,3.542,9.985,5.111,-6.805,-6.523,-3.666,-14.869,-14.820,-12.198
243.316,1.169,4.850,9.546,6.370,-7.668,-7.432,-4.832,-15.313,-15.377,-13.041
243.327,11.343,4.074,8.490,7.446,-8.442,-8.234,-5.850,-15.684,-15.807,-13.715
243.338,12.514,-1.609,8.598,7.135,-8.924,-8.672,-6.729,-15.883,-15.870,-14.239
243.349,5.566,-5.316,10.998,5.650,-9.513,-9.167,-7.496,-16.290,-16.007,-14.665
243.360,-0.634,-5.855,11.199,4.935,-9.899,-9.525,-8.121,-16.388,-16.021,-14.959
243.371,-1.841,-2.715,10.883,4.599,-9.965,-9.591,-8.621,-16.130,-15.754,-15.134
243.382,-6.389,-2.557,8.907,3.843,-10.193,-9.740,-9.004,-16.185,-15.587,-15.205
243.392,-6.274,-7.773,8.648,2.177,-9.951,-9.403,-9.193,-15.823,-14.963,-15.104
243.404,-8.494,-0.976,10.480,1.798,-9.500,-8.950,-9.184,-15.042,-14.178,-14.755
243.415,-4.959,8.672,11.558,2.488,-9.118,-8.584,-9.025,-14.317,-13.499,-14.268
243.427,2.218,9.412,9.949,4.119,-8.612,-8.155,-8.768,-13.355,-12.748,-13.672
243.438,6.737,2.630,8.368,4.994,-8.054,-7.658,-8.422,-12.361,-11.918,-12.975
243.450,9.554,-1.659,7.865,4.742,-7.454,-7.051,-7.996,-11.462,-10.992,-12.209
243.461,4.287,-6.839,7.499,3.244,-6.886,-6.365,-7.477,-10.818,-10.021,-11.381
243.473,-3.953,-6.336,7.290,0.753,-6.690,-5.973,-6.981,-10.731,-9.397,-10.631
243.485,-9.608,-0.703,10.236,-1.134,-6.391,-5.569,-6.558,-10.422,-8.812,-10.008
243.496,-10.413,2.709,9.668,-1.809,-5.843,-4.994,-6.107,-9.756,-8.090,-9.388
243.508,-7.151,2.163,10.904,-1.320,-5.205,-4.401,-5.604,-8.884,-7.358,-8.725
243.519,-9.450,2.953,11.508,0.074,-4.373,-3.643,-5.009,-7.762,-6.457,-7.963
243.531,-4.298,0.316,10.660,1.662,-3.565,-2.903,-4.341,-6.669,-5.561,-7.114
243.543,-0.389,-3.901,10.545,2.459,-2.837,-2.207,-3.635,-5.719,-4.703,-6.220
243.554,1.018,-4.648,11.005,2.725,-2.130,-1.540,-2.947,-4.783,-3.881,-5.353
243.566,-0.540,-2.133,11.407,2.400,-1.486,-0.897,-2.273,-4.001,-3.103,-4.523
243.577,-1.316,1.969,11.608,2.223,-0.894,-0.294,-1.628,-3.313,-2.388,-3.743
243.589,1.413,3.420,11.026,2.010,-0.098,0.520,-0.945,-2.450,-1.477,-2.943
243.600,1.542,7.013,11.716,2.160,0.784,1.387,-0.195,-1.459,-0.535,-2.095
243.612,3.547,8.615,10.272,2.592,1.289,1.877,0.524,-0.856,0.022,-1.285
243.624,6.881,6.804,8.461,3.162,1.593,2.159,1.092,-0.439,0.377,-0.630
243.635,7.650,3.801,8.102,3.656,2.138,2.680,1.622,0.225,0.972,-0.010
243.647,6.565,-1.630,6.514,3.342,2.644,3.206,2.168,0.760,1.564,0.614
243.658,2.750,-6.322,6.184,2.668,2.851,3.483,2.630,0.897,1.896,1.142
243.670,-1.065,-10.324,6.277,1.485,3.041,3.766,3.030,0.957,2.215,1.585
243.681,-5.512,-9.821,8.052,0.302,3.131,3.911,3.338,0.971,2.369,1.909
243.693,-8.674,-7.191,9.094,-1.036,3.195,4.045,3.546,0.906,2.489,2.106
243.705,-7.618,-0.466,11.881,-1.556,3.099,3.976,3.701,0.745,2.385,2.229
243.716,-2.487,4.785,13.160,-0.912,2.990,3.823,3.732,0.702,2.203,2.228
243.728,-5.246,5.324,13.793,-0.429,2.899,3.710,3.716,0.646,2.072,2.189
243.739,-0.526,3.190,12.895,0.461,2.507,3.275,3.583,0.348,1.639,2.051
243.751,3.037,-2.090,10.667,1.394,2.383,3.153,3.423,0.255,1.544,1.909
243.762,3.432,-8.319,8.346,1.789,1.959,2.768,3.228,-0.184,1.204,1.749
243.774,-0.332,-10.791,7.707,1.471,1.563,2.442,2.971,-0.639,0.936,1.537
243.786,-5.527,-6.602,10.337,0.870,1.016,1.926,2.655,-1.183,0.464,1.252
243.797,-8.429,0.582,10.840,0.808,0.245,1.136,2.181,-1.861,-0.283,0.801
243.809,-5.383,3.988,12.334,1.005,-0.254,0.608,1.638,-2.243,-0.760,0.290
243.820,-4.197,7.329,12.039,1.621,-0.767,0.086,1.121,-2.663,-1.219,-0.181
243.832,0.572,7.020,10.689,2.738,-1.383,-0.580,0.581,-3.085,-1.797,-0.652
243.844,3.748,0.877,8.706,3.385,-1.855,-1.102,0.015,-3.342,-2.205,-1.122
243.855,6.155,-2.794,7.405,3.334,-2.411,-1.664,-0.533,-3.756,-2.640,-1.563
243.867,2.599,-7.400,7.283,2.417,-2.833,-2.000,-1.040,-4.205,-2.854,-1.964
243.878,-3.644,-7.019,7.937,0.618,-3.469,-2.504,-1.510,-4.975,-3.258,-2.351
243.890,-8.243,-1.486,9.632,-0.697,-3.925,-2.884,-1.982,-5.476,-3.566,-2.764
243.901,-8.178,2.141,9.302,-1.127,-4.387,-3.335,-2.452,-5.873,-3.955,-3.184
243.913,-8.652,2.493,9.597,-0.388,-4.997,-3.995,-2.966,-6.294,-4.536,-3.634
243.924,-4.169,0.259,8.282,0.806,-5.301,-4.343,-3.450,-6.393,-4.782,-4.028
