R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,75,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
331.408,-1.296,0.668,0.811,0.887,0.900,0.964,0.768,0.775,0.817
331.419,-1.297,1.091,0.819,0.864,0.876,0.947,0.750,0.754,0.801
331.429,-1.814,0.797,0.816,0.846,0.858,0.932,0.733,0.738,0.787
331.440,-2.201,0.835,0.815,0.817,0.829,0.910,0.707,0.711,0.766
331.451,-1.114,0.754,0.800,0.808,0.821,0.890,0.698,0.707,0.748
331.461,-0.516,0.754,0.796,0.825,0.838,0.886,0.716,0.727,0.747
331.472,0.028,0.922,0.810,0.818,0.830,0.880,0.716,0.721,0.743
331.482,0.116,0.923,0.831,0.811,0.822,0.877,0.719,0.717,0.742
331.493,0.522,1.008,0.830,0.828,0.839,0.884,0.738,0.737,0.753
331.503,-0.621,0.839,0.824,0.800,0.812,0.882,0.712,0.713,0.753
331.514,-0.170,0.879,0.832,0.803,0.815,0.879,0.721,0.720,0.753
331.524,1.455,0.879,0.832,0.828,0.840,0.885,0.749,0.748,0.761
331.535,0.717,0.880,0.835,0.826,0.837,0.897,0.750,0.748,0.775
331.546,0.845,0.962,0.824,0.844,0.856,0.909,0.768,0.769,0.789
331.556,0.099,0.837,0.835,0.819,0.831,0.908,0.748,0.746,0.790
331.567,-0.741,0.713,0.829,0.806,0.818,0.905,0.737,0.736,0.788
331.577,-1.853,0.669,0.841,0.774,0.786,0.888,0.712,0.707,0.773
331.588,-1.422,0.837,0.837,0.754,0.766,0.870,0.695,0.692,0.757
331.598,-2.565,0.754,0.832,0.733,0.745,0.856,0.676,0.675,0.746
331.609,-1.275,0.966,0.831,0.726,0.738,0.833,0.674,0.673,0.727
331.620,-1.374,0.880,0.836,0.713,0.725,0.820,0.667,0.665,0.717
331.630,-1.081,0.880,0.833,0.719,0.731,0.810,0.677,0.676,0.710
331.641,-1.017,0.921,0.839,0.720,0.732,0.801,0.684,0.681,0.706
331.651,-1.012,0.878,0.838,0.698,0.710,0.788,0.666,0.664,0.697
331.662,-0.294,0.711,0.831,0.685,0.697,0.777,0.657,0.657,0.691
331.673,0.388,0.837,0.834,0.688,0.700,0.777,0.666,0.665,0.695
331.683,-0.371,0.710,0.820,0.673,0.685,0.777,0.652,0.655,0.699
331.694,-0.203,0.670,0.824,0.687,0.700,0.777,0.672,0.674,0.703
331.704,-1.588,0.752,0.817,0.665,0.678,0.771,0.652,0.656,0.700
331.715,-1.478,1.134,0.826,0.675,0.688,0.762,0.669,0.670,0.695
331.725,-0.103,0.965,0.828,0.693,0.706,0.755,0.691,0.691,0.692
331.736,-0.793,0.835,0.833,0.679,0.692,0.751,0.683,0.682,0.692
331.746,0.651,0.874,0.823,0.695,0.707,0.750,0.699,0.701,0.695
331.757,-0.114,0.838,0.819,0.695,0.708,0.756,0.701,0.705,0.704
331.767,-0.640,0.917,0.820,0.673,0.686,0.750,0.684,0.686,0.702
331.778,-0.048,1.046,0.833,0.691,0.703,0.748,0.708,0.707,0.704
331.789,0.468,0.754,0.826,0.702,0.714,0.750,0.720,0.721,0.709
331.799,0.200,0.922,0.840,0.710,0.722,0.758,0.735,0.731,0.720
331.810,0.091,0.836,0.834,0.714,0.726,0.760,0.740,0.738,0.725
331.820,-0.271,0.754,0.834,0.703,0.716,0.759,0.731,0.730,0.727
331.831,0.086,0.920,0.842,0.723,0.736,0.760,0.756,0.752,0.732
331.842,-1.291,0.961,0.848,0.685,0.696,0.751,0.722,0.716,0.726
331.852,-1.212,1.046,0.861,0.680,0.691,0.743,0.724,0.714,0.722
331.863,-1.274,0.714,0.846,0.668,0.680,0.734,0.711,0.706,0.716
331.873,-1.225,0.793,0.846,0.657,0.669,0.718,0.704,0.699,0.704
331.884,-0.967,0.838,0.838,0.653,0.666,0.710,0.702,0.700,0.700
331.894,-0.403,0.753,0.847,0.674,0.686,0.708,0.728,0.723,0.702
331.905,-0.314,0.961,0.844,0.677,0.689,0.706,0.732,0.729,0.704
331.915,1.699,0.796,0.844,0.726,0.739,0.719,0.783,0.780,0.720
331.926,1.886,0.958,0.850,0.739,0.751,0.738,0.799,0.794,0.743
331.937,0.220,0.917,0.848,0.729,0.741,0.752,0.788,0.784,0.758
331.947,0.011,1.211,0.858,0.740,0.752,0.757,0.803,0.796,0.766
331.958,0.402,0.755,0.850,0.746,0.758,0.762,0.808,0.803,0.773
331.968,0.539,0.668,0.839,0.757,0.770,0.770,0.816,0.815,0.782
331.979,0.441,0.880,0.844,0.762,0.774,0.775,0.822,0.819,0.788
331.990,0.336,0.755,0.836,0.764,0.777,0.780,0.822,0.822,0.795
332.000,0.357,0.834,0.828,0.761,0.775,0.782,0.817,0.820,0.797
332.011,0.042,1.001,0.828,0.757,0.770,0.785,0.812,0.815,0.800
332.021,0.783,0.712,0.839,0.761,0.774,0.786,0.820,0.819,0.802
332.032,0.328,0.628,0.831,0.778,0.791,0.798,0.833,0.835,0.814
332.042,0.411,0.713,0.832,0.772,0.785,0.803,0.827,0.828,0.819
332.052,0.237,0.750,0.836,0.762,0.775,0.803,0.819,0.818,0.820
332.063,-0.367,0.840,0.842,0.745,0.758,0.802,0.803,0.801,0.818
332.073,-0.172,0.923,0.843,0.754,0.767,0.800,0.813,0.811,0.817
332.084,-0.094,0.918,0.830,0.759,0.773,0.800,0.814,0.816,0.816
332.094,0.249,0.626,0.823,0.761,0.774,0.801,0.813,0.817,0.817
332.105,-0.421,1.085,0.828,0.744,0.758,0.799,0.798,0.801,0.814
332.115,0.440,0.671,0.823,0.770,0.784,0.800,0.822,0.826,0.816
332.125,1.714,1.001,0.828,0.817,0.831,0.815,0.869,0.872,0.830
332.136,1.027,0.712,0.822,0.809,0.823,0.827,0.858,0.862,0.842
332.146,0.726,0.835,0.827,0.810,0.824,0.836,0.859,0.862,0.850
332.157,0.102,0.878,0.832,0.797,0.810,0.840,0.846,0.847,0.852
332.167,-0.957,0.833,0.826,0.776,0.790,0.837,0.824,0.826,0.849
332.177,-0.418,0.797,0.820,0.765,0.779,0.826,0.810,0.815,0.836
332.188,0.308,0.877,0.831,0.776,0.790,0.824,0.825,0.825,0.834
332.198,0.076,1.486,0.830,0.778,0.791,0.827,0.825,0.826,0.836
332.208,-0.476,0.577,0.790,0.759,0.775,0.824,0.796,0.810,0.832
332.219,0.164,1.580,0.850,0.773,0.785,0.823,0.825,0.819,0.831
332.229,0.000,1.136,0.811,0.774,0.789,0.823,0.815,0.822,0.831
332.240,-0.077,-1.317,0.758,0.757,0.775,0.817,0.784,0.808,0.824
332.250,0.521,2.802,0.777,0.769,0.786,0.818,0.800,0.817,0.824
332.260,-0.603,-2.196,0.699,0.752,0.772,0.821,0.761,0.802,0.824
332.271,-0.466,2.990,0.689,0.748,0.769,0.815,0.753,0.796,0.815
332.281,-0.018,-3.578,0.699,0.738,0.759,0.808,0.743,0.784,0.807
332.291,0.810,3.521,0.663,0.766,0.789,0.814,0.759,0.811,0.809
332.302,-0.187,4.461,0.657,0.743,0.766,0.816,0.732,0.785,0.808
332.312,-0.880,2.612,0.731,0.708,0.727,0.807,0.716,0.744,0.796
332.323,0.228,0.301,0.711,0.747,0.768,0.808,0.748,0.783,0.796
332.333,-0.812,0.689,0.779,0.728,0.746,0.807,0.747,0.760,0.793
332.343,-1.142,-3.743,0.701,0.716,0.738,0.799,0.714,0.751,0.784
332.354,-0.760,-5.629,0.686,0.695,0.718,0.785,0.689,0.731,0.769
332.364,-0.368,4.874,0.696,0.686,0.708,0.776,0.677,0.719,0.757
332.375,-0.016,11.444,0.992,0.721,0.729,0.778,0.785,0.741,0.760
332.385,-0.288,5.568,1.180,0.729,0.728,0.779,0.842,0.746,0.767
332.396,0.967,1.198,1.203,0.759,0.758,0.782,0.882,0.784,0.779
332.406,0.949,-7.796,0.936,0.750,0.762,0.792,0.809,0.794,0.795
332.416,0.127,0.203,0.860,0.735,0.752,0.800,0.777,0.787,0.804
332.427,-0.847,-0.587,0.780,0.717,0.737,0.800,0.738,0.773,0.805
332.437,-0.356,-5.426,0.670,0.718,0.745,0.796,0.709,0.779,0.800
332.447,-0.708,-6.079,0.509,0.699,0.735,0.791,0.645,0.767,0.792
332.458,-1.712,-4.606,0.428,0.673,0.713,0.780,0.597,0.740,0.776
332.468,-1.231,-7.963,0.378,0.665,0.708,0.766,0.576,0.730,0.757
332.479,-0.936,-3.175,0.403,0.667,0.708,0.755,0.583,0.725,0.740
332.489,-0.209,2.906,0.426,0.685,0.724,0.749,0.606,0.733,0.727
332.499,-1.027,2.235,0.486,0.673,0.709,0.743,0.607,0.713,0.716
332.510,0.660,-7.523,0.509,0.692,0.726,0.737,0.632,0.728,0.708
332.520,-0.156,-1.941,0.534,0.694,0.727,0.744,0.640,0.725,0.712
332.531,0.692,-9.342,0.579,0.698,0.729,0.742,0.655,0.724,0.707
332.541,1.581,1.676,0.606,0.725,0.754,0.753,0.687,0.745,0.716
332.551,0.929,-6.275,0.615,0.711,0.740,0.762,0.673,0.728,0.722
332.562,0.861,6.686,0.719,0.731,0.754,0.771,0.717,0.740,0.729
332.572,0.833,-0.934,0.872,0.733,0.748,0.777,0.759,0.735,0.736
332.582,-0.002,4.985,1.115,0.730,0.731,0.781,0.823,0.723,0.745
332.593,0.928,-6.878,1.343,0.759,0.748,0.787,0.918,0.752,0.762
332.603,0.675,-12.124,1.438,0.759,0.743,0.794,0.949,0.764,0.785
332.614,0.110,-2.096,1.377,0.751,0.739,0.802,0.933,0.773,0.806
332.624,-0.145,9.335,1.424,0.739,0.725,0.803,0.941,0.769,0.817
332.634,1.151,4.204,1.515,0.791,0.773,0.811,1.019,0.826,0.834
332.645,0.018,-5.902,1.490,0.772,0.757,0.819,0.996,0.825,0.857
332.655,-0.842,3.516,1.459,0.756,0.743,0.819,0.978,0.824,0.869
332.666,-0.298,0.368,1.361,0.742,0.735,0.813,0.943,0.827,0.873
332.676,-0.019,5.171,1.384,0.762,0.756,0.818,0.967,0.856,0.886
332.686,-0.140,-5.361,1.310,0.745,0.744,0.814,0.934,0.854,0.891
332.697,0.686,-10.091,1.204,0.778,0.772,0.821,0.995,0.891,0.908
332.707,0.105,30.400,1.274,0.758,0.738,0.824,1.045,0.863,0.915
332.718,0.726,-17.959,0.969,0.781,0.766,0.832,1.038,0.895,0.926
332.728,0.054,7.425,0.976,0.741,0.739,0.834,0.938,0.867,0.926
332.739,0.068,11.643,1.196,0.739,0.727,0.835,0.988,0.858,0.930
332.749,-0.012,-6.256,0.975,0.723,0.717,0.833,0.942,0.853,0.931
332.760,0.461,-11.237,0.780,0.730,0.741,0.836,0.871,0.872,0.929
332.770,2.188,9.784,1.117,0.816,0.814,0.854,1.014,0.948,0.949
332.780,-4.752,25.736,1.327,0.673,0.658,0.848,0.931,0.796,0.945
332.791,-4.528,-31.743,1.091,0.594,0.597,0.798,0.778,0.746,0.903
332.801,-2.776,11.788,1.193,0.576,0.587,0.757,0.737,0.740,0.865
332.812,-7.909,-14.522,1.215,0.385,0.400,0.691,0.537,0.566,0.807
332.822,-12.643,28.538,1.779,0.204,0.200,0.593,0.462,0.386,0.723
332.833,-12.044,-48.348,0.790,-0.011,0.060,0.465,-0.069,0.265,0.608
332.843,-13.637,15.152,1.402,-0.216,-0.138,0.324,-0.276,0.087,0.479
332.854,-20.245,-28.507,1.113,-0.590,-0.466,0.140,-0.819,-0.215,0.311
332.864,-26.129,16.019,1.453,-0.923,-0.804,-0.088,-1.083,-0.517,0.107
332.875,-29.142,-45.594,0.616,-1.312,-1.117,-0.367,-1.756,-0.798,-0.151
332.885,-34.274,19.610,1.279,-1.767,-1.568,-0.691,-2.171,-1.209,-0.451
332.896,-37.457,-10.503,1.175,-2.275,-2.020,-1.062,-2.844,-1.605,-0.782
332.906,-40.199,-6.369,0.895,-2.750,-2.463,-1.454,-3.374,-1.995,-1.136
332.917,-45.116,7.401,0.969,-3.276,-2.974,-1.877,-3.869,-2.442,-1.512
332.927,-48.215,-15.126,0.670,-3.822,-3.489,-2.341,-4.451,-2.891,-1.928
332.938,-47.551,14.302,0.872,-4.240,-3.912,-2.808,-4.737,-3.238,-2.337
332.948,-43.957,-2.296,0.777,-4.572,-4.231,-3.253,-5.010,-3.475,-2.714
332.959,-43.155,-15.290,0.435,-5.003,-4.633,-3.679,-5.448,-3.797,-3.074
332.969,-40.564,16.586,0.936,-5.381,-5.030,-4.105,-5.622,-4.103,-3.422
332.980,-38.492,-11.610,0.446,-5.776,-5.392,-4.498,-6.026,-4.368,-3.730
332.990,-34.521,-12.858,0.082,-6.062,-5.660,-4.855,-6.264,-4.549,-4.010
333.001,-29.333,30.117,0.764,-6.214,-5.858,-5.161,-6.078,-4.650,-4.226
333.011,-23.421,-4.678,0.506,-6.351,-5.990,-5.413,-6.103,-4.679,-4.381
333.022,-17.430,-9.366,0.387,-6.400,-6.039,-5.600,-6.026,-4.633,-4.476
333.033,-12.220,2.889,0.604,-6.406,-6.063,-5.733,-5.825,-4.561,-4.512
333.043,-7.160,11.352,0.870,-6.385,-6.042,-5.805,-5.678,-4.442,-4.485
333.054,-1.327,3.190,0.979,-6.288,-5.934,-5.813,-5.505,-4.235,-4.390
333.064,4.396,-33.593,0.542,-6.159,-5.767,-5.765,-5.422,-3.980,-4.248
333.075,10.458,14.189,0.701,-5.939,-5.547,-5.654,-5.089,-3.682,-4.050
333.085,15.877,14.717,0.972,-5.654,-5.280,-5.484,-4.619,-3.336,-3.792
333.096,22.869,-18.984,0.645,-5.288,-4.887,-5.246,-4.273,-2.877,-3.475
333.106,26.847,-7.300,0.591,-4.926,-4.506,-4.952,-3.906,-2.444,-3.114
333.117,31.315,12.318,0.911,-4.509,-4.081,-4.617,-3.443,-1.972,-2.715
333.127,36.515,-7.855,0.534,-4.044,-3.557,-4.222,-3.160,-1.412,-2.266
333.138,42.065,-46.830,0.283,-3.552,-3.006,-3.788,-2.867,-0.846,-1.796
333.148,45.697,18.325,0.792,-3.007,-2.461,-3.307,-2.263,-0.292,-1.287
333.159,49.272,8.891,0.526,-2.445,-1.870,-2.787,-1.781,0.298,-0.744
333.169,52.875,-28.442,-0.302,-1.852,-1.225,-2.229,-1.386,0.916,-0.190
333.180,58.127,5.349,-0.147,-1.147,-0.524,-1.635,-0.662,1.569,0.380
333.190,63.104,7.808,0.213,-0.396,0.214,-0.991,0.141,2.257,0.999
333.201,64.701,6.391,0.330,0.345,0.955,-0.300,0.869,2.935,1.654
333.211,67.802,0.405,0.220,1.106,1.730,0.400,1.539,3.635,2.306
333.222,69.109,-29.794,-0.234,1.802,2.464,1.109,2.026,4.274,2.947
333.232,68.967,16.348,0.019,2.528,3.198,1.834,2.655,4.897,3.588
333.242,66.881,17.492,0.266,3.180,3.862,2.536,3.198,5.448,4.204
333.253,64.956,-51.401,-0.351,3.745,4.501,3.209,3.378,5.956,4.769
333.263,60.095,12.306,-0.199,4.252,5.034,3.844,3.689,6.347,5.284
333.274,56.243,8.394,-0.030,4.763,5.551,4.432,4.087,6.721,5.749
333.284,51.628,-25.322,-0.350,5.194,6.016,4.988,4.282,7.032,6.168
333.295,44.930,5.109,-0.075,5.529,6.338,5.467,4.572,7.197,6.505
333.305,38.302,30.290,0.162,5.814,6.607,5.879,4.827,7.313,6.775
333.316,33.912,-26.072,-0.498,6.041,6.870,6.231,4.800,7.417,6.978
333.326,26.895,-36.719,-0.422,6.164,7.007,6.518,4.758,7.388,7.104
333.337,17.207,35.297,0.528,6.148,6.977,6.715,4.705,7.210,7.154
333.347,7.726,4.207,0.116,5.962,6.847,6.805,4.208,6.943,7.103
333.358,-1.453,-35.855,-0.489,5.728,6.678,6.807,3.624,6.629,6.956
333.368,-10.451,3.051,-0.281,5.434,6.377,6.706,3.286,6.190,6.706
333.379,-18.059,16.066,0.190,5.144,6.061,6.531,3.041,5.754,6.398
333.389,-24.415,-11.742,-0.275,4.721,5.663,6.273,2.467,5.248,6.017
333.400,-30.886,-39.726,-1.048,4.237,5.223,5.950,1.746,4.694,5.562
333.410,-38.160,9.736,-0.661,3.680,4.655,5.548,1.197,4.024,5.037
333.421,-47.947,39.805,0.359,3.017,3.959,5.065,0.662,3.259,4.461
333.431,-52.509,-9.599,0.143,2.349,3.314,4.508,-0.092,2.567,3.832
333.442,-57.551,-50.468,-0.645,1.638,2.653,3.919,-0.997,1.858,3.169
333.452,-60.202,-3.461,-0.026,0.957,1.946,3.269,-1.545,1.121,2.462
333.463,-63.448,31.010,1.050,0.288,1.229,2.618,-1.962,0.406,1.785
333.473,-64.315,8.620,0.921,-0.421,0.520,1.938,-2.604,-0.278,1.101
333.484,-64.559,-7.849,0.524,-1.120,-0.157,1.255,-3.311,-0.924,0.423
333.494,-65.478,-8.660,0.251,-1.783,-0.803,0.586,-3.956,-1.534,-0.234
333.505,-60.554,-15.635,-0.030,-2.358,-1.361,-0.072,-4.508,-2.049,-0.874
333.515,-62.938,-11.744,-0.002,-3.090,-2.082,-0.724,-5.181,-2.716,-1.497
333.526,-58.954,16.987,0.497,-3.610,-2.620,-1.356,-5.510,-3.187,-2.082
333.536,-59.141,22.125,0.893,-4.275,-3.288,-1.982,-6.028,-3.765,-2.641
333.547,-54.982,-17.191,0.651,-4.745,-3.725,-2.547,-6.488,-4.105,-3.128
333.557,-52.478,-17.541,0.461,-5.277,-4.241,-3.102,-6.938,-4.521,-3.601
333.568,-50.155,13.865,0.731,-5.681,-4.663,-3.603,-7.117,-4.836,-4.010
333.578,-43.621,-1.124,0.785,-6.048,-5.041,-4.083,-7.274,-5.096,-4.386
333.588,-39.171,-3.335,0.707,-6.302,-5.297,-4.473,-7.358,-5.234,-4.669
333.599,-32.549,5.403,0.765,-6.511,-5.514,-4.828,-7.377,-5.331,-4.911
333.609,-25.412,-11.672,0.627,-6.623,-5.613,-5.092,-7.382,-5.310,-5.061
333.620,-16.828,-6.964,0.750,-6.655,-5.649,-5.290,-7.243,-5.231,-5.143
333.630,-12.893,21.757,1.069,-6.642,-5.659,-5.397,-6.982,-5.122,-5.130
333.641,-4.662,8.143,1.142,-6.523,-5.554,-5.460,-6.656,-4.899,-5.071
333.651,0.318,-2.325,1.026,-6.360,-5.389,-5.433,-6.355,-4.625,-4.927
333.662,9.538,10.293,1.142,-6.106,-5.144,-5.355,-5.934,-4.275,-4.735
333.672,14.858,-13.924,0.937,-5.851,-4.873,-5.193,-5.618,-3.907,-4.464
333.683,22.355,-18.328,0.789,-5.496,-4.506,-4.969,-5.195,-3.458,-4.144
333.693,25.879,2.073,0.991,-5.128,-4.155,-4.690,-4.655,-3.032,-3.773
333.703,32.019,1.576,1.081,-4.660,-3.693,-4.352,-4.071,-2.503,-3.351
333.714,34.653,11.876,1.340,-4.245,-3.286,-3.980,-3.539,-2.037,-2.901
333.724,40.229,25.434,1.430,-3.696,-2.725,-3.549,-2.957,-1.425,-2.398
333.735,47.699,-7.522,0.847,-3.093,-2.085,-3.061,-2.437,-0.753,-1.856
333.745,52.008,-29.021,0.429,-2.484,-1.463,-2.529,-1.843,-0.121,-1.291
333.756,54.646,-18.811,0.162,-1.846,-0.812,-1.941,-1.237,0.517,-0.689
333.766,57.216,-6.507,0.278,-1.223,-0.192,-1.351,-0.591,1.114,-0.097
333.777,61.564,4.162,0.564,-0.518,0.505,-0.726,0.133,1.781,0.520
333.787,62.177,19.460,0.798,0.125,1.138,-0.084,0.811,2.375,1.149
333.797,63.601,18.117,0.768,0.825,1.835,0.579,1.498,3.022,1.788
333.808,64.060,-2.008,0.422,1.517,2.539,1.253,2.097,3.658,2.419
333.818,63.149,-11.650,0.193,2.174,3.203,1.919,2.673,4.238,3.026
333.829,59.317,-19.516,0.146,2.723,3.754,2.551,3.145,4.693,3.585
333.839,57.574,-2.655,0.274,3.278,4.303,3.156,3.642,5.140,4.108
333.850,54.783,-1.482,0.455,3.792,4.809,3.735,4.105,5.539,4.599
333.860,46.379,13.405,0.784,4.107,5.106,4.234,4.408,5.728,5.006
333.871,40.238,35.606,1.338,4.403,5.374,4.664,4.728,5.895,5.345
333.881,35.932,4.938,1.106,4.694,5.674,5.050,4.904,6.096,5.642
333.892,30.248,-45.945,-0.435,4.794,5.865,5.362,4.546,6.164,5.837
333.902,26.614,-41.865,-1.383,4.977,6.091,5.638,4.440,6.241,5.969
333.913,19.485,-17.418,-1.367,5.031,6.141,5.838,4.387,6.139,6.020
333.923,13.655,8.321,-0.689,5.054,6.116,5.970,4.481,5.974,6.010
333.934,5.597,38.209,-0.057,4.983,5.999,6.036,4.487,5.732,5.947
333.944,0.239,27.641,-0.077,4.853,5.874,6.029,4.243,5.495,5.821
333.955,-7.862,-9.218,-0.660,4.628,5.685,5.969,3.783,5.190,5.637
333.965,-14.006,-21.252,-1.228,4.332,5.417,5.817,3.285,4.805,5.357
333.976,-20.878,-10.628,-1.410,4.018,5.116,5.616,2.827,4.387,5.027
333.986,-27.840,-18.826,-1.665,3.595,4.701,5.331,2.288,3.863,4.618
333.997,-31.701,-25.114,-1.733,3.159,4.276,4.979,1.733,3.338,4.149
334.008,-37.483,13.514,-0.878,2.636,3.741,4.580,1.202,2.724,3.653
334.018,-43.459,29.667,-0.280,1.999,3.111,4.117,0.510,2.044,3.118
334.029,-47.382,13.674,-0.574,1.365,2.534,3.611,-0.352,1.429,2.553
334.039,-47.767,-41.009,-1.186,0.836,2.081,3.109,-1.176,0.939,1.994
334.049,-49.118,-40.323,-1.587,0.252,1.542,2.587,-1.932,0.368,1.418
334.060,-47.536,3.889,-1.024,-0.282,0.987,2.046,-2.367,-0.205,0.837
334.070,-53.977,23.531,-0.249,-0.864,0.363,1.513,-2.750,-0.823,0.288
334.081,-53.928,10.391,0.061,-1.429,-0.220,0.940,-3.182,-1.378,-0.276
334.091,-50.578,-10.623,-0.293,-1.965,-0.739,0.378,-3.713,-1.860,-0.822
334.102,-50.148,-7.910,-0.447,-2.450,-1.222,-0.149,-4.139,-2.304,-1.330
334.112,-48.977,7.040,-0.191,-2.868,-1.671,-0.653,-4.360,-2.703,-1.801
334.123,-48.057,5.658,0.045,-3.331,-2.158,-1.153,-4.644,-3.126,-2.254
334.133,-46.800,1.481,0.036,-3.808,-2.638,-1.649,-5.015,-3.533,-2.693
334.144,-46.391,2.798,0.047,-4.263,-3.097,-2.122,-5.353,-3.911,-3.101
334.154,-42.189,-1.386,-0.026,-4.653,-3.482,-2.591,-5.655,-4.210,-3.498
334.165,-37.448,-23.175,-0.485,-4.939,-3.745,-2.981,-5.926,-4.390,-3.816
334.175,-33.413,-16.319,-0.130,-5.211,-4.033,-3.345,-6.030,-4.591,-4.101
334.186,-28.611,29.494,0.649,-5.367,-4.229,-3.640,-5.917,-4.686,-4.303
334.196,-23.683,32.871,1.009,-5.553,-4.428,-3.905,-5.926,-4.773,-4.461
334.207,-18.553,-13.254,0.326,-5.605,-4.443,-4.085,-5.995,-4.681,-4.535
334.218,-12.071,-15.869,-0.494,-5.672,-4.470,-4.240,-6.110,-4.621,-4.603
334.228,-4.266,-27.820,-0.865,-5.543,-4.312,-4.290,-5.991,-4.388,-4.575
334.239,0.134,-35.060,-0.850,-5.483,-4.243,-4.300,-5.878,-4.250,-4.510
334.249,5.908,5.696,-0.026,-5.259,-4.032,-4.233,-5.509,-3.968,-4.363
334.260,11.399,39.666,1.190,-4.988,-3.817,-4.119,-4.926,-3.669,-4.154
334.270,15.064,16.187,1.456,-4.723,-3.558,-3.939,-4.528,-3.314,-3.866
334.282,19.990,15.450,1.089,-4.443,-3.251,-3.723,-4.252,-2.928,-3.558
