R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,100,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
419.505,-1.145,7.524,0.423,-0.063,-0.064,-0.043,0.195,0.188,0.190
419.515,0.281,7.002,0.546,-0.028,-0.036,-0.047,0.268,0.221,0.191
419.525,-1.151,1.135,0.639,-0.056,-0.068,-0.046,0.270,0.198,0.201
419.536,-1.233,5.251,0.818,-0.049,-0.069,-0.052,0.332,0.209,0.207
419.546,-1.210,1.715,0.884,-0.056,-0.080,-0.061,0.351,0.212,0.212
419.556,-0.757,4.097,0.862,-0.064,-0.086,-0.071,0.348,0.218,0.215
419.567,-1.125,-2.465,0.796,-0.096,-0.115,-0.080,0.308,0.202,0.218
419.577,-1.111,3.636,0.843,-0.101,-0.122,-0.087,0.325,0.208,0.224
419.588,-0.982,6.388,0.832,-0.100,-0.121,-0.092,0.330,0.221,0.231
419.598,-1.011,-5.449,0.816,-0.111,-0.130,-0.100,0.321,0.225,0.236
419.609,-0.021,-4.207,0.834,-0.104,-0.123,-0.102,0.339,0.245,0.247
419.619,-0.082,-2.800,0.810,-0.117,-0.135,-0.102,0.330,0.246,0.259
419.629,-1.304,-1.820,0.846,-0.147,-0.166,-0.107,0.317,0.227,0.267
419.640,-1.264,-1.345,0.863,-0.149,-0.169,-0.114,0.331,0.237,0.272
419.650,-0.637,3.241,0.794,-0.135,-0.151,-0.116,0.332,0.267,0.282
419.661,0.510,4.256,0.737,-0.068,-0.081,-0.103,0.388,0.346,0.305
419.671,1.078,0.455,0.683,-0.025,-0.034,-0.085,0.419,0.400,0.331
419.681,0.491,3.199,0.541,-0.016,-0.017,-0.069,0.387,0.421,0.353
419.692,0.321,3.017,0.334,-0.017,-0.007,-0.061,0.326,0.430,0.361
419.702,-0.649,5.846,0.276,-0.026,-0.013,-0.058,0.299,0.419,0.361
419.712,0.167,3.890,0.156,-0.013,0.005,-0.058,0.279,0.430,0.355
419.723,-1.691,5.775,0.135,-0.057,-0.037,-0.063,0.225,0.379,0.342
419.733,-0.061,9.491,0.152,-0.040,-0.022,-0.074,0.247,0.385,0.324
419.744,0.598,8.125,0.125,-0.023,-0.004,-0.073,0.258,0.393,0.317
419.754,-0.573,8.195,0.210,-0.065,-0.051,-0.076,0.237,0.338,0.307
419.764,-0.484,9.933,0.357,-0.057,-0.050,-0.079,0.280,0.332,0.298
419.775,0.443,-2.388,0.574,-0.021,-0.026,-0.079,0.374,0.355,0.298
419.785,1.081,-16.598,0.718,0.025,0.011,-0.068,0.474,0.399,0.316
419.795,1.260,-24.263,0.713,0.053,0.039,-0.050,0.511,0.438,0.347
419.806,0.655,-2.003,0.640,0.050,0.040,-0.035,0.487,0.447,0.371
419.816,-0.620,10.036,0.610,0.017,0.012,-0.033,0.434,0.419,0.376
419.827,-0.989,-17.037,0.525,-0.010,-0.008,-0.040,0.369,0.402,0.372
419.837,-1.092,-0.456,0.553,-0.018,-0.017,-0.049,0.375,0.397,0.368
419.847,-1.704,0.348,0.429,-0.022,-0.017,-0.057,0.344,0.397,0.362
419.858,-0.329,1.088,0.408,0.002,0.008,-0.063,0.365,0.422,0.355
419.868,-0.510,-1.124,0.298,-0.018,-0.005,-0.067,0.312,0.404,0.349
419.879,-0.906,3.716,0.260,-0.041,-0.027,-0.073,0.279,0.379,0.340
419.889,-1.331,-4.637,0.270,-0.042,-0.028,-0.080,0.270,0.373,0.329
419.900,-1.454,3.238,0.277,-0.072,-0.057,-0.095,0.241,0.342,0.313
419.910,-0.376,-5.946,0.228,-0.055,-0.035,-0.101,0.229,0.359,0.303
419.920,-0.933,10.689,0.285,-0.083,-0.061,-0.110,0.192,0.330,0.292
419.931,-0.010,-8.552,0.138,-0.079,-0.045,-0.113,0.136,0.341,0.285
419.941,0.161,2.968,0.173,-0.065,-0.032,-0.107,0.151,0.349,0.287
419.952,-0.005,11.662,0.170,-0.062,-0.033,-0.102,0.173,0.342,0.287
419.962,0.311,-14.741,-0.115,-0.044,-0.008,-0.100,0.152,0.359,0.283
419.972,-1.703,29.720,0.172,-0.094,-0.068,-0.108,0.154,0.289,0.266
419.983,0.101,-20.394,-0.060,-0.100,-0.057,-0.122,0.060,0.298,0.250
419.993,-2.062,19.944,0.090,-0.185,-0.135,-0.134,-0.061,0.208,0.227
420.004,0.061,-1.986,0.203,-0.135,-0.066,-0.140,-0.102,0.279,0.224
420.014,0.354,-2.899,-0.028,-0.095,-0.002,-0.123,-0.186,0.332,0.231
420.025,4.038,1.826,0.157,0.049,0.137,-0.087,-0.011,0.466,0.265
420.035,5.093,14.006,0.345,0.138,0.222,-0.030,0.102,0.541,0.317
420.046,7.946,-16.672,-0.031,0.295,0.393,0.049,0.189,0.701,0.393
420.056,8.795,28.327,0.470,0.421,0.499,0.145,0.412,0.791,0.479
420.067,11.419,-3.847,0.492,0.576,0.655,0.254,0.562,0.942,0.590
420.077,12.947,1.169,0.367,0.691,0.784,0.372,0.599,1.053,0.697
420.087,12.056,0.742,0.613,0.757,0.857,0.493,0.634,1.117,0.815
420.098,7.860,7.089,0.747,0.737,0.850,0.588,0.544,1.096,0.900
420.108,3.724,4.225,1.017,0.737,0.856,0.656,0.527,1.101,0.970
420.119,2.417,-20.682,0.809,0.786,0.936,0.712,0.430,1.173,1.022
420.129,2.627,1.079,0.878,0.867,1.017,0.755,0.524,1.245,1.061
420.139,0.151,1.029,1.052,0.812,0.949,0.768,0.540,1.171,1.070
420.150,-1.222,25.061,1.517,0.779,0.886,0.755,0.667,1.114,1.063
420.161,-3.116,-9.680,0.966,0.771,0.900,0.753,0.568,1.127,1.062
420.171,-4.423,-23.479,0.529,0.721,0.873,0.727,0.406,1.089,1.027
420.182,-4.813,24.487,1.228,0.695,0.814,0.683,0.557,1.029,0.983
420.192,-6.953,11.273,1.392,0.596,0.710,0.624,0.493,0.933,0.931
420.203,-4.434,-16.208,0.973,0.554,0.696,0.560,0.334,0.923,0.871
420.213,-3.490,-21.089,0.605,0.491,0.659,0.515,0.155,0.883,0.823
420.223,-3.994,4.557,0.740,0.414,0.592,0.470,0.044,0.813,0.775
420.234,-0.139,28.590,1.070,0.463,0.634,0.445,0.145,0.855,0.752
420.245,-1.654,-1.942,0.646,0.434,0.628,0.444,0.020,0.847,0.752
420.255,-0.530,-32.446,0.230,0.472,0.684,0.439,-0.023,0.892,0.738
420.265,-1.352,-5.724,0.565,0.459,0.650,0.424,0.077,0.847,0.714
420.276,-3.333,28.550,1.107,0.407,0.575,0.394,0.156,0.774,0.687
420.286,-5.155,12.221,1.001,0.332,0.520,0.355,0.002,0.724,0.655
420.297,-6.195,-25.081,0.457,0.204,0.436,0.292,-0.316,0.639,0.592
420.307,-6.936,-31.513,0.372,0.116,0.379,0.228,-0.537,0.577,0.523
420.318,-9.402,12.774,0.962,-0.047,0.204,0.128,-0.618,0.405,0.425
420.328,-12.559,30.902,1.875,-0.216,-0.004,0.013,-0.553,0.223,0.334
420.339,-12.941,14.912,2.049,-0.330,-0.123,-0.108,-0.584,0.140,0.246
420.349,-12.893,-10.960,1.423,-0.479,-0.242,-0.237,-0.829,0.053,0.146
420.360,-13.351,-30.117,0.841,-0.648,-0.372,-0.365,-1.138,-0.055,0.037
420.370,-13.238,-0.276,0.906,-0.818,-0.525,-0.505,-1.351,-0.188,-0.086
420.381,-14.606,29.389,1.517,-0.995,-0.702,-0.645,-1.466,-0.334,-0.198
420.391,-12.719,5.656,1.005,-1.129,-0.785,-0.781,-1.785,-0.385,-0.303
420.402,-9.910,-40.023,0.449,-1.235,-0.847,-0.900,-2.039,-0.427,-0.405
420.412,-8.053,0.597,0.903,-1.286,-0.917,-0.995,-1.945,-0.475,-0.477
420.423,-8.027,28.971,1.282,-1.326,-0.977,-1.057,-1.828,-0.503,-0.508
420.433,-3.880,7.181,1.119,-1.291,-0.934,-1.106,-1.766,-0.430,-0.525
420.444,-3.796,-7.532,0.793,-1.357,-0.989,-1.147,-1.831,-0.458,-0.538
420.454,-2.325,-20.131,0.669,-1.328,-0.949,-1.161,-1.802,-0.397,-0.529
420.465,-0.212,7.805,1.229,-1.242,-0.879,-1.153,-1.590,-0.303,-0.495
420.475,-0.969,25.370,2.055,-1.232,-0.892,-1.144,-1.402,-0.277,-0.443
420.486,-0.883,10.309,2.109,-1.240,-0.889,-1.140,-1.387,-0.227,-0.388
420.496,-0.947,-42.272,1.380,-1.245,-0.842,-1.122,-1.575,-0.146,-0.332
420.507,0.607,2.331,1.430,-1.209,-0.790,-1.104,-1.555,-0.068,-0.285
420.517,0.315,37.970,2.099,-1.203,-0.800,-1.088,-1.405,-0.042,-0.229
420.528,1.822,-20.557,1.687,-1.200,-0.760,-1.072,-1.510,0.034,-0.173
420.538,4.767,-36.862,1.017,-1.128,-0.652,-1.029,-1.551,0.161,-0.107
420.549,6.741,27.273,1.685,-0.987,-0.542,-0.954,-1.206,0.291,-0.007
420.559,7.834,28.119,1.574,-0.868,-0.425,-0.865,-1.027,0.430,0.110
420.570,8.487,-22.174,0.634,-0.788,-0.304,-0.769,-1.096,0.558,0.219
420.580,7.758,-4.886,0.440,-0.706,-0.215,-0.670,-1.014,0.635,0.313
420.591,7.964,24.889,1.156,-0.571,-0.123,-0.574,-0.649,0.726,0.414
420.601,8.974,5.233,1.261,-0.489,-0.049,-0.487,-0.498,0.806,0.512
420.612,8.085,-2.563,0.955,-0.481,-0.028,-0.409,-0.520,0.828,0.595
420.622,7.392,-11.433,0.714,-0.384,0.082,-0.316,-0.468,0.933,0.686
420.633,8.176,-21.317,0.533,-0.318,0.165,-0.235,-0.459,1.004,0.758
420.643,7.420,22.379,1.099,-0.256,0.210,-0.157,-0.297,1.040,0.832
420.654,5.166,22.594,1.368,-0.171,0.288,-0.073,-0.151,1.119,0.920
420.664,6.172,-50.956,0.528,-0.102,0.409,-0.000,-0.303,1.230,0.986
420.675,6.243,-15.155,1.018,-0.031,0.467,0.065,-0.155,1.272,1.040
420.685,3.246,48.118,1.912,0.004,0.470,0.127,0.060,1.277,1.108
420.696,0.838,-4.191,1.223,-0.000,0.504,0.170,-0.094,1.313,1.155
420.707,3.380,-40.934,0.124,0.029,0.587,0.198,-0.290,1.374,1.166
420.717,2.358,-14.408,-0.009,0.020,0.585,0.226,-0.328,1.341,1.165
420.728,1.310,12.395,0.681,0.064,0.603,0.256,-0.155,1.338,1.177
420.738,1.601,13.214,1.090,0.083,0.617,0.277,-0.091,1.339,1.188
420.749,1.755,16.049,1.161,0.095,0.629,0.296,-0.060,1.344,1.201
420.759,1.181,-38.859,0.434,0.057,0.633,0.314,-0.272,1.332,1.205
420.770,1.114,-11.362,0.310,0.023,0.620,0.325,-0.391,1.294,1.192
420.780,-1.607,46.576,1.191,-0.003,0.551,0.326,-0.207,1.213,1.181
420.791,-2.841,1.855,0.685,-0.119,0.461,0.294,-0.417,1.116,1.140
420.801,-3.740,-35.963,-0.347,-0.229,0.414,0.261,-0.800,1.043,1.079
420.812,-4.385,-23.187,-0.670,-0.369,0.314,0.202,-1.114,0.908,0.982
420.822,-5.388,-0.273,-0.418,-0.450,0.243,0.147,-1.229,0.807,0.894
420.833,-6.315,20.792,0.134,-0.548,0.123,0.079,-1.205,0.666,0.802
420.843,-6.360,17.058,0.383,-0.667,0.005,-0.000,-1.298,0.541,0.709
420.854,-8.085,-26.271,-0.044,-0.757,-0.064,-0.062,-1.453,0.460,0.632
420.864,-8.232,-18.511,-0.148,-0.864,-0.161,-0.149,-1.572,0.348,0.526
420.875,-10.432,18.290,0.410,-0.993,-0.313,-0.246,-1.566,0.193,0.421
420.885,-11.429,10.742,0.508,-1.165,-0.466,-0.356,-1.781,0.045,0.310
420.896,-10.063,-6.039,0.113,-1.329,-0.569,-0.470,-2.169,-0.053,0.193
420.906,-12.386,-35.587,-0.079,-1.488,-0.695,-0.576,-2.429,-0.179,0.081
420.917,-10.437,-0.230,0.198,-1.542,-0.761,-0.687,-2.384,-0.242,-0.032
420.927,-9.479,21.025,0.516,-1.617,-0.859,-0.790,-2.304,-0.328,-0.128
420.938,-8.637,9.818,0.492,-1.672,-0.909,-0.866,-2.328,-0.364,-0.194
420.948,-6.237,8.167,0.402,-1.756,-0.972,-0.949,-2.447,-0.413,-0.267
420.959,-6.498,-41.934,-0.315,-1.892,-1.020,-1.005,-2.923,-0.458,-0.323
420.969,-3.439,-20.722,-0.445,-1.929,-1.014,-1.049,-3.099,-0.456,-0.374
420.980,-3.422,28.519,0.327,-1.997,-1.095,-1.089,-3.047,-0.530,-0.410
420.990,-2.609,15.619,0.610,-1.978,-1.081,-1.106,-2.936,-0.498,-0.412
421.001,0.211,-18.650,0.225,-1.966,-1.047,-1.111,-2.953,-0.452,-0.406
421.011,2.664,-12.839,0.305,-1.932,-1.015,-1.101,-2.850,-0.407,-0.386
421.022,1.887,-6.257,0.591,-1.907,-1.002,-1.066,-2.710,-0.380,-0.338
421.032,1.977,17.566,1.337,-1.883,-0.998,-1.038,-2.524,-0.352,-0.287
421.043,2.232,14.961,1.559,-1.888,-0.990,-1.015,-2.507,-0.306,-0.230
421.053,3.057,-37.405,0.624,-1.915,-0.926,-0.977,-2.862,-0.221,-0.173
421.064,4.681,-41.451,-0.020,-1.891,-0.841,-0.928,-3.045,-0.135,-0.123
421.074,2.172,25.802,0.693,-1.938,-0.904,-0.897,-2.957,-0.189,-0.087
421.085,1.094,25.435,1.182,-1.899,-0.879,-0.867,-2.778,-0.143,-0.038
421.096,2.129,-19.189,0.496,-1.883,-0.825,-0.842,-2.860,-0.076,-0.003
421.106,3.389,-19.019,0.238,-1.820,-0.749,-0.804,-2.794,0.002,0.036
421.117,5.334,2.705,0.450,-1.730,-0.674,-0.756,-2.580,0.078,0.084
421.127,4.769,8.117,0.867,-1.669,-0.630,-0.695,-2.389,0.130,0.151
421.138,8.918,22.837,1.453,-1.522,-0.498,-0.618,-2.106,0.275,0.242
421.148,11.286,14.074,1.500,-1.388,-0.360,-0.515,-1.927,0.433,0.365
421.159,12.818,-46.455,0.574,-1.221,-0.141,-0.373,-1.933,0.655,0.512
421.169,15.229,-25.507,0.924,-1.001,0.073,-0.210,-1.647,0.863,0.670
421.180,11.403,42.506,2.647,-0.896,0.118,-0.059,-1.224,0.922,0.837
421.190,12.388,26.379,3.154,-0.758,0.251,0.073,-0.981,1.096,1.013
421.201,12.576,-27.734,1.660,-0.722,0.371,0.200,-1.248,1.233,1.156
421.212,11.135,-52.193,0.413,-0.620,0.536,0.348,-1.385,1.381,1.288
421.222,13.001,14.996,0.823,-0.462,0.687,0.477,-1.165,1.510,1.397
421.233,10.602,36.051,1.284,-0.399,0.736,0.600,-1.001,1.546,1.507
421.243,8.998,1.528,0.712,-0.316,0.848,0.718,-1.009,1.639,1.607
421.254,11.649,-24.970,-0.113,-0.237,0.978,0.819,-1.132,1.734,1.674
421.264,9.601,-28.320,-0.440,-0.188,1.051,0.929,-1.173,1.760,1.736
421.275,13.177,-0.940,-0.079,0.029,1.265,1.059,-0.928,1.925,1.819
421.286,12.587,11.913,0.292,0.091,1.322,1.172,-0.833,1.943,1.892
421.296,10.095,10.631,0.652,0.228,1.449,1.305,-0.633,2.033,1.990
421.307,11.798,-1.576,0.336,0.282,1.550,1.405,-0.765,2.099,2.053
421.317,9.205,-36.569,-0.186,0.317,1.646,1.519,-0.978,2.148,2.121
421.328,9.996,-26.881,-0.392,0.369,1.728,1.610,-1.042,2.176,2.158
421.338,8.797,5.383,-0.153,0.404,1.767,1.690,-1.013,2.163,2.185
421.349,5.172,12.828,0.024,0.437,1.801,1.771,-0.971,2.149,2.217
421.359,6.107,-8.597,-0.281,0.416,1.805,1.808,-1.083,2.106,2.204
421.370,-0.025,-31.226,-0.347,0.313,1.714,1.821,-1.225,1.966,2.163
421.380,-1.207,12.439,0.238,0.342,1.727,1.830,-1.109,1.935,2.124
421.391,-2.751,28.766,1.048,0.234,1.587,1.782,-1.051,1.769,2.045
421.401,-7.330,22.942,1.231,0.110,1.462,1.734,-1.132,1.632,1.977
421.412,-6.189,-30.429,0.613,-0.036,1.360,1.650,-1.434,1.515,1.869
421.423,-8.189,-51.168,0.323,-0.139,1.296,1.575,-1.663,1.427,1.764
421.433,-7.754,9.190,0.952,-0.207,1.215,1.483,-1.639,1.327,1.645
421.444,-11.333,33.255,2.437,-0.392,0.979,1.373,-1.541,1.107,1.541
421.454,-13.381,37.862,3.132,-0.575,0.789,1.251,-1.606,0.953,1.446
421.465,-14.867,-15.284,2.093,-0.811,0.622,1.106,-2.052,0.818,1.322
421.475,-16.883,-59.631,1.297,-1.050,0.449,0.951,-2.499,0.662,1.173
421.486,-16.456,-18.759,1.629,-1.239,0.265,0.774,-2.630,0.495,1.004
421.497,-21.687,14.637,2.529,-1.527,-0.051,0.577,-2.702,0.217,0.833
421.507,-19.442,39.692,3.029,-1.708,-0.235,0.365,-2.763,0.085,0.661
421.518,-22.366,13.864,2.502,-1.974,-0.463,0.162,-3.084,-0.090,0.499
421.528,-19.859,-43.065,0.935,-2.245,-0.634,-0.049,-3.681,-0.228,0.308
421.539,-24.568,-50.768,-0.213,-2.604,-0.927,-0.279,-4.241,-0.512,0.076
421.550,-20.085,-3.712,0.524,-2.709,-1.046,-0.502,-4.199,-0.619,-0.144
421.560,-23.355,36.765,1.445,-2.964,-1.339,-0.726,-4.197,-0.877,-0.343
421.571,-22.855,30.657,1.706,-3.206,-1.574,-0.953,-4.359,-1.064,-0.533
421.581,-22.612,7.528,1.187,-3.498,-1.835,-1.199,-4.666,-1.276,-0.742
421.592,-17.374,-46.582,-0.301,-3.644,-1.884,-1.396,-5.124,-1.295,-0.916
421.603,-19.764,-54.512,-1.479,-3.900,-2.079,-1.584,-5.556,-1.486,-1.108
421.613,-14.874,-6.503,-1.228,-4.017,-2.191,-1.771,-5.614,-1.598,-1.300
421.624,-18.520,42.347,-0.083,-4.214,-2.444,-1.936,-5.486,-1.831,-1.453
