R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R
341.974,-0.869,-0.329,-0.350,-0.345,-0.308,-0.333,-0.334
341.985,-0.191,-0.334,-0.344,-0.339,-0.316,-0.329,-0.328
341.997,0.414,-0.334,-0.342,-0.337,-0.317,-0.326,-0.326
342.009,0.721,-0.319,-0.333,-0.329,-0.312,-0.314,-0.317
342.020,0.459,-0.420,-0.340,-0.329,-0.305,-0.347,-0.317
342.032,0.563,-0.475,-0.339,-0.323,-0.301,-0.361,-0.315
342.043,1.048,-0.477,-0.314,-0.298,-0.291,-0.339,-0.293
342.054,1.335,-0.492,-0.290,-0.273,-0.280,-0.321,-0.272
342.065,0.887,-0.470,-0.282,-0.267,-0.270,-0.312,-0.270
342.077,0.151,-0.579,-0.306,-0.283,-0.269,-0.366,-0.291
342.088,0.184,-0.478,-0.300,-0.284,-0.269,-0.340,-0.298
342.100,0.778,-0.444,-0.290,-0.275,-0.268,-0.328,-0.292
342.112,0.213,-0.370,-0.286,-0.276,-0.261,-0.306,-0.294
342.122,0.089,-0.367,-0.282,-0.271,-0.258,-0.306,-0.290
342.133,-0.593,-0.484,-0.314,-0.295,-0.267,-0.368,-0.316
342.145,-0.199,-0.380,-0.311,-0.299,-0.273,-0.343,-0.320
342.156,-0.386,-0.327,-0.317,-0.309,-0.278,-0.335,-0.330
342.166,0.346,-0.398,-0.314,-0.301,-0.279,-0.348,-0.322
342.178,-0.078,-0.195,-0.314,-0.313,-0.279,-0.304,-0.331
342.190,1.162,-0.116,-0.280,-0.285,-0.269,-0.248,-0.298
342.201,1.044,-0.155,-0.276,-0.278,-0.256,-0.251,-0.286
342.213,-0.488,-0.220,-0.301,-0.298,-0.253,-0.292,-0.305
342.224,-1.572,-0.340,-0.344,-0.331,-0.265,-0.364,-0.335
342.236,-1.836,-0.531,-0.376,-0.348,-0.284,-0.443,-0.353
342.248,-0.656,-0.358,-0.346,-0.329,-0.296,-0.381,-0.337
342.259,0.013,-0.218,-0.326,-0.319,-0.297,-0.326,-0.324
342.269,0.544,-0.137,-0.301,-0.301,-0.293,-0.278,-0.301
342.281,0.599,-0.112,-0.316,-0.318,-0.289,-0.279,-0.313
342.292,-0.141,-0.138,-0.334,-0.335,-0.288,-0.297,-0.324
342.304,-0.329,-0.165,-0.338,-0.337,-0.288,-0.302,-0.323
342.316,1.014,-0.254,-0.304,-0.300,-0.281,-0.279,-0.285
342.327,1.964,-0.334,-0.274,-0.268,-0.271,-0.256,-0.255
342.339,2.756,-0.361,-0.245,-0.235,-0.244,-0.243,-0.224
342.350,2.810,-0.328,-0.209,-0.196,-0.210,-0.219,-0.188
342.362,4.186,-0.516,-0.145,-0.107,-0.166,-0.231,-0.104
342.372,4.421,-0.661,-0.145,-0.084,-0.131,-0.306,-0.086
342.384,5.707,-0.398,-0.047,0.001,-0.074,-0.177,-0.013
342.395,7.250,-0.679,0.014,0.089,-0.009,-0.206,0.060
342.407,8.085,-0.556,0.129,0.196,0.076,-0.073,0.154
342.419,6.403,-0.515,0.179,0.242,0.154,-0.020,0.183
342.430,2.659,-0.248,0.179,0.220,0.201,0.040,0.152
342.442,1.188,-0.166,0.176,0.212,0.219,0.046,0.135
342.453,0.629,-0.146,0.177,0.213,0.227,0.047,0.131
342.465,0.936,-0.368,0.154,0.208,0.224,-0.034,0.119
342.475,0.306,-0.287,0.140,0.189,0.222,-0.041,0.094
342.487,3.310,-0.727,0.164,0.261,0.236,-0.164,0.151
342.498,2.103,-0.313,0.196,0.267,0.263,-0.062,0.143
342.510,1.509,-0.406,0.168,0.256,0.275,-0.142,0.123
342.521,1.824,-0.596,0.113,0.252,0.283,-0.355,0.109
342.533,3.598,-0.289,0.162,0.317,0.311,-0.346,0.164
342.545,7.504,-0.122,0.235,0.449,0.371,-0.438,0.287
342.556,11.145,-0.634,0.258,0.624,0.476,-0.853,0.445
342.566,13.455,-0.249,0.364,0.767,0.590,-0.841,0.570
342.578,16.446,-0.416,0.502,0.994,0.753,-0.942,0.775
342.588,20.101,-0.872,0.649,1.214,0.919,-0.996,0.963
342.598,20.585,-0.407,0.857,1.419,1.115,-0.767,1.143
342.610,21.642,-0.795,1.058,1.677,1.346,-0.715,1.360
342.620,21.886,-0.400,1.269,1.876,1.556,-0.462,1.522
342.631,21.704,-0.382,1.505,2.128,1.788,-0.264,1.731
342.641,20.094,-0.443,1.639,2.275,1.975,-0.162,1.838
342.653,17.829,0.042,1.768,2.377,2.162,0.054,1.901
342.665,14.091,0.112,1.865,2.471,2.330,0.172,1.958
342.676,13.496,-0.323,1.947,2.591,2.468,0.149,2.034
342.688,14.974,-0.567,2.089,2.754,2.608,0.227,2.147
342.698,13.041,-0.466,2.170,2.830,2.728,0.317,2.176
342.708,11.459,-0.018,2.253,2.886,2.829,0.478,2.196
342.720,8.044,-0.262,2.247,2.895,2.911,0.428,2.158
342.731,5.615,-0.661,2.224,2.896,2.965,0.329,2.107
342.741,4.300,-0.756,2.233,2.918,2.996,0.290,2.084
342.751,-0.935,0.122,2.168,2.803,2.989,0.366,1.933
342.761,-5.138,-0.727,1.941,2.673,2.934,-0.126,1.773
342.771,-7.403,-1.309,1.722,2.531,2.841,-0.562,1.587
342.783,-15.135,-1.002,1.366,2.190,2.672,-0.951,1.206
342.793,-19.389,-0.763,1.070,1.897,2.471,-1.234,0.890
342.803,-22.358,-1.088,0.758,1.604,2.231,-1.577,0.577
342.813,-24.880,-0.800,0.486,1.295,1.966,-1.714,0.252
342.825,-29.198,-0.259,0.100,0.849,1.626,-1.888,-0.190
342.835,-29.158,0.082,-0.177,0.543,1.320,-2.042,-0.479
342.845,-30.166,0.406,-0.500,0.210,1.013,-2.280,-0.786
342.855,-29.128,-0.334,-0.835,-0.058,0.709,-2.737,-1.028
342.865,-28.293,-0.708,-1.137,-0.328,0.411,-3.077,-1.281
342.875,-28.133,-0.047,-1.381,-0.612,0.124,-3.146,-1.534
342.885,-26.548,-0.241,-1.664,-0.870,-0.160,-3.429,-1.756
342.895,-26.556,-0.303,-1.944,-1.126,-0.431,-3.704,-1.975
342.906,-26.903,-0.737,-2.278,-1.396,-0.703,-4.139,-2.207
342.916,-25.692,-0.096,-2.492,-1.636,-0.965,-4.204,-2.406
342.926,-25.596,0.610,-2.720,-1.897,-1.217,-4.247,-2.606
342.936,-26.420,0.026,-3.068,-2.180,-1.481,-4.679,-2.826
342.946,-25.422,-0.318,-3.328,-2.386,-1.729,-4.988,-2.977
342.956,-26.289,-0.477,-3.626,-2.651,-1.981,-5.284,-3.185
342.966,-26.299,0.087,-3.864,-2.922,-2.238,-5.328,-3.393
342.976,-24.617,0.189,-4.030,-3.093,-2.464,-5.370,-3.490
342.986,-22.276,-0.324,-4.242,-3.253,-2.690,-5.620,-3.582
342.996,-18.789,-0.616,-4.397,-3.337,-2.875,-5.861,-3.606
343.006,-14.184,-0.467,-4.500,-3.403,-3.027,-5.957,-3.611
343.018,-7.827,-0.424,-4.542,-3.420,-3.153,-5.937,-3.553
343.028,-5.572,-0.041,-4.552,-3.464,-3.216,-5.749,-3.532
343.038,0.411,0.349,-4.441,-3.373,-3.230,-5.475,-3.372
343.048,2.313,0.510,-4.423,-3.324,-3.203,-5.432,-3.254
343.058,6.477,-0.224,-4.379,-3.159,-3.138,-5.608,-3.029
343.068,9.176,-0.748,-4.305,-3.013,-3.046,-5.631,-2.842
343.078,9.833,0.059,-4.160,-2.900,-2.936,-5.301,-2.682
343.088,10.972,0.850,-3.974,-2.757,-2.812,-4.896,-2.481
343.098,12.585,1.127,-3.818,-2.612,-2.683,-4.604,-2.276
343.108,13.458,0.727,-3.714,-2.452,-2.532,-4.548,-2.063
343.118,14.739,-1.060,-3.690,-2.247,-2.376,-4.925,-1.830
343.128,16.929,-1.735,-3.493,-1.980,-2.194,-4.850,-1.562
343.138,19.238,-0.524,-3.180,-1.745,-2.007,-4.267,-1.321
343.149,23.004,0.004,-2.820,-1.413,-1.774,-3.761,-0.974
343.160,24.897,-0.302,-2.483,-1.062,-1.478,-3.390,-0.611
343.170,27.771,0.748,-2.088,-0.713,-1.195,-2.815,-0.253
343.180,26.897,1.614,-1.754,-0.431,-0.902,-2.279,0.048
343.191,30.888,0.861,-1.415,-0.035,-0.595,-2.037,0.456
343.202,30.243,0.218,-1.069,0.348,-0.226,-1.747,0.828
343.214,32.815,-0.006,-0.657,0.763,0.138,-1.313,1.216
343.225,32.761,-0.102,-0.325,1.117,0.510,-1.017,1.536
343.237,31.955,-0.035,-0.018,1.452,0.879,-0.771,1.836
343.247,32.103,0.452,0.293,1.752,1.193,-0.415,2.103
343.257,30.766,1.252,0.611,2.021,1.506,0.048,2.347
343.267,28.897,0.958,0.825,2.260,1.800,0.209,2.558
343.277,26.153,0.072,0.949,2.441,2.057,0.187,2.698
343.287,23.627,-0.243,1.109,2.604,2.281,0.329,2.808
343.299,21.745,-0.295,1.301,2.772,2.509,0.563,2.912
343.309,17.905,-0.009,1.429,2.855,2.677,0.790,2.941
343.319,14.612,0.559,1.544,2.914,2.814,1.036,2.952
343.329,8.223,0.728,1.513,2.868,2.904,1.031,2.866
343.339,6.716,0.194,1.512,2.902,2.960,0.928,2.856
343.349,3.040,-0.296,1.388,2.830,2.976,0.650,2.734
343.359,0.858,-0.324,1.312,2.763,2.962,0.531,2.617
343.369,-4.868,0.425,1.169,2.581,2.912,0.479,2.394
343.380,-7.919,0.918,1.061,2.464,2.838,0.398,2.250
343.390,-11.097,0.088,0.849,2.317,2.728,0.018,2.075
343.400,-13.551,-1.033,0.615,2.167,2.589,-0.441,1.882
343.410,-14.672,-0.385,0.472,1.985,2.427,-0.488,1.660
343.420,-17.195,-0.104,0.254,1.771,2.249,-0.708,1.419
343.430,-17.933,-0.650,0.034,1.616,2.065,-1.088,1.236
343.440,-17.892,-0.354,-0.151,1.431,1.868,-1.263,1.026
343.450,-20.111,0.387,-0.370,1.172,1.662,-1.359,0.761
343.460,-22.119,0.263,-0.656,0.907,1.432,-1.665,0.495
343.470,-22.669,0.286,-0.890,0.669,1.189,-1.854,0.262
343.480,-24.041,0.502,-1.133,0.395,0.943,-1.976,-0.000
343.490,-23.584,0.414,-1.373,0.153,0.695,-2.166,-0.226
343.500,-24.302,0.456,-1.591,-0.068,0.464,-2.331,-0.430
343.510,-24.928,0.878,-1.818,-0.330,0.220,-2.417,-0.664
343.520,-26.176,0.807,-2.088,-0.586,-0.027,-2.666,-0.885
343.530,-28.648,0.788,-2.424,-0.903,-0.301,-2.987,-1.165
343.540,-30.466,1.576,-2.711,-1.242,-0.597,-3.069,-1.452
343.551,-29.938,0.980,-3.033,-1.502,-0.891,-3.473,-1.657
343.561,-29.965,0.458,-3.365,-1.796,-1.193,-3.826,-1.904
343.571,-31.151,0.945,-3.645,-2.133,-1.494,-3.888,-2.185
343.581,-29.200,0.779,-3.876,-2.369,-1.782,-4.025,-2.362
343.592,-24.615,0.197,-4.057,-2.523,-2.047,-4.202,-2.464
343.602,-21.721,0.374,-4.214,-2.698,-2.277,-4.239,-2.586
343.613,-20.333,0.634,-4.383,-2.871,-2.470,-4.321,-2.700
343.623,-17.619,0.080,-4.563,-2.990,-2.655,-4.576,-2.764
343.634,-15.788,-0.412,-4.752,-3.121,-2.818,-4.840,-2.847
343.645,-13.316,0.894,-4.756,-3.205,-2.948,-4.562,-2.872
343.655,-10.853,0.925,-4.807,-3.249,-3.048,-4.540,-2.851
343.666,-7.761,0.089,-4.849,-3.244,-3.114,-4.627,-2.790
343.676,-4.901,0.722,-4.736,-3.205,-3.147,-4.255,-2.696
343.687,-1.673,0.415,-4.658,-3.125,-3.150,-4.109,-2.561
343.697,3.519,-0.145,-4.529,-2.959,-3.114,-4.014,-2.355
343.707,9.448,0.017,-4.301,-2.745,-3.026,-3.698,-2.106
343.718,15.768,0.424,-4.010,-2.465,-2.867,-3.330,-1.791
343.728,21.998,0.341,-3.649,-2.101,-2.643,-2.929,-1.396
343.739,25.473,0.004,-3.310,-1.740,-2.375,-2.611,-1.018
343.749,29.578,0.144,-2.959,-1.395,-2.086,-2.220,-0.662
343.759,31.374,-0.059,-2.681,-1.056,-1.769,-2.071,-0.318
343.769,34.708,-0.594,-2.358,-0.637,-1.424,-1.975,0.086
343.779,36.056,-0.229,-2.033,-0.269,-1.063,-1.745,0.438
343.789,39.650,-0.519,-1.665,0.186,-0.680,-1.588,0.870
343.801,40.993,-1.365,-1.291,0.668,-0.219,-1.488,1.300
343.811,41.381,-1.872,-0.930,1.064,0.178,-1.232,1.634
343.821,40.350,-1.136,-0.530,1.412,0.568,-0.725,1.920
343.831,40.255,-2.076,-0.236,1.777,0.947,-0.639,2.216
343.841,37.095,-2.263,0.034,2.070,1.313,-0.464,2.424
343.851,34.160,-1.451,0.356,2.336,1.654,-0.044,2.611
343.861,32.156,-1.650,0.626,2.613,1.966,0.165,2.810
343.871,29.797,-1.346,0.906,2.843,2.247,0.521,2.961
343.881,26.214,-0.926,1.127,3.014,2.501,0.828,3.059
343.891,23.448,-1.126,1.295,3.174,2.725,0.966,3.145
343.902,21.383,-0.878,1.513,3.357,2.936,1.217,3.254
343.912,20.195,-0.755,1.703,3.527,3.123,1.410,3.352
343.922,16.601,-0.710,1.799,3.610,3.279,1.484,3.365
343.932,12.010,-0.667,1.855,3.655,3.395,1.518,3.342
343.942,11.482,-0.855,1.954,3.762,3.488,1.544,3.379
343.952,5.396,-0.851,1.900,3.702,3.541,1.455,3.249
343.962,0.706,-0.304,1.859,3.617,3.545,1.474,3.104
343.972,-0.522,-0.910,1.765,3.571,3.516,1.218,2.998
343.982,-4.081,-1.369,1.592,3.438,3.454,0.898,2.801
343.992,-8.895,-0.603,1.440,3.244,3.353,0.810,2.551
344.003,-11.832,-0.141,1.252,3.030,3.211,0.662,2.296
344.013,-16.023,-0.489,0.952,2.772,3.035,0.238,2.003
344.023,-19.062,-1.155,0.654,2.544,2.833,-0.254,1.735
344.033,-25.976,-0.720,0.319,2.185,2.582,-0.543,1.344
344.043,-29.608,0.142,0.051,1.866,2.298,-0.687,1.010
344.053,-30.661,-0.214,-0.297,1.571,1.992,-1.159,0.709
344.063,-32.183,-0.617,-0.696,1.215,1.664,-1.653,0.347
344.073,-34.621,-0.038,-1.079,0.790,1.310,-1.909,-0.073
344.083,-40.082,-0.059,-1.578,0.290,0.926,-2.373,-0.558
344.093,-38.173,-1.037,-1.996,-0.065,0.527,-2.912,-0.902
344.103,-38.991,-0.861,-2.438,-0.535,0.104,-3.254,-1.357
344.113,-41.387,-0.471,-2.884,-1.038,-0.322,-3.519,-1.832
344.124,-45.795,-1.044,-3.483,-1.610,-0.787,-4.138,-2.372
344.134,-44.784,-1.595,-3.948,-2.032,-1.253,-4.658,-2.761
344.145,-42.213,-1.510,-4.343,-2.441,-1.727,-4.967,-3.132
344.156,-44.809,-1.718,-4.955,-3.033,-2.249,-5.565,-3.676
344.167,-38.878,-2.097,-5.257,-3.268,-2.678,-5.975,-3.877
344.178,-40.053,-1.536,-5.677,-3.702,-3.093,-6.297,-4.269
344.188,-39.203,-0.419,-6.029,-4.115,-3.507,-6.430,-4.625
344.199,-42.746,-0.445,-6.548,-4.611,-3.920,-6.917,-5.050
344.210,-42.701,-1.306,-7.053,-5.063,-4.370,-7.465,-5.437
344.220,-39.263,-1.404,-7.363,-5.359,-4.777,-7.725,-5.667
344.231,-41.370,-0.927,-7.809,-5.866,-5.205,-7.934,-6.100
344.242,-44.512,-0.526,-8.267,-6.381,-5.635,-8.160,-6.531
344.252,-50.559,-1.126,-8.884,-6.974,-6.109,-8.734,-7.037
344.263,-55.822,-1.968,-9.598,-7.643,-6.654,-9.456,-7.623
344.274,-60.310,-1.837,-10.276,-8.335,-7.244,-9.996,-8.226
344.284,-69.135,-1.151,-11.158,-9.252,-7.912,-10.681,-9.036
344.295,-80.689,-0.873,-12.195,-10.316,-8.677,-11.519,-9.978
344.306,-89.774,-1.338,-13.278,-11.382,-9.537,-12.502,-10.911
344.316,-98.878,-1.095,-14.402,-12.559,-10.488,-13.350,-11.945
344.327,-103.486,-0.631,-15.527,-13.749,-11.535,-14.157,-12.971
344.338,-106.393,-0.241,-16.621,-14.893,-12.593,-14.954,-13.932
344.348,-109.750,-0.310,-17.749,-16.039,-13.668,-15.848,-14.884
344.359,-112.609,-0.388,-18.915,-17.201,-14.773,-16.819,-15.842
344.370,-113.101,-0.838,-20.067,-18.298,-15.866,-17.884,-16.726
344.381,-102.895,-0.759,-20.994,-19.208,-17.032,-18.579,-17.364
344.392,-87.129,-1.547,-21.531,-19.695,-17.906,-18.955,-17.582
344.403,-68.781,-1.660,-21.843,-20.018,-18.646,-18.978,-17.643
344.415,-48.305,-1.445,-21.874,-20.066,-19.161,-18.712,-17.433
344.427,-29.111,-1.200,-21.671,-19.917,-19.483,-18.136,-17.037
344.437,-10.826,-1.854,-21.317,-19.531,-19.562,-17.666,-16.463
344.447,10.841,-2.567,-20.713,-18.835,-19.438,-17.099,-15.601
344.457,28.629,-3.686,-20.018,-18.045,-19.119,-16.469,-14.672
344.469,46.374,-4.231,-19.056,-17.039,-18.542,-15.453,-13.526
344.481,60.416,-4.442,-18.008,-15.973,-17.806,-14.319,-12.349
344.492,70.083,-4.154,-16.932,-14.898,-16.942,-13.133,-11.187
344.504,79.993,-3.875,-15.737,-13.688,-15.968,-11.885,-9.907
344.515,87.327,-3.855,-14.578,-12.512,-14.937,-10.694,-8.679
344.526,94.990,-4.224,-13.380,-11.298,-13.864,-9.489,-7.435
344.536,101.575,-4.686,-12.158,-10.045,-12.747,-8.318,-6.183
344.547,103.765,-4.781,-10.901,-8.825,-11.577,-6.987,-4.987
344.558,111.824,-4.535,-9.451,-7.435,-10.339,-5.437,-3.641
344.569,115.979,-3.976,-8.023,-6.072,-9.035,-3.911,-2.338
344.580,115.773,-3.565,-6.706,-4.805,-7.727,-2.555,-1.143
344.591,122.324,-3.429,-5.209,-3.322,-6.372,-1.116,0.247
344.602,124.000,-3.063,-3.800,-1.942,-5.012,0.248,1.517
344.612,125.996,-3.321,-2.484,-0.610,-3.686,1.399,2.721
344.623,125.287,-3.556,-1.195,0.681,-2.357,2.529,3.859
344.633,124.503,-3.033,0.152,1.964,-1.032,3.851,4.976
344.644,124.140,-2.513,1.467,3.213,0.270,5.132,6.048
344.655,119.846,-2.982,2.594,4.374,1.540,5.984,7.016
344.665,112.854,-3.397,3.596,5.418,2.744,6.671,7.846
344.675,106.461,-2.962,4.580,6.336,3.805,7.575,8.541
344.685,98.687,-3.453,5.370,7.133,4.776,8.110,9.108
344.696,88.708,-3.369,6.036,7.796,5.666,8.533,9.528
344.706,77.304,-2.708,6.611,8.320,6.466,8.975,9.814
344.717,66.739,-3.005,7.079,8.770,7.150,9.234,10.028
344.727,58.144,-3.171,7.456,9.163,7.735,9.323,10.180
344.737,45.883,-2.206,7.711,9.345,8.180,9.495,10.130
344.747,36.960,-2.279,7.862,9.487,8.513,9.427,10.050
344.758,29.009,-1.839,8.013,9.571,8.765,9.494,9.917
344.768,21.286,-1.384,8.053,9.598,8.946,9.342,9.743
344.778,14.627,-1.800,7.918,9.585,9.051,8.719,9.531
344.788,6.752,-1.463,7.787,9.436,9.073,8.426,9.191
344.798,3.910,-1.517,7.672,9.347,9.042,8.063,8.921
344.808,-3.752,-1.667,7.385,9.124,8.964,7.446,8.522
344.818,-9.458,-0.937,7.152,8.846,8.815,7.148,8.085
344.828,-13.375,-1.049,6.875,8.557,8.619,6.740,7.650
344.838,-18.261,-0.858,6.577,8.208,8.381,6.406,7.164
344.848,-21.057,-0.403,6.329,7.895,8.118,6.171,6.728
344.858,-27.462,-0.580,5.865,7.446,7.801,5.546,6.170
344.868,-28.690,-1.045,5.360,7.059,7.453,4.657,5.677
344.878,-33.081,-0.341,4.872,6.578,7.080,4.058,5.105
344.890,-35.461,-0.487,4.323,6.071,6.619,3.314,4.503
344.901,-39.805,-1.351,3.694,5.550,6.166,2.368,3.906
344.911,-45.595,-1.328,3.067,4.933,5.670,1.648,3.218
344.921,-49.750,-1.078,2.484,4.336,5.144,1.050,2.567
344.931,-53.588,-1.287,1.823,3.675,4.571,0.349,1.862
344.943,-56.693,-1.222,1.131,2.943,3.884,-0.286,1.094
344.953,-57.415,-0.947,0.545,2.325,3.275,-0.819,0.461
344.963,-60.183,-1.003,-0.128,1.674,2.661,-1.547,-0.191
344.973,-58.996,-1.783,-0.764,1.122,2.045,-2.370,-0.742
344.983,-60.403,-0.867,-1.382,0.447,1.413,-2.841,-1.403
344.993,-60.298,-0.356,-1.953,-0.160,0.783,-3.290,-1.971
345.004,-60.341,-0.647,-2.549,-0.704,0.188,-3.955,-2.472
345.015,-57.899,-0.390,-3.163,-1.344,-0.507,-4.442,-3.041
345.026,-57.902,-0.351,-3.765,-1.953,-1.120,-4.961,-3.581
