R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
276.197,0.152,-0.289,-0.312,-0.285,-0.287,-0.346,-0.311,-0.314,-0.341
276.207,0.413,-0.414,-0.315,-0.294,-0.296,-0.345,-0.321,-0.323,-0.341
276.218,-0.669,-0.374,-0.340,-0.304,-0.304,-0.342,-0.338,-0.331,-0.338
276.228,-0.181,-0.543,-0.345,-0.306,-0.306,-0.347,-0.342,-0.334,-0.344
276.239,1.086,-0.332,-0.334,-0.280,-0.280,-0.342,-0.314,-0.310,-0.339
276.249,1.955,-0.205,-0.333,-0.254,-0.254,-0.326,-0.289,-0.285,-0.324
276.260,0.382,-0.540,-0.336,-0.271,-0.271,-0.314,-0.309,-0.304,-0.313
276.271,0.268,-0.373,-0.329,-0.265,-0.265,-0.310,-0.301,-0.299,-0.310
276.281,-1.503,-0.541,-0.336,-0.293,-0.293,-0.314,-0.331,-0.327,-0.316
276.292,-0.337,-0.331,-0.330,-0.291,-0.291,-0.326,-0.328,-0.326,-0.328
276.302,0.136,-0.122,-0.321,-0.271,-0.272,-0.323,-0.307,-0.308,-0.326
276.313,0.415,-0.206,-0.322,-0.267,-0.268,-0.318,-0.305,-0.305,-0.322
276.323,-0.585,-0.331,-0.318,-0.284,-0.285,-0.321,-0.321,-0.322,-0.325
276.334,-1.558,-0.709,-0.319,-0.303,-0.304,-0.327,-0.341,-0.341,-0.331
276.345,-0.895,-0.331,-0.312,-0.306,-0.308,-0.340,-0.341,-0.344,-0.344
276.355,-0.695,-0.416,-0.315,-0.304,-0.305,-0.347,-0.339,-0.341,-0.351
276.366,-0.700,-0.331,-0.320,-0.309,-0.310,-0.354,-0.345,-0.346,-0.357
276.376,-0.932,-0.247,-0.301,-0.325,-0.327,-0.363,-0.355,-0.362,-0.366
276.387,-0.963,-0.206,-0.305,-0.330,-0.332,-0.372,-0.360,-0.365,-0.373
276.397,0.416,-0.289,-0.311,-0.307,-0.309,-0.372,-0.338,-0.341,-0.372
276.408,-0.348,-0.247,-0.309,-0.324,-0.326,-0.371,-0.354,-0.357,-0.370
276.419,0.113,-0.288,-0.307,-0.315,-0.317,-0.373,-0.343,-0.347,-0.371
276.429,0.728,-0.248,-0.314,-0.301,-0.302,-0.370,-0.331,-0.332,-0.366
276.440,-0.208,-0.248,-0.314,-0.321,-0.322,-0.368,-0.350,-0.352,-0.363
276.450,-0.971,-0.459,-0.313,-0.340,-0.341,-0.372,-0.368,-0.370,-0.366
276.461,-1.990,-0.289,-0.318,-0.361,-0.362,-0.383,-0.389,-0.389,-0.377
276.472,-1.612,-0.206,-0.315,-0.365,-0.366,-0.397,-0.390,-0.392,-0.389
276.482,-1.777,-0.247,-0.324,-0.378,-0.379,-0.411,-0.404,-0.403,-0.402
276.493,-0.378,-0.290,-0.328,-0.359,-0.360,-0.422,-0.385,-0.382,-0.411
276.503,-2.112,-0.373,-0.325,-0.398,-0.399,-0.435,-0.422,-0.420,-0.422
276.514,-2.203,-0.331,-0.325,-0.429,-0.430,-0.459,-0.449,-0.448,-0.444
276.524,-1.257,-0.414,-0.326,-0.435,-0.436,-0.476,-0.453,-0.451,-0.458
276.535,-0.382,-0.080,-0.316,-0.421,-0.422,-0.481,-0.432,-0.434,-0.460
276.546,-0.363,-0.458,-0.323,-0.418,-0.418,-0.483,-0.429,-0.428,-0.459
276.556,-0.574,-0.331,-0.331,-0.427,-0.427,-0.487,-0.437,-0.434,-0.459
276.567,-0.400,-0.122,-0.329,-0.407,-0.408,-0.486,-0.416,-0.413,-0.455
276.577,-0.660,-0.372,-0.330,-0.417,-0.417,-0.490,-0.423,-0.420,-0.456
276.588,-0.797,-0.331,-0.340,-0.427,-0.427,-0.496,-0.434,-0.428,-0.460
276.598,-0.854,-0.122,-0.327,-0.428,-0.428,-0.501,-0.429,-0.427,-0.463
276.609,-0.856,-0.373,-0.342,-0.432,-0.432,-0.508,-0.435,-0.429,-0.467
276.620,0.161,-0.289,-0.327,-0.429,-0.429,-0.514,-0.426,-0.424,-0.469
276.630,-0.523,-0.583,-0.324,-0.430,-0.431,-0.511,-0.424,-0.424,-0.464
276.641,-0.977,-0.206,-0.321,-0.438,-0.439,-0.516,-0.429,-0.429,-0.465
276.651,-0.599,-0.290,-0.328,-0.429,-0.429,-0.518,-0.419,-0.418,-0.464
276.662,-1.341,-0.080,-0.317,-0.444,-0.445,-0.523,-0.429,-0.431,-0.467
276.672,-1.771,-0.456,-0.331,-0.459,-0.459,-0.536,-0.445,-0.443,-0.476
276.683,-1.070,-0.332,-0.332,-0.467,-0.467,-0.552,-0.451,-0.448,-0.488
276.694,-0.822,-0.206,-0.334,-0.486,-0.486,-0.564,-0.467,-0.464,-0.497
276.704,-0.420,-0.247,-0.337,-0.490,-0.490,-0.570,-0.469,-0.464,-0.499
276.715,0.742,-0.330,-0.340,-0.473,-0.473,-0.565,-0.450,-0.446,-0.491
276.725,0.864,-0.123,-0.343,-0.484,-0.483,-0.561,-0.459,-0.453,-0.484
276.736,0.683,-0.206,-0.333,-0.483,-0.483,-0.554,-0.453,-0.450,-0.474
276.746,1.787,-0.288,-0.336,-0.457,-0.457,-0.540,-0.425,-0.422,-0.458
276.757,0.910,-0.541,-0.339,-0.448,-0.448,-0.524,-0.415,-0.411,-0.439
276.768,-0.536,-0.415,-0.340,-0.471,-0.471,-0.524,-0.437,-0.433,-0.438
276.778,-0.409,-0.164,-0.331,-0.470,-0.470,-0.529,-0.432,-0.430,-0.441
276.789,0.143,-0.122,-0.331,-0.466,-0.466,-0.528,-0.425,-0.424,-0.439
276.799,-1.712,-0.164,-0.321,-0.508,-0.509,-0.536,-0.462,-0.465,-0.444
276.810,-1.611,-0.289,-0.332,-0.521,-0.522,-0.552,-0.476,-0.474,-0.459
276.820,-1.408,-0.206,-0.325,-0.546,-0.546,-0.571,-0.494,-0.495,-0.474
276.831,-2.074,-0.248,-0.312,-0.579,-0.580,-0.587,-0.519,-0.524,-0.488
276.841,-0.804,-0.373,-0.324,-0.567,-0.567,-0.599,-0.507,-0.508,-0.497
276.851,0.121,-0.247,-0.330,-0.555,-0.555,-0.604,-0.494,-0.493,-0.499
276.862,0.720,-0.289,-0.328,-0.549,-0.550,-0.600,-0.486,-0.485,-0.494
276.872,0.110,-0.248,-0.333,-0.562,-0.562,-0.595,-0.497,-0.496,-0.487
276.883,0.062,-0.206,-0.337,-0.557,-0.557,-0.591,-0.491,-0.488,-0.481
276.893,0.046,-0.206,-0.323,-0.539,-0.539,-0.585,-0.467,-0.468,-0.473
276.903,-0.103,-0.498,-0.329,-0.557,-0.558,-0.589,-0.485,-0.484,-0.475
276.914,-0.528,-0.541,-0.331,-0.573,-0.573,-0.591,-0.499,-0.498,-0.475
276.924,-0.436,-0.332,-0.330,-0.574,-0.574,-0.593,-0.497,-0.496,-0.476
276.935,-0.417,-0.207,-0.325,-0.577,-0.577,-0.594,-0.496,-0.497,-0.475
276.945,-0.957,-0.580,-0.328,-0.585,-0.585,-0.598,-0.503,-0.502,-0.477
276.955,-0.226,-0.415,-0.326,-0.583,-0.583,-0.604,-0.497,-0.498,-0.481
276.966,-0.522,-0.247,-0.314,-0.579,-0.581,-0.604,-0.488,-0.493,-0.479
276.976,-0.253,-0.627,-0.320,-0.575,-0.576,-0.606,-0.483,-0.485,-0.480
276.987,-1.362,0.337,-0.330,-0.604,-0.605,-0.613,-0.512,-0.512,-0.485
276.997,-0.347,-0.164,-0.291,-0.599,-0.602,-0.622,-0.494,-0.506,-0.492
277.008,-0.093,-1.800,-0.331,-0.612,-0.612,-0.627,-0.515,-0.512,-0.493
277.018,1.819,-0.038,-0.326,-0.543,-0.543,-0.611,-0.443,-0.442,-0.476
277.028,0.505,0.045,-0.403,-0.566,-0.562,-0.602,-0.485,-0.461,-0.467
277.039,0.358,-3.074,-0.296,-0.547,-0.549,-0.592,-0.434,-0.447,-0.455
277.049,-1.051,-4.471,-0.445,-0.582,-0.576,-0.592,-0.508,-0.474,-0.457
277.059,0.437,-1.522,-0.416,-0.560,-0.556,-0.596,-0.478,-0.454,-0.460
277.070,0.744,-1.437,-0.510,-0.554,-0.543,-0.591,-0.498,-0.443,-0.458
277.080,1.265,0.885,-0.510,-0.527,-0.517,-0.582,-0.472,-0.420,-0.452
277.091,2.446,2.356,-0.615,-0.473,-0.456,-0.562,-0.450,-0.366,-0.437
277.101,2.058,2.609,-0.594,-0.453,-0.438,-0.539,-0.426,-0.354,-0.420
277.111,1.147,4.539,-0.576,-0.441,-0.428,-0.520,-0.416,-0.350,-0.406
277.122,1.285,-0.583,-0.519,-0.410,-0.399,-0.505,-0.373,-0.327,-0.395
277.132,1.299,0.798,-0.501,-0.389,-0.380,-0.489,-0.353,-0.312,-0.383
277.143,0.596,7.112,-0.516,-0.376,-0.366,-0.475,-0.349,-0.304,-0.373
277.153,0.552,-0.890,-0.469,-0.386,-0.379,-0.473,-0.349,-0.320,-0.374
277.164,0.890,-8.773,-0.595,-0.377,-0.361,-0.461,-0.380,-0.308,-0.367
277.175,0.685,-0.524,-0.680,-0.360,-0.340,-0.448,-0.391,-0.296,-0.362
277.185,0.608,1.653,-0.673,-0.354,-0.335,-0.442,-0.388,-0.300,-0.363
277.195,-0.416,-6.981,-0.695,-0.366,-0.345,-0.438,-0.411,-0.317,-0.365
277.206,1.229,-5.879,-0.739,-0.333,-0.309,-0.433,-0.397,-0.290,-0.369
277.216,0.708,-3.987,-0.963,-0.345,-0.308,-0.425,-0.477,-0.302,-0.372
277.227,0.455,-4.840,-0.996,-0.346,-0.306,-0.420,-0.498,-0.314,-0.380
277.237,0.714,-4.459,-1.050,-0.333,-0.290,-0.414,-0.510,-0.314,-0.388
277.248,-0.182,1.525,-1.086,-0.356,-0.310,-0.414,-0.553,-0.350,-0.404
277.258,-0.463,2.664,-1.008,-0.356,-0.315,-0.418,-0.547,-0.370,-0.422
277.268,-1.100,-0.163,-0.983,-0.383,-0.343,-0.429,-0.575,-0.410,-0.445
277.279,-1.274,-2.354,-1.028,-0.411,-0.369,-0.445,-0.623,-0.448,-0.473
277.289,-0.443,-4.204,-1.079,-0.421,-0.375,-0.460,-0.652,-0.466,-0.499
277.300,-1.000,0.043,-1.076,-0.463,-0.418,-0.476,-0.701,-0.520,-0.528
277.310,-0.601,4.306,-0.984,-0.441,-0.402,-0.481,-0.662,-0.515,-0.543
277.320,-0.271,4.629,-0.854,-0.418,-0.386,-0.483,-0.611,-0.507,-0.553
277.331,-1.618,-2.530,-0.927,-0.454,-0.417,-0.491,-0.673,-0.546,-0.568
277.341,-0.122,0.716,-0.919,-0.432,-0.396,-0.500,-0.653,-0.532,-0.584
277.352,0.329,1.257,-0.883,-0.417,-0.383,-0.498,-0.636,-0.529,-0.591
277.363,0.927,-7.021,-0.991,-0.400,-0.360,-0.492,-0.652,-0.516,-0.593
277.373,0.808,-3.237,-0.913,-0.399,-0.363,-0.486,-0.637,-0.527,-0.594
277.384,0.480,-1.851,-0.831,-0.387,-0.357,-0.478,-0.610,-0.527,-0.592
277.394,-0.394,-2.718,-0.818,-0.412,-0.382,-0.481,-0.635,-0.558,-0.599
277.404,0.140,1.295,-0.828,-0.393,-0.362,-0.481,-0.622,-0.543,-0.603
277.415,0.657,-3.475,-0.889,-0.382,-0.348,-0.477,-0.631,-0.535,-0.605
277.425,-1.259,-2.660,-0.959,-0.407,-0.368,-0.476,-0.679,-0.563,-0.610
277.436,-0.902,-1.326,-0.983,-0.412,-0.372,-0.486,-0.695,-0.574,-0.628
277.446,-0.188,3.515,-0.892,-0.392,-0.357,-0.492,-0.656,-0.566,-0.640
277.456,-0.224,7.862,-0.703,-0.387,-0.364,-0.497,-0.607,-0.577,-0.647
277.467,-0.228,1.035,-0.615,-0.392,-0.375,-0.500,-0.592,-0.588,-0.650
277.477,0.294,-5.847,-0.597,-0.377,-0.360,-0.500,-0.573,-0.572,-0.648
277.488,-0.035,-8.917,-0.620,-0.365,-0.346,-0.494,-0.568,-0.558,-0.641
277.498,-0.507,-4.430,-0.686,-0.396,-0.373,-0.499,-0.617,-0.586,-0.646
277.508,0.177,1.229,-0.641,-0.382,-0.362,-0.501,-0.591,-0.576,-0.647
277.519,0.568,7.785,-0.492,-0.356,-0.345,-0.494,-0.527,-0.558,-0.639
277.529,-0.030,6.461,-0.307,-0.367,-0.368,-0.492,-0.491,-0.577,-0.633
277.540,0.072,1.521,-0.223,-0.357,-0.363,-0.490,-0.457,-0.565,-0.622
277.550,-0.277,1.217,-0.136,-0.372,-0.383,-0.494,-0.446,-0.575,-0.617
277.560,0.853,6.318,0.165,-0.353,-0.383,-0.496,-0.346,-0.561,-0.605
277.571,0.791,5.457,0.411,-0.322,-0.367,-0.481,-0.243,-0.528,-0.573
277.581,1.404,-7.429,0.472,-0.305,-0.354,-0.469,-0.194,-0.495,-0.541
277.591,1.234,-20.854,0.373,-0.302,-0.343,-0.452,-0.206,-0.463,-0.502
277.602,-0.312,-1.822,0.201,-0.339,-0.362,-0.443,-0.304,-0.461,-0.473
277.612,0.763,9.732,0.014,-0.344,-0.351,-0.439,-0.366,-0.440,-0.459
277.623,0.098,3.270,-0.164,-0.377,-0.370,-0.436,-0.444,-0.453,-0.450
277.633,0.513,18.147,-0.323,-0.400,-0.387,-0.436,-0.487,-0.468,-0.448
277.643,-0.029,16.719,-0.332,-0.409,-0.395,-0.431,-0.502,-0.478,-0.448
277.654,0.952,-4.578,-0.227,-0.369,-0.360,-0.424,-0.441,-0.444,-0.442
277.664,0.978,-20.232,-0.218,-0.349,-0.338,-0.408,-0.419,-0.412,-0.416
277.675,1.682,2.498,-0.235,-0.321,-0.311,-0.394,-0.381,-0.381,-0.398
277.685,2.065,-2.693,-0.397,-0.305,-0.285,-0.372,-0.408,-0.352,-0.374
277.696,1.935,17.579,-0.261,-0.283,-0.271,-0.350,-0.352,-0.343,-0.356
277.706,0.925,-14.765,-0.341,-0.284,-0.270,-0.334,-0.363,-0.340,-0.340
277.716,0.967,4.880,-0.374,-0.287,-0.271,-0.326,-0.374,-0.340,-0.331
277.727,1.370,11.933,-0.434,-0.278,-0.257,-0.314,-0.386,-0.332,-0.325
277.737,-0.074,-23.701,-0.445,-0.300,-0.275,-0.309,-0.420,-0.350,-0.321
277.747,0.194,6.149,-0.370,-0.299,-0.277,-0.309,-0.405,-0.351,-0.321
277.758,-0.018,-6.275,-0.600,-0.324,-0.286,-0.308,-0.494,-0.362,-0.325
277.768,-1.060,12.218,-0.532,-0.344,-0.309,-0.313,-0.506,-0.392,-0.338
277.779,-0.128,-7.586,-0.500,-0.304,-0.275,-0.316,-0.441,-0.361,-0.344
277.789,-1.604,-2.001,-0.600,-0.354,-0.320,-0.326,-0.513,-0.407,-0.357
277.799,-0.646,21.158,-0.372,-0.319,-0.298,-0.336,-0.432,-0.393,-0.375
277.810,-0.922,-28.277,-0.661,-0.364,-0.319,-0.348,-0.565,-0.411,-0.385
277.820,0.247,10.023,-0.343,-0.343,-0.315,-0.357,-0.478,-0.407,-0.395
277.831,-0.005,3.661,-0.422,-0.350,-0.317,-0.353,-0.502,-0.408,-0.392
277.841,0.845,-6.847,-0.797,-0.373,-0.321,-0.358,-0.597,-0.417,-0.403
277.852,0.170,11.463,-0.670,-0.381,-0.341,-0.354,-0.568,-0.446,-0.409
277.862,2.008,0.679,-0.546,-0.335,-0.300,-0.343,-0.500,-0.406,-0.401
277.872,5.906,-9.562,-0.790,-0.258,-0.208,-0.313,-0.485,-0.319,-0.375
277.883,7.565,-0.849,-0.708,-0.116,-0.069,-0.240,-0.335,-0.194,-0.313
277.893,7.327,10.057,-0.450,-0.038,-0.000,-0.163,-0.232,-0.131,-0.242
277.904,12.128,-1.494,-0.543,0.167,0.216,-0.053,-0.075,0.073,-0.140
277.914,16.336,-9.386,-0.719,0.386,0.449,0.087,0.084,0.290,-0.010
277.925,20.155,5.935,-0.623,0.663,0.722,0.277,0.354,0.541,0.163
277.935,24.635,-18.159,-0.667,1.016,1.072,0.513,0.694,0.863,0.380
277.945,25.742,32.991,0.012,1.299,1.341,0.770,1.006,1.105,0.620
277.956,29.357,-19.530,-0.162,1.659,1.741,1.065,1.195,1.478,0.897
277.966,35.463,-3.260,-0.253,2.097,2.186,1.394,1.579,1.886,1.202
277.977,38.102,-15.742,-0.305,2.560,2.652,1.783,1.985,2.302,1.554
277.987,41.520,25.065,0.100,2.984,3.064,2.183,2.413,2.667,1.921
277.998,40.960,6.860,0.181,3.423,3.502,2.605,2.806,3.049,2.300
278.008,38.483,-9.350,-0.002,3.775,3.858,3.008,3.089,3.348,2.659
278.019,39.795,1.022,0.255,4.176,4.247,3.392,3.472,3.668,2.987
278.029,39.281,-3.509,0.330,4.550,4.623,3.782,3.778,3.980,3.324
278.040,36.795,24.128,0.639,4.906,4.959,4.167,4.142,4.244,3.649
278.050,32.581,-14.229,0.407,5.135,5.207,4.506,4.230,4.423,3.926
278.060,29.338,8.567,0.642,5.360,5.430,4.803,4.394,4.569,4.154
278.071,27.236,-23.810,0.578,5.610,5.702,5.088,4.495,4.767,4.372
278.081,21.457,22.955,0.955,5.685,5.770,5.310,4.526,4.761,4.524
278.092,13.911,-14.077,0.744,5.639,5.758,5.461,4.294,4.681,4.606
278.102,5.966,5.357,0.798,5.548,5.675,5.543,4.112,4.529,4.617
278.113,1.111,-16.266,0.713,5.419,5.544,5.541,3.937,4.334,4.546
278.123,-4.654,23.107,0.957,5.239,5.339,5.481,3.796,4.073,4.422
278.134,-12.168,-33.099,0.590,4.990,5.128,5.384,3.363,3.809,4.263
278.144,-15.827,21.382,1.010,4.723,4.858,5.208,3.070,3.491,4.026
278.155,-22.967,6.114,0.809,4.339,4.505,4.982,2.551,3.102,3.752
278.165,-25.262,-17.081,0.339,3.956,4.167,4.704,1.986,2.727,3.422
278.176,-27.720,1.080,0.409,3.586,3.799,4.398,1.594,2.328,3.069
278.186,-30.090,0.814,0.488,3.232,3.436,4.072,1.266,1.942,2.705
278.197,-35.532,20.775,0.872,2.769,2.933,3.701,0.947,1.434,2.309
278.207,-40.107,-20.405,0.169,2.284,2.473,3.299,0.384,0.970,1.887
278.218,-45.100,3.740,0.639,1.808,1.947,2.851,0.099,0.448,1.424
278.228,-49.322,30.789,1.581,1.274,1.351,2.348,-0.177,-0.113,0.933
278.239,-54.812,4.234,1.593,0.606,0.685,1.789,-0.802,-0.727,0.404
278.249,-56.157,-35.880,1.035,-0.064,0.065,1.205,-1.594,-1.293,-0.148
278.260,-57.582,9.471,1.527,-0.711,-0.587,0.601,-2.146,-1.878,-0.708
278.270,-59.876,26.991,2.089,-1.371,-1.238,-0.003,-2.742,-2.439,-1.246
278.281,-58.994,-23.006,1.708,-2.020,-1.826,-0.619,-3.500,-2.928,-1.786
278.291,-59.994,-17.585,1.389,-2.685,-2.463,-1.241,-4.149,-3.465,-2.329
278.302,-58.937,16.528,1.763,-3.250,-3.053,-1.848,-4.501,-3.941,-2.845
278.312,-56.148,8.163,1.816,-3.786,-3.588,-2.443,-4.903,-4.353,-3.337
278.323,-54.945,-0.796,1.680,-4.300,-4.074,-2.985,-5.375,-4.710,-3.768
278.333,-47.187,-15.195,1.484,-4.642,-4.396,-3.481,-5.643,-4.903,-4.150
278.343,-43.535,-0.793,1.617,-5.040,-4.801,-3.939,-5.864,-5.175,-4.488
278.354,-36.925,-3.205,1.744,-5.293,-5.057,-4.328,-5.956,-5.291,-4.749
278.364,-32.003,14.816,2.085,-5.521,-5.294,-4.658,-5.993,-5.385,-4.943
278.375,-27.459,29.381,2.158,-5.665,-5.431,-4.917,-6.007,-5.375,-5.061
278.385,-22.987,-15.154,1.302,-5.892,-5.607,-5.156,-6.254,-5.413,-5.166
278.396,-19.356,-20.588,0.697,-6.005,-5.672,-5.337,-6.395,-5.358,-5.229
278.406,-11.699,-39.746,0.353,-6.015,-5.630,-5.461,-6.452,-5.204,-5.241
278.417,-4.684,-5.519,0.767,-5.938,-5.544,-5.514,-6.266,-5.009,-5.181
278.427,1.487,33.493,1.569,-5.808,-5.442,-5.505,-5.899,-4.790,-5.051
278.438,8.954,22.292,1.855,-5.480,-5.129,-5.390,-5.379,-4.360,-4.809
278.448,17.177,-7.007,1.452,-5.158,-4.776,-5.211,-5.038,-3.903,-4.513
278.459,25.144,-25.011,1.062,-4.807,-4.385,-4.962,-4.711,-3.424,-4.162
278.469,31.066,-28.590,0.707,-4.311,-3.854,-4.612,-4.237,-2.823,-3.724
278.480,41.354,7.366,1.399,-3.697,-3.268,-4.205,-3.437,-2.175,-3.236
278.490,46.049,38.084,2.552,-3.065,-2.706,-3.722,-2.473,-1.544,-2.663
278.501,52.465,12.687,2.829,-2.373,-2.030,-3.170,-1.645,-0.801,-2.020
278.511,55.216,-1.276,2.449,-1.693,-1.326,-2.559,-0.978,-0.049,-1.335
278.522,62.571,-18.755,1.536,-0.996,-0.572,-1.925,-0.433,0.726,-0.654
278.532,61.720,-36.713,0.464,-0.367,0.124,-1.245,-0.028,1.408,0.038
278.543,66.201,-34.270,0.632,0.386,0.882,-0.555,0.709,2.131,0.720
278.554,65.777,32.426,1.692,1.082,1.545,0.144,1.511,2.760,1.413
278.564,62.420,43.751,2.070,1.612,2.083,0.809,2.010,3.269,2.070
278.575,59.638,-5.145,1.118,2.187,2.717,1.461,2.361,3.852,2.694
278.585,57.288,-35.169,-0.156,2.708,3.325,2.090,2.536,4.374,3.259
278.596,54.426,-26.317,-0.378,3.113,3.756,2.641,2.790,4.704,3.727
278.606,51.075,21.498,0.113,3.579,4.189,3.171,3.303,5.033,4.170
278.617,46.444,13.428,0.369,4.031,4.610,3.674,3.793,5.353,4.585
278.627,40.214,-19.165,0.078,4.361,4.945,4.123,4.027,5.579,4.938
278.638,36.651,-18.630,0.127,4.631,5.202,4.486,4.263,5.724,5.198
278.648,28.971,3.358,0.598,4.811,5.347,4.802,4.483,5.763,5.414
278.659,20.409,15.878,0.952,4.923,5.441,5.053,4.582,5.758,5.570
278.669,17.128,9.063,1.111,4.993,5.499,5.219,4.618,5.723,5.642
278.680,10.479,6.964,1.239,4.979,5.487,5.339,4.533,5.623,5.673
278.690,3.600,-3.698,1.038,4.889,5.415,5.396,4.315,5.465,5.640
278.701,-4.144,-15.172,0.634,4.662,5.227,5.366,3.894,5.189,5.516
278.711,-11.882,-8.349,0.553,4.368,4.946,5.252,3.497,4.824,5.307
278.722,-17.483,3.574,0.656,4.064,4.639,5.071,3.156,4.440,5.036
278.732,-27.156,0.383,0.715,3.595,4.165,4.802,2.664,3.903,4.688
278.743,-32.657,-12.590,0.605,3.182,3.757,4.475,2.203,3.439,4.289
278.753,-37.813,-9.098,0.859,2.670,3.231,4.080,1.713,2.871,3.832
278.764,-46.938,20.577,1.535,2.012,2.549,3.609,1.137,2.170,3.319
278.774,-53.211,26.090,2.194,1.377,1.893,3.074,0.597,1.518,2.764
278.785,-57.450,6.274,2.022,0.669,1.220,2.486,-0.186,0.870,2.175
278.796,-61.148,-34.342,1.513,-0.095,0.536,1.852,-1.172,0.213,1.543
278.806,-61.957,-48.783,0.812,-0.819,-0.115,1.204,-2.078,-0.411,0.896
278.817,-61.599,5.673,1.543,-1.464,-0.781,0.548,-2.583,-1.034,0.257
