R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,70,5,70,5,50,175,0,0,0.995
sysTime,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R
192.131,-6.801,0.623,-2.530,-1.298,-1.418,-2.845,-0.879
192.141,-1.352,0.823,-2.481,-1.229,-1.452,-2.791,-0.787
192.152,-2.746,0.373,-2.530,-1.237,-1.458,-2.890,-0.775
192.162,-0.600,-0.524,-2.550,-1.155,-1.452,-3.127,-0.689
192.172,1.210,-0.399,-2.464,-1.081,-1.430,-2.969,-0.614
192.182,2.598,0.440,-2.392,-1.053,-1.400,-2.734,-0.575
192.192,5.680,1.294,-2.234,-0.971,-1.347,-2.332,-0.471
192.202,7.840,0.571,-2.176,-0.868,-1.272,-2.342,-0.351
192.212,8.022,-0.398,-2.098,-0.726,-1.176,-2.394,-0.212
192.222,11.693,-0.258,-1.883,-0.524,-1.060,-2.117,-0.019
192.232,11.502,0.146,-1.693,-0.377,-0.925,-1.795,0.122
192.242,15.921,0.367,-1.491,-0.190,-0.785,-1.529,0.306
192.252,14.029,0.726,-1.388,-0.116,-0.640,-1.331,0.379
192.262,14.083,1.143,-1.221,0.023,-0.494,-1.067,0.522
192.273,11.123,0.816,-1.154,0.126,-0.353,-1.064,0.626
192.283,11.867,0.186,-1.055,0.278,-0.225,-1.082,0.771
192.293,9.987,0.522,-0.935,0.383,-0.100,-0.910,0.864
192.304,9.170,0.791,-0.803,0.491,0.034,-0.698,0.966
192.314,13.886,1.369,-0.532,0.708,0.164,-0.276,1.180
192.324,12.917,1.153,-0.476,0.774,0.287,-0.230,1.241
192.335,12.167,0.834,-0.349,0.920,0.427,-0.143,1.375
192.345,14.987,0.772,-0.111,1.150,0.582,0.115,1.587
192.356,12.235,0.809,0.025,1.276,0.758,0.273,1.691
192.368,12.336,0.754,0.189,1.440,0.916,0.432,1.828
192.380,12.032,0.669,0.307,1.561,1.057,0.532,1.919
192.391,8.938,0.456,0.332,1.607,1.170,0.490,1.931
192.403,5.347,0.217,0.336,1.634,1.255,0.419,1.917
192.413,5.199,-0.291,0.350,1.693,1.306,0.300,1.937
192.423,4.455,-0.377,0.362,1.713,1.343,0.268,1.914
192.433,1.019,0.163,0.318,1.635,1.355,0.290,1.799
192.443,-1.440,0.500,0.302,1.619,1.361,0.266,1.754
192.453,2.294,-0.140,0.322,1.703,1.362,0.116,1.807
192.463,0.461,-0.426,0.234,1.636,1.350,-0.040,1.701
192.473,-6.407,0.236,0.103,1.487,1.320,-0.134,1.521
192.484,-6.098,0.495,0.038,1.448,1.267,-0.264,1.460
192.494,-9.427,0.129,-0.218,1.262,1.166,-0.694,1.256
192.504,-12.012,-0.025,-0.424,1.118,1.060,-1.046,1.092
192.514,-13.159,0.567,-0.642,0.912,0.918,-1.268,0.877
192.524,-17.950,1.292,-0.876,0.672,0.766,-1.455,0.642
192.534,-14.280,0.311,-1.077,0.608,0.616,-1.960,0.578
192.544,-17.295,-0.351,-1.406,0.371,0.443,-2.485,0.333
192.554,-18.443,0.124,-1.596,0.179,0.268,-2.628,0.136
192.564,-15.856,1.082,-1.645,0.086,0.112,-2.520,0.053
192.575,-19.293,1.040,-1.914,-0.166,-0.070,-2.767,-0.181
192.585,-17.205,0.583,-2.088,-0.276,-0.244,-3.039,-0.276
192.596,-16.868,0.133,-2.308,-0.459,-0.424,-3.296,-0.447
192.607,-15.427,-0.066,-2.455,-0.580,-0.587,-3.453,-0.557
192.618,-17.920,0.173,-2.705,-0.832,-0.772,-3.638,-0.794
192.629,-16.593,0.628,-2.831,-0.995,-0.956,-3.602,-0.934
192.640,-12.959,0.936,-2.860,-1.050,-1.098,-3.497,-0.958
192.651,-9.856,1.148,-2.897,-1.088,-1.203,-3.462,-0.964
192.662,-8.251,1.087,-2.921,-1.099,-1.273,-3.451,-0.944
192.673,-8.294,0.699,-2.995,-1.148,-1.338,-3.518,-0.965
192.684,-13.226,0.431,-3.214,-1.352,-1.447,-3.711,-1.148
192.695,-9.764,-0.566,-3.308,-1.383,-1.560,-3.913,-1.166
192.706,-7.318,-1.479,-3.376,-1.380,-1.638,-4.116,-1.166
192.716,-3.131,-1.193,-3.308,-1.323,-1.687,-3.985,-1.112
192.727,-1.862,-0.611,-3.301,-1.336,-1.715,-3.892,-1.123
192.738,0.298,-0.348,-3.236,-1.264,-1.706,-3.796,-1.045
192.748,1.912,-0.091,-3.185,-1.210,-1.682,-3.709,-0.982
192.760,-0.212,0.482,-3.159,-1.217,-1.653,-3.551,-0.974
192.770,6.348,0.200,-2.983,-1.018,-1.608,-3.384,-0.760
192.780,9.827,-0.518,-2.835,-0.820,-1.510,-3.319,-0.559
192.791,11.576,-0.588,-2.665,-0.638,-1.383,-3.144,-0.382
192.801,11.655,-0.189,-2.517,-0.522,-1.253,-2.891,-0.268
192.812,10.371,0.110,-2.428,-0.455,-1.134,-2.716,-0.202
192.822,13.699,0.097,-2.230,-0.255,-1.003,-2.497,-0.004
192.833,13.891,-0.184,-2.067,-0.062,-0.837,-2.380,0.180
192.844,17.893,-0.630,-1.850,0.202,-0.667,-2.258,0.432
192.854,20.121,-1.193,-1.620,0.473,-0.464,-2.116,0.676
192.865,19.622,-1.603,-1.473,0.667,-0.261,-2.073,0.836
192.875,26.491,-1.372,-1.060,1.088,-0.025,-1.684,1.220
192.886,21.797,-0.839,-0.922,1.226,0.232,-1.542,1.319
192.897,20.251,-0.502,-0.720,1.412,0.462,-1.300,1.473
192.908,14.142,-0.279,-0.710,1.414,0.632,-1.266,1.447
192.919,8.688,0.059,-0.694,1.412,0.758,-1.197,1.422
192.930,10.099,0.472,-0.544,1.537,0.862,-0.976,1.529
192.941,11.500,0.657,-0.377,1.674,0.976,-0.727,1.649
192.952,12.788,0.448,-0.209,1.863,1.120,-0.600,1.817
192.963,9.517,0.129,-0.166,1.939,1.249,-0.636,1.863
192.974,4.572,-0.040,-0.234,1.875,1.312,-0.711,1.766
192.984,5.331,-0.634,-0.218,1.907,1.348,-0.743,1.759
192.995,4.239,-1.636,-0.310,1.938,1.388,-1.135,1.737
193.006,-0.424,-2.414,-0.505,1.836,1.383,-1.569,1.570
193.017,-2.035,-2.897,-0.598,1.778,1.347,-1.770,1.438
193.028,-2.841,-3.417,-0.704,1.696,1.285,-1.963,1.281
193.039,-3.317,-3.894,-0.780,1.635,1.221,-2.113,1.137
193.050,-7.018,-4.223,-0.981,1.447,1.120,-2.382,0.863
193.061,-4.618,-4.209,-0.996,1.398,1.021,-2.358,0.733
193.071,-3.075,-3.809,-0.992,1.349,0.944,-2.271,0.610
193.082,-8.424,-3.571,-1.136,1.167,0.857,-2.359,0.362
193.092,-8.123,-3.368,-1.242,1.029,0.733,-2.421,0.168
193.103,-13.166,-2.918,-1.459,0.777,0.590,-2.574,-0.128
193.114,-9.144,-2.173,-1.468,0.692,0.443,-2.423,-0.245
193.124,-14.869,-1.548,-1.695,0.433,0.299,-2.575,-0.521
193.135,-12.774,-1.777,-1.841,0.319,0.137,-2.784,-0.648
193.146,-13.470,-2.521,-2.067,0.192,-0.007,-3.234,-0.795
193.156,-17.782,-2.521,-2.358,-0.099,-0.201,-3.519,-1.105
193.167,-17.833,-1.636,-2.475,-0.307,-0.399,-3.411,-1.318
193.177,-14.973,-1.460,-2.583,-0.444,-0.586,-3.434,-1.452
193.188,-20.715,-1.910,-2.927,-0.748,-0.788,-3.845,-1.748
193.199,-20.292,-2.512,-3.178,-0.964,-1.016,-4.153,-1.960
193.209,-15.967,-2.389,-3.325,-1.122,-1.231,-4.252,-2.113
193.220,-16.632,-2.020,-3.445,-1.275,-1.400,-4.271,-2.256
193.231,-14.425,-1.612,-3.518,-1.390,-1.562,-4.217,-2.354
193.242,-17.432,-1.285,-3.738,-1.626,-1.732,-4.364,-2.562
193.252,-12.210,-1.517,-3.821,-1.663,-1.878,-4.511,-2.572
193.263,-10.994,-1.656,-3.948,-1.774,-2.003,-4.636,-2.656
193.273,-12.954,-0.476,-3.974,-1.917,-2.109,-4.351,-2.763
193.283,-11.785,-0.093,-4.038,-2.021,-2.217,-4.270,-2.814
193.293,-9.306,-1.488,-4.243,-2.116,-2.328,-4.675,-2.865
193.303,-6.317,-1.802,-4.273,-2.108,-2.394,-4.755,-2.829
193.314,-6.736,-0.696,-4.260,-2.179,-2.448,-4.506,-2.863
193.324,-1.647,-0.243,-4.184,-2.106,-2.471,-4.370,-2.744
193.335,-3.692,0.100,-4.236,-2.159,-2.481,-4.363,-2.744
193.345,2.268,-0.143,-4.134,-2.014,-2.460,-4.302,-2.548
193.356,2.878,-0.253,-4.116,-1.986,-2.423,-4.253,-2.475
193.367,4.832,0.287,-3.967,-1.883,-2.359,-3.942,-2.325
193.377,5.798,0.768,-3.843,-1.793,-2.282,-3.686,-2.183
193.388,7.227,0.094,-3.768,-1.684,-2.196,-3.642,-2.028
193.398,10.469,-0.280,-3.599,-1.497,-2.084,-3.475,-1.808
193.409,9.379,-0.301,-3.495,-1.413,-1.964,-3.291,-1.694
193.420,9.083,0.105,-3.376,-1.319,-1.851,-3.083,-1.569
193.430,7.917,0.774,-3.269,-1.260,-1.745,-2.826,-1.472
193.441,5.533,1.085,-3.257,-1.212,-1.653,-2.852,-1.384
193.452,6.404,0.193,-3.247,-1.070,-1.558,-3.102,-1.207
193.462,6.304,-0.509,-3.250,-0.992,-1.478,-3.260,-1.111
193.472,6.433,-0.000,-3.138,-0.910,-1.395,-3.050,-1.012
193.483,6.558,0.367,-3.027,-0.840,-1.314,-2.813,-0.922
193.494,9.096,0.387,-2.892,-0.690,-1.211,-2.681,-0.752
193.504,9.097,0.263,-2.773,-0.569,-1.093,-2.541,-0.616
193.515,13.021,-1.018,-2.672,-0.382,-0.972,-2.623,-0.431
193.525,14.169,-1.527,-2.519,-0.214,-0.829,-2.506,-0.280
193.535,15.087,-0.358,-2.255,-0.042,-0.676,-2.032,-0.119
193.545,17.275,0.227,-2.015,0.152,-0.511,-1.681,0.076
193.555,18.656,-0.049,-1.827,0.346,-0.325,-1.504,0.268
193.565,22.046,-1.012,-1.618,0.607,-0.126,-1.421,0.510
193.576,22.719,-0.917,-1.352,0.836,0.094,-1.091,0.714
193.586,24.297,-0.531,-1.067,1.091,0.324,-0.759,0.944
193.596,23.675,0.330,-0.793,1.305,0.569,-0.365,1.140
193.607,25.728,0.241,-0.537,1.599,0.833,-0.207,1.418
193.617,22.721,-0.281,-0.391,1.794,1.076,-0.196,1.585
193.627,21.344,-0.488,-0.206,1.998,1.293,-0.082,1.755
193.637,20.611,-0.495,-0.049,2.181,1.495,-0.018,1.900
193.647,18.145,0.411,0.073,2.287,1.673,0.121,1.973
